index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31542,116789.751011377,67.5438911363942,67.5438911363942,NA,16.272693820935,segment1,72.5448704818409,58329.6153291837,NA,9205.89289942405,segment1,36474.3811779178,61487.6033057851,NA,8669.94303193672,segment1,31638.7520257209,5366.35101202141,NA,5075.4384617356,segment1,5854.87750907022,-1.23366031948848,NA,-3.46496412710221,segment1,-1.17622750995392
2,2,1,3.31542,109921.737975764,52.2816399461421,52.2816399461421,NA,24.3445792395203,segment1,72.5448704818402,25233.8980074606,NA,12980.1435917624,segment1,36474.3811779176,27768.5950413223,NA,11554.0134822372,segment1,31638.7520257209,4333.31600175176,NA,5077.76883938074,segment1,5854.87750907021,-1.84850568983958,NA,-3.11618884186917,segment1,-1.17622750995393
3,3,1,3.32817,105341.156907371,42.1025709052698,42.1025709052698,NA,32.4164646581057,segment1,72.5448704818403,4373.05791790592,NA,16754.3942841008,segment1,36474.3811779176,3689.25619834711,NA,14438.0839325376,segment1,31638.7520257209,5264.38278795135,NA,5080.09921702588,segment1,5854.87750907021,-2.27212365602784,NA,-2.76741355663614,segment1,-1.17622750995393
4,4,1,3.34144,110290.64941799,53.1014431510897,53.1014431510897,NA,39.4128234002029,segment1,72.5448704818403,29040.1994044022,NA,20242.8634952532,segment1,36474.3811779176,19834.7107438017,NA,17208.2710692519,segment1,31638.7520257209,4255.99614998153,NA,5083.81562241174,segment1,5854.87750907021,-1.81438829020715,NA,-2.46646572736536,segment1,-1.17622750995393
5,5,1,3.35499,102697.886850518,36.2286374455947,36.2286374455947,NA,46.4091821423001,segment1,72.5448704818402,6267.45051353536,NA,23731.3327064055,segment1,36474.3811779176,6148.76033057851,NA,19978.4582059662,segment1,31638.7520257209,7711.45275042961,NA,5087.53202779759,segment1,5854.87750907021,-2.51704369547173,NA,-2.16551789809458,segment1,-1.17622750995393
6,6,1,3.36775,122010.227039586,79.1449489768572,79.1449489768572,NA,52.6198069297877,segment1,72.5448704818402,65230.7732726218,NA,27215.7625474487,segment1,36474.3811779176,41652.8925619835,NA,22711.4167248283,segment1,31638.7520257209,4265.54052157025,NA,5088.01949990824,segment1,5854.87750907021,-0.783929441800012,NA,-1.90321223714067,segment1,-1.17622750995393
7,7,1,3.38076,125170.506568729,86.1677923749542,86.1677923749542,62.3299064206657,58.8304317172754,segment1,72.5448704818402,19681.0827391676,30312.1549953261,30700.1923884919,segment1,36474.3811779176,11900.826446281,25795.041322314,25444.3752436903,segment1,31638.7520257209,4619.97676374292,5119.43379143046,5088.5069720189,segment1,5854.87750907021,-0.511679310068104,-1.46100571611802,-1.64090657618675,segment1,-1.17622750995393
8,8,1,3.39368,118127.741800989,70.5172040021984,70.5172040021984,62.9846417209769,65.1471342279423,segment1,72.5448704818402,3949.83583133508,32336.9406630841,34427.8331861326,segment1,36474.3811779176,6148.76033057851,26952.0661157025,28437.7083752163,segment1,31638.7520257209,4843.84026849672,5090.24366224166,5081.04798082733,segment1,5854.87750907021,-1.11839577868801,-1.43465803468143,-1.37936169661841,segment1,-1.17622750995393
9,9,1,3.40639,109268.047302828,50.8289940062836,50.8289940062836,70.0989371556081,71.4638367386092,segment1,72.5448704818402,2029.41922189806,39548.7682642674,38155.4739837734,segment1,36474.3811779176,5950.4132231405,31261.1570247934,31431.0415067423,segment1,31638.7520257209,4938.70049691917,5086.17829389006,5073.58898963577,segment1,5854.87750907021,-1.90895983512183,-1.17805453831221,-1.11781681705006,segment1,-1.17622750995393
10,10,1,3.41948,107196.900579901,46.2264457331144,46.2264457331144,77.7566329186378,75.404727086837,segment1,72.5448704818402,8887.20061057346,44608.0358447784,40428.8638208343,segment1,36474.3811779176,3966.94214876033,36066.1157024793,34163.4523330693,segment1,31638.7520257209,6991.40518473925,5095.95704893578,5062.16303746557,segment1,5854.87750907021,-2.10050211967987,-0.900482743449151,-0.96249354004807,segment1,-1.17622750995393
