index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31347,108722.326905384,49.6162820119636,49.6162820119636,NA,1.15298380200787,segment1,48.6143258852991,15918.6220369511,NA,6467.36709785137,segment1,30920.4056282198,27768.5950413223,NA,6241.16546767277,segment1,27061.6988549265,4741.79009024515,NA,5074.45814111984,segment1,5972.57006856494,-1.95942875192975,NA,-3.98829204043104,segment1,-2.2023232102115
2,2,1,3.31347,110034.992025228,52.5333156116185,52.5333156116185,NA,10.1159302459166,segment1,48.6143258852994,52941.5616725187,NA,9835.35467140968,segment1,30920.4056282199,47603.305785124,NA,8521.84597249715,segment1,27061.6988549266,4025.5907675502,NA,5067.81776605171,segment1,5972.57006856492,-1.83803181122462,NA,-3.62121888502726,segment1,-2.2023232102115
3,3,1,3.32632,107451.389206664,46.7919760148082,46.7919760148082,NA,19.0788766898252,segment1,48.6143258852994,32778.2029511808,NA,13203.342244968,segment1,30920.4056282199,29752.0661157025,NA,10802.5264773215,segment1,27061.6988549266,5609.73965404296,NA,5061.17739098359,segment1,5972.57006856492,-2.07696668762935,NA,-3.25414572962349,segment1,-2.2023232102115
4,4,1,3.33956,108532.450473926,49.1943343865028,49.1943343865028,NA,27.5849202586404,segment1,48.6143258852994,7521.99051480313,NA,16584.5874377306,segment1,30920.4056282199,1983.47107438016,NA,13217.1229550494,segment1,27061.6988549266,4457.45817316038,NA,5055.90519468463,segment1,5972.57006856492,-1.97698876593671,NA,-2.91098999736947,segment1,-2.2023232102115
5,5,1,3.353,107725.350426916,47.4007787264804,47.4007787264804,NA,36.0909638274556,segment1,48.6143258852994,12374.9493392369,NA,19965.8326304933,segment1,30920.4056282199,6148.76033057851,NA,15631.7194327773,segment1,27061.6988549266,7033.28905566847,NA,5050.63299838567,segment1,5972.57006856492,-2.05163040535317,NA,-2.56783426511544,segment1,-2.2023232102115
6,6,1,3.36625,106051.396832124,43.6808818491634,43.6808818491634,NA,44.3153584406315,segment1,48.6143258852994,8830.09120958856,NA,23426.8253345798,segment1,30920.4056282199,5950.4132231405,NA,18143.7743321284,segment1,27061.6988549266,4553.63158124072,NA,5044.96278341126,segment1,5972.57006856492,-2.20643976397636,NA,-2.24321417803562,segment1,-2.2023232102115
7,7,1,3.37875,103328.654366853,37.6303430374503,37.6303430374503,51.7236214532187,52.5397530538074,segment1,48.6143258852994,8689.11066540723,27641.4410650652,26887.8180386663,segment1,30920.4056282199,6148.76033057851,20793.3884297521,20655.8292314795,segment1,27061.6988549266,5263.09280009959,5050.94824662452,5039.29256843685,segment1,5972.57006856492,-2.4582424519696,-1.90600770176521,-1.9185940909558,segment1,-2.2023232102115
8,8,1,3.39155,107147.889397692,46.1175319948715,46.1175319948715,62.0484080180955,60.7836845136041,segment1,48.6143258852994,16214.1230397196,32721.4753469028,30223.0990391682,segment1,30920.4056282199,6148.76033057851,23024.7933884298,23206.6630195007,segment1,27061.6988549266,6246.12767830149,5050.52800427857,5030.51061687447,segment1,5972.57006856492,-2.10503473617939,-1.53643936767649,-1.59759246632075,segment1,-2.2023232102115
9,9,1,3.40457,100977.749796183,32.4061106581847,32.4061106581847,72.598699442303,69.0276159734008,segment1,48.6143258852994,4582.14062721019,34947.9154882992,33558.3800396701,segment1,30920.4056282199,5950.4132231405,25173.5537190083,25757.4968075219,segment1,27061.6988549266,4801.86700557876,5026.73062839759,5021.72866531208,segment1,5972.57006856492,-2.68742177137645,-1.15855010663533,-1.27659084168571,segment1,-2.2023232102115
10,10,1,3.41769,109550.415306776,51.4564784595025,51.4564784595025,78.720011544591,74.9616031685296,segment1,48.6143258852994,17050.9882866609,37155.9708088364,35711.561549021,segment1,30920.4056282199,3966.94214876033,29388.4297520661,28419.401277807,segment1,27061.6988549266,4511.38062730752,5012.95061074075,5011.90861330335,segment1,5972.57006856492,-1.88284608279147,-0.938164694615409,-1.05444332098923,segment1,-2.2023232102115
