index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31776,109144.456731114,50.5543482913644,50.5543482913644,NA,14.4902266679457,segment1,65.351943062333,18118.1168325535,NA,4796.16111326132,segment1,32908.3904043688,29752.0661157025,NA,7619.04882090737,segment1,26871.2698925031,4535.68398573704,NA,5287.80327167154,segment1,5794.7591193193,-1.92038964846813,NA,-3.5099432990809,segment1,-1.48255520717238
2,2,1,3.31776,109552.198579997,51.4604412888816,51.4604412888816,NA,13.5619420804441,segment1,65.3519430623327,52727.8768863199,NA,6816.74628128954,segment1,32908.3904043684,47603.305785124,NA,8562.89970401798,segment1,26871.2698925029,4716.82925231325,NA,5308.9707393118,segment1,5794.75911931928,-1.8826811634147,NA,-3.58349392584082,segment1,-1.4825552071724
3,3,1,3.3308,106799.455599299,45.3432346651078,45.3432346651078,NA,12.6336574929425,segment1,65.3519430623327,7632.98370938958,NA,8837.33144931776,segment1,32908.3904043684,3966.94214876033,NA,9506.75058712859,segment1,26871.2698925029,6418.78454132746,NA,5330.13820695205,segment1,5794.75911931928,-2.13725833725158,NA,-3.65704455260075,segment1,-1.4825552071724
4,4,1,3.34372,109267.648635871,50.8281080797137,50.8281080797137,NA,12.0467864350394,segment1,65.3519430623327,9428.80681643539,NA,10864.352589887,segment1,32908.3904043684,1983.47107438016,NA,10425.2970822352,segment1,26871.2698925029,4977.14270548254,NA,5349.05520308873,segment1,5794.75911931928,-1.90899670434928,NA,-3.70979536155099,segment1,-1.4825552071724
5,5,1,3.35653,101723.707605935,34.0637946798558,34.0637946798558,NA,11.4599153771362,segment1,65.3519430623327,3987.85251946615,NA,12891.3737304563,segment1,32908.3904043684,6148.76033057851,NA,11343.8435773418,segment1,26871.2698925029,5383.03321882369,NA,5367.9721992254,segment1,5794.75911931928,-2.61353530052151,NA,-3.76254617050122,segment1,-1.4825552071724
6,6,1,3.36927,92294.6155794557,13.1102568432349,13.1102568432349,NA,11.3887807810042,segment1,65.3519430623327,1987.13663344193,NA,14942.007298457,segment1,32908.3904043684,5950.4132231405,NA,12260.882063603,segment1,26871.2698925029,5465.81543678083,NA,5383.29601552604,segment1,5794.75911931928,-3.55066900478764,NA,-3.78775808939749,segment1,-1.4825552071724
7,7,1,3.38222,81178.5782401439,-11.5920483552357,-11.5920483552357,8.66649125897901,11.3176461848722,segment1,65.3519430623327,1654.49026715082,16812.0738114391,16992.6408664577,segment1,32908.3904043684,6148.76033057851,12059.5041322314,13177.9205498643,segment1,26871.2698925029,6621.7672758841,5445.25194780231,5398.61983182667,segment1,5794.75911931928,-4.76766636394026,-3.94561791015251,-3.81297000829377,segment1,-1.4825552071724
8,8,1,3.39505,66113.0883101088,-45.0709148664249,-45.0709148664249,10.8914720113726,11.4449239509301,segment1,65.3519430623327,-3268.63027260275,20034.9158452658,18955.8727345744,segment1,32908.3904043684,6148.76033057851,13547.1074380165,14224.8396891784,segment1,26871.2698925029,5648.09932685389,5486.56706867223,5406.72115672527,segment1,5794.75911931928,-6.6316587323002,-3.86046286768845,-3.82718598151057,segment1,-1.4825552071724
9,9,1,3.40786,58020.0564618824,-63.0554300847057,-63.0554300847057,13.3089063793414,11.572201716988,segment1,65.3519430623327,2522.06245759568,21888.7198122126,20919.104602691,segment1,32908.3904043684,5950.4132231405,15365.2892561983,15271.7588284925,segment1,26871.2698925029,4664.68108268153,5435.58509042834,5414.82248162387,segment1,5794.75911931928,-7.79177993192383,-3.76729856535118,-3.84140195472738,segment1,-1.4825552071724
10,10,1,3.42073,65948.3907181426,-45.4369095152387,-45.4369095152387,13.3973414036961,12.3616651265581,segment1,65.3519430623327,16539.2546509086,22851.2839319993,22583.4318099142,segment1,32908.3904043684,3689.25619834711,17431.4049586777,16597.9230652869,segment1,26871.2698925029,4921.66419630138,5380.08321236202,5384.14442428075,segment1,5794.75911931928,-6.65472885304069,-3.76361820273585,-3.8115721982419,segment1,-1.4825552071724
11,11,1,3.43388,74586.7576958657,-26.2405384536319,-26.2405384536319,13.2997870775857,13.1511285361282,segment1,65.3519430623327,19035.2140686066,23309.222844119,24247.7590171374,segment1,32908.3904043684,3570.2479338843,18009.9173553719,17924.0873020813,segment1,26871.2698925029,6826.59915699926,5343.20493549685,5353.46636693763,segment1,5794.75911931928,-5.54598749892955,-3.76777959443438,-3.78174244175643,segment1,-1.4825552071724
12,12,1,3.44686,109130.481727615,50.5232927280341,50.5232927280341,16.2846705966129,18.4238469322707,segment1,65.3519430623327,49149.0105265207,25611.5395433202,26197.8781044567,segment1,32908.3904043684,9917.35537190083,19001.652892562,18967.9427627811,segment1,26871.2698925029,4687.93112287021,5266.68906719605,5287.58116984984,segment1,5794.75911931928,-1.92168207457547,-3.64364864753755,-3.53960269784955,segment1,-1.4825552071724
13,1,1,3.45999,108703.690557227,49.5748679049496,49.5748679049496,23.4420422768163,23.6965653284132,segment1,65.3519430623327,62579.5381155186,29092.0935698704,28147.9971917761,segment1,32908.3904043684,57520.6611570248,20728.9256198347,20011.7982234808,segment1,26871.2698925029,5485.66812888198,5142.35069394419,5221.69597276206,segment1,5794.75911931928,-1.96115226512279,-3.33829903658408,-3.29746295394268,segment1,-1.4825552071724
14,2,1,3.47288,134022.756879734,105.839459732742,105.839459732742,32.4765804426496,32.5384929576898,segment1,65.3519430623327,85614.6644151973,30642.4834697571,29599.2176328653,segment1,32908.3904043684,55537.1900826446,21456.1983471074,20880.8163987986,segment1,26871.2698925029,4758.4080100465,5120.74294802472,5173.28099854613,segment1,5794.75911931928,0.20180247237758,-2.92578195659912,-2.88306919164934,segment1,-1.4825552071724
