,Time_Step,FI,Smooth_FI
0,60,2.8305093463215285,4.325431013481096
1,66,4.434774845598027,4.325431013481096
2,72,3.1507404283675946,4.325431013481096
3,78,4.634314575050768,4.325431013481096
4,84,4.482528232639181,4.325431013481096
5,90,5.114242583011574,4.325431013481096
6,96,4.904807836121408,4.325431013481096
7,102,6.15451168998186,4.367900704511128
8,108,4.371628561438184,4.3365471931695625
9,114,3.5101858366132315,4.276215289827317
10,120,4.258721360434817,4.2795295369627935
11,126,4.058206866194968,4.314692478326332
12,132,3.340145638681912,4.30366002958131
13,138,4.058532709499236,4.287170828140195
14,144,2.426757588260665,4.1995777946483335
15,150,4.674085540676473,4.072601931643075
16,156,4.904483529001637,4.246753111925306
17,162,4.981853198071306,4.358526331889072
18,168,4.706937418828037,4.296399627468964
19,174,5.103395288079528,4.446673209960709
20,180,2.847918205375075,4.5485057280094265
21,186,5.60000000000001,4.764490598154395
22,192,5.60000000000001,4.783690430514825
23,198,3.312686413153664,4.677347996192355
24,204,5.143428628582854,4.623603773843662
25,210,5.28052292608385,4.616934308037469
26,216,5.018576030000291,4.539471304110802
27,222,4.904483529001637,4.740453507359764
28,228,3.6283743171319998,4.659362159789239
29,234,4.336922529886977,4.557620949081123
30,240,4.626903829153722,4.670452636873875
31,246,4.173839240959519,4.602998395253317
32,252,5.2597046443626025,4.383130604713812
33,258,4.626903829153722,4.193162275062508
34,264,4.379105471502611,4.2008391011045285
35,270,4.666666666666673,4.254111995622801
36,276,4.333977729136179,4.245601713632863
37,282,2.642109439609776,4.1690158702981535
38,288,2.738956074184646,4.186478024690435
39,294,4.9966054415058805,4.092808325819924
40,300,4.267649051351257,4.092114342557136
41,306,4.234799146007731,4.04556417101269
42,312,3.7078737091371936,3.996251132769151
43,318,4.383385093666915,3.7900886742115056
44,324,4.13566825791649,3.9750078769538937
45,330,4.618576030000273,3.9702131537390173
46,336,3.8205034129692694,3.9783442514608063
47,342,4.074910207744214,3.8759764496942566
48,348,1.8600282264444272,3.901068052932134
49,354,4.8611398725184385,3.9064467852669296
50,360,2.6814193956061194,3.8611602090290256
51,366,5.0941786141673475,3.9252281482861213
52,372,3.039235430152667,3.926539693706997
53,378,4.535898384862251,3.8597041265418994
54,384,3.772418497154756,3.8683383484388636
55,390,3.8399461788120606,4.086941761837774
56,396,4.904483529001637,4.014691699845646
57,402,4.634314575050768,4.157293484857635
58,408,3.018476606988086,4.000964376430791
59,414,4.178520870507786,4.082839037077204
60,420,4.483269187231368,4.053746692998679
61,426,3.99413912861291,3.912100754917873
62,432,4.392640815749981,3.869480799146961
63,438,3.218229313045237,3.9327142208252113
64,444,4.02173135790963,4.0627594594003655
65,450,4.186790255919942,4.236502682824653
66,456,2.072667240185089,4.184006730497877
67,462,3.3285067095611116,4.358362584185518
68,468,5.663284589140631,4.371274934112246
69,474,6.194857437952626,4.460320253807557
70,480,5.103395288079528,4.5470279244233565
71,486,3.548569442586484,4.6091460605650765
72,492,6.575539431483013,4.6060041498828825
73,498,4.1490873277336355,4.643840739087868
74,504,5.461184652093707,4.613861259485574
75,510,4.258721360434817,4.305287552179247
76,516,4.767148991610269,4.107424716763968
77,522,4.1490873277336355,3.9897077978164597
78,528,2.526706310644924,4.03317968036518
79,534,2.9687529543336058,3.7375777451321377
80,540,1.9604001014647086,3.617065778250359
81,546,3.8205034129692694,3.5898758831277084
82,552,3.6907922607094306,3.612629622891504
83,558,4.070232033171128,3.425080291746397
84,564,3.028316208686509,3.3139571117948017
85,570,2.702943725152289,3.541706972937945
86,576,5.134905910621925,3.541706972937945
87,582,4.531766237600383,3.541706972937945
88,588,2.516557017869012,3.541706972937945
89,594,2.8156091683145013,3.541706972937945
90,600,5.2597046443626025,3.541706972937945
