index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.30834,145013.201872436,130.262670827635,130.262670827635,NA,109.468126913199,segment1,54.3364241613511,86589.4963018402,NA,56004.2190824988,segment1,32140.1588508045,61487.6033057851,NA,49213.2409330607,segment1,26193.811902407,5402.78112361962,NA,5464.46557875496,segment1,5896.55133756004,1.05433261321633,NA,-0.187182072605946,segment1,-1.9838963076783
2,2,1,3.30834,219189.443353677,295.098763008171,295.098763008171,NA,104.063487184567,segment1,54.3364241613517,201133.501094409,NA,53038.9495827643,segment1,32140.1588508045,122975.20661157,NA,46587.4002320877,segment1,26193.8119024072,3982.05300159781,NA,5464.02414914931,segment1,5896.55133756006,6.13898762944802,NA,-0.336494808652905,segment1,-1.9838963076783
3,3,1,3.32125,166425.729943928,177.846066542062,177.846066542062,NA,98.658847455935,segment1,54.3364241613517,24110.0236188643,NA,50073.6800830298,segment1,32140.1588508045,71404.9586776859,NA,43961.5595311146,segment1,26193.8119024072,5468.77835092769,NA,5463.58271954367,segment1,5896.55133756006,2.63109433034131,NA,-0.485807544699865,segment1,-1.9838963076783
4,4,1,3.33395,111569.639876738,55.943644170528,55.943644170528,NA,93.9059234585499,segment1,54.3364241613517,9100.38670538282,NA,47626.1259442226,segment1,32140.1588508045,59504.1322314049,NA,41827.6271591103,segment1,26193.8119024072,4452.34454116821,NA,5455.73764684848,segment1,5896.55133756006,-1.69610562501271,NA,-0.618865194302409,segment1,-1.9838963076783
5,5,1,3.34658,100615.438416337,31.6009742585265,31.6009742585265,NA,89.1529994611648,segment1,54.3364241613517,3692.1859622649,NA,45178.5718054153,segment1,32140.1588508045,6148.76033057851,NA,39693.694787106,segment1,26193.8119024072,8497.62709208708,NA,5447.89257415328,segment1,5896.55133756006,-2.72330839774793,NA,-0.751922843904953,segment1,-1.9838963076783
6,6,1,3.35971,97843.6409231494,25.4414242736654,25.4414242736654,NA,84.5863223910836,segment1,54.3364241613517,7808.58981672749,NA,42998.2913842563,segment1,32140.1588508045,5950.4132231405,NA,37876.0754972914,segment1,26193.8119024072,4629.97408677444,NA,5439.40559920215,segment1,5896.55133756006,-2.99785252345984,NA,-0.884582802257356,segment1,-1.9838963076783
7,7,1,3.37322,110790.526015505,54.2122800344547,54.2122800344547,82.8130555015496,80.0196453210025,segment1,54.3364241613517,26955.5088069887,40909.1959728137,40818.0109630974,segment1,32140.1588508045,6148.76033057851,35646.2809917355,36058.4562074769,segment1,26193.8119024072,7859.86338405506,5380.84327585383,5430.91862425101,segment1,5896.55133756006,-1.76815906635485,-0.89908223056982,-1.01724276060976,segment1,-1.9838963076783
8,8,1,3.38585,99795.9208944074,29.7798242097942,29.7798242097942,69.9765013996239,75.4387161297596,segment1,54.3364241613517,549.765140852917,32372.0333949979,38838.4560398669,segment1,32140.1588508045,6148.76033057851,32753.7190082644,34237.6922641643,segment1,26193.8119024072,5395.60993137162,5394.76373260014,5430.28725691744,segment1,5896.55133756006,-2.80448089397709,-1.3315517906757,-1.15099195506109,segment1,-1.9838963076783
9,9,1,3.39871,93922.364720099,16.7274771557754,16.7274771557754,62.5413439468525,70.8577869385167,segment1,54.3364241613517,4558.31137998322,32939.787694834,36858.9011166365,segment1,32140.1588508045,5950.4132231405,30852.8925619835,32416.9283208518,segment1,26193.8119024072,4481.45433115118,5432.71598659772,5429.65588958386,segment1,5896.55133756006,-3.38625151346088,-1.57515527836919,-1.28474114951242,segment1,-1.9838963076783
10,10,1,3.4118,89754.7900758973,7.46620016866076,7.46620016866076,66.899057947587,70.4546922109773,segment1,54.3364241613517,5211.92989902951,39221.9559195384,37681.7555955827,segment1,32140.1588508045,3689.25619834711,31761.9834710744,32252.031824497,segment1,26193.8119024072,5690.248344884,5499.00114813353,5407.95088925935,segment1,5896.55133756006,-3.8236511096413,-1.42398442748641,-1.28403463577261,segment1,-1.9838963076783
11,11,1,3.42488,108564.829267206,49.2662872604571,49.2662872604571,71.1010806066459,70.0515974834379,segment1,54.3364241613517,41186.625789337,39345.240250398,38504.6100745289,segment1,32140.1588508045,17851.2396694215,32001.652892562,32087.1353281421,segment1,26193.8119024072,4525.34692860717,5452.67716125962,5386.24588893484,segment1,5896.55133756006,-1.97399433393085,-1.25910057295704,-1.2833281220328,segment1,-1.9838963076783
12,12,1,3.43804,158406.137772592,160.024750605759,160.024750605759,75.2532724667924,73.7096955829362,segment1,54.3364241613517,115821.771200016,40184.1649720045,40519.4956096715,segment1,32140.1588508045,61487.6033057851,32985.1239669421,33845.5316022537,segment1,26193.8119024072,4492.85938884508,5330.55466799656,5323.22588254627,segment1,5896.55133756006,2.0502409067567,-1.08862249963674,-1.15217685747531,segment1,-1.9838963076783
13,1,1,3.45123,109090.875025231,50.4352778338461,50.4352778338461,78.8180664016953,77.3677936824344,segment1,54.3364241613517,14974.0082179773,42043.1562278603,42534.3811448141,segment1,32140.1588508045,59504.1322314049,35208.2644628099,35603.9278763652,segment1,26193.8119024072,4785.13873393358,5230.73449434425,5260.20587615769,segment1,5896.55133756006,-1.92534495281319,-0.944190340887837,-1.02102559291782,segment1,-1.9838963076783
14,2,1,3.4642,116476.985900084,66.8488575557433,66.8488575557433,81.2474770564986,80.5867408743949,segment1,54.3364241613517,67857.0873106936,42956.8150719014,43350.6578764933,segment1,32140.1588508045,55537.1900826446,36687.6033057851,36607.0682133878,segment1,26193.8119024072,4933.78635319542,5175.97697145491,5227.20203471657,segment1,5896.55133756006,-1.26060424706367,-0.845333234956628,-0.892147349427421,segment1,-1.9838963076783
15,3,1,3.47707,188838.486907589,227.652193127976,227.652193127976,84.0005499637518,83.8056880663554,segment1,54.3364241613517,171012.540598644,43145.9563168196,44166.9346081725,segment1,32140.1588508045,93223.1404958678,36687.6033057851,37610.2085504104,segment1,26193.8119024072,5427.89909527193,5219.47020277069,5194.19819327545,segment1,5896.55133756006,4.18420250220944,-0.727525185485053,-0.763269105937021,segment1,-1.9838963076783
16,4,1,3.48966,136220.194121009,110.722653602243,110.722653602243,87.371722008192,85.9054116645944,segment1,54.3364241613517,12969.9071185079,43324.7148727842,43320.89064127,segment1,32140.1588508045,59504.1322314049,36616.5289256198,37080.4814542285,segment1,26193.8119024072,6084.0676736833,5191.1585271664,5200.86518497731,segment1,5896.55133756006,0.378886624305693,-0.580220899210989,-0.660748104139769,segment1,-1.9838963076783
17,5,1,3.50285,121346.728889902,77.6705086442256,77.6705086442256,89.1635932322306,88.0051352628333,segment1,54.3364241613517,2781.4894897716,41879.610652646,42474.8466743675,segment1,32140.1588508045,11900.826446281,35884.2975206612,36550.7543580467,segment1,26193.8119024072,5754.12827459831,5188.97108116752,5207.53217667916,segment1,5896.55133756006,-0.841088138361329,-0.501062676300036,-0.558227102342517,segment1,-1.9838963076783
18,6,1,3.51571,121956.022539166,79.024494531481,79.024494531481,84.6068062365114,87.6642220735256,segment1,54.3364241613517,28853.4796077765,37675.7708231489,40629.0558344439,segment1,32140.1588508045,23801.652892562,34479.3388429752,35247.8969203992,segment1,26193.8119024072,4442.53306594963,5246.98612824748,5226.59695824416,segment1,5896.55133756006,-0.788599023159293,-0.666319183536448,-0.546474846213338,segment1,-1.9838963076783
19,7,1,3.5289,125177.918896438,86.1842642143075,86.1842642143075,81.9315990519842,87.323308884218,segment1,54.3364241613517,50526.40915648,37885.4364234853,38783.2649945204,segment1,32140.1588508045,41652.8925619835,33818.1818181818,33945.0394827517,segment1,26193.8119024072,5651.62023722455,5271.09783834077,5245.66173980917,segment1,5896.55133756006,-0.511040756681723,-0.758836275989855,-0.534722590084158,segment1,-1.9838963076783
