,Time_Step,FI,Smooth_FI
0,36,5.148651039741865,4.754852110569145
1,42,4.752301970512247,4.754852110569145
2,48,4.663784377469259,4.754852110569145
3,54,2.9367534020385557,4.754852110569145
4,60,5.7777777777777795,4.754852110569145
5,66,5.249844095875161,4.754852110569145
6,72,5.7777777777777795,5.496916489817132
7,78,5.249844095875161,5.496916489817132
8,84,5.491506347470021,5.496916489817132
9,90,4.899010855532595,5.496916489817132
10,96,5.669409990036495,5.496916489817132
11,102,5.893949872210743,5.496916489817132
12,108,6.278986078547101,6.021644885452869
13,114,6.40916084246419,6.021644885452869
14,120,5.840029719517577,6.021644885452869
15,126,5.911957447205283,6.021644885452869
16,132,5.911957447205283,6.021644885452869
17,138,5.7777777777777795,6.021644885452869
18,144,4.565597062083324,5.228433333021765
19,150,4.1134701174130015,5.228433333021765
20,156,5.7777777777777795,5.228433333021765
21,162,5.7777777777777795,5.228433333021765
22,168,5.650134707297537,5.228433333021765
23,174,5.4858425557811685,5.228433333021765
24,180,5.426719952888739,4.868602545993644
25,186,3.933986990938139,4.868602545993644
26,192,4.7814407352409525,4.868602545993644
27,198,6.40916084246419,4.868602545993644
28,204,3.579313137909841,4.868602545993644
29,210,5.080993616520001,4.868602545993644
30,216,5.080993616520001,4.534040250977877
31,222,6.167508610836602,4.534040250977877
32,228,6.358021098430831,4.534040250977877
33,234,2.138176977504285,4.534040250977877
34,240,3.714303024682707,4.534040250977877
35,246,3.745238177892831,4.534040250977877
36,252,5.080993616520001,4.538979047231643
37,258,5.018576030000291,4.538979047231643
38,264,2.7938247552411393,4.538979047231643
39,270,4.493520518452218,4.538979047231643
40,276,5.157448740394101,4.538979047231643
41,282,4.689510622782105,4.538979047231643
42,288,5.192645033233982,4.542110630652763
43,294,6.057557252241697,4.542110630652763
44,300,4.5392341539494545,4.542110630652763
45,306,4.090148289345389,4.542110630652763
46,312,3.7145714238666305,4.542110630652763
47,318,3.6585076312794245,4.542110630652763
48,324,3.8118697447391683,3.4007914245136583
49,330,2.684366924386232,3.4007914245136583
50,336,4.5747811989968605,3.4007914245136583
51,342,3.564394569621981,3.4007914245136583
52,348,2.239858852884993,3.4007914245136583
53,354,3.5294772564527133,3.4007914245136583
54,360,2.6092405599886708,2.2098323046586423
55,366,2.303613322931964,2.2098323046586423
56,372,2.2119292701367215,2.2098323046586423
57,378,2.6544974415563165,2.2098323046586423
58,384,1.9600589050897645,2.2098323046586423
59,390,1.5196543282484163,2.2098323046586423
60,396,3.880903342972316,3.667188282590459
61,402,2.7009592121343577,3.667188282590459
62,408,2.8816090549253017,3.667188282590459
63,414,4.827129584993482,3.667188282590459
64,420,3.856219281045982,3.667188282590459
65,426,3.856309219471314,3.667188282590459
66,432,4.800250503964551,4.116395313262794
67,438,3.94607984730682,4.116395313262794
68,444,4.243057120070021,4.116395313262794
69,450,4.52492839366863,4.116395313262794
70,456,3.9073590238075426,4.116395313262794
71,462,3.2766969907592,4.116395313262794
72,468,5.437775604732976,4.240093469520812
73,474,4.493520518452218,4.240093469520812
74,480,4.550246378615494,4.240093469520812
75,486,3.964213317369588,4.240093469520812
76,492,3.765385630719284,4.240093469520812
77,498,3.2294193672353173,4.240093469520812
78,504,1.9642884547622455,3.0658592500771995
79,510,4.297302079483701,3.0658592500771995
80,516,1.570578154923129,3.0658592500771995
81,522,2.2807896631597293,3.0658592500771995
82,528,3.796216324697188,3.0658592500771995
83,534,4.485980823437204,3.0658592500771995
84,540,3.5570187985931665,3.5098240393444957
85,546,2.566472321898887,3.5098240393444957
86,552,4.136830920043341,3.5098240393444957
87,558,4.408985380750704,3.5098240393444957
88,564,2.715057922229816,3.5098240393444957
89,570,3.6745788925510583,3.5098240393444957
90,576,4.874637583227113,3.4767525169068825
91,582,3.5872913986367876,3.4767525169068825
92,588,3.263221603880161,3.4767525169068825
93,594,2.316487237501605,3.4767525169068825
94,600,3.3421247612887455,3.4767525169068825
