index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31595,150358.003427985,142.140007617745,142.140007617745,NA,76.54292064973,segment1,65.3359444780703,91329.9916513362,NA,42181.7444304358,segment1,36963.828973063,61487.6033057851,NA,39714.514068259,segment1,30135.4491424407,4798.47491756615,NA,5041.89396052248,segment1,5959.24932915143,1.4611526433236,NA,-1.34919396587563,segment1,-1.4612713596915
2,2,1,3.31595,190091.85715142,230.437460336489,230.437460336489,NA,72.9913213953384,segment1,65.33594447807,127489.156186849,NA,40990.0108298831,segment1,36963.8289730626,83305.785123967,NA,38163.0752237495,segment1,30135.4491424407,4449.5173394471,NA,5031.82818296014,segment1,5959.24932915143,4.26917675602851,NA,-1.46069526943431,segment1,-1.4612713596915
3,3,1,3.32967,137846.711731825,114.337137181834,114.337137181834,NA,69.4397221409468,segment1,65.33594447807,14536.1103647995,NA,39798.2772293303,segment1,36963.8289730626,61487.6033057851,NA,36611.6363792399,segment1,30135.4491424407,5293.65247860954,NA,5021.76240539781,segment1,5959.24932915143,0.508854599773599,NA,-1.57219657299299,segment1,-1.4612713596915
4,4,1,3.34294,109430.990243272,51.1910894294926,51.1910894294926,NA,66.7392900687066,segment1,65.33594447807,31686.7755541544,NA,38808.2978735638,segment1,36963.8289730626,55537.1900826446,NA,35337.7067942071,segment1,30135.4491424407,4565.30696006351,NA,5015.65524338221,segment1,5959.24932915143,-1.89389066463775,NA,-1.65123090789624,segment1,-1.4612713596915
5,5,1,3.35582,99412.6751036519,28.9281668970043,28.9281668970043,NA,64.0388579964665,segment1,65.33594447807,3469.53537044895,NA,37818.3185177973,segment1,36963.8289730626,6148.76033057851,NA,34063.7772091742,segment1,30135.4491424407,7339.09017949018,NA,5009.54808136661,segment1,5959.24932915143,-2.84244105550201,NA,-1.7302652427995,segment1,-1.4612713596915
6,6,1,3.36885,88755.4812927872,5.24551398397148,5.24551398397148,NA,61.575955668577,segment1,65.33594447807,-418.414547616599,NA,36787.3667619382,segment1,36963.8289730626,5950.4132231405,NA,32930.2573865509,segment1,30135.4491424407,4288.36604010764,NA,5003.56657272349,segment1,5959.24932915143,-3.93105747068068,NA,-1.80088199110624,segment1,-1.4612713596915
7,7,1,3.38175,77602.4940577778,-19.5389020938271,-19.5389020938271,63.0744157595125,59.1130533406876,segment1,65.33594447807,27.0007242888174,38833.9780032372,35756.4150060791,segment1,36963.8289730626,6148.76033057851,32611.5702479339,31796.7375639276,segment1,30135.4491424407,5031.22762871968,5003.62022726834,4997.58506408037,segment1,5959.24932915143,-5.18833265994851,-1.72098272884812,-1.87149873941297,segment1,-1.4612713596915
8,8,1,3.39544,77242.993634472,-20.3377919233956,-20.3377919233956,58.164953674108,56.3298349135201,segment1,65.33594447807,10663.060785039,34221.2357065946,34569.5996373164,segment1,36963.8289730626,6148.76033057851,31454.5454545454,30529.0577100847,segment1,30135.4491424407,4873.80087776631,4975.94819048129,4987.43314867207,segment1,5959.24932915143,-5.23062185219715,-1.88012718764338,-1.95663085539563,segment1,-1.4612713596915
9,9,1,3.40804,72197.3676809051,-31.5502940424332,-31.5502940424332,50.8213395155925,53.5466164863526,segment1,65.33594447807,6940.2692370189,31702.4916095296,33382.7842685537,segment1,36963.8289730626,5950.4132231405,30049.5867768595,29261.3778562418,segment1,30135.4491424407,6035.48196744534,4957.53120400218,4977.28123326376,segment1,5959.24932915143,-5.85173158273761,-2.13270916043974,-2.04176297137829,segment1,-1.4612713596915
10,10,1,3.42105,109618.273912642,51.6072753614268,51.6072753614268,48.1016884504385,53.6258355605208,segment1,65.33594447807,55770.5383428341,31426.4673039745,33167.2010759157,segment1,36963.8289730626,13884.2975206612,27652.8925619835,28266.5762182815,segment1,30135.4491424407,4465.33459043587,4997.41772131045,4990.51101526856,segment1,5959.24932915143,-1.876570432568,-2.23650934909842,-2.02152447684881,segment1,-1.4612713596915
11,11,1,3.434,109106.382160977,50.4697381355049,50.4697381355049,49.8120468471391,53.705054634689,segment1,65.33594447807,27749.5063693871,31214.4924022715,32951.6178832776,segment1,36963.8289730626,23801.652892562,25504.132231405,27271.7745803212,segment1,30135.4491424407,4459.74522849,4940.69889235132,5003.74079727337,segment1,5959.24932915143,-1.92391083316591,-2.16577301842794,-2.00128598231932,segment1,-1.4612713596915
12,12,1,3.44693,156792.238734463,156.438308298807,156.438308298807,53.3253857404857,56.4968541315374,segment1,65.33594447807,113757.361359106,32054.3743079143,32999.2161458459,segment1,36963.8289730626,61487.6033057851,25504.132231405,26948.4427162506,segment1,30135.4491424407,4583.90147983517,4969.23957450345,5042.86648826131,segment1,5959.24932915143,1.93234339502251,-2.01479159278292,-1.87326727027868,segment1,-1.4612713596915
13,1,1,3.45965,148130.755366363,137.190567480807,137.190567480807,57.4314023828918,59.2886536283857,segment1,65.33594447807,57343.6809337383,32486.1768587589,33046.8144084142,segment1,36963.8289730626,61487.6033057851,25504.132231405,26625.11085218,segment1,30135.4491424407,4517.56099605345,5134.33713827131,5081.99217924925,segment1,5959.24932915143,1.2916254655475,-1.82408110320615,-1.74524855823804,segment1,-1.4612713596915
14,2,1,3.47287,139296.914690674,117.559810423719,117.559810423719,61.2293994824726,61.1165409583297,segment1,65.33594447807,50769.6517850253,32386.799467409,32109.8060428273,segment1,36963.8289730626,55537.1900826446,25504.132231405,26095.3355259643,segment1,30135.4491424407,4066.30237807058,5173.56854119283,5099.64192287702,segment1,5959.24932915143,0.619236922718386,-1.63925360836729,-1.65174658070147,segment1,-1.4612713596915
15,3,1,3.4854,109330.621280605,50.968047290233,50.968047290233,64.5495146483305,62.9444282882736,segment1,65.33594447807,30805.7564370632,32112.341991557,31172.7976772404,segment1,36963.8289730626,55537.1900826446,25504.132231405,25565.5601997486,segment1,30135.4491424407,5234.85976448744,5114.15793551606,5117.29166650478,segment1,5959.24932915143,-1.90317291402897,-1.47023799374678,-1.5582446031649,segment1,-1.4612713596915
16,4,1,3.4978,108574.849190829,49.2885537573974,49.2885537573974,64.783875941248,61.4701342432482,segment1,65.33594447807,8792.54614856842,30269.7890449541,29433.7826598269,segment1,36963.8289730626,3966.94214876033,25079.3388429752,24571.0026148293,segment1,30135.4491424407,5581.3760895841,5084.98762016608,5127.45251542127,segment1,5959.24932915143,-1.97306767864345,-1.44523282247417,-1.59710016724339,segment1,-1.4612713596915
17,5,1,3.51056,118740.686840461,71.8793040899136,71.8793040899136,63.1732048301003,59.9958401982228,segment1,65.33594447807,21276.3671351613,28907.801071135,27694.7676424135,segment1,36963.8289730626,6148.76033057851,24489.2561983471,23576.44502991,segment1,30135.4491424407,4961.76915495043,5143.34687280441,5137.61336433777,segment1,5959.24932915143,-1.06559210540482,-1.515708427808,-1.63595573132188,segment1,-1.4612713596915
