index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.32183,119533.805053257,73.6417890072373,73.6417890072373,NA,-12.0454887029772,segment1,77.7003244278469,60131.696677205,NA,14273.8021082863,segment1,38443.9973420558,61487.6033057851,NA,15034.0365931099,segment1,32758.6408134815,4424.37831816336,NA,4977.16487242348,segment1,6083.41528476624,-0.997266966466498,NA,-4.30132428473781,segment1,-1.02258636498355
2,2,1,3.32183,108209.769990619,48.4772666458197,48.4772666458197,NA,3.7830846246886,segment1,77.7003244278463,43450.2676259878,NA,19501.4370694178,segment1,38443.9973420555,49586.7768595041,NA,18550.8586009197,segment1,32758.6408134815,5187.52582912174,NA,4978.07614578835,segment1,6083.41528476623,-2.00683066765754,NA,-3.72043600511735,segment1,-1.02258636498354
3,3,1,3.33523,128532.363691272,93.6385859806036,93.6385859806036,NA,19.6116579523544,segment1,77.7003244278463,86603.1822698052,NA,24729.0720305493,segment1,38443.9973420555,61487.6033057851,NA,22067.6806087295,segment1,32758.6408134815,4792.98526336764,NA,4978.98741915322,segment1,6083.41528476623,-0.240650036967395,NA,-3.13954772549689,segment1,-1.02258636498354
4,4,1,3.34872,109892.60419541,52.2168982120228,52.2168982120228,NA,35.2074909084591,segment1,77.7003244278463,8091.2975613987,NA,29962.3780551368,segment1,38443.9973420555,21818.1818181818,NA,25829.7858858535,segment1,32758.6408134815,4912.87523907821,NA,4985.82944091653,segment1,6083.41528476623,-1.85120001892068,NA,-2.57316002196339,segment1,-1.02258636498354
5,5,1,3.3623,98227.1412691117,26.2936472646927,26.2936472646927,NA,50.8033238645638,segment1,77.7003244278463,218.89818876565,NA,35195.6840797243,segment1,38443.9973420555,6148.76033057851,NA,29591.8911629775,segment1,32758.6408134815,5735.60078448569,NA,4992.67146267983,segment1,6083.41528476623,-2.95986714846359,NA,-2.00677231842988,segment1,-1.02258636498354
6,6,1,3.37559,116299.174118442,66.453720263205,66.453720263205,NA,65.9849212880224,segment1,77.7003244278463,28346.2295140078,NA,40250.0285922353,segment1,38443.9973420555,5950.4132231405,NA,33363.3932699436,segment1,32758.6408134815,4323.78344153675,NA,4996.93067820627,segment1,6083.41528476623,-1.2759222847655,NA,-1.46224196822886,segment1,-1.02258636498354
7,7,1,3.38882,104768.950687017,40.8310015267049,40.8310015267049,83.530728961679,81.166518711481,segment1,77.7003244278463,526.522873396974,46095.858301161,45304.3731047462,segment1,38443.9973420555,6148.76033057851,37074.3801652893,37134.8953769097,segment1,32758.6408134815,5907.9859742435,5050.17348880584,5001.18989373271,segment1,6083.41528476623,-2.32504201544282,-0.785062807375233,-0.91771161802783,segment1,-1.02258636498354
8,8,1,3.40184,94025.5931041414,16.9568735647586,16.9568735647586,100.702840567101,95.8818252386289,segment1,77.7003244278463,453.82397949876,54371.529578572,49910.3781242858,segment1,38443.9973420555,6148.76033057851,41619.8347107438,40783.9702705358,segment1,32758.6408134815,5048.4212317961,5024.24464538829,4997.63354328779,segment1,6083.41528476623,-3.37602683199867,-0.215597382773922,-0.392987584639025,segment1,-1.02258636498354
9,9,1,3.41514,92166.8663344924,12.8263696322054,12.8263696322054,115.097089625033,110.597131765777,segment1,77.7003244278463,8599.87262318787,56806.9844885847,54516.3831438255,segment1,38443.9973420555,5950.4132231405,45338.8429752066,44433.0451641619,segment1,32758.6408134815,4508.18616969629,4990.72943730883,4994.07719284288,segment1,6083.41528476623,-3.56439957711814,0.262143386052726,0.131736448749779,segment1,-1.02258636498354
10,10,1,3.42844,166576.055693407,178.180123763127,178.180123763127,124.018368840532,121.845275561319,segment1,77.7003244278463,153198.750949487,56737.5839109372,57553.6225078635,segment1,38443.9973420555,73388.4297520661,47735.5371900826,48230.4456502983,segment1,32758.6408134815,5401.13183850639,4987.47107388022,4992.88426365815,segment1,6083.41528476623,2.64170081799244,0.574144980622614,0.526186314473033,segment1,-1.02258636498354
11,11,1,3.44116,165198.366005319,175.118591122931,175.118591122931,131.229162562767,133.09341935686,segment1,77.7003244278463,71241.5527137732,59117.9594989937,60590.8618719016,segment1,38443.9973420555,67438.0165289256,50950.4132231405,52027.8461364347,segment1,32758.6408134815,5181.22587293609,4922.68910084779,4991.69133447342,segment1,6083.41528476623,2.54449559058202,0.84448602115265,0.920636180196285,segment1,-1.02258636498354
12,12,1,3.45401,148125.090971571,137.177979936824,137.177979936824,133.125862525942,136.46052007945,segment1,77.7003244278463,49341.2178886324,58173.8875086858,60755.3389565887,segment1,38443.9973420555,61487.6033057851,52429.7520661157,53557.5238834797,segment1,32758.6408134815,4926.88961659599,4890.62045914123,4966.40028866916,segment1,6083.41528476623,1.2911943196506,0.923091762387119,1.03169806296966,segment1,-1.02258636498354
13,1,1,3.46733,192034.115611271,234.75359024727,234.75359024727,133.359637739534,139.82762080204,segment1,77.7003244278463,146025.670174777,57392.9895919787,60919.8160412757,segment1,38443.9973420555,97190.0826446282,52429.7520661157,55087.2016305246,segment1,32758.6408134815,4926.5628904481,4858.03867974678,4941.10924286491,segment1,6083.41528476623,4.40085529567943,0.933537769085859,1.14275994574303,segment1,-1.02258636498354
14,2,1,3.47987,221168.264771164,299.496143935921,299.496143935921,135.571321350757,138.061458928358,segment1,77.7003244278463,156172.404786278,58315.9918087623,58497.9279309373,segment1,38443.9973420555,122975.20661157,52429.7520661157,53801.3247131646,segment1,32758.6408134815,4063.04901481568,4890.98211759614,4931.15336831643,segment1,6083.41528476623,6.26221726062801,1.02797318725441,1.08402851043742,segment1,-1.02258636498354
15,3,1,3.49324,171031.758736392,188.081686080872,188.081686080872,138.445055118266,136.295297054676,segment1,77.7003244278463,32331.9629498209,58722.6657684429,56076.0398205989,segment1,38443.9973420555,77355.3719008264,52429.7520661157,52515.4477958046,segment1,32758.6408134815,5113.0970837667,4999.73350694831,4921.19749376794,segment1,6083.41528476623,2.95608048658661,1.15304006234886,1.02529707513182,segment1,-1.02258636498354
16,4,1,3.50606,163743.024677677,171.884499283726,171.884499283726,133.581928168449,129.034589302409,segment1,77.7003244278463,60696.9030178421,52338.1473521279,51110.7107266843,segment1,38443.9973420555,63471.0743801653,49525.6198347107,48785.405152776,segment1,32758.6408134815,4514.56269639252,5000.93464483522,4945.42306661471,segment1,6083.41528476623,2.44010772720262,0.98442306786439,0.784363585739621,segment1,-1.02258636498354
17,5,1,3.5194,122253.292986979,79.6850955266194,79.6850955266194,122.080680621892,121.773881550141,segment1,77.7003244278463,4742.30684567858,45085.3771312512,46145.3816327698,segment1,38443.9973420555,41652.8925619835,45216.5289256198,45055.3625097473,segment1,32758.6408134815,4579.14597439312,5044.40960158181,4969.64863946147,segment1,6083.41528476623,-0.762989921866023,0.566431531076319,0.543430096347423,segment1,-1.02258636498354
18,6,1,3.53248,112757.382002871,58.5830711174907,58.5830711174907,112.213882997444,112.556769295486,segment1,77.7003244278463,1165.09308970444,42068.2815639819,41843.5607742664,segment1,38443.9973420555,5950.4132231405,41403.305785124,40762.7312578233,segment1,32758.6408134815,4710.59085067189,5105.03470985985,5024.29229489398,segment1,6083.41528476623,-1.58626172173581,0.201413977566223,0.240669623844533,segment1,-1.02258636498354
19,7,1,3.54563,110835.51510938,54.3122557986219,54.3122557986219,105.356247855328,103.339657040831,segment1,77.7003244278463,8966.10929672906,39940.1280859576,37541.7399157629,segment1,38443.9973420555,6148.76033057851,37920.6611570248,36470.1000058993,segment1,32758.6408134815,4739.21585964149,5105.40274288491,5078.9359503265,segment1,6083.41528476623,-1.76399841770274,-0.0430582049129883,-0.062090848658357,segment1,-1.02258636498354
20,8,1,3.55847,111845.211682992,56.5560259622036,56.5560259622036,97.775937420408,95.9117068028438,segment1,77.7003244278463,14166.290758973,35950.9306258734,35190.1942090613,segment1,38443.9973420555,6148.76033057851,34201.652892562,33526.5969719915,segment1,32758.6408134815,7007.83385478272,5160.41742902561,5186.95760824976,segment1,6083.41528476623,-1.67062039369355,-0.272553135577065,-0.305260558814651,segment1,-1.02258636498354
21,9,1,3.57168,105383.572444739,42.1968276549754,42.1968276549754,88.2598751295979,88.4837565648564,segment1,77.7003244278463,4647.58087604954,31885.0664236802,32838.6485023596,segment1,38443.9973420555,5950.4132231405,30895.867768595,30583.0939380836,segment1,32758.6408134815,5158.80689116177,5271.42668594983,5294.97926617302,segment1,6083.41528476623,-2.2682010131565,-0.575381692361458,-0.548430268970946,segment1,-1.02258636498354
22,10,1,3.58472,100837.57852513,32.0946189447339,32.0946189447339,82.3555142575045,84.9945198897492,segment1,77.7003244278463,3922.60070506511,32794.9901730079,33568.455209431,segment1,38443.9973420555,3689.25619834711,30069.4214876033,30195.2932157403,segment1,32758.6408134815,4779.33842632664,5382.53107784672,5423.26595323264,segment1,6083.41528476623,-2.70130561359642,-0.775425857284569,-0.672302883747192,segment1,-1.02258636498354
23,11,1,3.59837,106723.369670787,45.1741548239717,45.1741548239717,80.8055648959073,81.505283214642,segment1,77.7003244278463,46451.2176571539,35428.7519346417,34298.2619165024,segment1,38443.9973420555,33719.0082644628,30647.9338842975,29807.492493397,segment1,32758.6408134815,6846.41824703414,5478.29526306294,5551.55264029226,segment1,6083.41528476623,-2.14429486074283,-0.826793291126873,-0.796175498523439,segment1,-1.02258636498354
24,12,1,3.61121,100038.672962058,30.3192732490188,30.3192732490188,81.7261740204652,81.0214709005194,segment1,77.7003244278463,1721.25933078915,37415.5740732822,35750.7881128724,segment1,38443.9973420555,3689.25619834711,31391.7355371901,30645.8020575515,segment1,32758.6408134815,4716.69984117089,5609.56443004116,5633.3589945154,segment1,6083.41528476623,-2.78043651326684,-0.790886995849173,-0.826187236712683,segment1,-1.02258636498354
25,1,1,3.6239,166058.074085935,177.029053524299,177.029053524299,82.6437498407642,80.5376585863969,segment1,77.7003244278463,142569.945260036,37527.2378101914,37203.3143092425,segment1,38443.9973420555,71404.9586776859,31391.7355371901,31484.1116217061,segment1,32758.6408134815,5145.58545847464,5722.59315386678,5715.16534873853,segment1,6083.41528476623,2.60515374909579,-0.755068542262348,-0.856198974901928,segment1,-1.02258636498354
26,2,1,3.63674,165276.953599363,175.293230220808,175.293230220808,82.182308677359,82.4222482949519,segment1,77.7003244278463,63887.3906589996,36910.463891987,38972.0011739923,segment1,38443.9973420555,59504.1322314049,31391.7355371901,32621.4196242424,segment1,32758.6408134815,5164.37891416591,5726.37687832937,5712.39391698094,segment1,6083.41528476623,2.5500404712738,-0.774272141960151,-0.79222896123687,segment1,-1.02258636498354
27,3,1,3.64962,124149.597167443,83.8991048165408,83.8991048165408,81.7266806374609,84.3068380035068,segment1,77.7003244278463,27036.2362244625,36869.3546772124,40740.6880387421,segment1,38443.9973420555,61487.6033057851,31391.7355371901,33758.7276267788,segment1,32758.6408134815,6675.98935059779,5682.65175797653,5709.62248522334,segment1,6083.41528476623,-0.599628086884621,-0.793233819381231,-0.728258947571813,segment1,-1.02258636498354
28,4,1,3.66272,146858.088828017,134.362419617815,134.362419617815,88.5266172005914,89.8194803109816,segment1,77.7003244278463,87830.7997270649,43378.8895940335,43687.9129461636,segment1,38443.9973420555,59504.1322314049,34626.4462809917,35998.3209875922,segment1,32758.6408134815,5618.17583508672,5692.47185963313,5690.16612730167,segment1,6083.41528476623,1.19475634251918,-0.547808821984838,-0.513503719158614,segment1,-1.02258636498354
29,5,1,3.67592,122398.775731389,80.0083905141983,80.0083905141983,99.268637237584,95.3321226184563,segment1,77.7003244278463,40818.6924156655,49448.1704889127,46635.1378535851,segment1,38443.9973420555,59504.132231405,38935.5371900826,38237.9143484057,segment1,32758.6408134815,5773.87328088818,5678.72428218353,5670.70976938,segment1,6083.41528476623,-0.750456949397886,-0.155638695283954,-0.298748490745415,segment1,-1.02258636498354
30,6,1,3.68882,122554.477803685,80.354395119301,80.354395119301,105.049690512972,100.880902391751,segment1,77.7003244278463,12772.4388470908,50699.4628883415,48824.2046936402,segment1,38443.9973420555,5950.4132231405,42418.1818181818,40652.0045503622,segment1,32758.6408134815,6666.3235516541,5679.80709623528,5671.40143780047,segment1,6083.41528476623,-0.737043607539135,0.0667643044375943,-0.0780467243082845,segment1,-1.02258636498354
31,7,1,3.7018,110948.238167795,54.5627514839896,54.5627514839896,106.617405091483,106.429682165046,segment1,77.7003244278463,38.6932251626869,51169.7193034277,51013.2715336952,segment1,38443.9973420555,6148.76033057851,44743.8016528925,43066.0947523186,segment1,32758.6408134815,5496.17253047429,5720.44609020535,5672.09310622095,segment1,6083.41528476623,-1.75357364581561,0.133532731745905,0.142655042128846,segment1,-1.02258636498354
32,8,1,3.71424,106748.9240598,45.2309423551102,45.2309423551102,106.233133096121,110.190269977707,segment1,77.7003244278463,8291.13279363463,50159.6941215027,51915.6960005037,segment1,38443.9973420555,6148.76033057851,44578.5123966942,44337.0816328469,segment1,32758.6408134815,6341.68657105188,5754.10412272147,5682.35835712184,segment1,6083.41528476623,-2.14193155832797,0.121158612784053,0.27818205897436,segment1,-1.02258636498354
33,9,1,3.7272,105559.077237031,42.5868383045143,42.5868383045143,111.938992676183,113.950857790368,segment1,77.7003244278463,9536.11768679695,54023.2874988424,52818.1204673122,segment1,38443.9973420555,5950.4132231405,45735.5371900826,45608.0685133752,segment1,32758.6408134815,4775.55128642456,5720.11349773198,5692.62360802273,segment1,6083.41528476623,-2.25197010662799,0.311607764546786,0.413709075819875,segment1,-1.02258636498354
34,10,1,3.74051,174101.388614647,194.903085810327,194.903085810327,117.366947880294,115.957050116763,segment1,77.7003244278463,155262.901898025,55049.760176963,52924.7179651585,segment1,38443.9973420555,81322.3140495868,46975.2066115702,46125.389298412,segment1,32758.6408134815,5398.27647082228,5631.97372354284,5722.31131532829,segment1,6083.41528476623,3.17266341738849,0.492271524597996,0.469512232148957,segment1,-1.02258636498354
