index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31115,109598.12841879,51.5625075973114,51.5625075973114,NA,53.2413504612849,segment1,58.1949437191944,34763.2762827897,NA,41598.4745092783,segment1,33463.203788873,45619.8347107438,NA,37839.2005059897,segment1,26902.9155113097,4859.40315325585,NA,5129.16033496807,segment1,6099.85561227453,-1.87843351347544,NA,-2.31067422531865,segment1,-1.82637807275058
2,2,1,3.31115,194376.984873942,239.959966386538,239.959966386538,NA,58.4197008768029,segment1,58.1949437191951,177008.639332921,NA,43641.5636084947,segment1,33463.2037888731,87272.7272727273,NA,39220.6404584475,segment1,26902.9155113099,4957.05560504217,NA,5104.60267117513,segment1,6099.8556122746,4.55667000933539,NA,-2.05756351344725,segment1,-1.82637807275055
3,3,1,3.32409,153731.884990733,149.637522201629,149.637522201629,NA,63.5980512923209,segment1,58.1949437191951,26004.293257464,NA,45684.6527077111,segment1,33463.2037888731,61487.6033057851,NA,40602.0804109053,segment1,26902.9155113099,5161.78983488836,NA,5080.0450073822,segment1,6099.8556122746,1.70878040694959,NA,-1.80445280157584,segment1,-1.82637807275055
4,4,1,3.3368,108266.612584636,48.6035835214137,48.6035835214137,NA,69.5415257813461,segment1,58.1949437191951,13113.9893337693,NA,47756.5322952661,segment1,33463.2037888731,53553.7190082644,NA,42061.2652152346,segment1,26902.9155113099,5025.54273160178,NA,5065.86692130411,segment1,6099.8556122746,-2.00157379222821,NA,-1.53295664053004,segment1,-1.82637807275055
5,5,1,3.3499,99357.7160921307,28.8060357602905,28.8060357602905,NA,75.4850002703712,segment1,58.1949437191951,3887.70822120316,NA,49828.4118828211,segment1,33463.2037888731,6148.76033057851,NA,43520.4500195639,segment1,26902.9155113099,6647.84438313012,NA,5051.68883522601,segment1,6099.8556122746,-2.84788469768912,NA,-1.26146047948424,segment1,-1.82637807275055
6,6,1,3.36322,89086.1404422027,5.98031209378387,5.98031209378387,NA,81.5811039762369,segment1,58.1949437191951,-26.6523650725858,NA,51676.3272556762,segment1,33463.2037888731,5950.4132231405,NA,44932.0018142068,segment1,26902.9155113099,4294.51006171488,NA,5039.18163724514,segment1,6099.8556122746,-3.89551800922158,NA,-0.996384315339495,segment1,-1.82637807275055
7,7,1,3.37638,87308.101730743,2.02911495720673,2.02911495720673,89.7824169444629,87.6772076821026,segment1,58.1949437191951,8798.52044281314,55890.8994604266,53524.2426285312,segment1,33463.2037888731,6148.76033057851,46975.2066115702,46343.5536088498,segment1,26902.9155113099,4427.79882369433,5034.86406834315,5026.67443926427,segment1,6099.8556122746,-4.08662277184621,-0.587150876503672,-0.731308151194745,segment1,-1.82637807275055
8,8,1,3.38918,120901.859011729,76.681908914953,76.681908914953,92.823843323184,93.3431624295634,segment1,58.1949437191951,166483.791768718,53280.5189459099,55295.8312715794,segment1,33463.2037888731,126942.148760331,46892.5619834711,47744.8372851281,segment1,26902.9155113099,5947.88572740156,5019.31509201448,5006.7864950047,segment1,6099.8556122746,-0.879412559292831,-0.468453241105216,-0.489487464386239,segment1,-1.82637807275055
9,9,1,3.40198,119388.306007416,73.3184577942567,73.3184577942567,94.4811789823735,99.0091171770242,segment1,58.1949437191951,9164.09027214147,53134.802870743,57067.4199146276,segment1,33463.2037888731,5950.4132231405,47388.4297520661,49146.1209614063,segment1,26902.9155113099,4727.23005331436,5000.57207204174,4986.89855074513,segment1,6099.8556122746,-1.0098013432619,-0.413796730314979,-0.247666777577732,segment1,-1.82637807275055
10,10,1,3.41528,108886.994168441,49.9822092632023,49.9822092632023,104.781702810771,106.738755463205,segment1,58.1949437191951,18117.2979234783,59643.4016980386,59625.3027625864,segment1,33463.2037888731,23801.652892562,50033.0578512397,51189.3162177841,segment1,26902.9155113099,4816.95686989078,4975.10812402042,4989.10245013255,segment1,6099.8556122746,-1.94420011389613,-0.0654355513462904,0.0468766145375202,segment1,-1.82637807275055
