index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,135906.93678946028,175243.48747337176,81322.31404958677,4655.225266501853,254.75324613514232,330881.0,1.0,0.0,0.0
1,2,50804.13087397209,164581.67259737648,57520.66115702478,3945.284592942825,254.00098374355298,330881.0,0.9993333333333332,0.0,0.0
2,3,38199.04248050547,136550.87056119068,61487.603305785095,4742.241210906475,251.90553473778638,332158.0,0.9986666666666668,0.0,0.0
3,4,13104.478402064373,108662.55645017249,35702.47933884298,5290.313174239666,249.5350436003119,333442.0,0.998,0.0,0.0
4,5,4607.356359968412,102685.87964032123,6148.760330578512,4435.272839241135,248.9817670008242,334739.0,0.9973333333333332,0.0,0.0
5,6,20271.435541658346,112250.47407074238,5950.413223140496,4756.427888096697,249.8668587876392,336024.0,0.9966666666666668,0.0,0.0
6,7,18241.386922607944,119772.51252985305,6148.760330578512,4570.588132918747,250.523297082172,337311.0,0.996,0.0,0.0
7,8,7359.92940952779,115159.56141609515,6148.760330578512,5824.1201927071725,250.12590294763046,338631.0,0.9953333333333332,0.0,0.0
8,9,2480.8979721253154,106624.63604789753,5950.413223140496,5065.410117182455,249.3465741281696,339961.0,0.9946666666666668,0.0,0.0
9,10,19418.509564900538,109032.19043339645,11900.826446280991,5110.128733120619,249.5692278214553,341300.0,0.9940000000000001,0.0,0.0
10,11,18277.076359998417,108957.38934733461,13884.297520661159,4467.579925399077,249.5623101218288,342582.0,0.9933333333333332,0.0,0.0
11,12,8828.064095438069,109178.0087284826,3966.9421487603295,4640.502565529709,249.58271328294487,343836.0,0.9926666666666668,0.0,0.0
12,1,95801.64566150156,138003.15390889382,61487.603305785095,5488.897175305588,252.02076220953683,345151.0,0.992,0.0,0.0
13,2,53115.723470187186,131394.78775947887,55537.19008264461,4186.899536957759,251.49002318957844,346449.0,0.9913333333333332,0.0,0.0
14,3,49441.59846083073,114210.1900097946,61487.603305785095,5138.592904730096,250.04411698912773,347716.0,0.9906666666666668,0.0,0.0
15,4,19319.693977172832,108740.03793220305,19834.710743801654,4955.135310962719,249.5422091863685,349047.0,0.99,0.0,0.0
16,5,-2635.487925994242,94729.53039155608,6148.760330578512,5226.259284074201,248.19369754274524,350302.0,0.9893333333333332,0.0,0.0
17,6,143.00358042695999,84410.30809535741,5950.413223140496,4511.812653485134,247.1019204745655,351562.0,0.9886666666666668,0.0,0.0
18,7,1575.4886959406479,72390.99987194041,6148.760330578512,7446.036588779127,245.67304540907745,352868.0,0.988,0.0,0.0
19,8,6466.424978076176,62500.761301860526,6148.760330578512,10207.903217577532,244.3623422470739,354161.0,0.9873333333333332,0.0,0.0
20,9,49.73331972404768,51565.790757721625,5950.413223140496,5034.29064072246,242.68387927791008,355453.0,0.9866666666666668,0.0,0.0
21,10,149785.33180695612,134986.59527120885,61487.603305785095,4876.9239876840775,251.77947499969451,356749.0,0.986,0.0,0.0
22,11,14396.522925902727,109148.46306909113,35702.47933884298,4532.175789177553,249.57998086276626,358066.0,0.9853333333333334,0.0,0.0
