index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.30583,50.0144319663507,36024.2166371173,NA,29229.6795120386,segment1,39656.4717761149,50.0144319663507,NA,21.9635598988938,segment1,71.8223385522536,47603.305785124,NA,30715.946858102,segment1,33488.6649737678,4833.5064671356,NA,4447.80951075235,segment1,5970.29352594912,-1.94285911542977,NA,-3.47505850410783,segment1,-1.28285415730295
2,2,0.999,3.30583,58.7403707368839,63536.6435323808,NA,30862.5587081801,segment1,39656.4717761145,58.7403707368839,NA,30.6182750828102,segment1,71.8223385522543,55537.1900826446,NA,30913.0871828993,segment1,33488.6649737678,4072.7810029964,NA,4516.26615655179,segment1,5970.2935259491,-1.57971545069839,NA,-3.08627327862071,segment1,-1.28285415730296
3,3,0.998,3.31908,178.622561580841,129930.579146586,NA,32495.4379043217,segment1,39656.4717761145,178.622561580841,NA,39.2729902667265,segment1,71.8223385522543,71404.9586776859,NA,31110.2275076965,segment1,33488.6649737678,4578.63458911969,NA,4584.72280235123,segment1,5970.2935259491,2.65574844502774,NA,-2.69748805313359,segment1,-1.28285415730296
4,4,0.997,3.33234,50.1236499610375,1946.29158263057,NA,34811.7719451819,segment1,39656.4717761145,50.1236499610375,NA,48.4189255038271,segment1,71.8223385522543,55537.1900826446,NA,31941.7444431547,segment1,33488.6649737678,4233.61172889745,NA,4662.74943505379,segment1,5970.2935259491,-1.93831383681984,NA,-2.30770367161995,segment1,-1.28285415730296
5,5,0.996,3.34558,87.7582125487732,51679.441756584,NA,37128.1059860421,segment1,39656.4717761145,87.7582125487732,NA,57.5648607409276,segment1,71.8223385522543,29752.0661157025,NA,32773.261378613,segment1,33488.6649737678,4991.82247640052,NA,4740.77606775636,segment1,5970.2935259491,-0.453895910472426,NA,-1.9179192901063,segment1,-1.28285415730296
6,6,0.995,3.35832,69.1444499692163,3656.13700277161,NA,40072.5695588339,segment1,39656.4717761145,69.1444499692163,NA,67.3612941253893,segment1,71.8223385522543,5950.4132231405,NA,34239.3215034896,segment1,33488.6649737678,6081.9169404317,NA,4816.44661422189,segment1,5970.2935259491,-1.17161246673439,NA,-1.52358091136774,segment1,-1.28285415730296
7,7,0.994,3.3713,49.0969181755606,1650.13113943619,40423.077703815,43017.0331316256,segment1,39656.4717761145,49.0969181755606,72.526817356157,77.157727509851,segment1,71.8223385522543,6148.76033057851,31910.7438016529,35705.3816283661,segment1,33488.6649737678,4522.76011600275,4930.15566880817,4892.11716068741,segment1,5970.2935259491,-1.98104289475609,-1.17237448579631,-1.12924253262918,segment1,-1.28285415730296
8,8,0.993,3.38386,24.3432555673391,29.9858355822229,46210.1416245029,45890.2107227996,segment1,39656.4717761145,24.3432555673391,86.72389038711,87.1604152979053,segment1,71.8223385522543,6148.76033057851,34885.9504132231,37416.0065759831,segment1,33488.6649737678,5020.37367870334,4935.50834735097,4962.62668828594,segment1,5970.2935259491,-3.04680021738284,-0.691315348692455,-0.737273766379064,segment1,-1.28285415730296
9,9,0.992,3.39697,19.2811107365465,8340.36698064323,50418.6167943052,48763.3883139735,segment1,39656.4717761145,19.2811107365465,100.027662743046,97.1631030859596,segment1,71.8223385522543,5950.4132231405,39431.4049586777,39126.6315236001,segment1,33488.6649737678,4667.91893135944,5000.51427545622,5033.13621588446,segment1,5970.2935259491,-3.2724306823053,-0.264048313724036,-0.345305000128951,segment1,-1.28285415730296
10,10,0.991,3.41019,9.02841522248429,4968.41597790195,53889.095240911,51673.4017737681,segment1,39656.4717761145,9.02841522248429,111.827256403393,105.955484602347,segment1,71.8223385522543,3689.25619834711,43480.9917355372,42287.1888446571,segment1,33488.6649737678,5892.87276088282,5098.28635821814,5134.13016418435,segment1,5970.2935259491,-3.74809255695203,0.12471420465596,-0.0362056677079188,segment1,-1.28285415730296
11,11,0.99,3.42319,50.7752111942356,43182.5558723242,56519.5475470891,54583.4152335627,segment1,39656.4717761145,50.7752111942356,119.674047367768,114.747866118734,segment1,71.8223385522543,19834.7107438017,47778.5123966942,45447.746165714,segment1,33488.6649737678,4561.78694123441,5209.97921642626,5235.12411248424,segment1,5970.2935259491,-1.9111980914264,0.390457657799458,0.272893664713113,segment1,-1.28285415730296
12,12,0.989,3.43619,169.250068783683,126641.571493274,55129.5539608785,57188.0372644103,segment1,39656.4717761145,169.250068783683,118.923680219167,120.143719755763,segment1,71.8223385522543,67438.0165289256,50257.8512396694,48975.6463196848,segment1,33488.6649737678,5889.86904909699,5209.36793807965,5282.61920347604,segment1,5970.2935259491,2.3535058041243,0.361380352834119,0.418260935413287,segment1,-1.28285415730296
13,1,0.988,3.44919,158.300735628216,63005.407614214,55808.8479981297,59792.6592952579,segment1,39656.4717761145,158.300735628216,119.663101187465,125.539573392793,segment1,71.8223385522543,63471.0743801653,50249.5867768595,52503.5464736556,segment1,33488.6649737678,4461.53315400934,5226.52178553614,5330.11429446783,segment1,5970.2935259491,1.9935671731096,0.391239598050159,0.56362820611346,segment1,-1.28285415730296
14,2,0.987,3.46189,291.183819817891,175444.986651793,56521.0718435928,60674.5783886173,segment1,39656.4717761145,291.183819817891,121.790585402414,128.500542928369,segment1,71.8223385522543,111074.380165289,50241.3223140496,53789.6463431228,segment1,33488.6649737678,4573.21860114988,5322.38163281637,5320.49950772087,segment1,5970.2935259491,6.02927755125484,0.479311761091746,0.655408500486309,segment1,-1.28285415730296
15,3,0.986,3.47459,265.469649042308,119025.64010243,57512.9599778193,61556.4974819768,segment1,39656.4717761145,265.469649042308,125.542515470003,131.461512463946,segment1,71.8223385522543,124958.67768595,50489.2561983471,55075.7462125899,segment1,33488.6649737678,5638.3392654923,5335.33524905698,5310.88472097391,segment1,5970.2935259491,5.30116428231656,0.636005174200939,0.747188794859158,segment1,-1.28285415730296
16,4,0.985,3.48761,246.46681034788,96142.7133453261,58852.9474795728,60884.6823832636,segment1,39656.4717761145,246.46681034788,129.924604395771,132.691563185295,segment1,71.8223385522543,99173.5537190083,51575.2066115702,54981.5197961532,segment1,33488.6649737678,5520.43703881086,5305.80085140735,5285.63130530733,segment1,5970.2935259491,4.74657076701124,0.821587854784848,0.828300277054998,segment1,-1.28285415730296
17,5,0.984,3.50112,79.738035306929,20613.8753421616,62271.3676177755,60212.8672845505,segment1,39656.4717761145,79.738035306929,136.166238092382,133.921613906644,segment1,71.8223385522543,89256.1983471074,54148.7603305785,54887.2933797164,segment1,33488.6649737678,6385.62576348206,5313.87212372202,5260.37788964074,segment1,5970.2935259491,-0.760937638859559,1.06034382872336,0.909411759250838,segment1,-1.28285415730296
18,6,0.983,3.51406,59.1558156446363,1361.85734814024,60551.3986322822,55596.5792068566,segment1,39656.4717761145,59.1558156446363,135.824831709758,127.783741843414,segment1,71.8223385522543,5950.4132231405,55388.4297520661,52229.9475660559,segment1,33488.6649737678,4673.44297303148,5316.60175239691,5261.41304543199,segment1,5970.2935259491,-1.56242605751538,1.04873114213166,0.755243748683454,segment1,-1.28285415730296
19,7,0.982,3.5274,76.8316557392979,20247.4676880971,53859.8901531888,50980.2911291628,segment1,39656.4717761145,76.8316557392979,126.345532357975,121.645869780185,segment1,71.8223385522543,5950.4132231405,52826.4462809917,49572.6017523954,segment1,33488.6649737678,6342.92642235885,5299.1285804994,5262.44820122323,segment1,5970.2935259491,-0.873607418790129,0.705730698542428,0.601075738116071,segment1,-1.28285415730296
20,8,0.981,3.54043,47.6681391623724,-1473.97842196533,45819.1290759301,44118.2059892934,segment1,39656.4717761145,47.6681391623724,111.819711412628,108.221094714241,segment1,71.8223385522543,6148.76033057851,47041.3223140496,43916.790755125,segment1,33488.6649737678,5500.84370707265,5314.42618728716,5325.83155299542,segment1,5970.2935259491,-2.04050378035072,0.21099019997758,0.1693934888615,segment1,-1.28285415730296
21,9,0.98,3.55326,86.0025487636615,33649.6464596259,35674.0296808879,37256.120849424,segment1,39656.4717761145,86.0025487636615,92.5033592051191,94.7963196482969,segment1,71.8223385522543,11900.826446281,38942.1487603306,38260.9797578546,segment1,33488.6649737678,4498.33569276478,5424.23941393617,5389.21490476761,segment1,5970.2935259491,-0.518085204716783,-0.43509888415113,-0.262288760393071,segment1,-1.28285415730296
22,10,0.979,3.56636,47.4771114137878,11818.8365410053,30269.9504732978,32975.5744673947,segment1,39656.4717761145,47.4771114137878,74.9183003540384,82.0260676679998,segment1,71.8223385522543,23801.652892562,32661.1570247934,33316.3291161648,segment1,33488.6649737678,5353.63045588645,5522.06993149073,5446.64142053266,segment1,5970.2935259491,-2.04845370052672,-1.03323171791014,-0.728822094715873,segment1,-1.28285415730296
23,11,0.978,3.57919,162.125723721604,118374.218626085,27835.0298035653,28695.0280853655,segment1,39656.4717761145,162.125723721604,63.9919523731107,69.2558156877027,segment1,71.8223385522543,61487.6033057851,27297.520661157,28371.6784744749,segment1,33488.6649737678,5294.73978178281,5454.36573382574,5504.06793629771,segment1,5970.2935259491,2.11930642667264,-1.42616207147886,-1.19535542903868,segment1,-1.28285415730296
24,12,0.977,3.59166,49.7058030733461,10170.6530876745,26802.7465781178,28334.5487216866,segment1,39656.4717761145,49.7058030733461,58.5934518260644,62.091407710814,segment1,71.8223385522543,55537.1900826446,23834.7107438016,26730.5595845539,segment1,33488.6649737678,5222.42729674604,5397.361080487,5532.05376679768,segment1,5970.2935259491,-1.95570319217555,-1.65981150055502,-1.51342943069254,segment1,-1.28285415730296
25,1,0.976,3.60413,50.3418168957661,18880.1225215702,28745.1878801169,27974.0693580078,segment1,39656.4717761145,50.3418168957661,55.6632127807554,54.9269997339254,segment1,71.8223385522543,13884.2975206612,24578.5123966942,25089.4406946329,segment1,33488.6649737678,4709.61878081997,5485.28305381175,5560.03959729764,segment1,5970.2935259491,-1.92923447673218,-1.79013898250033,-1.8315034323464,segment1,-1.28285415730296
26,2,0.975,3.61746,50.5230358619924,26592.0058902292,30724.2699111932,27714.6583298032,segment1,39656.4717761145,50.5230358619924,55.3548692601817,50.326201969568,segment1,71.8223385522543,21818.1818181818,25322.3140495868,24477.9429815204,segment1,33488.6649737678,4692.27553724557,5540.71044586464,5561.20024082026,segment1,5970.2935259491,-1.92169276445975,-1.80250988546937,-2.04607111779791,segment1,-1.28285415730296
27,3,0.974,3.63074,42.537980018003,24396.2353829792,29408.1284859988,27455.2473015986,segment1,39656.4717761145,42.537980018003,52.6385795556576,45.7254042052107,segment1,71.8223385522543,19834.7107438017,25074.3801652893,23866.4452684078,segment1,33488.6649737678,8154.79976897272,5556.07868774541,5562.36088434287,segment1,5970.2935259491,-2.25400342105789,-1.91399893244374,-2.26063880324943,segment1,-1.28285415730296
