index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,88510.08980004174,147462.3826860181,61487.603305785095,4874.193808238822,252.74075222149628,331390.0,1.0
1,2,87175.63011973986,167753.905983088,61487.60330578509,5396.503516885076,254.22480603845958,331390.0,0.9991666666666666
2,3,13797.626086762246,115115.36845590285,61487.603305785095,4948.560308162474,250.12209583527763,332697.0,0.9983333333333332
3,4,8008.513813472234,106678.2558851626,9917.355371900827,6528.271012311649,249.35153295895336,334012.0,0.9975
4,5,19634.271257667075,114943.39859287732,6148.760330578512,5220.368219373817,250.1072810641693,335263.0,0.9966666666666668
5,6,31080.527081097003,123239.88621458734,17851.239669421488,4932.799789965494,250.8220026029107,336541.0,0.9958333333333332
6,7,39783.503911893924,121796.59137271608,35702.479338842975,5524.319414922232,250.69766638290108,337779.0,0.995
7,8,6826.340383939237,117993.41490635453,6148.760330578512,4480.75651972227,250.3700322972394,339042.0,0.9941666666666666
8,9,2478.7379349722496,110024.65105451233,5950.413223140496,4497.088563673965,249.66101184264423,340380.0,0.9933333333333332
9,10,13428.289515857645,108886.52667910543,9917.355371900827,4649.058519363678,249.5557566520952,341715.0,0.9925
10,11,9135.30799869753,109582.24544555703,3966.9421487603295,4472.647083485606,249.62009760894819,343044.0,0.9916666666666668
11,12,23924.310277654527,108862.93536769043,19834.710743801654,4808.909611719427,249.55357489759461,344359.0,0.9908333333333332
12,1,33189.132258426005,109373.23000447136,27768.595041322318,4910.242580322767,249.6007675949756,345610.0,0.99
13,2,49872.13899011144,109196.12984204949,45619.8347107438,4429.40444178962,249.5843891465874,346962.0,0.9891666666666666
14,3,29796.337523401293,107479.60871159061,25785.12396694216,5727.734686918045,249.42564308809682,348212.0,0.9883333333333332
15,4,1920.74174862903,100873.37093831315,3570.2479338842977,4956.7315880221995,248.80223959373149,349505.0,0.9875
16,5,19922.593979432106,109914.33898321427,6148.760330578512,4732.865603952452,249.65081004191384,350856.0,0.9866666666666668
17,6,356.47359032855354,99591.21296773585,5950.413223140496,4729.186382666498,248.67524296431614,352164.0,0.9858333333333332
18,7,16031.381226339714,102329.20096007807,6148.760330578512,7144.632903418955,248.9464382884388,353473.0,0.985
19,8,-1096.288144122717,89575.2081540349,6148.760330578512,5508.944331341932,247.65704730804333,354772.0,0.9841666666666666
20,9,8585.373877217475,87252.77035837159,5950.413223140496,4957.398449740288,247.40743017609324,356111.0,0.9833333333333332
21,10,4941.239500779424,83572.28803596053,3689.256198347107,4932.465624843393,247.01184953095017,357448.0,0.9825
22,11,4371.256534158563,79641.27827658741,3570.2479338842977,4732.018359647362,246.55149609182305,358761.0,0.9816666666666668
23,12,70866.83751130871,109966.3667364214,35702.47933884298,4839.269712631796,249.65562163473797,360083.0,0.9808333333333332
24,1,146046.525281425,173655.27227835436,77355.37190082643,5002.247838665768,254.64118692431762,361413.0,0.98
25,2,181374.10871863872,216976.28380432754,132892.56198347098,5160.535209194689,257.5011647654956,362718.0,0.9791666666666666
26,3,31396.650066562823,169884.71216091845,73388.42975206609,5099.791957905985,254.37514867430457,363931.0,0.9783333333333332
27,4,20234.719624063167,125448.57076863348,59504.132231404925,5166.728784943485,251.01083735745289,365229.0,0.9775
28,5,3779.7167740823634,117864.35423666963,6148.760330578512,5215.17297546771,250.35891404519901,366517.0,0.9766666666666668
29,6,34204.800099097665,123205.32335795484,23801.652892561982,5062.1780852504935,250.8190250997549,367758.0,0.9758333333333332
30,7,14842.683665980225,121118.17380543116,11900.826446280991,5029.0067722229,250.6392224160433,369067.0,0.975
31,8,6024.593172544222,115731.79717597732,6148.760330578512,5262.209471419563,250.1751996188816,370362.0,0.9741666666666666
32,9,2152.314073488926,106782.2308833118,5950.413223140496,5151.467143013976,249.3611486990948,371667.0,0.9733333333333334
33,10,8229.081996072788,107023.16301986962,1983.4710743801647,6004.678785134772,249.38343040968,372965.0,0.9725
34,11,41994.63449947623,108444.88955095806,35702.47933884298,4870.428629544841,249.51491348848216,374238.0,0.9716666666666668
35,12,29363.779699323197,109129.16316239018,23801.652892561993,4877.853195329119,249.5781959828346,375471.0,0.9708333333333332
36,1,82961.63310580554,125647.72617507484,61487.603305785095,4955.46678733606,251.02688662866265,376728.0,0.97
37,2,63907.49727012492,129647.52742900481,55537.19008264461,4370.50593355063,251.349217296237,378064.0,0.9691666666666666
38,3,17913.4625090325,108557.62264669364,33719.00826446282,5284.359026880901,249.52533918863347,379391.0,0.9683333333333334
39,4,88585.83755662342,132023.01615100892,59504.132231404925,5616.311820903474,251.5406500242573,380696.0,0.9675
40,5,4625.651710550252,117973.34513112858,5950.413223140496,12724.909507290098,250.36830333658932,381981.0,0.9666666666666668
41,6,1703.3735731577613,109054.70575762098,5950.413223140496,4671.599723524867,249.5713100672913,383248.0,0.9658333333333332
42,7,1041.9143088530018,95547.34763689617,6148.760330578512,8400.512098999281,248.27470162806026,384513.0,0.965
43,8,-1609.0872480706894,82602.04905836089,6148.760330578512,5187.450999886064,246.89978109144343,385804.0,0.9641666666666666
44,9,3706.4670360142572,75210.58417912685,5950.413223140496,5147.518692107824,246.030299279982,387102.0,0.9633333333333334
45,10,18847.252238792364,85357.85872231437,3689.256198347107,5010.721497257738,247.20376383515847,388460.0,0.9625
46,11,8991.860881069237,85532.98851450745,3570.2479338842977,5246.483154991865,247.2225868996676,389776.0,0.9616666666666668
47,12,175467.02311670347,174530.97345175163,81322.31404958677,5146.724129872639,254.70297350255782,391051.0,0.9608333333333332
48,1,136652.21171578384,200615.35412600465,105123.9669421488,5443.8640993823055,256.4612597526431,392356.0,0.96
49,2,59325.121360498626,181650.8223837226,73388.42975206609,4901.223350714641,255.19690321245574,393660.0,0.9591666666666668
50,3,54221.08934891776,163296.91015341762,67438.01652892558,5136.985050297386,253.90751845667447,394985.0,0.9583333333333334
51,4,8179.5905977748425,108820.11564403931,57520.66115702478,5135.723950128501,249.54961487506145,396285.0,0.9575
52,5,3125.1824469166268,92083.37590565073,6148.760330578512,13713.161854726699,247.9266268170304,397525.0,0.9566666666666668
53,6,3235.732156858229,84469.47781568463,5950.413223140496,4899.217023683837,247.10828007477264,398854.0,0.9558333333333332
54,7,21602.086578997838,94291.84506067378,6148.760330578512,5630.9590034301855,248.1503451922221,400116.0,0.955
55,8,78521.60917847445,124921.41588502994,41652.89256198347,6239.145792134745,250.96686215412043,401421.0,0.9541666666666668
56,9,7018.228181140558,120622.59087263777,5950.413223140496,5366.639970392243,250.59652919302533,402775.0,0.9533333333333334
57,10,13590.478550405825,108436.43937083628,19834.710743801654,5941.919308405651,249.5141320050713,404088.0,0.9525
58,11,36201.434110757495,107623.14122094116,31735.53719008265,5279.195070569985,249.43891715721276,405360.0,0.9516666666666668
59,12,22693.82419177565,108391.09308558534,15867.768595041323,6058.103732090101,249.50993832290627,406602.0,0.9508333333333332
60,1,17478.547362603545,108412.82163578863,11900.826446280991,5555.992366119214,249.5119478068796,407873.0,0.95
61,2,140099.65810650482,175768.9231803556,67438.01652892558,5305.540033012427,254.79031914064456,409204.0,0.9491666666666668
62,3,30295.46432112574,138933.06919653475,61487.603305785095,5643.714999161764,252.0915427916376,410481.0,0.9483333333333334
63,4,7926.651489172599,107100.62412360193,33719.00826446282,6040.0882976426365,249.39059411112567,411784.0,0.9475
64,5,12993.77257306443,106573.42345692,6148.760330578512,7372.212909167848,249.34183792258577,413037.0,0.9466666666666668
65,6,11.782971149527436,94650.81355949014,5950.413223140496,5983.979645438881,248.18590070914126,414370.0,0.9458333333333332
66,7,1725.5941514017795,80759.97665250415,6148.760330578512,9467.67072780925,246.68309218356717,415649.0,0.945
67,8,6107.152295897719,74227.61438408452,6148.760330578512,6490.754233738834,245.9080568629667,416909.0,0.9441666666666668
68,9,724.2450933358361,63354.957252960616,5950.413223140496,5646.489001319248,244.4819942923324,418194.0,0.9433333333333334
69,10,2126.5331786841557,55887.50726152652,3689.256198347107,5904.726971771129,243.37968067501563,419522.0,0.9425
70,11,42324.42825105105,89554.45740784725,3570.2479338842977,5087.230170846035,247.6548170042828,420825.0,0.9416666666666668
71,12,55522.02055326503,107445.12392009783,31735.53719008265,5895.816850931848,249.42245389069615,422115.0,0.9408333333333332
72,1,29771.261814961174,107466.93373847047,23801.652892561993,5947.79910402654,249.4244708904532,423438.0,0.94
73,2,30049.5124750248,108843.21200795668,23801.652892561993,4871.581312976582,249.5517508561876,424722.0,0.9391666666666668
74,3,105845.43525625703,147355.48998173382,61487.603305785095,5845.5539766950915,252.73261607411584,425996.0,0.9383333333333334
75,4,8227.09732161833,108474.34909487072,41652.89256198347,5455.345646498009,249.51763794459174,427241.0,0.9375
76,5,6972.347026015271,102207.72821926283,6148.760330578512,7090.207571044653,248.93440651934063,428544.0,0.9366666666666666
77,6,-97.12865644427298,90458.48138245194,5950.413223140496,5701.7049572261585,247.75198209183705,429831.0,0.9358333333333332
78,7,15310.440408599841,94090.07890593485,6148.760330578512,5530.0825545384005,248.13036043046105,431172.0,0.935
79,8,695.6664814866338,80011.78138544888,6148.760330578512,8625.20367139408,246.5950795653981,432507.0,0.9341666666666668
80,9,1201.813312388331,69808.15136338166,5950.413223140496,5455.030111315043,245.35254655961376,433840.0,0.9333333333333332
81,10,49697.63616799628,105981.24017718842,5950.413223140496,7574.1341310490225,249.2870720592979,435119.0,0.9325
82,11,14887.779649080825,107678.98173563123,7933.884297520661,5256.153793117343,249.4440813590707,436410.0,0.9316666666666666
83,12,32341.768079393325,106985.58079252392,25785.12396694216,7250.045055558481,249.3799547574701,437695.0,0.9308333333333332
84,1,130983.88526657394,162442.68429245354,69421.48760330575,6105.294163338761,253.84511609996738,438959.0,0.93
85,2,20988.6881664452,122936.73849977471,55537.19008264461,4957.443876479678,250.79588718984962,440288.0,0.9291666666666668
86,3,49251.581529312316,109019.34729655436,57520.66115702478,5648.3115755080435,249.56804007181674,441563.0,0.9283333333333332
87,4,13388.169640099297,107823.15691796114,7933.884297520661,6650.475721171853,249.4574148634016,442850.0,0.9275
88,5,6921.457930740578,102610.35760015687,6148.760330578512,5985.496917966283,248.97428660857338,444152.0,0.9266666666666666
89,6,11381.660311032912,99261.81388510492,5950.413223140496,8779.790802944373,248.64261627229644,445468.0,0.9258333333333332
90,7,-957.3041195534598,85556.70772283117,6148.760330578512,6599.0417121417895,247.22513625567836,446754.0,0.925
91,8,14161.651412029174,86899.62956178881,6148.760330578512,6669.969242493005,247.36947437250527,448017.0,0.9241666666666668
92,9,1814.480576757743,76332.33288759268,5950.413223140496,6431.364027813397,246.1622541921648,449288.0,0.9233333333333332
93,10,38.12585941259646,66206.91605002338,3689.256198347107,6474.286498634775,244.88148424849743,450566.0,0.9225
94,11,14480.435209952751,71366.16096195478,3570.2479338842977,5750.9423641370495,245.5419079925726,451864.0,0.9216666666666666
95,12,66200.79132182889,108109.87445480839,23801.652892561993,5655.424936413284,249.48393086606941,453176.0,0.9208333333333334
96,1,13953.643590278867,108240.82391623444,7933.884297520661,5888.809831332118,249.4960412389008,454445.0,0.92
97,2,24246.06816752036,109575.40241476409,17851.23966942149,5060.249999569225,249.61946475675242,455737.0,0.9191666666666668
98,3,7127.5136288148105,108479.61178334264,1983.4710743801647,6239.833185856074,249.51812464471863,457015.0,0.9183333333333332
99,4,13616.816296667996,108560.45704829402,7933.884297520661,5602.086734195941,249.52560131770042,458278.0,0.9175
100,5,3158.801556128367,99701.89236819244,6148.760330578512,5868.605905651416,248.68620566245963,459594.0,0.9166666666666666
101,6,1764.9977260634785,90091.42749812752,5950.413223140496,5425.049372987911,247.71253090048666,460911.0,0.9158333333333332
102,7,15178.097693275451,92879.52868872463,6148.760330578512,6241.236172099842,248.0104564866011,462203.0,0.915
103,8,32454.18908366416,112964.60506584318,6148.760330578512,6220.352375967086,249.93290253082802,463532.0,0.9141666666666668
104,9,3646.445821476667,104678.29086265269,5950.413223140496,5982.346801526634,249.16657364863156,464854.0,0.9133333333333332
105,10,17796.39841065713,108461.79946196164,7933.884297520661,6079.0055138275,249.5164773385704,466111.0,0.9125
106,11,60000.05662607003,107026.38359456068,55537.19008264461,5898.282410826508,249.38372825252569,467422.0,0.9116666666666666
107,12,115578.1819606552,155274.22322906993,61487.603305785095,5842.739020361108,253.32145030528676,468750.0,0.9108333333333334
108,1,22040.339242828075,109460.4945023294,61487.603305785095,6366.464663783705,249.60883792678533,469996.0,0.91
109,2,21271.67253093738,106982.0811176294,17851.23966942149,5898.846246215866,249.3796311030824,471279.0,0.9091666666666668
110,3,5896.5342355863295,102057.8818879338,3689.256198347107,7131.477266934824,248.91956437083337,472536.0,0.9083333333333332
111,4,17561.159730013027,107121.05703430943,5950.413223140496,6547.5713604968705,249.39248377270962,473785.0,0.9075
112,5,2760.9648858913524,97438.17978653373,6148.760330578512,6295.081803088555,248.4619869043714,475108.0,0.9066666666666666
113,6,1768.7711920080628,86845.28327572338,5950.413223140496,6411.2544796779175,247.3636331981646,476375.0,0.9058333333333334
114,7,1605.2678059364478,76561.41980631488,6148.760330578512,5740.37094476643,246.18920242398715,477669.0,0.905
115,8,631.7651741203691,65168.90009537893,6148.760330578512,5875.524554477799,244.73608349844218,478966.0,0.9041666666666668
116,9,1057.857940598532,54086.960126275764,5950.413223140496,6189.384686561198,243.10228934313287,480233.0,0.9033333333333332
117,10,33.75233830687116,43862.5487305694,3689.256198347107,6568.907535666127,241.31433464754775,481530.0,0.9025
118,11,14568.434630703328,48669.39808047715,3570.2479338842977,6191.337346911275,242.19087626901742,482822.0,0.9016666666666666
119,12,11799.396724810913,50432.671843802644,3689.256198347107,6346.866763138302,242.4910079734132,484079.0,0.9008333333333334
120,1,17917.695256198942,57935.155747503224,3689.256198347107,6725.955154151265,243.69514030927488,485366.0,0.9
121,2,53272.356310730764,100554.15957457744,3332.2314049586776,7321.121078697846,248.7706219863884,486648.0,0.8991666666666667
122,3,29736.301646683678,108539.55568888396,15867.768595041323,5883.136937335799,249.52366833338425,487986.0,0.8983333333333333
123,4,10978.349355042295,106546.20626878516,5950.413223140496,7021.285552000585,249.33932084239208,489248.0,0.8975
124,5,-32.12715148600666,91438.39814802958,6148.760330578512,8926.920638691103,247.8573041861597,490547.0,0.8966666666666667
125,6,-637.2321281005794,78422.01626574718,5950.413223140496,6428.736531041305,246.40807037592603,491833.0,0.8958333333333334
126,7,5991.328751633418,69907.30736379258,6148.760330578512,8357.277323009504,245.36523446753586,493124.0,0.895
127,8,-1837.2122829082373,55024.02834624108,6148.760330578512,6897.306404064727,243.24665357360055,494465.0,0.8941666666666667
128,9,4924.235936372814,47646.94055136325,5950.413223140496,6350.910508110156,242.0168409449129,495839.0,0.8933333333333333
129,10,577.0202529519465,35595.8829147869,3689.256198347107,8938.821691181189,239.59366423242685,497172.0,0.8925
130,11,14233.742239319135,39095.44972937613,3570.2479338842977,7163.927490845606,240.36387964641918,498479.0,0.8916666666666666
131,12,113439.02498058457,108306.28503777727,37685.950413223145,6542.239258960384,249.50209516672317,499804.0,0.8908333333333334
132,1,134652.7847616101,164403.13703536673,71404.95867768592,7150.974086334906,253.98832982945186,501107.0,0.89
133,2,36879.72366174984,140345.7982532761,55537.19008264461,5399.872361196156,252.19907278530042,502434.0,0.8891666666666667
134,3,8797.485617903574,106794.36071492023,35702.47933884298,6646.4438174165125,249.36227048135763,503785.0,0.8883333333333333
135,4,21187.36036607714,108176.73547671492,13884.297520661159,5920.688083621276,249.49011425845882,505141.0,0.8875
136,5,6522.409601597148,102552.82765221428,6148.760330578512,5997.557095519259,248.9685883173746,506499.0,0.8866666666666667
137,6,46082.09325265738,124372.82943325523,17851.239669421488,6410.851802194954,250.91960281127282,507855.0,0.8858333333333334
138,7,1403.8296313886524,109068.04900574485,6148.760330578512,10559.849728320507,249.57254406785762,509191.0,0.885
139,8,687.3751703122978,95736.78082304644,6148.760330578512,7869.8830224321855,248.2934648200324,510533.0,0.8841666666666667
140,9,102360.92846019918,120658.20727603088,71404.95867768595,6034.543329528813,250.59959745658432,511834.0,0.8833333333333333
141,10,8028.309202047797,107820.82580797156,13884.297520661159,6981.393149445916,249.4571992793833,513234.0,0.8825000000000001
142,11,17480.744983464425,107196.15753871737,11900.826446280991,6204.586806437607,249.39942916292583,514601.0,0.8816666666666667
143,12,48439.23625516309,107610.63097383796,41652.89256198347,6371.870258059088,249.43776019364083,515897.0,0.8808333333333334
144,1,57582.701240464325,107433.94063848123,51570.247933884275,6189.143641936898,249.42141964658109,517238.0,0.88
145,2,201606.11883684652,202124.47292884876,99173.55371900828,7742.0328274709855,256.55913372649644,518603.0,0.8791666666666667
