index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,66005.82095743947,124791.24113626756,61487.603305785095,5041.066515387063,250.95564792697002,330498.0,1.0
1,2,149077.3613556057,187802.34867193527,81322.3140495868,4743.939770351297,255.61395584216515,330498.0,0.9996666666666668
2,3,64275.78926502579,172254.58523764435,75371.90082644626,4451.651872870599,254.5423590797745,331788.0,0.9993333333333332
3,4,8739.225418385462,117271.54790164778,59504.132231404925,4218.130522977317,250.30784527064503,333134.0,0.9990000000000001
4,5,44734.674174208885,121902.60950366955,35702.479338842975,4401.133233344155,250.70679957819343,334397.0,0.9986666666666668
5,6,358.88460888869133,108978.52347915928,5950.413223140496,7332.557410258474,249.564264633234,335694.0,0.9983333333333332
6,7,-710.0407952007382,94555.05205978967,6148.760330578512,7564.6702935903295,248.1764156160648,336983.0,0.998
7,8,15467.408278228871,96073.10590124606,6148.760330578512,7800.594106193985,248.3267775258762,338286.0,0.9976666666666668
8,9,10748.748040684715,96230.5666637855,5950.413223140496,4640.87405500478,248.34237387715785,339567.0,0.9973333333333332
9,10,6084.847099502606,93908.43950352869,3689.256198347107,4717.71806141229,248.11236920597548,340838.0,0.997
10,11,75050.28348732472,109031.39930529828,55537.19008264461,4390.133602910666,249.56915465692202,342141.0,0.9966666666666668
11,12,47542.38751385468,108080.4025003618,43636.36363636363,4857.020682427604,249.48120526221783,343443.0,0.9963333333333332
12,1,25181.416033995625,108912.5501130527,19834.710743801654,4514.557677503039,249.55816333238255,344736.0,0.996
13,2,176509.3785230218,193345.2981336423,87272.72727272734,4803.9032297050235,255.98974902600966,346062.0,0.9956666666666668
14,3,9211.818770484342,135937.3699473595,61487.603305785095,5132.1436509823325,251.8560947656829,347348.0,0.9953333333333332
15,4,89947.60326053342,158791.3443115942,61487.603305785095,5606.025590513857,253.57838076642517,348631.0,0.995
16,5,20340.720813602384,120450.44958267946,53553.71900826446,5127.896534252682,250.58169965391795,349892.0,0.9946666666666668
17,6,10753.675275782569,120874.77108735811,5950.413223140496,4378.940547963426,250.61825388416247,351231.0,0.9943333333333332
18,7,13681.110379459224,123574.56656180967,5950.413223140496,5030.901681867136,250.85083447293331,352517.0,0.9940000000000001
19,8,324592.9471379969,152155.84659214155,289586.7768595041,6424.890248161037,253.09364866623866,353863.0,0.9936666666666668
20,9,3307.850554355838,120805.37847637992,29752.06611570248,4906.2525544149785,250.6122758852843,355185.0,0.9933333333333332
21,10,3518.29112166315,109339.47932243,9917.355371900827,5066.8349037122225,249.59764628895127,356465.0,0.993
22,11,24123.569107960426,108683.98750579977,19834.710743801654,4944.350180788985,249.5370255716082,357788.0,0.9926666666666668
23,12,69292.84435335122,111770.74371161008,61487.603305785095,4718.484841755985,249.82249271354942,359049.0,0.9923333333333332
24,1,34930.36143777346,108316.24374865694,33719.00826446282,4665.853136263813,249.50301616097818,360357.0,0.992
25,2,22374.150227835133,109561.26457059683,15867.768595041323,5261.36081085387,249.61815727093284,361653.0,0.9916666666666668
26,3,6887.525326580197,108604.94169609212,1983.4710743801647,5860.37712670474,249.52971531453733,362989.0,0.9913333333333332
27,4,8898.037262322923,108581.4883474277,3966.9421487603295,4954.5484622270005,249.52754631900746,364268.0,0.991
28,5,20728.540139454122,117683.04569281785,6148.760330578512,5478.222463485475,250.34329477022897,365570.0,0.9906666666666668
29,6,-524.4570639800852,105384.94034554818,5950.413223140496,5823.235060149077,249.23192549205106,366823.0,0.9903333333333332
30,7,6234.640996316484,99248.15850891745,6148.760330578512,6222.662502368694,248.64126371918755,368111.0,0.99
31,8,1003.0626902300984,88868.84542327051,6148.760330578512,5233.615445298522,247.5811269801452,369447.0,0.9896666666666668
32,9,348.746903766155,78616.63040988431,5950.413223140496,4650.548694011863,246.4309634642847,370712.0,0.9893333333333332
33,10,38953.25271779078,107752.67390822213,3966.9421487603295,5850.2670706926365,249.4508965049683,372039.0,0.9890000000000001
34,11,19030.949338878698,107782.13023272924,13884.297520661159,5117.195493710392,249.45362066334312,373301.0,0.9886666666666668
35,12,34783.76308630024,109632.08616786089,27768.595041322318,5165.212109846267,249.62470694237132,374585.0,0.9883333333333332
36,1,143385.47571723512,170747.10661453765,77355.37190082643,4915.0833697320695,254.43599637441173,375903.0,0.988
37,2,49894.578959697305,159350.50518416875,55537.19008264461,5753.990307421862,253.61922822588716,377208.0,0.9876666666666668
38,3,32947.73892958665,125282.68483034348,61487.603305785095,5527.955977627124,250.99746916192632,378515.0,0.9873333333333332
39,4,61460.28728048366,122513.89362272574,59504.132231404925,4724.94625669671,250.7594601673609,379779.0,0.987
40,5,890.6825602595503,112101.3979794628,6148.760330578512,5154.417872943975,249.853072041012,381109.0,0.9866666666666668
41,6,12281.34465092364,113742.32978792956,5950.413223140496,4689.999619316373,250.0038120079195,382404.0,0.9863333333333332
42,7,41.84614030501081,101602.04658497935,6148.760330578512,6033.369012676722,248.87441428139653,383706.0,0.986
43,8,20888.800720406354,110093.61490507693,6148.760330578512,6248.472069730285,249.6673897073039,385027.0,0.9856666666666668
44,9,157.0846374252387,99298.41624242,5950.413223140496,5001.870076941667,248.6462417038847,386366.0,0.9853333333333334
45,10,8172.220632559176,97935.29923866199,3689.256198347107,5846.081437970078,248.5112261527993,387710.0,0.985
46,11,158135.90075733807,174935.49409588845,75371.90082644626,5763.805073665479,254.73151514117612,389008.0,0.9846666666666668
47,12,71606.13817929468,168003.30452097105,73388.42975206609,5149.898002146172,254.24240277435769,390323.0,0.9843333333333332
