index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,32673.936418163677,109525.4634998008,43636.36363636363,4826.199281999336,249.61484634234725,331866.0,1.0
1,2,7528.788782986427,108204.71117553477,3966.9421487603295,4882.598958492121,249.49270148668592,331866.0,0.9993333333333332
2,3,78563.23376560313,119335.82780948865,61487.603305785095,5944.513825864414,250.48567779199595,333140.0,0.9986666666666668
3,4,8539.671202363023,109764.76734797076,13884.297520661159,4226.434143219713,249.6369774667503,334437.0,0.998
4,5,909.7436637468089,98819.11307800775,6148.760330578512,5706.6376031313075,248.5987671432258,335765.0,0.9973333333333332
5,6,5924.716308538148,93622.5838071434,5950.413223140496,5170.832356261996,248.08405544840963,337086.0,0.9966666666666668
6,7,27180.38815537784,109860.75288523316,6148.760330578512,4793.458746709602,249.645854331382,338404.0,0.996
7,8,-868.5886297143924,97549.94988542172,6148.760330578512,5293.454039518534,248.47305763524383,339659.0,0.9953333333333332
8,9,4968.571188837643,92228.22337398057,5950.413223140496,4339.884477138297,247.94219511758172,340966.0,0.9946666666666668
9,10,6681.144594898524,90776.21526391746,3689.256198347107,4443.8965066145065,247.78613233705045,342305.0,0.9940000000000001
10,11,59471.655466175325,109470.15004324248,35702.47933884298,5075.241348007371,249.609730883496,343585.0,0.9933333333333332
11,12,48574.72984323004,109831.33934023137,43636.36363636363,4577.176909877582,249.6431341293102,344850.0,0.9926666666666668
12,1,26466.44923516614,109814.32370360463,21818.181818181823,4665.28305361105,249.64156050158184,346141.0,0.992
13,2,178419.70787461707,195298.98244904992,87272.72727272734,5662.321856444665,256.11646620721507,347475.0,0.9913333333333332
14,3,25151.808909228468,154229.50038529545,61487.603305785095,4733.687667198171,253.2451318858423,348758.0,0.9906666666666668
15,4,89364.37082809553,169271.14361091302,69421.48760330575,4901.239999172351,254.33185730691548,350024.0,0.99
16,5,14123.951287818536,125221.51893437168,53553.71900826446,4619.856956095424,250.9925400059934,351265.0,0.9893333333333332
17,6,10697.637924977127,125312.28667242994,5950.413223140496,4656.456963778379,250.99985467583446,352523.0,0.9886666666666668
18,7,220.53845560513577,114186.53736678234,6148.760330578512,5197.527430674197,250.0420793734306,353802.0,0.988
19,8,31217.97280904253,118593.02226642994,17851.239669421488,8960.248239973442,250.4216869629936,355078.0,0.9873333333333332
20,9,37251.30107159748,121341.95015977336,29752.06611570248,4750.30706255164,250.65850018605903,356380.0,0.9866666666666668
21,10,2258.164421082502,108780.41030261504,9917.355371900827,4902.348906339961,249.54594287455976,357654.0,0.986
22,11,23041.483296761136,107388.1754297512,17851.23966942149,6582.478500203441,249.41718722183955,358912.0,0.9853333333333334
23,12,81094.85271431737,121356.08718823832,61487.603305785095,5639.337650045379,250.6597180554995,360219.0,0.9846666666666668
