index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31591,51.1214348147215,50135.2493441114,NA,16106.5871635506,segment1,38959.6954615371,51.1214348147215,NA,-5.87714056761609,segment1,63.7169390289263,61487.6033057851,NA,16686.4499301336,segment1,32969.4340684907,4562.09037170183,NA,5863.03731421682,segment1,6472.35613626625,-1.89678945097339,NA,-17.4759284652721,segment1,-4.59799869912361
2,2,0.998666666666667,3.31591,49.7350620579434,24031.3049198903,NA,20669.8350828159,segment1,38959.6954615372,49.7350620579434,NA,7.31582308700374,segment1,63.7169390289266,19834.7107438017,NA,19680.1384275104,segment1,32969.4340684906,4820.46191663873,NA,5827.7420911652,segment1,6472.35613626629,-1.95448553351758,NA,-14.8039116100147,segment1,-4.59799869912353
3,3,0.997333333333333,3.32923,50.3293092006016,66920.7258418153,NA,25233.0830020812,segment1,38959.6954615372,50.3293092006016,NA,20.5087867416236,segment1,63.7169390289266,61487.6033057851,NA,22673.8269248873,segment1,32969.4340684906,5165.71132183418,NA,5792.44686811358,segment1,6472.35613626629,-1.92975500413661,NA,-12.1318947547572,segment1,-4.59799869912353
4,4,0.996,3.34241,37.7026164396788,4483.15707666406,NA,29912.008793587,segment1,38959.6954615372,37.7026164396788,NA,33.3283626618865,segment1,63.7169390289266,3570.2479338843,NA,25952.196730909,segment1,32969.4340684906,6594.92088519506,NA,5755.23216133237,segment1,6472.35613626629,-2.45523468067555,NA,-9.75147598698494,segment1,-4.59799869912353
5,5,0.994666666666667,3.35533,71.4677616540528,64795.015981976,NA,34590.9345850928,segment1,38959.6954615372,71.4677616540528,NA,46.1479385821493,segment1,63.7169390289266,41652.8925619835,NA,29230.5665369307,segment1,32969.4340684906,7947.8080735242,NA,5718.01745455117,segment1,6472.35613626629,-1.08154611093011,NA,-7.37105721921266,segment1,-4.59799869912353
6,6,0.993333333333333,3.36761,78.6051282954577,29008.0033114269,NA,39422.84117055,segment1,38959.6954615372,78.6051282954577,NA,58.783423342695,segment1,63.7169390289266,17851.2396694215,NA,32690.9528928611,segment1,32969.4340684906,7944.94865337322,NA,5681.1692995808,segment1,6472.35613626629,-0.804856329001041,NA,-5.38707917767908,segment1,-4.59799869912353
7,7,0.992,3.38063,54.8835783622321,1198.19006486539,41616.2431819896,44254.7477560071,segment1,38959.6954615372,54.8835783622321,67.0243904425542,71.4189081032407,segment1,63.7169390289266,6148.76033057851,34049.5867768595,36151.3392487914,segment1,32969.4340684906,5724.12720423839,5674.21730996989,5644.32114461043,segment1,6472.35613626629,-1.74022193073108,-1.34495831485949,-3.4031011361455,segment1,-4.59799869912353
8,8,0.990666666666667,3.39373,42.8331371047219,6325.07524609463,51609.6745019336,48939.7589622341,segment1,38959.6954615372,42.8331371047219,82.7780145603981,84.2335233313278,segment1,63.7169390289266,6148.76033057851,38842.9752066116,39660.4763841027,segment1,32969.4340684906,5599.01348139571,5677.56844229235,5602.56692436252,segment1,6472.35613626629,-2.24171999471702,-0.810199930144039,-1.68691219849826,segment1,-4.59799869912353
9,9,0.989333333333333,3.40611,19.3329964510028,-22.9825272001704,58740.6708634278,53624.7701684611,segment1,38959.6954615372,19.3329964510028,101.206739251777,97.0481385594149,segment1,63.7169390289266,5950.4132231405,44793.3884297521,43169.6135194139,segment1,32969.4340684906,4601.66754383291,5654.3563225554,5560.81270411461,segment1,6472.35613626629,-3.27011802664902,-0.193542556213176,0.0292767391489891,segment1,-4.59799869912354
10,10,0.988,3.41905,178.660655718445,148164.272823789,60519.579976702,56390.6276268048,segment1,38959.6954615372,178.660655718445,114.575498194454,107.442517821459,segment1,63.7169390289266,71404.9586776859,48942.1487603306,46690.4417428545,segment1,32969.4340684906,5061.86747575435,5561.48969216692,5462.53808420207,segment1,6472.35613626629,2.65695795338326,0.274596135191645,0.947635685035897,segment1,-4.59799869912354
11,11,0.986666666666667,3.43209,51.5685936737411,4832.28325156383,58345.5714650121,59156.4850851485,segment1,38959.6954615372,51.5685936737411,120.082870747931,117.836897083503,segment1,63.7169390289266,57520.6611570248,50528.9256198347,50211.2699662951,segment1,32969.4340684906,4503.05001465596,5338.3281961125,5364.26346428952,segment1,6472.35613626629,-1.87818023183357,0.479323681901019,1.86599463092281,segment1,-4.59799869912354
12,12,0.985333333333333,3.44535,48.6878713342225,51640.0403016671,54280.5502779174,58502.0496761771,segment1,38959.6954615372,48.6878713342225,119.906974907439,120.317143493949,segment1,63.7169390289266,47603.305785124,49289.2561983471,51283.4687230108,segment1,32969.4340684906,5333.05956932662,5070.4472077918,5256.61060360491,segment1,6472.35613626629,-1.99806602234349,0.472470381434874,1.07954883554221,segment1,-4.59799869912353
13,1,0.984,3.45783,189.850515222379,145904.414438534,53349.9801210737,57847.6142672057,segment1,38959.6954615372,189.850515222379,118.782951254748,122.797389904396,segment1,63.7169390289266,77355.3719008264,48793.3884297521,52355.6674797265,segment1,32969.4340684906,5025.85278803698,5062.40233503307,5148.9577429203,segment1,6472.35613626629,3.01224171664933,0.427852536284634,0.293103040161618,segment1,-4.59799869912353
14,2,0.982666666666667,3.47031,289.09296047854,168104.491504124,53728.5157755226,56238.3555908105,segment1,38959.6954615372,289.09296047854,118.285811892448,121.231381366068,segment1,63.7169390289266,119008.26446281,48793.388429752,51417.4200271503,segment1,32969.4340684906,4437.12667604242,5158.84005880556,5117.78893041864,segment1,6472.35613626629,5.97068453203042,0.40716329989927,-0.599141923910358,segment1,-4.59799869912354
15,3,0.981333333333333,3.48341,253.260803373095,93991.4519334421,53793.7166395915,54629.0969144154,segment1,38959.6954615372,253.260803373095,117.990693151395,119.66537282774,segment1,63.7169390289266,105123.966942149,48793.3884297521,50479.1725745741,segment1,32969.4340684906,4991.9556887437,5133.13164331348,5086.62011791697,segment1,6472.35613626629,4.9448519046561,0.394432184717949,-1.49138688798233,segment1,-4.59799869912353
16,4,0.98,3.49613,155.62133689143,20106.2497036175,51455.4667912154,53183.9073808698,segment1,38959.6954615372,155.62133689143,113.437425679461,117.957456459339,segment1,63.7169390289266,59504.1322314049,48380.1652892562,48985.2152321493,segment1,32969.4340684906,4539.87738896215,5124.27186432929,5080.55012378585,segment1,6472.35613626629,1.90548700424745,0.234409947847152,-1.31986263759417,segment1,-4.59799869912353
17,5,0.978666666666667,3.50922,85.7259824857681,-3004.28092553476,53557.602299973,51738.7178473242,segment1,38959.6954615372,85.7259824857681,113.890217379192,116.249540090938,segment1,63.7169390289266,23801.652892562,48214.8760330578,47491.2578897246,segment1,32969.4340684906,4646.97566445102,5138.97000203658,5074.48012965473,segment1,6472.35613626629,-0.528806674828104,0.255861278915143,-1.148338387206,segment1,-4.59799869912353
18,6,0.977333333333333,3.52221,60.1254072919353,-753.208271334717,56946.8136449038,48799.4218252213,segment1,38959.6954615372,60.1254072919353,119.983656464672,111.706052189744,segment1,63.7169390289266,5950.4132231405,49041.3223140496,45402.4046549624,segment1,32969.4340684906,4816.63734274955,5163.44374238838,5101.47013454815,segment1,6472.35613626629,-1.52207497629053,0.479998821731606,-0.306391793616418,segment1,-4.59799869912354
