index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,58174.11629437016,116978.68266203506,61487.603305785095,5021.920326550235,250.28261566695681,331647.0,1.0,0.0,0.0
1,2,179266.5398214602,200403.5176293523,91239.66942148766,4602.035432655496,256.4475210862801,331647.0,0.9990000000000001,0.0,0.0
2,3,7375.085408313562,141708.68204271028,61487.603305785095,4582.31768917077,252.30280880215489,332953.0,0.998,0.0,0.0
3,4,13039.777645589349,107794.1595890568,41652.89256198347,5301.407537259411,249.45473315352416,334276.0,0.997,0.0,0.0
4,5,26508.837476932003,123411.36582690265,5950.413223140496,4941.218015945673,250.83677514015358,335538.0,0.996,0.0,0.0
5,6,71856.0878750326,122981.05477386735,65454.54545454545,6831.853473522433,250.79970492538487,336842.0,0.995,0.0,0.0
6,7,5938.360777216491,117948.10512904145,6148.760330578512,4822.550091463917,250.36612897390089,338120.0,0.9940000000000001,0.0,0.0
7,8,1929.3391529588166,108154.44915971633,6148.760330578512,5574.234791705389,249.4880531915025,339434.0,0.993,0.0,0.0
8,9,8883.553885032592,105788.58201886069,5950.413223140496,5299.007802747765,249.2692547876501,340750.0,0.992,0.0,0.0
9,10,3202.388324751285,100800.8034977962,3689.256198347107,4500.910647468637,248.79505185200043,342048.0,0.991,0.0,0.0
10,11,2705.0539615872267,95149.34242559904,3570.2479338842977,4786.267099900098,248.23527955879547,343325.0,0.99,0.0,0.0
11,12,50943.764697086524,109874.50385949356,31735.53719008265,4483.0660731094,249.64712603898025,344658.0,0.9890000000000001,0.0,0.0
12,1,197644.04630678907,199774.7998814316,103140.49586776864,4603.254417082633,256.40674556595314,345957.0,0.988,0.0,0.0
13,2,25287.623679428856,162736.66916348608,57520.66115702478,4805.093240349825,253.866592093176,347232.0,0.987,0.0,0.0
14,3,7461.098047111053,107988.257439219,55537.19008264461,6672.3196887336535,249.47268356970486,348538.0,0.986,0.0,0.0
15,4,19850.80979790404,109254.6076195027,13884.297520661159,4700.16209695916,249.5897972458617,349856.0,0.985,0.0,0.0
16,5,7429.368122321917,105649.73590280498,6148.760330578512,4885.479508441119,249.2564141221497,351153.0,0.9840000000000001,0.0,0.0
17,6,-0.9370593932439758,94810.1652703791,5950.413223140496,4888.220349892137,248.20168435720868,352478.0,0.983,0.0,0.0
18,7,23.8564746336408,80420.91803948252,6148.760330578512,8264.343374951695,246.64320762727712,353792.0,0.982,0.0,0.0
19,8,5075.675196083926,73530.05940320472,6148.760330578512,5817.773501783217,245.818798388126,355145.0,0.981,0.0,0.0
20,9,10666.180668858337,72568.54640807262,5950.413223140496,5677.280440849937,245.6957640957227,356458.0,0.98,0.0,0.0
21,10,2909.6912514149544,66042.66655978479,3689.256198347107,5746.314901355686,244.85847689589366,357731.0,0.9790000000000001,0.0,0.0
22,11,26197.313708940917,83815.63613939169,3570.2479338842977,4854.096195449721,247.03800474413063,359040.0,0.978,0.0,0.0
23,12,33398.399615560935,108311.87028853036,3966.9421487603295,4935.223317661887,249.50261169782024,360320.0,0.977,0.0,0.0
24,1,27477.43170594136,109241.13317723203,21818.181818181823,4729.986999057885,249.58855111229371,361601.0,0.976,0.0,0.0
25,2,75739.62426934682,124516.5295375158,55537.19008264461,4927.037826418692,250.93198221377637,362885.0,0.975,0.0,0.0
26,3,74894.07880172973,133191.86369647508,61487.603305785095,4731.141336985648,251.6348435568116,364255.0,0.9740000000000001,0.0,0.0
27,4,7956.558692783834,108060.79329847217,27768.595041322318,5319.0340494644315,249.4793917782736,365546.0,0.973,0.0,0.0
28,5,20320.11711565811,117072.43868932428,6148.760330578512,5159.711394227492,250.29069251286393,366832.0,0.972,0.0,0.0
29,6,27176.58994146201,121509.73139796815,17851.239669421488,4888.057563396663,250.67295411767472,368129.0,0.971,0.0,0.0
30,7,-48.35861733330657,110354.85734562422,6148.760330578512,4957.755104432124,249.69154974064773,369422.0,0.97,0.0,0.0
31,8,998.1643726714157,99714.46460918324,6148.760330578512,5489.79677853386,248.6874509319714,370730.0,0.9690000000000001,0.0,0.0
32,9,1368.3739650341286,90379.47998259038,5950.413223140496,4752.945368486544,247.7434909697539,372057.0,0.968,0.0,0.0
33,10,3441.846894003253,85203.65295628866,3689.256198347107,4928.417721957833,247.1871896986553,373347.0,0.9670000000000001,0.0,0.0
34,11,155713.23465719074,166002.60134361306,69421.48760330575,5492.798666560805,254.10123977588464,374612.0,0.966,0.0,0.0
35,12,68880.47015375002,162250.47287598895,67438.01652892558,5194.582092448722,253.83107479552845,375877.0,0.965,0.0,0.0
36,1,21532.96992806955,116959.08861860234,61487.603305785095,5336.750879671244,250.28092768940402,377122.0,0.9640000000000001,0.0,0.0
37,2,54229.06561357834,110845.07607911066,55537.19008264461,4805.888070425587,249.73688579294463,378453.0,0.963,0.0,0.0
38,3,145082.4352880809,172652.12915801298,77355.37190082643,5920.010308352312,254.5704084638406,379710.0,0.9620000000000001,0.0,0.0
39,4,8486.402673297795,116677.49745384314,59504.132231404925,4956.902146062873,250.25666931890444,380995.0,0.961,0.0,0.0
40,5,14117.481876518645,118848.75123289613,6148.760330578512,5797.46776688718,250.4437173701668,382268.0,0.96,0.0,0.0
41,6,48970.99486273395,120456.1039172895,41652.89256198347,5710.749616357114,250.5821867606211,383610.0,0.9590000000000001,0.0,0.0
42,7,1631.063802164668,106352.23520932892,6148.760330578512,9586.172179546733,249.32138215197716,384904.0,0.958,0.0,0.0
43,8,1742.553980385528,94111.8976647772,6148.760330578512,7834.131194358742,248.13252155950644,386182.0,0.9570000000000001,0.0,0.0
44,9,2147.6572246724263,85483.1910065835,5950.413223140496,4825.950659725622,247.21723463097416,387487.0,0.956,0.0,0.0
45,10,4037.8452695965298,80773.79248079253,3689.256198347107,5057.987597040396,246.68471738393043,388761.0,0.955,0.0,0.0
46,11,20577.190845323363,92311.50316772117,3570.2479338842977,5469.232224510411,247.9511460842349,390042.0,0.9540000000000001,0.0,0.0
47,12,51234.2590662854,107998.62631941236,29752.06611570249,5795.069798891739,249.47364249694002,391356.0,0.953,0.0,0.0
48,1,65581.22060008961,109150.38395849157,59504.132231404925,4925.330729605642,249.58015850906241,392655.0,0.9520000000000001,0.0,0.0
49,2,69625.72556479929,117672.37578532512,55537.19008264461,5566.543655321302,250.3423755845387,393982.0,0.951,0.0,0.0
50,3,68369.58675661603,118526.90951194355,61487.603305785095,6027.449724212731,250.41599151550167,395315.0,0.95,0.0,0.0
51,4,8092.185597420666,108159.2126539218,11900.826446280991,6559.056009161413,249.48849372550842,396629.0,0.9490000000000001,0.0,0.0
52,5,2024.2364211913925,96299.63243422867,6148.760330578512,7735.056310305998,248.34921478152023,397875.0,0.948,0.0,0.0
53,6,1.8395990089755472,84773.25773077457,5950.413223140496,5577.801079322565,247.1409305385613,399193.0,0.9470000000000001,0.0,0.0
