index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,21151.334893870768,110129.60174520644,31735.53719008265,4600.285958581724,249.67071781607385,331904.0,1.0,0.0,0.0
1,2,65684.24213827688,115971.89465255551,55537.19008264461,4304.759148283393,250.19588341252202,331904.0,0.9985,0.0,0.0
2,3,33087.241640829314,108796.23713281318,35702.47933884298,4560.419821728695,249.54740655995687,333199.0,0.997,0.0,0.0
3,4,13524.831658507417,109708.68228501012,7933.884297520661,4678.502208789816,249.63179064875703,334491.0,0.9955,0.0,0.0
4,5,19487.075534494557,118558.39032183836,6148.760330578512,4488.607167087784,250.41870350808392,335790.0,0.9940000000000001,0.0,0.0
5,6,805.7297693197607,108772.78859729908,5950.413223140496,4640.918270718539,249.54523800955326,337096.0,0.9925,0.0,0.0
6,7,1433.4934473971405,99607.58457880096,6148.760330578512,4449.937135316747,248.67686455812213,338375.0,0.991,0.0,0.0
7,8,24136.955260079227,111534.740378612,6148.760330578512,6061.0391296896705,249.80066682498955,339671.0,0.9895,0.0,0.0
8,9,9861.219918490282,110442.0298643799,5950.413223140496,5003.517209581882,249.69961156611302,340983.0,0.988,0.0,0.0
9,10,4438.606773131089,108112.71622024699,1983.4710743801647,4784.449342883823,249.48419367615344,342330.0,0.9865,0.0,0.0
10,11,163931.6691791005,183522.30007071453,83305.78512396697,5216.300204666154,255.32378305564168,343639.0,0.985,0.0,0.0
11,12,48547.82168959923,161453.09119108928,65454.54545454543,5162.485114679319,253.77282498291248,344927.0,0.9835,0.0,0.0
12,1,16194.908726544367,111493.66380273236,61487.603305785095,4666.732809116379,249.79686801098046,346265.0,0.982,0.0,0.0
13,2,177105.5040703612,195006.9913256727,89256.19834710752,4335.978200313563,256.097529108611,347582.0,0.9805,0.0,0.0
14,3,71072.61869643391,178017.17637801394,83305.78512396695,4756.648520125797,254.9489484497293,348875.0,0.9790000000000001,0.0,0.0
15,4,7033.153353493825,120278.95855828511,59504.132231404925,5267.238941817975,250.56692613355315,350187.0,0.9775,0.0,0.0
