index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31313,269.227916196578,199668.443401776,NA,80526.007931805,segment1,38947.509479298,269.227916196578,NA,142.055518110749,segment1,65.1197565598913,113057.851239669,NA,70666.1020932523,segment1,32939.9796907457,4377.11987364645,NA,5117.59996853812,segment1,5975.49406296252,5.41084845245871,NA,0.620322058289268,segment1,-1.52833181125111
2,2,0.9985,3.31313,174.553062642677,19523.2603462191,NA,75056.3020291394,segment1,38947.5094792983,174.553062642677,NA,133.528769148518,segment1,65.1197565598917,57520.6611570248,NA,66259.9858081531,segment1,32939.979690746,4606.2832884501,NA,5132.60455350713,segment1,5975.49406296252,2.52653977204574,NA,0.442707246504317,segment1,-1.52833181125111
3,3,0.997,3.32592,158.035169547659,60842.6553587429,NA,69586.5961264737,segment1,38947.5094792983,158.035169547659,NA,125.002020186286,segment1,65.1197565598917,63471.0743801653,NA,61853.8695230539,segment1,32939.979690746,4804.632871336,NA,5147.60913847614,segment1,5975.49406296252,1.98483719018532,NA,0.265092434719366,segment1,-1.52833181125111
4,4,0.9955,3.33845,50.9880740735708,8106.76527889111,NA,64035.6916823118,segment1,38947.5094792983,50.9880740735708,NA,116.222506671677,segment1,65.1197565598917,51570.2479338843,NA,57469.428317875,segment1,32939.979690746,4707.71030834656,NA,5174.17816061181,segment1,5975.49406296252,-1.90233946794535,NA,0.0572194020574265,segment1,-1.52833181125111
5,5,0.994,3.35185,77.3259211702792,87154.7515942991,NA,58484.7872381498,segment1,38947.5094792983,77.3259211702792,NA,107.442993157068,segment1,65.1197565598917,65454.5454545454,NA,53084.9871126961,segment1,32939.979690746,9848.17494623488,NA,5200.74718274748,segment1,5975.49406296252,-0.854446543192125,NA,-0.150653630604513,segment1,-1.52833181125111
6,6,0.9925,3.36462,82.6689792571294,66367.0888791625,NA,53050.8395248769,segment1,38947.5094792983,82.6689792571294,NA,98.0536523745668,segment1,65.1197565598917,59504.132231405,NA,48834.5331914346,segment1,32939.979690746,4458.58050867499,NA,5242.12223284611,segment1,5975.49406296252,-0.647315587034115,NA,-0.402249737484013,segment1,-1.52833181125111
7,7,0.991,3.37778,78.7478326335294,44710.3813422155,43415.1333806803,47616.8918116039,segment1,38947.5094792983,78.7478326335294,89.7253892395954,88.6643115920653,segment1,65.1197565598917,41652.8925619835,42991.7355371901,44584.0792701731,segment1,32939.979690746,4822.00476085209,5219.47790016127,5283.49728294474,segment1,5975.49406296252,-0.799324200112977,-0.489240145968464,-0.653845844363514,segment1,-1.52833181125111
8,8,0.9895,3.39038,55.9116114677684,1333.12521219823,36798.2116117386,42976.8014353264,segment1,38947.5094792983,55.9116114677684,75.140149311026,79.5905160506803,segment1,65.1197565598917,6148.76033057851,38033.0578512397,40619.0613917366,segment1,32939.979690746,5460.66440621213,5328.51172835528,5326.49540569209,segment1,5975.49406296252,-1.69743871631408,-0.992782909395402,-0.905368751635876,segment1,-1.52833181125111
9,9,0.988,3.403,80.2182723553655,21240.7893271539,37066.1099988282,38336.7110590488,segment1,38947.5094792983,80.2182723553655,65.2112158787567,70.5167205092954,segment1,65.1197565598917,5950.4132231405,36132.2314049587,36654.0435133001,segment1,32939.979690746,4352.37870459474,5401.89863839078,5369.49352843945,segment1,5975.49406296252,-0.742320592702015,-1.35260656177164,-1.15689165890824,segment1,-1.52833181125111
10,10,0.9865,3.41594,61.1279476448781,57531.322155268,37799.608787794,35554.9428447809,segment1,38947.5094792983,61.1279476448781,60.571926589978,64.5072922429365,segment1,65.1197565598917,61487.6033057851,34479.3388429752,33308.8152504998,segment1,32939.979690746,4634.36496920236,5407.95012476923,5436.47988672833,segment1,5975.49406296252,-1.48238314608932,-1.52202135784981,-1.36131440463955,segment1,-1.52833181125111
