index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.30641,189.63670054069,126637.983871605,NA,28385.5203160241,segment1,39229.783550664,189.63670054069,NA,59.9206538693767,segment1,61.2206181646081,75371.9008264463,NA,24229.0899426691,segment1,32737.2858539421,4848.65780184839,NA,4602.96478873764,segment1,6061.96963905072,3.00545299113173,NA,-2.08560961467896,segment1,-1.70901985241743
2,2,0.9995,3.30641,108.324239198433,23545.0006564854,NA,29066.3661734337,segment1,39229.7835506639,108.324239198433,NA,60.9420662670978,segment1,61.2206181646087,55537.1900826446,NA,24785.4184106816,segment1,32737.2858539422,4598.41817785677,NA,4661.95863574527,segment1,6061.9696390507,0.291910519727168,NA,-1.96450212278285,segment1,-1.70901985241744
3,3,0.999,3.31915,52.6719319376113,7330.02836828174,NA,29747.2120308433,segment1,39229.7835506639,52.6719319376113,NA,61.9634786648189,segment1,61.2206181646087,27768.5950413223,NA,25341.7468786941,segment1,32737.2858539422,4604.97159432924,NA,4720.95248275289,segment1,6061.9696390507,-1.83226307482428,NA,-1.84339463088674,segment1,-1.70901985241744
4,4,0.9985,3.33164,49.8632944825161,8972.64740544994,NA,30039.6513539359,segment1,39229.7835506639,49.8632944825161,NA,62.2412551664951,segment1,61.2206181646087,5950.4132231405,NA,25724.8651103096,segment1,32737.2858539422,4286.1210371023,NA,4779.02968350894,segment1,6061.9696390507,-1.94914893950505,NA,-1.76237146737425,segment1,-1.70901985241744
5,5,0.998,3.34478,29.9863976588721,1683.05452589971,NA,30332.0906770284,segment1,39229.7835506639,29.9863976588721,NA,62.5190316681713,segment1,61.2206181646087,6148.76033057851,NA,26107.9833419251,segment1,32737.2858539422,4478.89776596097,NA,4837.10688426499,segment1,6061.9696390507,-2.79527347994332,NA,-1.68134830386175,segment1,-1.70901985241744
6,6,0.9975,3.35791,10.3964977086476,2476.09928230116,NA,30247.9480640041,segment1,39229.7835506639,10.3964977086476,NA,61.8666823707768,segment1,61.2206181646087,5950.4132231405,NA,26161.9671077657,segment1,32737.2858539422,5341.14103676173,NA,4885.35493797253,segment1,6061.9696390507,-3.68192347711829,NA,-1.6494846789001,segment1,-1.70901985241744
7,7,0.997,3.37064,85.957180559547,45811.43837949,29450.962031606,30163.8054509798,segment1,39229.7835506639,85.957180559547,63.8408696707763,61.2143330733822,segment1,61.2206181646087,5950.4132231405,27719.0082644628,26215.9508736064,segment1,32737.2858539422,5858.71787344477,4968.50513896743,4933.60299168007,segment1,6061.9696390507,-0.519843965213994,-1.44283209865841,-1.61762105393844,segment1,-1.70901985241744
8,8,0.9965,3.38391,52.2408797036062,-3620.99221308626,24639.3973070683,30420.3330358573,segment1,39229.7835506639,52.2408797036062,55.6877048193798,60.768598413623,segment1,61.2206181646087,6148.76033057851,23338.8429752066,26266.3716026971,segment1,32737.2858539422,5402.58284150861,4969.47851499019,4980.7586977703,segment1,6061.9696390507,-1.85020199143415,-1.738215006406,-1.58623401237677,segment1,-1.70901985241744
9,9,0.996,3.39653,85.3042850264239,85052.6738716098,28345.2312066276,30676.8606207348,segment1,39229.7835506639,85.3042850264239,56.2834167388722,60.3228637538637,segment1,61.2206181646087,65454.5454545454,23090.9090909091,26316.7923317879,segment1,32737.2858539422,4719.5960217964,4986.25175194703,5027.91440386052,segment1,6061.9696390507,-0.545154353730993,-1.71811770288827,-1.5548469708151,segment1,-1.70901985241744
10,10,0.9955,3.40974,48.6228888970575,16939.5174047693,32897.2293573816,32036.1629182874,segment1,39229.7835506639,48.6228888970575,59.3697191902595,61.1021345797129,segment1,61.2206181646087,27768.5950413223,26479.3388429752,27373.0579659445,segment1,32737.2858539422,5677.55062166187,5029.05441128215,5101.59819867791,segment1,6061.9696390507,-2.00077036866031,-1.60236575313074,-1.50818127678078,segment1,-1.70901985241744
11,11,0.995,3.42285,70.4497947531075,74264.9700937659,33780.2630776976,33395.4652158401,segment1,39229.7835506639,70.4497947531075,59.7776973619319,61.8814054055622,segment1,61.2206181646087,59504.1322314049,28462.8099173554,28429.323600101,segment1,32737.2858539422,4938.73022713865,5133.86298308971,5175.28199349529,segment1,6061.9696390507,-1.1210089904464,-1.58459892408552,-1.46151558274645,segment1,-1.70901985241744
12,12,0.9945,3.43586,51.4018976628972,20228.9231564725,35903.4075596188,33511.0519612081,segment1,39229.7835506639,51.4018976628972,63.0537836592366,61.0045555574668,segment1,61.2206181646087,23801.652892562,29206.6115702479,28632.4726719974,segment1,32737.2858539422,4998.82395450521,5222.55715558378,5193.18443577764,segment1,6061.9696390507,-1.88511754847832,-1.44613669426037,-1.51973848288505,segment1,-1.70901985241744
13,1,0.994,3.44859,52.105596380503,14818.3830240604,35833.1377170395,33626.6387065761,segment1,39229.7835506639,52.105596380503,64.5373681098931,60.1277057093715,segment1,61.2206181646087,9917.35537190083,29958.6776859504,28835.6217438939,segment1,32737.2858539422,4584.36322923687,5206.84702829375,5211.08687805999,segment1,6061.9696390507,-1.85583201967759,-1.38002713784248,-1.57796138302365,segment1,-1.70901985241744
14,2,0.9935,3.46144,50.1793869251039,19887.0481151264,34981.5366379351,32892.4806089079,segment1,39229.7835506639,50.1793869251039,64.1966285660627,59.9859423664852,segment1,61.2206181646087,15867.7685950413,29958.6776859504,27815.4965586795,segment1,32737.2858539422,4886.07377501465,5176.19174670836,5200.30829853514,segment1,6061.9696390507,-1.93599425540586,-1.39337194568683,-1.60100439540191,segment1,-1.70901985241744
15,3,0.993,3.47464,125.113870278757,99927.994499064,32598.6537239397,32158.3225112396,segment1,39229.7835506639,125.113870278757,63.9860884061716,59.844179023599,segment1,61.2206181646087,61487.6033057851,27471.0743801653,26795.3713734651,segment1,32737.2858539422,4719.87368413531,5222.32241572554,5189.52971901029,segment1,6061.9696390507,0.877976984734431,-1.40137583832237,-1.62404740778017,segment1,-1.70901985241744
16,4,0.9925,3.48785,51.4926149746662,25622.6368927627,32302.3820671432,33169.8548505234,segment1,39229.7835506639,51.4926149746662,65.4665830601584,62.6711590192623,segment1,61.2206181646087,53553.7190082644,26396.694214876,27102.3525193765,segment1,32737.2858539422,5198.48277133922,5239.46525797313,5211.42314100499,segment1,6061.9696390507,-1.88134220488305,-1.34666520899576,-1.50144684417929,segment1,-1.70901985241744
17,5,0.992,3.5008,38.1485532868595,6225.8743261709,34074.2201804854,34181.3871898072,segment1,39229.7835506639,38.1485532868595,67.6700805756847,65.4981390149257,segment1,61.2206181646087,6148.76033057851,27801.652892562,27409.3336652879,segment1,32737.2858539422,6081.9417551054,5280.99340593662,5233.31656299969,segment1,6061.9696390507,-2.43667631748019,-1.26362977592814,-1.37884628057841,segment1,-1.70901985241744
18,6,0.9915,3.5135,80.8604132159739,48888.7470481386,34642.9298195606,36461.8673366912,segment1,39229.7835506639,80.8604132159739,67.5069448000846,68.8052557922413,segment1,61.2206181646087,23801.652892562,29371.9008264463,29752.8126342047,segment1,32737.2858539422,5866.75718747513,5344.44009213447,5278.32091006087,segment1,6061.9696390507,-0.717427123777725,-1.26939972775639,-1.22097660881613,segment1,-1.70901985241744
19,7,0.991,3.52627,51.0992918679764,-2287.68560824976,37561.5995084042,38742.3474835752,segment1,39229.7835506639,51.0992918679764,67.9506300057008,72.112372569557,segment1,61.2206181646087,6148.76033057851,32016.5289256198,32096.2916031215,segment1,32737.2858539422,4956.05866777058,5345.41224025719,5323.32525712204,segment1,6061.9696390507,-1.89771096452515,-1.25110752159371,-1.06310693705386,segment1,-1.70901985241744
20,8,0.9905,3.53927,78.9210193432483,24039.7058761463,40491.0668344403,40557.7526998753,segment1,39229.7835506639,78.9210193432483,68.8737994805257,73.8400685793151,segment1,61.2206181646087,5950.4132231405,34743.8016528926,34214.0871202475,segment1,32737.2858539422,5569.51528913344,5331.83891787665,5369.07112855401,segment1,6061.9696390507,-0.792610380387544,-1.21408226821696,-0.981686948350111,segment1,-1.70901985241744
21,9,0.99,3.55227,53.5711815493932,202.785846489685,42205.1138523483,42373.1579161753,segment1,39229.7835506639,53.5711815493932,69.8755278863355,75.5677645890732,segment1,61.2206181646087,5950.4132231405,36396.694214876,36331.8826373735,segment1,32737.2858539422,5659.799630584,5357.64185485805,5414.81699998599,segment1,6061.9696390507,-1.7948393880304,-1.17442228576317,-0.900266959646364,segment1,-1.70901985241744
22,10,0.9895,3.5654,115.887864069772,94678.8856667716,43551.5845048187,42932.9245018437,segment1,39229.7835506639,115.887864069772,73.1276550185169,76.0511142862429,segment1,61.2206181646087,61487.6033057851,36644.6280991735,37127.7731518452,segment1,32737.2858539422,5148.7752268163,5443.49919616356,5432.12728735898,segment1,6061.9696390507,0.561969769477685,-1.05312863485895,-0.893203743360934,segment1,-1.70901985241744
23,11,0.989,3.57823,56.0687599530242,39049.7165519763,45368.008678325,43492.6910875121,segment1,39229.7835506639,56.0687599530242,78.2331655601611,76.5344639834127,segment1,61.2206181646087,59504.1322314049,37628.0991735537,37923.6636663169,segment1,32737.2858539422,6464.18117310813,5442.42976103154,5449.43757473197,segment1,6061.9696390507,-1.69089873496154,-0.85695262236996,-0.886140527075503,segment1,-1.70901985241744
