index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.30493,51.2143602971818,835.297891596844,NA,3954.95605480589,segment1,33384.8407124314,51.2143602971818,NA,11.6337684056387,segment1,52.7044129120189,11900.826446281,NA,6401.44294078083,segment1,28239.4442312682,4807.09931158402,NA,5016.55365905729,segment1,5943.13740526691,-1.89292221088212,NA,-6.38305790951648,segment1,-2.78214143577205
2,2,0.9985,3.30493,106.10109624235,85475.1627112259,NA,7556.83684708833,segment1,33384.8407124314,106.10109624235,NA,15.7211379481941,segment1,52.7044129120188,55537.1900826446,NA,8665.93080447049,segment1,28239.4442312682,5238.94145325596,NA,5070.77872219646,segment1,5943.1374052669,0.211290459268099,NA,-5.74172821060567,segment1,-2.78214143577208
3,3,0.997,3.31766,49.0114621869167,4751.92246816858,NA,11158.7176393708,segment1,33384.8407124314,49.0114621869167,NA,19.8085074907495,segment1,52.7044129120188,25785.1239669422,NA,10930.4186681602,segment1,28239.4442312682,4657.13382617127,NA,5125.00378533562,segment1,5943.1374052669,-1.98459928011536,NA,-5.10039851169487,segment1,-2.78214143577208
4,4,0.9955,3.33038,50.9400970394045,8041.05396080599,NA,14768.4762900222,segment1,33384.8407124314,50.9400970394045,NA,23.8554864296454,segment1,52.7044129120188,1983.47107438016,NA,13385.7001225246,segment1,28239.4442312682,5189.69720280631,NA,5175.54627209356,segment1,5943.1374052669,-1.90433610767295,NA,-4.53987098397867,segment1,-2.78214143577208
5,5,0.994,3.3437,23.6897530403821,-1697.13093333143,NA,18378.2349406737,segment1,33384.8407124314,23.6897530403821,NA,27.9024653685412,segment1,52.7044129120188,6148.76033057851,NA,15840.9815768891,segment1,28239.4442312682,4416.76353565016,NA,5226.08875885149,segment1,5943.1374052669,-3.07592820243943,NA,-3.97934345626247,segment1,-2.78214143577208
6,6,0.9925,3.35692,22.6365854832527,10859.0620530556,NA,21867.126062709,segment1,33384.8407124314,22.6365854832527,NA,31.6923368562536,segment1,52.7044129120188,5950.4132231405,NA,18341.8922113193,segment1,28239.4442312682,5382.57423062334,NA,5260.8447995081,segment1,5943.1374052669,-3.12287010029078,NA,-3.53000716556958,segment1,-2.78214143577208
7,7,0.991,3.36939,9.78452084546185,9211.50470148895,30180.8143923155,25356.0171847444,segment1,33384.8407124314,9.78452084546185,42.5905536525809,35.4822083439659,segment1,52.7044129120188,6148.76033057851,23084.2975206611,20842.8028457495,segment1,28239.4442312682,8846.17345791634,5376.12348444698,5295.6008401647,segment1,5943.1374052669,-3.71152253004539,-2.40788314040319,-3.08067087487669,segment1,-2.78214143577208
8,8,0.9895,3.38238,-19.0518937947742,-1305.68986970141,28592.9701832424,28524.4692002944,segment1,33384.8407124314,-19.0518937947742,41.106390643963,38.8839535034446,segment1,52.7044129120188,6148.76033057851,23910.7438016529,23219.729014586,segment1,28239.4442312682,5521.93638782628,5350.09973546765,5326.25667369809,segment1,5943.1374052669,-5.16255290055855,-2.46357927376784,-2.70187762549931,segment1,-2.78214143577208
9,9,0.988,3.3954,-33.9409352937614,3996.42573428252,29367.1143776495,31692.9212158444,segment1,33384.8407124314,-33.9409352937614,40.8737287799518,42.2856986629232,segment1,52.7044129120188,5950.4132231405,24158.6776859504,25596.6551834225,segment1,28239.4442312682,4746.08118568629,5313.13453050426,5356.91250723148,segment1,5943.1374052669,-5.97938846861069,-2.47196534096518,-2.32308437612193,segment1,-2.78214143577208
10,10,0.9865,3.4082,19.9402938099186,33232.0465572566,33093.1705080959,34663.844456954,segment1,33384.8407124314,19.9402938099186,42.8128184952116,45.1930337459083,segment1,52.7044129120188,3689.25619834711,26885.9504132231,28342.1849677541,segment1,28239.4442312682,5296.23726225347,5334.62972300595,5385.05507326404,segment1,5943.1374052669,-3.24304950332177,-2.39746993261173,-2.09265207875802,segment1,-2.78214143577208
11,11,0.985,3.42136,63.1402361944321,84060.3333654023,37516.0244505937,37634.7676980637,segment1,33384.8407124314,63.1402361944321,45.1695053816203,48.1003688288933,segment1,52.7044129120188,59504.1322314049,31092.5619834711,31087.7147520857,segment1,28239.4442312682,5116.22706096646,5362.95336823879,5413.1976392966,segment1,5943.1374052669,-1.40437402761071,-2.30074733847795,-1.86221978139412,segment1,-2.78214143577208
12,12,0.9835,3.43472,157.000954909349,110866.284541062,41395.3405273794,40122.1282321282,segment1,33384.8407124314,157.000954909349,49.5621145541982,51.6802372284602,segment1,52.7044129120188,63471.0743801653,34059.5041322314,33329.8612305555,segment1,28239.4442312682,5157.88673918417,5359.16226748805,5328.11405024694,segment1,5943.1374052669,1.95083933882734,-2.11835688183321,-1.96998928704776,segment1,-2.78214143577208
13,1,0.982,3.4479,72.4545860388964,28522.2969445445,41893.1043663891,42609.4887661928,segment1,33384.8407124314,72.4545860388964,54.3433397974565,55.2601056280271,segment1,52.7044129120188,61487.6033057851,34547.1074380165,35572.0077090254,segment1,28239.4442312682,5080.55963046331,5194.44556890643,5243.03046119728,segment1,5943.1374052669,-1.04329051365409,-1.9168787341188,-2.07775879270139,segment1,-2.78214143577208
14,2,0.9805,3.46093,49.240958293805,19679.9026405239,42816.7982246594,42742.3979861472,segment1,33384.8407124314,49.240958293805,60.4005196102461,59.2767532493893,segment1,52.7044129120188,25785.1239669422,35034.7107438016,35913.1483695716,segment1,28239.4442312682,4340.91115887294,5056.35656510251,5137.56498753565,segment1,5943.1374052669,-1.97504843871155,-1.64884823425222,-2.0433109900443,segment1,-2.78214143577208
15,3,0.979,3.47382,100.287715399192,89126.6432046417,43003.9354453686,42875.3072061016,segment1,33384.8407124314,100.287715399192,66.8098218610225,63.2934008707514,segment1,52.7044129120188,61487.6033057851,35034.7107438016,36254.2890301178,segment1,28239.4442312682,4667.99920143281,5085.03868871762,5032.09951387401,segment1,5943.1374052669,0.000474005128239696,-1.34511567759444,-2.00886318738721,segment1,-2.78214143577208
16,4,0.9775,3.48674,46.2019969933654,13091.6803550461,41863.158309375,40925.2856297704,segment1,33384.8407124314,46.2019969933654,70.7203336246203,65.04592362621,segment1,52.7044129120188,31735.5371900827,35034.7107438016,34958.985598015,segment1,28239.4442312682,5694.7164475854,5068.71727195446,4991.83780650024,segment1,5943.1374052669,-2.1015195924337,-1.15794584657171,-1.80164159789076,segment1,-2.78214143577208
17,5,0.976,3.49956,84.9883383602293,99400.7372923744,39834.5425645764,38975.2640534393,segment1,33384.8407124314,84.9883383602293,70.7702301570777,66.7984463816686,segment1,52.7044129120188,77355.3719008264,34786.7768595041,33663.6821659122,segment1,28239.4442312682,4591.51177645927,5025.31226546659,4951.57609912647,segment1,5943.1374052669,-0.557402458468005,-1.15372612374112,-1.59442000839432,segment1,-2.78214143577208
18,6,0.9745,3.51222,66.7606203052763,2864.77967020792,35003.2859229317,36146.9711621144,segment1,33384.8407124314,66.7606203052763,65.8082355603761,65.9522070870365,segment1,52.7044129120188,5950.4132231405,32224.7933884297,31286.1771925421,segment1,28239.4442312682,5116.83957179628,5011.39010301779,4965.46989183665,segment1,5943.1374052669,-1.26402488478854,-1.33662400537227,-1.34561139783082,segment1,-2.78214143577208
19,7,0.973,3.52507,80.4098918616362,29152.1192205682,31051.557126594,33318.6782707895,segment1,33384.8407124314,80.4098918616362,60.4603565697126,65.1059677924044,segment1,52.7044129120188,17851.2396694215,28423.1404958678,28908.6722191719,segment1,28239.4442312682,5158.70735078474,5034.96217652485,4979.36368454684,segment1,5943.1374052669,-0.73489220040176,-1.53447491445953,-1.09680278726732,segment1,-2.78214143577208
20,8,0.9715,3.53756,55.6950506960027,922.348209707135,30400.1132560733,30345.827258786,segment1,33384.8407124314,55.6950506960027,58.9630217178338,62.8089458536369,segment1,52.7044129120188,6148.76033057851,26000,26130.7797781296,segment1,28239.4442312682,5895.26640366366,5073.91393941884,5066.12352289142,segment1,5943.1374052669,-1.70645123340412,-1.59538893102791,-1.10042205581275,segment1,-2.78214143577208
