index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,134586.83744292974,176172.51121064517,79338.8429752066,4389.573257078132,254.81879497711455,331280.0,1.0
1,2,55710.70225286053,167052.78518414887,59504.132231404925,5326.296047952079,254.17533727398214,331280.0,0.9996666666666668
2,3,106687.69199251445,181495.89738451783,87272.72727272731,4971.8525194184085,255.18639982267916,332529.0,0.9993333333333332
3,4,13098.18966069642,130767.69204316035,59504.132231404925,4322.262770649224,251.43948763342414,333829.0,0.9990000000000001
4,5,12675.628257238113,120725.131819378,17851.239669421488,4866.948811598978,250.60536283764455,335095.0,0.9986666666666668
5,6,11973.470761578956,122075.21128596945,5950.413223140496,4672.978071847017,250.7216687875577,336347.0,0.9983333333333332
6,7,8907.577865287067,116778.66671534727,6148.760330578512,8055.362105330711,250.26538479629116,337637.0,0.998
7,8,11472.558306798592,111839.99192412887,6148.760330578512,10262.47276743848,249.82889687636447,338929.0,0.9976666666666668
8,9,16113.765813235546,117570.15679418773,5950.413223140496,4433.187720036187,250.33356967558484,340251.0,0.9973333333333332
9,10,37266.539788484915,108651.66223920221,41652.89256198347,4532.141781487041,249.534036089818,341559.0,0.997
10,11,14464.1625377998,108486.98490530363,9917.355371900827,4711.48449979754,249.51880652042018,342854.0,0.9966666666666668
11,12,24483.975660119897,108396.8650617591,19834.710743801654,4739.3847598627035,249.51047212260792,344142.0,0.9963333333333332
12,1,85094.3499933742,127061.13842944652,61487.603305785095,4942.473319901988,251.14078881694303,345399.0,0.996
13,2,52468.98698085252,118468.79583085148,55537.19008264461,5524.139496803141,250.4109851680609,346705.0,0.9956666666666668
14,3,31593.59238255797,109788.80974318695,35702.47933884298,4571.099131379569,249.6392009380548,347981.0,0.9953333333333332
15,4,13097.418231099471,108170.70771075881,9917.355371900827,4798.16489162679,249.48955680299255,349304.0,0.995
16,5,12791.273052873095,107675.25318461213,6148.760330578512,7137.9672484412295,249.4437365379277,350623.0,0.9946666666666668
17,6,625.3427498145247,97922.44216599804,5950.413223140496,4427.740545288155,248.5099526709586,351891.0,0.9943333333333332
18,7,5068.648406382112,90199.89160064551,6148.760330578512,6642.438641156132,247.72418869310462,353191.0,0.9940000000000001
19,8,24023.96679261461,103355.76073168355,6148.760330578512,4719.337330998038,249.04426437914398,354534.0,0.9936666666666668
20,9,-380.22053351892714,92375.95850235444,5950.413223140496,4649.1684726696785,247.9580737857217,355837.0,0.9933333333333332
21,10,36104.88354696092,108581.87230579954,13884.297520661159,6014.672222854668,249.52758182796632,357141.0,0.993
22,11,14148.057875562352,110038.29208668317,7933.884297520661,4757.753797158017,249.66227338265816,358404.0,0.9926666666666668
23,12,143073.97608586427,170050.2627921306,77355.37190082643,5706.633479590521,254.38682937925145,359679.0,0.9923333333333332
24,1,42514.18532453145,146021.98389257913,61487.603305785095,5054.860918298121,252.6311161434449,361004.0,0.992
25,2,118904.00578515505,183295.74855732714,77355.37190082645,4274.869219580697,255.30842363100524,362300.0,0.9916666666666668
26,3,111098.38948282028,191661.06719542725,97190.08264462816,5542.988200092321,255.8755638776561,363569.0,0.9913333333333332
27,4,13657.244554424324,140007.07460167978,59504.132231404925,5807.104916767122,252.17329080542547,364866.0,0.991
28,5,6230.535851199347,122824.18537857092,17851.239669421488,5562.185404886731,250.78619102158606,366160.0,0.9906666666666668
29,6,10801.49408880739,122888.54323997248,5950.413223140496,4786.723004265345,250.79173528945321,367503.0,0.9903333333333332
30,7,1675.581971721482,113464.45155131795,6148.760330578512,4950.913329797489,249.9791289698805,368806.0,0.99
31,8,11154.27123173854,113664.7777592528,6148.760330578512,4805.184693225172,249.99713109573162,370164.0,0.9896666666666668
32,9,1215.390555531348,103020.97459035274,5950.413223140496,5908.78050129092,249.01330293076416,371427.0,0.9893333333333332
33,10,10088.2759693477,102787.25905908232,3689.256198347107,6632.735302270992,248.99168862101936,372752.0,0.9890000000000001
34,11,38414.73798447361,107971.20707431967,27768.595041322318,5462.194927913975,249.47110673026168,374025.0,0.9886666666666668
35,12,9680.28310560174,108204.90474133633,3966.9421487603295,5479.643289824757,249.4927193878976,375343.0,0.9883333333333332
36,1,65989.12211965343,109620.14673728328,59504.132231404925,5069.747892301685,249.62360276863805,376700.0,0.988
37,2,53802.202023561316,108920.4932165232,49586.77685950412,4915.078684817389,249.55889792069942,378006.0,0.9876666666666668
38,3,81602.05065210664,123730.52264650307,61487.603305785095,5304.41791634193,250.86426969732108,379289.0,0.9873333333333332
39,4,10130.179493720008,109377.47661620856,19834.710743801654,4648.514780212851,249.60116032703306,380596.0,0.987
40,5,17597.155741445255,115915.61629011984,6148.760330578512,4910.255736955443,250.1910351731668,381894.0,0.9866666666666668
41,6,2358.9903625310026,107135.7806232532,5950.413223140496,5188.412806257173,249.39384542895158,383183.0,0.9863333333333332
42,7,3169.4551302046166,99009.8677207908,6148.760330578512,5146.607702088492,248.6176612243256,384435.0,0.986
43,8,6411.262732296086,93176.65497660443,6148.760330578512,6095.715145903951,248.0398865864307,385734.0,0.9856666666666668
44,9,5949.130959494279,87622.69908691151,5950.413223140496,5552.673626046694,247.44719035757862,387035.0,0.9853333333333334
45,10,17070.056296126433,95979.0082975348,3689.256198347107,5024.490887156038,248.31745724024708,388333.0,0.985
46,11,26112.967887974693,108451.28333525114,7933.884297520661,5706.808552737671,249.51550479378997,389571.0,0.9846666666666668
47,12,84126.67778911992,125665.73462664838,61487.603305785095,5424.623191937852,251.02833786982416,390888.0,0.9843333333333332
48,1,26257.94770273437,108724.53784601594,37685.950413223145,5513.194070143723,249.54077571867344,392182.0,0.9840000000000001
49,2,3816.8736734667054,101773.97597022232,3332.2314049586776,7435.204144301657,248.8914437371456,393512.0,0.9836666666666668
50,3,23233.313949148276,107628.71496396427,11900.826446280991,5477.748509125305,249.43943262406032,394792.0,0.9833333333333334
51,4,19926.559098175694,107106.26526740023,13884.297520661159,6564.711274078542,249.39111581128276,396048.0,0.983
52,5,8571.715094862133,104253.30594494434,6148.760330578512,5275.91408673952,249.12727050263058,397320.0,0.9826666666666668
53,6,1998.921302854552,95414.79301904528,5950.413223140496,4887.021005613111,248.26157220870098,398660.0,0.9823333333333332
54,7,1426.9038635772533,85367.92469749716,6148.760330578512,5325.011854546873,247.20484573274902,399979.0,0.982
55,8,328885.71249352646,145920.15354527519,261818.1818181817,6515.301827566602,252.62336531780144,401323.0,0.9816666666666668
56,9,3669.0401035780046,120902.17712758113,23801.652892561982,4885.363628710125,250.62061484558757,402599.0,0.9813333333333334
57,10,104797.10631229481,156182.5975738199,63471.074380165264,6045.61148589104,253.3878082821112,403916.0,0.981
58,11,75645.08391320753,162421.98411666506,63471.074380165264,5934.622990197372,253.8436039240752,405227.0,0.9806666666666668
59,12,40899.361340218085,134797.15480192774,61487.603305785095,7036.587349170566,251.76420862292915,406551.0,0.9803333333333334
60,1,22884.2947200421,108785.57677232736,43636.36363636363,5259.509113278904,249.54642067625332,407791.0,0.98
61,2,20981.73759824793,107082.61464026188,15867.768595041323,6816.931135272052,249.38892857118856,409087.0,0.9796666666666668
62,3,97179.55424701064,136391.62856154362,61487.603305785095,6382.937019944113,251.892701955157,410405.0,0.9793333333333334
63,4,35712.449139439464,109599.08696158568,57520.66115702478,4984.329582372787,249.62165513378207,411693.0,0.9790000000000001
64,5,3429.785888205036,101050.13906287342,6148.760330578512,5829.973456338775,248.8197483223924,412972.0,0.9786666666666668
65,6,2503.996201926317,86966.30085272681,5950.413223140496,10637.421188932434,247.37664024642376,414269.0,0.9783333333333334
66,7,1776.767529617787,75139.11950452901,6148.760330578512,7455.188547237073,246.02189266021983,415574.0,0.978
