observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
46012.441595547636,108572.75152396856,57520.66115702478,5233.11891455445,249.52673832645598,331542.0,1.0
17062.522485553905,109434.14507445162,11900.826446280991,4300.302488789826,249.6064010981644,331542.0,0.9998333333333334
56118.337401687626,109239.14540737148,51570.247933884275,4743.089134883601,249.5883672808075,332824.0,0.9996666666666668
90932.71805125801,136234.49499860613,59504.132231404925,4433.236228618684,251.88003908442312,334105.0,0.9995
26641.248339857968,122451.24118012196,35702.479338842975,4722.0228194991705,250.75406281703326,335373.0,0.9993333333333332
13462.604362041246,123648.92680338785,5950.413223140496,6314.505515634862,250.8572404206916,336635.0,0.9991666666666666
2558.620868307804,114838.21966895742,6148.760330578512,5220.567672159713,250.09822016445187,337991.0,0.9990000000000001
-2117.6509901869613,100931.15241812699,6148.760330578512,5640.655930064946,248.80796279894284,339268.0,0.9988333333333334
858.7452870132879,91513.29539741047,5950.413223140496,4326.189084589302,247.86535419146716,340497.0,0.9986666666666668
118492.14597272409,143958.51728107734,61487.603305785095,4559.320783272414,252.4740552048316,341827.0,0.9985
43677.11810434124,123624.13713014116,59504.132231404925,4507.366023872747,250.85510485269995,343109.0,0.9983333333333332
48245.926691381756,109804.52813702953,57520.66115702478,4544.874527468725,249.6406545951197,344397.0,0.9981666666666666
6129.779464474159,109392.44831849518,1983.4710743801647,4558.388208628352,249.6025449291127,345680.0,0.998
40676.00802563628,109580.09681039427,35702.47933884298,4785.8801948942655,249.61989890043412,347011.0,0.9978333333333332
24893.61770335984,109632.76518165073,19834.710743801654,5006.2385883017205,249.62476973843067,348320.0,0.9976666666666668
40508.608403055056,109725.1507732544,35702.47933884298,4713.743472608453,249.63331367550674,349633.0,0.9975
86.66860877858132,98203.29135511824,6148.760330578512,5459.7676963362455,248.5377705383437,350892.0,0.9973333333333332
1580.881448421672,89207.12947491217,5950.413223140496,4626.630105487245,247.61748597107825,352151.0,0.9971666666666666
15368.693600818004,92862.28727164656,6148.760330578512,5564.775473505094,248.0087487392677,353440.0,0.997
274395.5368001265,129816.57457108494,232066.1157024793,5375.133798208695,251.3628402426533,354760.0,0.9968333333333332
4127.465637049912,122276.90563335063,5950.413223140496,5716.721351643751,250.73904424822112,356027.0,0.9966666666666668
8499.53794340899,108148.07756640912,17851.23966942149,4777.126340928952,249.48746393844533,357321.0,0.9965
20409.39035970137,109872.11765991707,13884.297520661159,4801.052745532212,249.64690536020692,358605.0,0.9963333333333332
21052.468790072293,108102.3729547456,17851.23966942149,4970.973825822263,249.4832371177976,359933.0,0.9961666666666666
