index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.30591,137644.17886381,113.887064141801,113.887064141801,NA,44.2088758038496,segment1,70.8448908583481,78164.8626049462,NA,31494.9735936461,segment1,34414.4051531647,61487.6033057851,NA,30038.9779465829,segment1,31179.5358431189,4347.17043535098,NA,4336.97055733264,segment1,5893.44244386458,0.493438793104815,NA,-2.36164681809643,segment1,-1.26957400726426
2,2,0.999666666666667,3.30591,122771.048575304,80.8356635006748,80.8356635006748,NA,48.0892219535735,segment1,70.8448908583478,44865.1853559453,NA,31422.7642417127,segment1,34414.4051531647,55537.1900826446,NA,29525.2971837368,segment1,31179.5358431189,4201.12556180755,NA,4395.95041487268,segment1,5893.4424438646,-0.718386580349431,NA,-2.17582586584555,segment1,-1.26957400726424
3,3,0.999333333333333,3.3184,109297.651750709,50.8947816682423,50.8947816682423,NA,51.9695681032973,segment1,70.8448908583478,33020.4130604879,NA,31350.5548897792,segment1,34414.4051531647,41652.8925619835,NA,29011.6164208906,segment1,31179.5358431189,4840.91732309914,NA,4454.93027241273,segment1,5893.4424438646,-1.90622197810882,NA,-1.99000491359468,segment1,-1.26957400726424
4,4,0.999,3.33142,109733.328309969,51.8629517999317,51.8629517999317,NA,54.5038436806865,segment1,70.8448908583478,60392.7313520232,NA,30971.1795646415,segment1,34414.4051531647,55537.1900826446,NA,28385.3741754428,segment1,31179.5358431189,4419.86471011847,NA,4527.40590429165,segment1,5893.4424438646,-1.86593005549159,NA,-1.86240034775887,segment1,-1.26957400726424
5,5,0.998666666666667,3.34427,119895.549663659,74.4456659192429,74.4456659192429,NA,57.0381192580756,segment1,70.8448908583478,21175.3056653718,NA,30591.8042395037,segment1,34414.4051531647,6148.76033057851,NA,27759.131929995,segment1,31179.5358431189,4864.32398110328,NA,4599.88153617058,segment1,5893.4424438646,-0.966103578251278,NA,-1.73479578192306,segment1,-1.26957400726424
6,6,0.998333333333333,3.35698,109813.419544036,52.0409323200791,52.0409323200791,NA,58.4340513307312,segment1,70.8448908583478,137.419465805415,NA,30021.4950083626,segment1,34414.4051531647,5950.4132231405,NA,26918.073823843,segment1,31179.5358431189,4269.13636228866,NA,4679.64095645267,segment1,5893.4424438646,-1.85852311624569,NA,-1.65869561615369,segment1,-1.26957400726424
7,7,0.998,3.36939,125848.712040419,87.6749156453759,87.6749156453759,65.8368995416622,59.8299834033868,segment1,70.8448908583478,27078.3043727059,31373.8614003891,29451.1857772214,segment1,34414.4051531647,5950.4132231405,28528.9256198347,26077.015717691,segment1,31179.5358431189,5092.59865318185,4692.65526424986,4759.40037673475,segment1,5893.4424438646,-0.456916589538309,-1.31791194112284,-1.58259545038432,segment1,-1.26957400726424
8,8,0.997666666666667,3.38237,125092.224126636,85.993831392524,85.993831392524,61.8852899723822,61.1464277103501,segment1,70.8448908583478,10077.1794415822,28314.2930696788,28796.8932127311,segment1,34414.4051531647,5950.4132231405,25305.7851239669,25047.7637602109,segment1,31179.5358431189,4883.25413222511,4786.73225188791,4843.96396159763,segment1,5893.4424438646,-0.518423145534484,-1.47069507055668,-1.51311247847283,segment1,-1.26957400726424
9,9,0.997333333333333,3.39498,119735.360121176,74.0896891581688,74.0896891581688,60.3445448160028,62.4628720173134,segment1,70.8448908583478,5467.97912513484,26962.999081542,28142.6006482407,segment1,34414.4051531647,5950.4132231405,22743.8016528926,24018.5118027308,segment1,31179.5358431189,4874.42990745417,4912.53274902019,4928.52754646051,segment1,5893.4424438646,-0.979903504378314,-1.53239054136449,-1.44362950656133,segment1,-1.26957400726424
10,10,0.997,3.40768,108928.160058675,50.0736890192783,50.0736890192783,59.9388572789727,61.679414581468,segment1,70.8448908583478,33310.6278745228,25824.4205537856,27151.9821843124,segment1,34414.4051531647,39669.4214876033,21008.2644628099,23178.5005851726,segment1,31179.5358431189,4448.40644942028,4998.71548263922,5075.14832419661,segment1,5893.4424438646,-1.94039303998193,-1.54927386622009,-1.46778985886681,segment1,-1.26957400726424
11,11,0.996666666666667,3.42046,108123.800034871,48.2862222997131,48.2862222997131,59.6426353948525,60.8959571456225,segment1,70.8448908583478,63647.0188819361,25928.9088403575,26161.3637203841,segment1,34414.4051531647,59504.1322314049,20834.7107438017,22338.4893676143,segment1,31179.5358431189,4947.2466743356,5227.49794440993,5221.7691019327,segment1,5893.4424438646,-2.01478127856552,-1.56118082073444,-1.4919502111723,segment1,-1.26957400726424
