index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,26740.108865310296,110048.12325383801,37685.950413223145,4320.125198249203,249.66318258150727,329889.0,1.0,0.0,0.0
1,2,114159.43840062873,164755.14962238586,55537.19008264461,3915.2219494365295,254.0132237086281,329889.0,0.9991666666666666,0.0,0.0
2,3,129343.26340503914,191683.96505305253,97190.08264462816,5224.365329744532,255.87711627478316,331141.0,0.9983333333333332,0.0,0.0
3,4,58740.072570890996,170984.66750317527,73388.42975206609,6050.940368702377,254.45275788493439,332436.0,0.9975,0.0,0.0
4,5,11915.77387017767,119152.9502970378,53553.71900826446,10193.772068050695,250.46992335432785,333750.0,0.9966666666666668,0.0,0.0
5,6,28648.90977705714,125578.14630990784,17851.239669421488,4372.474094765648,251.02127941896268,335088.0,0.9958333333333332,0.0,0.0
6,7,496.3211428524112,113735.077534176,6148.760330578512,6190.629588005721,250.00318724450173,336360.0,0.995,0.0,0.0
7,8,-872.4272765131551,101492.20191513802,6148.760330578512,5221.688011946302,248.86353426259288,337634.0,0.9941666666666666,0.0,0.0
8,9,9155.591637917802,100065.22457997003,5950.413223140496,4632.155749945271,248.7221934013441,338971.0,0.9933333333333332,0.0,0.0
9,10,3414.8334884307014,95343.49558457805,3689.256198347107,4447.306285475583,248.25451025996216,340308.0,0.9925,0.0,0.0
10,11,28311.998575957037,109309.32027336431,9917.355371900827,4428.818515269922,249.594857141715,341569.0,0.9916666666666668,0.0,0.0
11,12,18762.94436946498,108293.48665859869,13884.297520661159,5894.480463569409,249.50091155633018,342867.0,0.9908333333333332,0.0,0.0
12,1,19558.7562136827,109395.11308323745,13884.297520661159,4572.832268382771,249.60279136994703,344159.0,0.99,0.0,0.0
13,2,64275.093816053675,112329.32088887977,55537.19008264461,5803.695927766893,249.87415064171643,345494.0,0.9891666666666666,0.0,0.0
14,3,103160.56066411592,148396.01993236342,61487.603305785095,5606.258314847495,252.81181610080404,346812.0,0.9883333333333332,0.0,0.0
15,4,15550.656554890227,109651.36364888326,49586.77685950412,4708.535978866358,249.6264897483477,348108.0,0.9875,0.0,0.0
16,5,7444.658438235574,103843.5072958002,6148.760330578512,7103.754460740108,249.0893718020716,349406.0,0.9866666666666668,0.0,0.0
17,6,3575.0787232191315,95299.65769658428,5950.413223140496,6168.515099294587,248.2501681553669,350683.0,0.9858333333333332,0.0,0.0
18,7,68223.25175683381,118501.57709864556,35702.479338842975,9318.85301592953,250.41380919181992,352012.0,0.985,0.0,0.0
19,8,156077.23624484823,123879.59098661055,144793.38842975206,5905.833927131295,250.8771115598389,353315.0,0.9841666666666666,0.0,0.0
20,9,-70.93508572359045,113107.58430477812,5950.413223140496,4750.658372968351,249.94612543279186,354645.0,0.9833333333333332,0.0,0.0
21,10,29923.841295839262,108258.3124079867,29752.06611570249,5021.047076928235,249.4976585968729,355888.0,0.9825,0.0,0.0
22,11,4563.774535030482,104720.71592659404,3570.2479338842977,4531.123082538849,249.1704971725325,357223.0,0.9816666666666668,0.0,0.0
23,12,84513.98688338825,122522.86502253519,61487.603305785095,5224.234481662255,250.76023303088692,358488.0,0.9808333333333332,0.0,0.0
24,1,119495.89095026154,164817.25543020712,71404.95867768592,5796.54186490391,254.01760568900073,359793.0,0.98,0.0,0.0
25,2,123639.54435225409,196257.9859695344,87272.72727272734,4926.086540199686,256.1786624274943,361073.0,0.9791666666666666,0.0,0.0
26,3,77594.67720920818,181702.9854842121,87272.72727272731,4876.950421803323,255.20043969384488,362337.0,0.9783333333333332,0.0,0.0
27,4,89045.74991873559,182942.67487294984,83305.78512396697,4500.275406031053,255.2844864320644,363649.0,0.9775,0.0,0.0
28,5,5885.76393299003,124511.66171727868,59504.13223140496,4812.644857256238,250.931562863308,364916.0,0.9766666666666668,0.0,0.0
29,6,3319.812517288974,116979.99568598914,5950.413223140496,4901.0653254379995,250.28272878066758,366156.0,0.9758333333333332,0.0,0.0
30,7,-114.14891693780218,105411.88735526656,6148.760330578512,5305.199083206293,249.23441758580105,367481.0,0.975,0.0,0.0
31,8,28686.664511716426,121969.01396623488,5950.413223140496,6179.124677607594,250.71252015560262,368778.0,0.9741666666666666,0.0,0.0
32,9,2526.4843057563958,113336.87852076707,5950.413223140496,5208.2065280836905,249.9673308536731,370064.0,0.9733333333333334,0.0,0.0
33,10,16775.22064258672,108814.17714055213,15867.768595041323,5430.153427760337,249.54906567470195,371327.0,0.9725,0.0,0.0
34,11,88657.70311502783,132887.27208590475,59504.132231404925,5080.475938270506,251.610297532912,372603.0,0.9716666666666668,0.0,0.0
35,12,105530.5186126728,164026.63680927575,69421.48760330575,4969.666285996298,253.9608259777395,373922.0,0.9708333333333332,0.0,0.0
36,1,120007.23160144268,187239.30572604766,91239.66942148766,5554.893263183229,255.5757834390541,375181.0,0.97,0.0,0.0
37,2,79015.25464901469,184553.96112370788,77355.37190082645,4345.227350528136,255.3937261778785,376453.0,0.9691666666666666,0.0,0.0
38,3,37758.73097161912,155077.28253164625,61487.603305785095,5747.806257895953,253.30706352046508,377722.0,0.9683333333333334,0.0,0.0
39,4,11721.410491813896,108444.84484030544,53553.719008264445,4800.129174890396,249.5149093535842,379025.0,0.9675,0.0,0.0
40,5,8416.691429665405,105075.44987482886,6148.760330578512,5637.32606456344,249.20330341947925,380343.0,0.9666666666666668,0.0,0.0
41,6,65522.02479674128,123741.7750839328,41652.89256198347,5202.807025653918,250.8652390665001,381613.0,0.9658333333333332,0.0,0.0
42,7,1572.929612693484,113336.41573187154,6148.760330578512,5829.528634176179,249.96728805436715,382915.0,0.965,0.0,0.0
43,8,1762.474468285681,100962.01071927467,6148.760330578512,7988.119150304081,248.81101928677444,384253.0,0.9641666666666666,0.0,0.0
44,9,-101.3598349094543,89271.52840808965,5950.413223140496,5638.709253135057,247.62440761049976,385600.0,0.9633333333333334,0.0,0.0
45,10,5983.359728603277,85576.06520259858,3689.256198347107,5989.5667357472485,247.22721681025348,386903.0,0.9625,0.0,0.0
46,11,7517.041460022636,83827.31942146466,3570.2479338842977,5695.539307272244,247.0392604709227,388171.0,0.9616666666666668,0.0,0.0
47,12,52723.254677344055,109602.2100033107,21818.181818181823,5130.182277316189,249.62194395665503,389464.0,0.9608333333333332,0.0,0.0
48,1,104455.00549862604,147460.65049344808,61487.603305785095,5108.961702703833,252.74062037550982,390741.0,0.96,0.0,0.0
49,2,95108.04762067672,172678.47132870558,65454.54545454541,4435.681330873979,254.57226708027275,392033.0,0.9591666666666668,0.0,0.0
50,3,31049.09651950041,135236.39217244915,61487.603305785095,7003.572369972037,251.79960530038272,393308.0,0.9583333333333334,0.0,0.0
51,4,54174.02225822081,124694.3592762525,59504.132231404925,5211.92292301281,250.94730179843663,394582.0,0.9575,0.0,0.0
52,5,-383.85057360708913,112439.20345546148,6148.760330578512,5722.544916605397,249.88431272130413,395856.0,0.9566666666666668,0.0,0.0
53,6,-10.314242520034853,100345.01515239936,5950.413223140496,6133.460837401593,248.74990641366875,397162.0,0.9558333333333332,0.0,0.0
54,7,36721.24199457286,124985.83196507224,5950.413223140496,6130.011958759499,250.97241143737702,398496.0,0.955,0.0,0.0
55,8,-2577.9760865780904,111026.30095599996,6148.760330578512,5232.79459191569,249.7536457001757,399825.0,0.9541666666666668,0.0,0.0
56,9,469.6828941915773,99563.6413835258,5950.413223140496,5981.929243525213,248.6725120229324,401124.0,0.9533333333333334,0.0,0.0
57,10,6629.94477023622,95455.16967265679,3689.256198347107,7049.160282758124,248.26557148104763,402417.0,0.9525,0.0,0.0
58,11,38264.833592924864,108894.18107668516,19834.710743801654,4991.1114450948435,249.556464540524,403707.0,0.9516666666666668,0.0,0.0
59,12,63465.45108556088,108846.24389855909,57520.66115702478,5992.727106662335,249.55203124928875,404959.0,0.9508333333333332,0.0,0.0
60,1,14561.730685061582,108367.49144704276,9917.355371900827,5123.127764677041,249.50775561333973,406231.0,0.95,0.0,0.0
61,2,19408.764741198665,109220.93253223844,13884.297520661159,4671.026135341794,249.58668293093854,407560.0,0.9491666666666668,0.0,0.0
62,3,24543.64968034304,107109.56844160797,19834.710743801654,6820.3030271718235,249.39142129303693,408856.0,0.9483333333333334,0.0,0.0
63,4,9588.9857834985,109712.19993260676,1983.4710743801647,5002.883218119514,249.6321159652832,410161.0,0.9475,0.0,0.0
64,5,19521.045917402582,115515.71514442106,6148.760330578512,7568.770375009793,250.15658469541881,411447.0,0.9466666666666668,0.0,0.0
65,6,10170.642390840316,113355.11616818492,5950.413223140496,6380.828143935937,249.96901749451447,412768.0,0.9458333333333332,0.0,0.0
66,7,51472.57847707386,123734.48047616091,35702.479338842975,5390.734830254884,250.86461065439013,414012.0,0.945,0.0,0.0
67,8,6311.421125410841,117967.44057242008,6148.760330578512,5929.700698573161,250.36779467370948,415333.0,0.9441666666666668,0.0,0.0
68,9,45983.35077806772,122465.99422002245,35702.479338842975,5782.317791622376,250.7553337543093,416584.0,0.9433333333333334,0.0,0.0
69,10,30658.863679908914,107124.06984784227,39669.42148760331,6331.36656448588,249.39276240153907,417842.0,0.9425,0.0,0.0
70,11,40258.299139852985,108354.94843767576,33719.00826446282,5308.412285556747,249.50659561987203,419090.0,0.9416666666666668,0.0,0.0
71,12,77837.36952722633,119006.03138751967,61487.603305785095,5698.683271597533,250.45726665984841,420336.0,0.9408333333333332,0.0,0.0
72,1,67479.38338658794,118928.9994096117,61487.603305785095,6068.812058711061,250.450630548726,421634.0,0.94,0.0,0.0
73,2,110626.85570982289,164817.74550521025,59504.132231404925,5233.977382819648,254.01764026707195,422932.0,0.9391666666666668,0.0,0.0
74,3,33066.233807816265,131050.46110963015,61487.603305785095,5345.914897611522,251.46227505114277,424173.0,0.9383333333333334,0.0,0.0
75,4,60441.79683724205,125005.1826198172,59504.132231404925,6982.9430956503475,250.9740784476066,425424.0,0.9375,0.0,0.0
76,5,43160.12575132413,120269.96835777865,41652.89256198347,6242.447451379199,250.56615165039443,426740.0,0.9366666666666666,0.0,0.0
77,6,1484.2172585873082,107348.62953114144,5950.413223140496,8455.142862084047,249.41352996681232,428017.0,0.9358333333333332,0.0,0.0
78,7,25350.321260574077,121403.20686958382,5950.413223140496,5345.330698991181,250.66377729751758,429302.0,0.935,0.0,0.0
79,8,398.9661845489168,109074.66370606543,6148.760330578512,6578.749017488781,249.57315580376078,430614.0,0.9341666666666668,0.0,0.0
80,9,105870.04345918717,120537.2844174777,89256.19834710742,5151.224400667481,250.58918025650226,431961.0,0.9333333333333332,0.0,0.0
81,10,30695.138122019125,107991.90525008646,37685.950413223145,5554.566876187284,249.47302092389592,433236.0,0.9325,0.0,0.0
82,11,15964.745633360175,108606.54955471976,9917.355371900827,5432.745956826011,249.5298640113493,434524.0,0.9316666666666666,0.0,0.0
83,12,4300.196459215465,103675.39706895301,3689.256198347107,5542.092746635136,249.07382475436543,435813.0,0.9308333333333332,0.0,0.0
84,1,10825.0896661134,105131.26428225619,3689.256198347107,5679.966254463084,249.2084652069043,437099.0,0.93,0.0,0.0
85,2,26221.941079419248,108405.96346870784,17851.23966942149,5096.002223546065,249.5113135548606,438377.0,0.9291666666666668,0.0,0.0
