observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
1192.68429801135,110169.0181965042,11900.826446280991,4436.92965522612,249.67436309964899,331004.0,1.0
80338.48583219852,129874.70089814936,55537.19008264461,5095.6130479090525,251.36752444984683,331004.0,0.9991666666666666
14104.818428998347,109845.76001833536,29752.06611570249,4381.693193109874,249.6444677719722,332352.0,0.9983333333333332
60517.29279833832,110083.75487872273,55537.19008264461,4742.107855306472,249.6664778395193,333646.0,0.9975
3994.459034981012,99990.12478192161,6148.760330578512,7939.328801203628,248.71475483180683,334939.0,0.9966666666666668
3600.8180233300604,93205.93619548768,5950.413223140496,4434.593386623501,248.04278686563862,336242.0,0.9958333333333332
61608.959635671796,122174.9384394542,23801.652892561982,8838.304499143267,250.73026003096612,337506.0,0.995
4925.588468591516,116136.60131538274,6148.760330578512,4815.165262084509,250.21007247720385,338821.0,0.9941666666666666
1443.390093856662,106748.50730251119,5950.413223140496,4881.070883587682,249.3580298994277,340189.0,0.9933333333333332
2832.262184548089,100684.40604193363,3689.256198347107,5207.107246778539,248.78352278545304,341512.0,0.9925
13262.075952546002,105443.35495052289,3570.2479338842977,4932.8791100724375,249.23732774905417,342811.0,0.9916666666666668
50344.91568168865,109564.97390931543,41652.89256198347,4570.404160912731,249.61850031529787,344142.0,0.9908333333333332
30866.226893349718,109125.20109498539,25785.12396694216,5520.875740737596,249.5778295657991,345461.0,0.99
59996.021143581725,109528.48978170958,55537.19008264461,4055.542374213101,249.61512621674927,346724.0,0.9891666666666666
25387.759857864687,108430.68537803619,21818.181818181823,4667.3824433562295,249.513599868495,348013.0,0.9883333333333332
29963.55668738803,109590.90507612887,23801.652892561993,5001.684096733356,249.62089846260326,349375.0,0.9875
-2193.3402424939627,95585.54790772234,6148.760330578512,5663.256595334052,248.27848533158902,350688.0,0.9866666666666668
19.98512165945969,84921.81279855131,5950.413223140496,4733.307007689985,247.1568973343241,351976.0,0.9858333333333332
11730.462075695215,85287.04746950275,6148.760330578512,5216.467074165268,247.19615299543239,353283.0,0.985
936.2103250965773,75507.90483212228,6148.760330578512,4566.592631898529,246.06527406565368,354625.0,0.9841666666666666
43128.47625023122,107723.02674947426,5950.413223140496,4962.94110973875,249.448154698,355954.0,0.9833333333333332
5289.377925616737,103854.03874705633,3689.256198347107,5469.109729687572,249.0903457640855,357244.0,0.9825
54829.30070478005,107669.40925582404,45619.8347107438,5394.095485268612,249.44319608395668,358515.0,0.9816666666666668
37479.42336040864,108601.7141076203,31735.53719008265,4811.58131852977,249.52941682304825,359819.0,0.9808333333333332
136423.5821492562,166260.69004621333,73388.42975206609,5376.1764585972305,254.11944966106068,361116.0,0.98
59829.609838217264,163213.00818095033,57520.66115702478,5356.630546455749,253.90138930389003,362390.0,0.9791666666666666
174631.22380024553,206992.64663901847,124958.67768595039,5892.907656227279,256.8748593708424,363700.0,0.9783333333333332
79326.15876259826,190025.38228846274,91239.66942148768,5053.753691666545,255.7646699856585,364998.0,0.9775
2015.8111675226028,121571.77551657955,65454.54545454545,5014.872484860366,250.6782990624207,366286.0,0.9766666666666668
2440.56142840732,113509.4780002002,5950.413223140496,4552.44572164618,249.98329307317118,367559.0,0.9758333333333332
27322.459552962613,123534.39777095984,11900.826446280991,5396.713335921961,250.84737403264646,368839.0,0.975
6152.981517659624,118611.44547399625,6148.760330578512,4927.173484044713,250.4232740759817,370117.0,0.9741666666666666
1877.6766926863968,109763.89222120676,5950.413223140496,4774.816722335373,249.6368965339135,371364.0,0.9733333333333334
14327.15767208735,107033.5924017324,9917.355371900827,7140.102119660865,249.38439493218647,372610.0,0.9725
58502.485280013876,109113.47075855057,51570.247933884275,4852.3589893115495,249.57674472935824,373887.0,0.9716666666666668
69700.08773471758,112516.31459201178,61487.603305785095,4809.640595471462,249.89144405733947,375228.0,0.9708333333333332
15291.672253329058,109132.60549901011,13884.297520661159,4791.083825669538,249.57851433450568,376523.0,0.97
17972.078083590583,108745.68148181062,13884.297520661159,4474.704580128895,249.5427311090179,377861.0,0.9691666666666666
7684.713548384391,109620.1041805933,1983.4710743801647,4826.81977522154,249.62359883294118,379197.0,0.9683333333333334
19560.74238098706,108546.296846995,15867.768595041323,4766.7811195440145,249.52429176426483,380494.0,0.9675
13181.141201683338,110352.74281858618,6148.760330578512,5225.9348995136625,249.69135418649643,381830.0,0.9666666666666668
10523.642736867945,109503.12435442279,5950.413223140496,5422.847977890794,249.61278038975516,383166.0,0.9658333333333332
17001.06236489919,115153.21892302144,6148.760330578512,5202.207465722016,250.1253565578068,384461.0,0.965
5050.366966709283,108868.92953925881,6148.760330578512,5185.896019893412,249.5541292462091,385743.0,0.9641666666666666
97612.13198228851,124327.96836697776,77355.37190082645,4797.721253743142,250.9157381432613,387036.0,0.9633333333333334
16667.80229035881,107871.28518556867,27768.595041322318,5355.8904304455655,249.46186582683518,388315.0,0.9625
15151.902860400132,108254.98642485672,9917.355371900827,4850.846249211245,249.4973510057206,389613.0,0.9616666666666668
47899.56161132603,108877.83833571294,41652.89256198347,5623.817138486456,249.55495314304198,390900.0,0.9608333333333332
48104.512195624964,108041.14972927107,43636.36363636363,5304.837165703276,249.4775751159966,392173.0,0.96
23027.29999029313,108682.56184565557,17851.23966942149,4534.648204487125,249.53689372474383,393477.0,0.9591666666666668
104797.96926193623,147008.9171607977,61487.603305785095,4984.010641009314,252.70623665404156,394769.0,0.9583333333333334
13165.61294569958,109510.79570629727,45619.8347107438,5043.899689456305,249.6134898461386,396043.0,0.9575
7150.3614891765255,102992.20981962568,6148.760330578512,7520.187045269581,249.0106427281629,397347.0,0.9566666666666668
10497.141137437762,102389.61766352916,5950.413223140496,5149.320070393786,248.95242251025448,398624.0,0.9558333333333332
1294.0965059649784,92018.99101352083,6148.760330578512,5515.962825394784,247.91970668674983,399922.0,0.955
5545.1596115607335,85261.8473893681,6148.760330578512,6153.542905134968,247.19344447435168,401275.0,0.9541666666666668
9296.223677811951,83394.9397175346,5950.413223140496,5212.718126504961,246.99278801779175,402586.0,0.9533333333333334
48.741183871332986,74123.85961970687,3689.256198347107,5630.565083351945,245.894780501562,403884.0,0.9525
15691.794512730274,80517.8627026964,3570.2479338842977,5727.54349585644,246.65461154013605,405172.0,0.9516666666666668
64958.227607425964,108247.22660342028,31735.53719008265,5493.326516619465,249.49663336755944,406509.0,0.9508333333333332
14817.199789761224,107704.08606822435,9917.355371900827,5442.984953056288,249.4464030396952,407790.0,0.95
176242.10791849438,194072.26697750328,85289.25619834715,4584.670810868537,256.0369075152412,409082.0,0.9491666666666668
117296.68580480613,200006.27644172823,105123.9669421488,6238.709398432626,256.4217579896056,410331.0,0.9483333333333334
95310.83658354156,193533.2687316795,95206.611570248,6577.232723342597,256.0019507576159,411643.0,0.9475
882.5503944388228,122624.51581877375,65454.54545454545,6336.757852799098,250.7689899912796,412916.0,0.9466666666666668
-21.38098744993078,111370.23850732537,5950.413223140496,5282.483100857973,249.78545348259738,414197.0,0.9458333333333332
2533.210845511922,99047.45781810008,6148.760330578512,8707.231204158676,248.62138449069928,415479.0,0.945
-3486.204475305772,82922.80248629577,6148.760330578512,6489.690525920018,246.937512349876,416785.0,0.9441666666666668
14183.694466951903,85886.87150890134,5950.413223140496,5269.212221205849,247.26062247516137,418068.0,0.9433333333333334
52892.9499549813,107736.81003732166,25785.12396694216,5257.887459618807,249.44942939400002,419386.0,0.9425
2044.1090010002,100703.17674221174,3570.2479338842977,5507.494362225819,248.78538200695442,420696.0,0.9416666666666668
48704.004437214266,107108.73500968149,35702.47933884298,6595.966830901588,249.3913442161917,421979.0,0.9408333333333332
79238.33485703784,119602.3341686666,61487.603305785095,5257.132392267862,250.5086366444406,423240.0,0.94
1677.6534044516586,107848.82790934977,7933.884297520661,5497.275366247824,249.4597889493526,424484.0,0.9391666666666668
27828.63254329801,107003.98404132141,21818.181818181823,6855.2945931445165,249.38165671333775,425792.0,0.9383333333333334
19474.18949013621,109392.52833758686,11900.826446280991,5184.818747589749,249.6025523293801,427122.0,0.9375
5076.510160577555,100571.43712125334,6148.760330578512,7748.841046332551,248.772333312327,428363.0,0.9366666666666666
2006.5199126014893,90245.50605948034,5950.413223140496,6382.037751234024,247.72909136494843,429650.0,0.9358333333333332
8450.030400565658,87233.42799315852,6148.760330578512,5313.348136308935,247.40535124604025,430891.0,0.935
28743.430887070834,103060.52688546856,6148.760330578512,6767.571664182279,249.01696077734843,432238.0,0.9341666666666668
2241.075182274413,93225.53618862119,5950.413223140496,6125.652655981305,248.04472822787446,433535.0,0.9333333333333332
142088.8372894545,160613.00616996214,67438.01652892558,7263.3507791881775,253.71145563371772,434809.0,0.9325
27391.821074953208,122734.07029475324,59504.132231404925,5766.624718757421,250.77842783380024,436089.0,0.9316666666666666
100182.27712664843,155024.66070055752,61487.603305785095,6404.083415059387,253.30321942439602,437412.0,0.9308333333333332
