index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,142177.2323120357,179739.83668530095,83305.78512396695,4445.700502767986,255.0673448600204,331706.0,1.0,0.0,0.0
1,2,176225.73060146414,217097.28056852968,134876.03305785116,3992.2536603843987,257.5086997489432,331706.0,0.9988333333333334,0.0,0.0
2,3,9355.799818927404,157866.39619762672,63471.074380165264,5115.609809665376,253.51081205330016,332987.0,0.9976666666666668,0.0,0.0
3,4,18064.818672644054,110947.46345353812,59504.132231404925,5479.6191853278715,249.74635470762402,334316.0,0.9965,0.0,0.0
4,5,7685.169271148468,107759.93161191574,6148.760330578512,4723.940782192344,249.45156770664158,335584.0,0.9953333333333332,0.0,0.0
5,6,1965.756789327369,99021.95589364404,5950.413223140496,4753.31928445857,248.61885854731025,336852.0,0.9941666666666666,0.0,0.0
6,7,9891.682080717415,97385.5101546646,6148.760330578512,5379.3674891183255,248.45677002324328,338162.0,0.993,0.0,0.0
7,8,5137.060303704303,90721.96536555207,6148.760330578512,5651.844762238315,247.78030152252282,339470.0,0.9918333333333332,0.0,0.0
8,9,2252.098811881303,82574.79302376848,5950.413223140496,4448.857930524407,246.89657487634025,340786.0,0.9906666666666668,0.0,0.0
9,10,33692.915230358274,109209.36258484278,1983.4710743801647,5074.874594903801,249.58561292748016,342107.0,0.9895,0.0,0.0
10,11,3116.585670223183,103829.03140144015,3570.2479338842977,4926.668919741501,249.08803305293998,343401.0,0.9883333333333332,0.0,0.0
11,12,79282.49541739529,116703.06736130973,61487.603305785095,4920.856151740868,250.25887210211144,344716.0,0.9871666666666666,0.0,0.0
12,1,14769.704276156932,109065.40821934387,17851.23966942149,4556.123748701254,249.5722998445708,346000.0,0.986,0.0,0.0
13,2,131349.4602959103,172069.06531090345,63471.07438016526,4874.728824185645,254.52926940738755,347280.0,0.9848333333333332,0.0,0.0
14,3,158449.83213459465,210504.08014218445,115041.32231404955,4973.494989264364,257.098113098903,348599.0,0.9836666666666668,0.0,0.0
15,4,19719.89732654256,162119.81614687122,63471.074380165264,4633.086941690773,253.82153014441312,349895.0,0.9825,0.0,0.0
16,5,6660.5174473472325,118890.29533358484,41652.89256198347,8237.145698650123,250.44729628993667,351195.0,0.9813333333333334,0.0,0.0
17,6,2983.274342694019,109911.75801941543,5950.413223140496,6011.398433722939,249.65057135109728,352476.0,0.9801666666666666,0.0,0.0
18,7,-1741.6358872945498,96714.03590601127,6148.760330578512,5307.325895531109,248.3902610841929,353743.0,0.9790000000000001,0.0,0.0
19,8,11836.373527110414,96864.91411631797,6148.760330578512,5536.734986225184,248.40520543941346,354998.0,0.9778333333333332,0.0,0.0
20,9,10524.71630787965,96773.29763392627,5950.413223140496,4665.919567130851,248.39613090668843,356321.0,0.9766666666666668,0.0,0.0
21,10,4565.7925849692465,92975.92523613805,3689.256198347107,4673.908784410366,248.02000448060002,357615.0,0.9755,0.0,0.0
