index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.3091,50.2698742872237,16251.198159324,NA,18007.1594184473,segment1,42253.2367386407,50.2698742872237,NA,38.1716559883478,segment1,77.0249965829474,27768.5950413223,NA,14729.154206732,segment1,35882.39179753,4780.249688751,NA,5054.56106140895,segment1,6191.10313153116,-1.93222848152681,NA,-2.55504010051403,segment1,-1.07412751971181
2,2,0.999833333333333,3.3091,48.0199954371323,11947.0577625027,NA,20357.480005746,segment1,42253.2367386408,48.0199954371323,NA,42.5553657279027,segment1,77.0249965829475,7933.88429752066,NA,16880.5662391999,segment1,35882.39179753,5025.61894752321,NA,5051.62762328913,segment1,6191.10313153107,-2.0258607281319,NA,-2.3583848876605,segment1,-1.07412751971181
3,3,0.999666666666667,3.32208,49.8501292500983,31780.6804963738,NA,22707.8005930446,segment1,42253.2367386408,49.8501292500983,NA,46.9390754674576,segment1,77.0249965829475,25785.1239669422,NA,19031.9782716677,segment1,35882.39179753,5171.99631359695,NA,5048.69418516931,segment1,6191.10313153107,-1.94969683135631,NA,-2.16172967480697,segment1,-1.07412751971181
4,4,0.9995,3.33512,119.920469751015,95971.5722008954,NA,24718.312121844,segment1,42253.2367386408,119.920469751015,NA,50.0324054002449,segment1,77.0249965829475,59504.1322314049,NA,20912.9827585294,segment1,35882.39179753,4935.78674407834,NA,5055.8001784428,segment1,6191.10313153107,0.700093727200255,NA,-2.01895233287797,segment1,-1.07412751971181
5,5,0.999333333333333,3.34852,84.052021915185,36844.4118596733,NA,26728.8236506435,segment1,42253.2367386408,84.052021915185,NA,53.1257353330322,segment1,77.0249965829475,47603.305785124,NA,22793.987245391,segment1,35882.39179753,5381.90760067274,NA,5062.90617171629,segment1,6191.10313153107,-0.593700046361704,NA,-1.87617499094897,segment1,-1.07412751971181
6,6,0.999166666666667,3.36205,70.8792971882484,4506.4022226624,NA,28757.5519944206,segment1,42253.2367386408,70.8792971882484,NA,55.4199107190826,segment1,77.0249965829475,5950.4132231405,NA,24615.2860788798,segment1,35882.39179753,4483.71512664338,NA,5071.67913689937,segment1,6191.10313153107,-1.10435874097939,NA,-1.76980727034768,segment1,-1.07412751971181
7,7,0.999,3.37499,75.7752307144302,31637.6439742552,31624.86552207,30786.2803381977,segment1,42253.2367386408,75.7752307144302,62.9140528165329,57.7140861051331,segment1,77.0249965829475,23801.652892562,27206.6115702479,26436.5849123685,segment1,35882.39179753,5632.82099491141,5120.39947654392,5080.45210208245,segment1,6191.10313153107,-0.914561180091852,-1.44028942907106,-1.66343954974639,segment1,-1.07412751971181
8,8,0.998833333333333,3.38826,61.802198927845,5040.62864749378,35114.8672628461,32639.2150072848,segment1,42253.2367386408,61.802198927845,62.8937948251241,59.7584442048099,segment1,77.0249965829475,6148.76033057851,30016.5289256198,28195.8721622305,segment1,35882.39179753,5179.73262087862,5107.45443336031,5083.05841460913,segment1,6191.10313153107,-1.45624487271445,-1.44113249724214,-1.5695761947564,segment1,-1.07412751971181
9,9,0.998666666666667,3.40147,43.1492969579844,2534.82657067287,36843.5354451327,34492.1496763719,segment1,42253.2367386408,43.1492969579844,62.9664345473683,61.8028023044868,segment1,77.0249965829475,5950.4132231405,31752.0661157025,29955.1594120925,segment1,35882.39179753,4978.21923396966,5058.7814544204,5085.66472713582,segment1,6191.10313153107,-2.22856250521659,-1.43810948096453,-1.47571283976641,segment1,-1.07412751971181
10,10,0.9985,3.41439,50.6167195475739,60394.9059913552,35626.0249753827,33883.6840133686,segment1,42253.2367386408,50.6167195475739,60.4095076948381,59.8382388091378,segment1,77.0249965829475,51570.2479338843,31752.0661157025,29962.0951900155,segment1,35882.39179753,5464.31789215571,5024.57594331881,5134.47457533829,segment1,6191.10313153107,-1.91779397055316,-1.53342431068949,-1.54403108586308,segment1,-1.07412751971181
