index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31251,109213.525041623,50.707833425829,50.707833425829,NA,0.757353850786865,segment1,59.6429183644863,20147.3043191448,NA,6460.97202310725,segment1,37464.2826354503,31735.5371900827,NA,8645.36955196071,segment1,31744.7883510319,4512.33208743913,NA,4817.46468676141,segment1,5793.40313391684,-1.91400212321992,NA,-4.24244212837387,segment1,-1.82065121866457
2,2,0.999,3.31251,113999.939434347,61.344309854104,61.344309854104,NA,9.81649403714811,segment1,59.6429183644862,64438.2408288605,NA,9900.22784272143,segment1,37464.2826354501,55537.1900826446,NA,10557.8359428986,segment1,31744.7883510319,4114.63635349233,NA,4898.32917800393,segment1,5793.40313391685,-1.47399556906041,NA,-3.83856283549686,segment1,-1.82065121866458
3,3,0.998,3.32556,108653.579590648,49.4635102014401,49.4635102014401,NA,18.8756342235094,segment1,59.6429183644862,17690.1495025361,NA,13339.4836623356,segment1,37464.2826354501,17851.2396694215,NA,12470.3023338365,segment1,31744.7883510319,5185.26967681331,NA,4979.19366924644,segment1,5793.40313391685,-1.96578659108036,NA,-3.43468354261984,segment1,-1.82065121866458
4,4,0.997,3.33883,109195.491985808,50.6677599684627,50.6677599684627,NA,27.7903168404472,segment1,59.6429183644862,13116.1812605699,NA,16962.4700482101,segment1,37464.2826354501,7933.88429752066,NA,14645.9249068903,segment1,31744.7883510319,4640.38456788907,NA,5055.48547037351,segment1,5793.40313391685,-1.91566984316952,NA,-3.05117632240537,segment1,-1.82065121866458
5,5,0.996,3.35175,111249.054157384,55.2312314608533,55.2312314608533,NA,36.7049994573851,segment1,59.6429183644862,13455.6447678937,NA,20585.4564340845,segment1,37464.2826354501,6148.76033057851,NA,16821.5474799441,segment1,31744.7883510319,5253.32226573939,NA,5131.77727150059,segment1,5793.40313391685,-1.72575380029738,NA,-2.66766910219089,segment1,-1.82065121866458
6,6,0.995,3.36503,121910.503986759,78.9233421927972,78.9233421927972,NA,45.7698339137711,segment1,59.6429183644862,27612.5582828977,NA,24455.9876570318,segment1,37464.2826354501,11900.826446281,NA,19213.2990725917,segment1,31744.7883510319,5050.28200724191,NA,5192.82107826696,segment1,5793.40313391685,-0.792520331947031,NA,-2.29518774033134,segment1,-1.82065121866458
7,7,0.994,3.37765,107474.174693107,46.8426104291271,46.8426104291271,50.5844171743562,54.8346683701571,segment1,59.6429183644862,-581.080172244273,26810.5294497013,28326.518879979,segment1,37464.2826354501,6148.76033057851,19613.2231404959,21605.0506652394,segment1,31744.7883510319,7706.48879082877,5337.31795514452,5253.86488503334,segment1,5793.40313391685,-2.07485945684761,-1.98076759298126,-1.9227063784718,segment1,-1.82065121866458
8,8,0.993,3.39023,101334.609350148,33.1991318892182,33.1991318892182,62.236982381587,64.4197026806903,segment1,59.6429183644862,5076.0049633238,32690.9673635928,32286.320337693,segment1,37464.2826354501,6148.76033057851,22092.5619834711,24236.8997190245,segment1,31744.7883510319,5066.80997570432,5354.75103686793,5305.97852874143,segment1,5793.40313391685,-2.65207514360657,-1.5726888516928,-1.53772384979998,segment1,-1.82065121866458
9,9,0.992,3.40347,93404.1322652597,15.5758494783548,15.5758494783548,75.5624826793217,74.0047369912235,segment1,59.6429183644862,4091.8536472431,37166.4063971727,36246.1217954069,segment1,37464.2826354501,5950.4132231405,25811.5702479339,26868.7487728096,segment1,31744.7883510319,6071.91750899112,5358.36101525821,5358.09217244952,segment1,5793.40313391685,-3.43758198640458,-1.11209801785578,-1.15274132112816,segment1,-1.82065121866458
10,10,0.991,3.41619,84270.1375695116,-4.72191651219654,-4.72191651219654,88.7197538915484,82.4296430503853,segment1,59.6429183644862,727.179298456088,42873.1688843915,39600.3801571737,segment1,37464.2826354501,3689.25619834711,31596.694214876,30566.2104418896,segment1,31744.7883510319,6171.91779585709,5355.70262401349,5391.58795071098,segment1,5793.40313391685,-4.41314514515136,-0.652569862130539,-0.843520076101279,segment1,-1.82065121866458
