index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,129504.63962266836,172797.68217152494,77355.37190082643,4665.6755503171225,254.58067820302864,331631.0,1.0
1,2,58486.0426659532,167497.79956298028,59504.132231404925,4281.793043093131,254.20673601657944,331631.0,0.9995
2,3,106907.37904208018,181402.20975041858,87272.72727272731,5730.2415819147045,255.1800481186725,332926.0,0.9990000000000001
3,4,27053.17724710581,144527.14244573654,59504.132231404925,4424.1123203832285,252.5173361581471,334222.0,0.9985
4,5,22079.014110410382,125765.98164523867,35702.479338842975,5137.695572065257,251.03641644332646,335486.0,0.998
5,6,3398.0196419294234,115308.6096415893,5950.413223140496,7904.978422438317,250.13874307732502,336787.0,0.9975
6,7,-486.6620873304746,103937.10748020619,6148.760330578512,4736.079743474094,249.09802806623568,338133.0,0.997
7,8,29103.703473252706,121256.17113672485,5950.413223140496,5834.226593593574,250.65111053900108,339433.0,0.9965
8,9,2031.079091183065,112883.58657279027,5950.413223140496,4453.250431977144,249.925409837491,340711.0,0.996
9,10,36119.24433218786,108539.90472029721,35702.47933884298,4760.446845838049,249.52370061225352,342021.0,0.9955
10,11,33545.15340822641,109315.61467343848,27768.595041322318,5000.848413762791,249.59543925584373,343302.0,0.995
11,12,3518.6991402666413,104454.00878308956,3689.256198347107,4691.048832268435,249.1458317565051,344595.0,0.9945
12,1,66226.07162394954,108566.09923855997,57520.66115702478,4593.320011454517,249.52612311463608,345931.0,0.9940000000000001
13,2,45356.50474561664,109977.7257866418,39669.42148760331,4275.45670993156,249.6566721341572,347173.0,0.9935
14,3,113363.54555303176,155953.60631761854,61487.603305785095,5900.061716270153,253.371080160539,348499.0,0.993
15,4,14687.564929730352,108400.90144108234,57520.66115702478,4719.608649241924,249.51084541210412,349783.0,0.9925
16,5,37855.29223302961,123121.12885852439,17851.239669421488,5283.825146166095,250.8117719554208,351069.0,0.992
17,6,146.5466004226773,112918.23548601131,5950.413223140496,4399.02674979527,249.92861421307788,352385.0,0.9915
18,7,2415.735375915592,104635.316069141,6148.760330578512,4549.89446220738,249.16259928504036,353673.0,0.991
19,8,14580.436779359812,107555.788399158,6148.760330578512,5511.204118764288,249.43268828254486,354953.0,0.9905
20,9,49790.08861640612,122442.39855839769,29752.06611570248,5151.412341463944,250.7533010474154,356198.0,0.99
21,10,30905.79557641154,108890.1692494485,39669.42148760331,4788.603397757511,249.55609352163586,357482.0,0.9895
22,11,7115.016641439303,109003.99913491537,1983.4710743801647,5017.71568159228,249.56662065429717,358761.0,0.9890000000000001
23,12,51078.681598987765,109171.65898106144,45619.8347107438,5291.187042097994,249.58212605022305,360080.0,0.9885
24,1,14735.866964215797,109373.87464058613,9917.355371900827,4616.295932790255,249.60082721174385,361396.0,0.988
25,2,59830.1012582561,109345.16779067335,55537.19008264461,4321.618025524402,249.59817236573326,362646.0,0.9875
26,3,31491.696291568438,107804.3737150828,27768.595041322318,5263.895325836676,249.4556777688969,363991.0,0.987
27,4,21867.39477983157,109283.98912904787,15867.768595041323,4520.010770825164,249.59251448525367,365273.0,0.9865
28,5,6952.71746487881,104805.22302130109,6148.760330578512,5282.7232420470455,249.17831249618987,366592.0,0.986
29,6,37102.76419331891,124787.52930886767,11900.826446280991,5219.631459471354,250.95532816237665,367919.0,0.9855
30,7,-385.7778408626363,112182.92631673283,6148.760330578512,6070.0648206936985,249.860611885391,369239.0,0.985
31,8,3855.140942720901,105012.56256953377,6148.760330578512,4876.74435934145,249.1974875214588,370520.0,0.9845
32,9,10830.25790441797,104819.69057781184,5950.413223140496,5072.716672999411,249.17965047422658,371787.0,0.9840000000000001
33,10,8817.042112242301,104418.37064639716,3689.256198347107,5529.1058453098585,249.14253589627273,373108.0,0.9835
34,11,5471.045136901812,101524.19379635807,3570.2479338842977,4794.974053056614,248.8667030305426,374376.0,0.983
35,12,20150.906897673573,108195.10033743893,7933.884297520661,5546.116059072052,249.49181266414863,375662.0,0.9825
36,1,10436.123684253023,109721.91219235626,3966.9421487603295,4942.369680575295,249.63301416742405,376955.0,0.982
37,2,50683.94467802738,110066.94914792404,45619.8347107438,4719.0730117159255,249.66492362414908,378284.0,0.9815
38,3,6832.544268924638,107398.86009231892,3966.9421487603295,5533.691175769414,249.4181753530305,379595.0,0.981
39,4,19694.76722020328,108255.7735498174,13884.297520661159,4953.556242043635,249.4974238000386,380868.0,0.9805
40,5,20474.949488899056,117666.09968616595,6148.760330578512,4915.863021971968,250.3418349143837,382153.0,0.98
41,6,1727.6216975270486,108655.65257520344,5950.413223140496,4787.65558534909,249.53440512116927,383428.0,0.9795
42,7,2120.6762508928628,99482.69696529524,6148.760330578512,5144.871530222559,248.66449454886046,384767.0,0.9790000000000001
43,8,-2121.64539145078,85991.85015455795,6148.760330578512,5220.441088707985,247.27190564859825,386028.0,0.9785
44,9,1530.6271114632284,76584.75840001869,5950.413223140496,4987.305642861989,246.191947817906,387272.0,0.978
45,10,22780.79935095149,90212.21043683498,3689.256198347107,5464.091115788084,247.7255127296684,388580.0,0.9775
46,11,42283.03582789317,109143.21721343961,17851.23966942149,5500.7893818670445,249.57949571936,389892.0,0.977
47,12,108703.23322365666,150976.71832205376,61487.603305785095,5382.1288092576315,253.00751174826888,391185.0,0.9765
48,1,142332.69686751452,189659.97608337406,97190.08264462816,6459.356461566257,255.73989668361855,392479.0,0.976
49,2,131839.28184375446,211652.47438217976,105123.96694214876,4722.816602800272,257.16962849558973,393807.0,0.9755
50,3,151766.43100433465,214456.00620339627,142809.91735537178,6152.981827746497,257.3442163534311,395107.0,0.975
51,4,4071.2160385698335,153697.8830731374,59504.132231404925,5325.206937424093,253.2062965207932,396373.0,0.9745
52,5,52807.15951145512,123857.19107124007,77355.37190082645,5292.479612525999,250.8751818634769,397688.0,0.9740000000000001
53,6,26241.946469686474,120716.50988464453,23801.652892561982,5580.974763720038,250.6046200796558,398929.0,0.9735
54,7,2092.248580711594,107599.28206174044,6148.760330578512,9060.71607303718,249.436710631808,400270.0,0.973
55,8,8101.416883650069,104419.24470120083,6148.760330578512,5132.69391361113,249.14261672997327,401570.0,0.9725
56,9,4693.366876732371,97284.20011689019,5950.413223140496,5877.998237902515,248.44673535230686,402893.0,0.972
57,10,3966.256700404501,91326.94788211084,3689.256198347107,6234.252736836759,247.84532543874798,404175.0,0.9715
58,11,20636.439446408393,102922.68400890556,3570.2479338842977,5470.455385729345,249.00421289271299,405437.0,0.971
59,12,76710.12090090771,112582.50915236492,61487.603305785095,5562.692451663429,249.89756581451638,406778.0,0.9705
60,1,146238.72282358745,173097.34081140227,79338.8429752066,6385.0481893436645,254.60182112547818,408096.0,0.97
61,2,19063.067521063014,131836.93219063073,55537.19008264461,4786.286059190204,251.52565413737054,409386.0,0.9695
62,3,109776.95632149377,164922.36663199132,71404.95867768592,5286.563202447497,254.02502198772254,410644.0,0.9690000000000001
63,4,7979.054270166696,108016.78250997982,59504.132231404925,5380.506160773413,249.47532160454818,411942.0,0.9685
64,5,5750.059428573756,100672.96264450297,6148.760330578512,6945.118963472106,248.78238932691195,413237.0,0.968
65,6,655.4522628150323,89577.41521448377,5950.413223140496,5800.586469693734,247.6572845243426,414513.0,0.9675
66,7,1758.7028341339874,75495.43334090615,6148.760330578512,9691.924377133077,246.0638070039885,415801.0,0.9670000000000001
67,8,-1684.9178269507431,60920.15908325112,6148.760330578512,6741.596100125783,244.14093837837947,417097.0,0.9665
68,9,50198.87827795677,99870.00606162443,5950.413223140496,5298.618076442948,248.70285717726074,418382.0,0.966
69,10,3515.8556447143005,94236.92849607964,3689.256198347107,5459.677011912015,248.14490575436602,419685.0,0.9655
70,11,46548.674873595,107386.60096072905,27768.595041322318,5630.4073676232665,249.41704161294084,420948.0,0.965
71,12,55951.738689296915,107899.6882085811,49586.77685950412,5851.874581940832,249.46449257454742,422258.0,0.9645
72,1,93070.1477268359,133192.94427139315,61487.603305785095,6289.28835823901,251.634930636747,423560.0,0.9640000000000001
73,2,49101.440203855585,121760.61911593832,55537.19008264461,4996.575276666046,250.69456746346813,424818.0,0.9635
74,3,7160.028591216816,107564.52336493082,15867.768595041323,5488.355747182962,249.43349610329517,426138.0,0.963
75,4,57359.02469106989,108127.1133905519,51570.247933884275,5226.186731564633,249.48552514478425,427440.0,0.9625
76,5,5921.0267130196935,99757.6846061473,6148.760330578512,8141.695166845765,248.69173183499873,428689.0,0.9620000000000001
77,6,26743.23209272345,115145.45902500671,5950.413223140496,5405.0444507235325,250.1246880621129,429953.0,0.9615
78,7,15533.030197375196,116783.37480762073,6148.760330578512,7746.354084182691,250.26579038659725,431202.0,0.961
79,8,6849.009751554175,112116.06694460603,6148.760330578512,5367.557283990319,249.8544286455753,432479.0,0.9605
80,9,2801.862532991374,103675.06477149724,5950.413223140496,5292.4514829596865,249.07379402307384,433792.0,0.96
81,10,111461.37548700148,148040.7367983486,61487.603305785095,5608.1001543653065,252.7847736945006,435038.0,0.9595
82,11,98967.90467183557,169602.16843642102,71404.95867768592,6001.514356077426,254.3552133236733,436348.0,0.9590000000000001
83,12,49178.92480172216,151911.44182166315,61487.603305785095,5382.0481106952175,253.0757945665617,437618.0,0.9585
84,1,31220.735242252467,115964.26816639188,61487.603305785095,5680.305591738878,250.19522640992352,438891.0,0.958
85,2,9995.735084303264,107918.23281620967,11900.826446280991,6140.943988204459,249.4662076034597,440218.0,0.9575
86,3,30998.301841408316,106687.40524656684,25785.12396694216,6444.005444108962,249.35237910353896,441530.0,0.9570000000000001
87,4,2474.278032593642,99199.95254417106,3570.2479338842977,6391.48280110514,248.6364889603973,442831.0,0.9565
88,5,161.52105494962046,86660.17514087883,6148.760330578512,6552.5381276633425,247.3437376548666,444150.0,0.956
89,6,-137.8646929389748,75053.89844474617,5950.413223140496,5517.998780053161,246.01186783257808,445441.0,0.9555
90,7,64744.98646048082,121598.2429420697,11900.826446280991,6299.815516876306,250.68057916454768,446717.0,0.955
91,8,-1611.6913522786303,107491.42252234524,6148.760330578512,6346.368736867315,249.4267356443489,448051.0,0.9545
92,9,4366.955360032059,99415.92053099768,5950.413223140496,6492.044128239118,248.65788040124775,449376.0,0.9540000000000001
93,10,33552.045988918835,107321.7573558391,19834.710743801654,5811.498420275711,249.41104479384438,450667.0,0.9535
94,11,41967.864689627015,108020.03702540102,35702.47933884298,5567.105681222173,249.47562258627588,451984.0,0.953
95,12,74470.33832230643,114810.55349002352,61487.603305785095,6192.21855189903,250.09583679273118,453296.0,0.9525
96,1,37197.83327524417,108671.92669390717,37685.950413223145,5650.509658137464,249.53591017237653,454633.0,0.9520000000000001
97,2,20592.392849204683,108019.02867273695,15867.768595041323,5377.522275333518,249.4755293325383,455960.0,0.9515
98,3,32654.74086263625,104748.11421362321,27768.595041322318,8157.060280427687,249.17303100098243,457253.0,0.951
99,4,16673.174613722713,107852.6302673665,7933.884297520661,5634.774262458731,249.46014059626063,458539.0,0.9505
100,5,3192.3885801706624,98396.76199505873,6148.760330578512,6499.496521899941,248.55693363659455,459787.0,0.95
