,Time_Step,FI,Smooth_FI
0,36,4.840650339511943,4.262687666476082
1,42,3.962570641635221,4.262687666476082
2,48,4.544826731405558,4.262687666476082
3,54,4.202484267114774,4.262687666476082
4,60,3.209577837725046,4.262687666476082
5,66,4.8160161814639535,4.262687666476082
6,72,4.98362041186055,4.953599545540731
7,78,5.94030732062047,4.953599545540731
8,84,3.2933591340293513,4.953599545540731
9,90,5.852178342668137,4.953599545540731
10,96,5.08432771881407,4.953599545540731
11,102,4.567804345251807,4.953599545540731
12,108,5.152839002168265,5.011171657832697
13,114,5.205592266250857,5.011171657832697
14,120,6.303395862344294,5.011171657832697
15,126,4.752333284212385,5.011171657832697
16,132,3.9522191893165735,5.011171657832697
17,138,4.700650342703813,5.011171657832697
18,144,5.255713495844247,4.463503914059205
19,150,4.822650266258318,4.463503914059205
20,156,3.0634532148853837,4.463503914059205
21,162,3.7121626217755073,4.463503914059205
22,168,5.4186692359671,4.463503914059205
23,174,4.5083746496246775,4.463503914059205
24,180,3.6896574005278104,4.41860047066777
25,186,4.777226429710259,4.41860047066777
26,192,5.021256741213868,4.41860047066777
27,198,4.965852655482998,4.41860047066777
28,204,3.0001440174339216,4.41860047066777
29,210,5.057465579637768,4.41860047066777
30,216,4.598012237719772,4.0008366221634
31,222,4.525067041633807,4.0008366221634
32,228,3.1909781859850095,4.0008366221634
33,234,3.9125745891656676,4.0008366221634
34,240,3.786579479940578,4.0008366221634
35,246,3.991808198535569,4.0008366221634
36,252,5.614523099946821,4.948636067826979
37,258,4.676551946669926,4.948636067826979
38,264,4.920713614139723,4.948636067826979
39,270,4.268969783882494,4.948636067826979
40,276,4.879121532015728,4.948636067826979
41,282,5.331936430307182,4.948636067826979
42,288,5.2902474595999385,4.793812770990848
43,294,4.921801640945776,4.793812770990848
44,300,5.062696321021164,4.793812770990848
45,306,4.660145860328322,4.793812770990848
46,312,4.803837466906703,4.793812770990848
47,318,4.024147877143181,4.793812770990848
48,324,3.9577465422671487,4.918448189221707
49,330,5.029411002368851,4.918448189221707
50,336,4.449574913462744,4.918448189221707
51,342,5.1954267139813055,4.918448189221707
52,348,5.25585833287408,4.918448189221707
53,354,5.622671630376111,4.918448189221707
54,360,4.3709796600195405,4.221391553032878
55,366,3.288635213792069,4.221391553032878
56,372,4.582039636693479,4.221391553032878
57,378,4.4865405049313525,4.221391553032878
58,384,4.621902459359537,4.221391553032878
59,390,3.9782518434012872,4.221391553032878
60,396,2.954594960429247,4.537151842577832
61,402,4.85645397061002,4.537151842577832
62,408,5.19546187618958,4.537151842577832
63,414,5.072527999908406,4.537151842577832
64,420,4.8677815172450964,4.537151842577832
65,426,4.276090731084649,4.537151842577832
66,432,4.863219004299891,4.197789203757169
67,438,4.926436935666369,4.197789203757169
68,444,4.888309893293019,4.197789203757169
69,450,4.273964779879387,4.197789203757169
70,456,2.711633429094627,4.197789203757169
71,462,3.5231711803097254,4.197789203757169
72,468,2.7872401339202653,3.8887013612560257
73,474,3.718881772485215,3.8887013612560257
74,480,3.930711751670361,3.8887013612560257
75,486,4.382068700608196,3.8887013612560257
76,492,3.2569012399447024,3.8887013612560257
77,498,5.256404568907417,3.8887013612560257
78,504,3.9253943264454683,4.369336358906236
79,510,4.324659611130409,4.369336358906236
80,516,4.421891072468839,4.369336358906236
81,522,3.9303703958179312,4.369336358906236
82,528,5.12805438765447,4.369336358906236
83,534,4.485648359920302,4.369336358906236
84,540,4.608237811721873,3.889307037017021
85,546,3.520656810210422,3.889307037017021
86,552,4.1474805201874725,3.889307037017021
87,558,4.039742933786316,3.889307037017021
88,564,4.002545727892878,3.889307037017021
89,570,3.017178418303163,3.889307037017021
90,576,2.10373193990109,3.1689855384647863
91,582,3.929936604037368,3.1689855384647863
92,588,3.159393870245203,3.1689855384647863
93,594,2.7500689571757575,3.1689855384647863
94,600,3.901796320964512,3.1689855384647863
