observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
149381.74872275617,182946.2474962232,87272.72727272731,4476.863953805817,255.28472864381172,331059.0,1.0
24619.36977419535,147581.52147232575,55537.19008264461,4446.905715448454,252.74982048046326,331059.0,0.9990000000000001
12218.404629096189,109576.38326533072,45619.8347107438,4603.708125347514,249.61955546706105,332344.0,0.998
8939.46376138218,109913.36225536108,3966.9421487603295,4635.5426225914725,249.65071971287904,333672.0,0.997
5391.780270828606,104766.49930736807,6148.760330578512,4389.8828882431,249.17473127784774,334970.0,0.996
14477.34656454389,108432.10782500268,5950.413223140496,4861.324823768775,249.51373141820056,336226.0,0.995
70209.20351775127,122932.67824106346,47603.305785123965,8105.327316566572,250.79553740877532,337498.0,0.9940000000000001
-3247.4677953268388,103043.58136005267,6148.760330578512,10492.86875510539,249.0153936335941,338827.0,0.993
2794.4790213664646,95007.18348384414,5950.413223140496,4880.4636744345125,248.22119883952496,340113.0,0.992
5686.576197260472,92421.92057458132,3689.256198347107,4582.5829081761685,247.96301381928,341410.0,0.991
7584.859612339745,91429.1048720008,3570.2479338842977,5007.427381035976,247.8563053387791,342715.0,0.99
114591.85542080608,139182.82500306552,61487.603305785095,5350.531983956586,252.1105529763332,344020.0,0.9890000000000001
57642.04005991969,130430.12280615787,61487.603305785095,4907.138951042482,251.4122840523941,345356.0,0.988
20495.009838743368,108560.41515135141,37685.950413223145,4678.76708032674,249.5255974430178,346651.0,0.987
24910.467287626983,109019.62102484847,19834.710743801654,4616.550670328221,249.5680653865577,348011.0,0.986
72334.66107756531,116631.56401259154,59504.132231404925,5218.585858417465,250.2527122684865,349351.0,0.985
2872.351878813221,103269.63890883603,6148.760330578512,10085.516651990232,249.03629972337336,350613.0,0.9840000000000001
11713.77593861788,103989.91724613511,5950.413223140496,5043.084378178305,249.10291198059144,351860.0,0.983
10966.953709957836,103156.55751392552,6148.760330578512,5651.553111588935,249.02584181207118,353164.0,0.982
31080.528280936476,123566.55700324035,5950.413223140496,4720.115568481129,250.85014446961063,354458.0,0.981
6725.2087058371935,119225.28126715215,5950.413223140496,5116.071218784929,250.47615448545415,355732.0,0.98
48.35206770999384,107577.23324696752,5950.413223140496,5745.986864754084,249.4346715293598,357015.0,0.9790000000000001
20132.43426663765,108782.62374160264,13884.297520661159,5042.746251341346,249.54614757621403,358251.0,0.978
68602.6549816605,110959.0743969253,61487.603305785095,4938.601020552903,249.74742850244385,359536.0,0.977
23814.12269866417,108095.58905823057,21818.181818181823,4859.42621917702,249.4826097344151,360831.0,0.976
164201.42764419306,188387.28306151635,79338.84297520661,4570.890665700789,255.65361241095027,362153.0,0.975
30885.459310171984,152747.2395196117,61487.603305785095,5037.899546291812,253.1368507209885,363451.0,0.9740000000000001
21539.02572673541,110058.31981104787,59504.132231404925,4723.8132038944705,249.66412557209358,364756.0,0.973
19367.78382423677,114518.58140818715,6148.760330578512,8758.76189651896,250.07068413233864,366057.0,0.972
-1015.8006752336321,102705.10120894248,5950.413223140496,4847.266300870526,248.98367088044202,367355.0,0.971
-2953.781801960737,87491.08319926664,6148.760330578512,6111.475877136595,247.43304419596592,368619.0,0.97
802.8115731763432,76562.7416763377,6148.760330578512,5582.392765526759,246.18935791981383,369956.0,0.9690000000000001
71398.43117931446,125531.81199001227,17851.239669421488,4578.121196218415,251.01754549037088,371226.0,0.968
2606.834658913183,109335.26407260633,13884.297520661159,4919.085055657921,249.59725645728352,372530.0,0.9670000000000001
7984.044827269402,107727.95769551926,3966.9421487603295,5624.409055596143,249.4486107181651,373792.0,0.966
113761.19655537061,155129.9460182754,61487.603305785095,4871.604926829674,253.31091065952774,375078.0,0.965
14877.895375792314,109191.61671907161,55537.19008264461,5279.034592351632,249.5839717672313,376392.0,0.9640000000000001
176695.38771271624,193916.52114611978,87272.72727272734,4697.756012940943,256.0268066117206,377716.0,0.963
91751.83831154923,187407.02355222442,93223.14049586783,5038.195409577009,255.58715413913387,378995.0,0.9620000000000001
14732.381349826635,137519.892672533,59504.132231404925,5115.37999811338,251.98362500383053,380281.0,0.961
19931.048012784417,122339.05635270955,29752.06611570248,5359.818216905378,250.7443983763533,381577.0,0.96
-3.0821486455114577,110698.3502625066,5950.413223140496,5687.210718416954,249.7233164027103,382882.0,0.9590000000000001
27143.36906941725,116182.42393806762,11900.826446280991,9758.468947575231,250.2140199808811,384155.0,0.958
-610.2266510303941,103251.47981912982,6148.760330578512,6171.957137328896,249.03462034764908,385476.0,0.9570000000000001
4612.0224313057115,96989.6883061828,5950.413223140496,4923.400721112239,248.41756421416233,386763.0,0.956
3402.668378262606,89588.59424013678,3689.256198347107,7114.506245961513,247.65848605332508,388089.0,0.955
38452.355236465555,108188.34699547126,13884.297520661159,5968.3049604698745,249.49118810648957,389411.0,0.9540000000000001
47986.63138263837,108939.05216508321,41652.89256198347,5583.033651043051,249.56061427587932,390747.0,0.953
118050.98516350279,158007.24051152903,63471.074380165264,5511.722436891968,253.52110092128933,392002.0,0.9520000000000001
64706.45994045258,161929.20205550204,55537.19008264461,5247.30831383525,253.80760552673692,393286.0,0.951
46320.201903029876,140895.3769162934,61487.603305785095,5866.4237364536975,252.24090401250518,394571.0,0.95
182.0783050259932,107964.27693384598,27768.595041322318,5344.583246151118,249.47046582205172,395889.0,0.9490000000000001
2640.17551220656,98364.02489520363,6148.760330578512,6091.667220270385,248.55369105538864,397189.0,0.948
-15.336101569447768,87087.95755020864,5950.413223140496,5310.318020285056,247.3897159877696,398454.0,0.9470000000000001
35074.64389343718,110540.51182781822,6148.760330578512,5473.329285249089,249.70871930341426,399762.0,0.946
14255.640140658774,112893.39357172235,6148.760330578512,5753.998066176129,249.9263168012321,401002.0,0.945
1224.3513614978995,103183.64310264902,5950.413223140496,4983.688607430729,249.02834672178383,402279.0,0.9440000000000001
2948.303694041128,96940.77286037467,3689.256198347107,5501.917737968356,248.41271918189133,403549.0,0.943
11843.239340402402,100221.5305239702,3570.2479338842977,4992.233742922591,248.737675368856,404823.0,0.9420000000000001
51317.89662166542,108698.90896326216,37685.950413223145,5154.56776915039,249.53840552698253,406081.0,0.941
27595.736066829722,108655.57773027268,21818.181818181823,5820.885481637344,249.53439819941482,407373.0,0.94
52232.03281123245,108116.73517986404,47603.305785123965,5167.569576517243,249.48456535465309,408679.0,0.9390000000000001
126592.27194798554,161139.36474997475,67438.01652892558,6131.625848949409,253.7499068412576,409949.0,0.938
12946.742624767889,108815.14359790196,59504.132231404925,5766.831545435914,249.54915505390755,411268.0,0.937
14456.277798211411,111486.87100637816,6148.760330578512,5635.790059156714,249.79623980452962,412579.0,0.936
2063.4220546897777,102223.69793370552,5950.413223140496,5376.18190422191,248.93598830563644,413927.0,0.935
8603.796016884971,99239.96294338805,6148.760330578512,5438.770676623944,248.64045195556537,415288.0,0.934
-2132.644491917184,84526.99809712115,6148.760330578512,6431.560023771194,247.11446239220996,416543.0,0.9329999999999999
17024.206377158163,89603.26983156019,5950.413223140496,5997.521419578626,247.66006339548156,417820.0,0.932
15132.71504032642,95703.00793992123,3689.256198347107,5343.720733618273,248.29011964539632,419087.0,0.9309999999999999
35214.20841310806,107645.50828239435,17851.23966942149,5420.468401213417,249.4409856915189,420369.0,0.93
21037.87571066105,109060.4655080764,13884.297520661159,5738.620964317809,249.5718427363429,421685.0,0.929
111414.75586551023,153540.14026765,61487.603305785095,5447.477800151838,253.1947731950946,423001.0,0.9279999999999999
58596.87020409063,151339.62932811116,55537.19008264461,5260.191060985121,253.03402288904311,424303.0,0.927
19136.55034863905,106084.09387874488,57520.66115702478,6871.424640980697,249.29658410050357,425575.0,0.9259999999999999
18624.95025989044,109674.1797855249,9917.355371900827,5117.50898120956,249.6285998136988,426905.0,0.925
3760.582538273864,101510.0480044219,6148.760330578512,5775.953988798352,248.86530190218127,428217.0,0.924
11510.067531164148,101738.99349099993,5950.413223140496,5330.708821445638,248.88797875307048,429532.0,0.9229999999999999
29476.173848472466,118776.7183838749,6148.760330578512,6289.688625018967,250.43751192142275,430829.0,0.922
5595.4767844703565,112298.89325825039,6148.760330578512,5924.541579516355,249.8713366557154,432116.0,0.9209999999999999
42885.31865578582,125472.29973496936,23801.652892561982,5910.259286504894,251.01274959585538,433433.0,0.92
8305.688907319749,107699.38435029935,19834.710743801654,6243.893548188052,249.44596821883843,434741.0,0.919
36329.26371721992,108707.78149898008,29752.06611570249,5568.80045283678,249.5392260703764,436026.0,0.9179999999999999
47687.89221487885,108598.86854852844,41652.89256198347,6143.9126033470875,249.5291536621223,437311.0,0.917
106366.1875515596,147821.29184396146,61487.603305785095,5656.160950341795,252.76807062292286,438611.0,0.9159999999999999
217265.76605232627,224456.376514903,134876.03305785116,5754.648323533764,257.966981972531,439929.0,0.915
9687.726389529904,160604.5818787273,67438.01652892558,6101.504496780265,253.71084022782728,441255.0,0.914
8357.426988460229,107403.24479162613,55537.19008264461,6021.573992916917,249.41858085560216,442529.0,0.9129999999999999
20052.498186908568,115631.45633646926,6148.760330578512,5675.5263114869385,250.166555507966,443806.0,0.912
26122.222699518068,124455.6043610736,11900.826446280991,5397.24822863273,250.92673366308352,445078.0,0.9109999999999999
-722.4917849866165,111146.16275019127,6148.760330578512,6438.189495317207,249.7647306714317,446387.0,0.91
92465.24349027716,114378.00143619759,77355.37190082645,11878.032903444417,250.05857352138162,447711.0,0.909
81.21136161017091,102562.83001824724,5950.413223140496,5945.969556420021,248.9695790430118,449036.0,0.9079999999999999
14679.480353974852,107376.50178802936,3966.9421487603295,5898.866435432397,249.41610762859798,450338.0,0.907
41878.24806572187,108175.03793604026,35702.47933884298,5377.232578868029,249.48995726773705,451637.0,0.9059999999999999
43604.610950590846,106050.96670374427,37685.950413223145,8042.731769663732,249.29352045720373,452972.0,0.905
17428.710277452825,107590.06905417566,9917.355371900827,5972.252555120605,249.43585860114453,454249.0,0.904
21318.962146651666,105284.67387940614,15867.768595041323,7756.588726379848,249.22265272166888,455587.0,0.903
155090.59573289705,173719.86980629983,79338.8429752066,7316.556830796843,254.64574471222042,456893.0,0.902
10987.980121560478,119510.78101583148,59504.132231404925,5692.936680624169,250.50074957062645,458168.0,0.9009999999999999
4087.934711982851,109252.2203467834,6148.760330578512,8197.735050452413,249.58957646784276,459467.0,0.9
