index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31346,64.7073703191967,56229.0257234941,NA,86195.4505629398,segment1,30887.5040177854,64.7073703191967,NA,148.454597347065,segment1,38.8539368487119,61487.6033057851,NA,76301.681940745,segment1,23366.8343813691,4542.19577407064,NA,5103.65319105718,segment1,5816.56490764936,-1.3436219293902,NA,0.910635278970319,segment1,-2.39109139173596
2,2,0.999166666666667,3.31346,286.372939978809,223096.675413262,NA,80012.0018082444,segment1,30887.5040177856,286.372939978809,NA,138.593394044231,segment1,38.8539368487127,119008.26446281,NA,71317.2771413116,segment1,23366.8343813689,4338.90460362705,NA,5117.45248291302,segment1,5816.56490764938,5.89446026843092,NA,0.651756386981493,segment1,-2.39109139173597
3,3,0.998333333333333,3.32629,245.922940572075,90223.4053692864,NA,73828.553053549,segment1,30887.5040177856,245.922940572075,NA,128.732190741397,segment1,38.8539368487127,103140.495867769,NA,66332.8723418783,segment1,23366.8343813689,5285.40923454824,NA,5131.25177476887,segment1,5816.56490764938,4.73069805158792,NA,0.392877494992666,segment1,-2.39109139173597
4,4,0.9975,3.33954,184.674576999919,46896.8358699823,NA,68211.9126552539,segment1,30887.5040177856,184.674576999919,NA,119.310553915145,segment1,38.8539368487127,69421.4876033058,NA,61702.1839358615,segment1,23366.8343813689,5037.11187414722,NA,5145.47599525384,segment1,5816.56490764938,2.84790303040731,NA,0.135238142403969,segment1,-2.39109139173597
5,5,0.996666666666667,3.35224,77.7510806449874,9867.09491651435,NA,62595.2722569589,segment1,30887.5040177856,77.7510806449874,NA,109.888917088892,segment1,38.8539368487127,53553.7190082645,NA,57071.4955298447,segment1,23366.8343813689,4428.94926796902,NA,5159.7002157388,segment1,5816.56490764938,-0.837964654527553,NA,-0.122401210184728,segment1,-2.39109139173597
6,6,0.995833333333333,3.36527,75.134889766628,71051.8884083623,NA,57290.4960458333,segment1,30887.5040177856,75.134889766628,NA,100.750690316257,segment1,38.8539368487127,65454.5454545454,NA,52779.3428392175,segment1,23366.8343813689,6774.62884907862,NA,5169.89374381457,segment1,5816.56490764938,-0.939384872933971,NA,-0.383649985930601,segment1,-2.39109139173597
7,7,0.995,3.37817,54.3533968332598,1719.50802698099,55073.0716388581,51985.7198347078,segment1,30887.5040177856,54.3533968332598,95.7775938922646,91.6124635436209,segment1,38.8539368487127,6148.76033057851,49761.9834710744,48487.1901485902,segment1,23366.8343813689,4922.41951641818,5197.93903432063,5180.08727189033,segment1,5816.56490764938,-1.76228626884608,-0.433611266201188,-0.644898761676475,segment1,-2.39109139173597
8,8,0.994166666666667,3.39117,18.3092776141392,-2724.23444375735,47826.6078903544,46397.9899310027,segment1,30887.5040177856,18.3092776141392,87.4121364179361,81.6982710381039,segment1,38.8539368487127,6148.76033057851,46373.5537190083,44025.1732522859,segment1,23366.8343813689,7346.8588742684,5217.51003479405,5187.3932568893,segment1,5816.56490764938,-3.31574733296725,-0.703891965017919,-0.936998677031496,segment1,-2.39109139173597
9,9,0.993333333333333,3.40396,16.509864875811,10053.6453442116,35912.0283829654,40810.2600272976,segment1,30887.5040177856,16.509864875811,69.5099675450057,71.7840785325868,segment1,38.8539368487127,5950.4132231405,38770.2479338843,39563.1563559816,segment1,23366.8343813689,4912.96785331881,5197.75644189994,5194.69924188827,segment1,5816.56490764938,-3.39595095145455,-1.30397741191099,-1.22909859238652,segment1,-2.39109139173597
10,10,0.9925,3.41713,-1.43720957632312,59.6409187511072,33141.0145761409,36986.0294222513,segment1,30887.5040177856,-1.43720957632312,55.7765456151306,62.3831837210811,segment1,38.8539368487127,3689.25619834711,34142.1487603306,35252.9356926211,segment1,23366.8343813689,4446.56822386436,5178.90568425414,5195.58290173574,segment1,5816.56490764938,-4.25427604356682,-1.77998140184158,-1.53878723498214,segment1,-2.39109139173597
