index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,87328.67614047883,146313.35206699677,61487.603305785095,4841.810767697297,252.65329365710133,331677.0,1.0
1,2,174845.91256295078,211698.7075999825,105123.96694214876,4336.590087816449,257.1725076348227,331677.0,0.9993333333333332
2,3,54190.65095648724,177528.23736900405,83305.78512396695,5055.33606349886,254.914450530516,332954.0,0.9986666666666668
3,4,61460.66479609009,166627.24886988054,67438.01652892558,4923.636766288124,254.14531283919285,334253.0,0.998
4,5,3681.9489314387347,118417.01315475676,41652.89256198347,10239.292084579085,250.40652422077503,335509.0,0.9973333333333332
5,6,10797.90482070612,118961.58906897342,5950.413223140496,4302.915683348972,250.45343806590054,336796.0,0.9966666666666668
6,7,-1116.252454723253,107063.88286909429,6148.760330578512,4632.6934145773575,249.387196233154,338061.0,0.996
7,8,1760.5194273989534,97999.06167103717,6148.760330578512,4676.58029487755,248.51754176614867,339364.0,0.9953333333333332
8,9,-0.024703943928138232,86529.33988985086,5950.413223140496,5519.283854101902,247.3296753965876,340648.0,0.9946666666666668
9,10,5219.809292157848,83604.25959064513,3689.256198347107,4455.633393016474,247.0152858545405,341953.0,0.9940000000000001
10,11,14793.20432014123,90086.7692881409,3570.2479338842977,4740.446688761168,247.71203023303318,343276.0,0.9933333333333332
11,12,15240.672975579382,96728.4592658046,3689.256198347107,4909.726799568577,248.3916897054085,344599.0,0.9926666666666668
12,1,63597.58131112743,109642.07651617774,45619.8347107438,5064.129350010614,249.6256308624968,345896.0,0.992
13,2,177334.37997022812,194712.63277685372,87272.72727272734,4991.096436824932,256.0784384705139,347208.0,0.9913333333333332
14,3,32598.223456739077,157887.42713865062,63471.074380165264,5952.3547147772315,253.5123483920411,348519.0,0.9906666666666668
15,4,56443.93439546073,149934.60562560643,59504.132231404925,4892.62367710023,252.9289256831791,349916.0,0.99
16,5,3210.9606352103133,124286.4917767866,23801.652892561982,5057.421591468138,250.912165039351,351197.0,0.9893333333333332
17,6,37366.909620468934,121350.50534023273,35702.479338842975,4600.416718179837,250.659237193335,352503.0,0.9886666666666668
18,7,458.7394374958723,109118.26627097208,6148.760330578512,6542.218176178006,249.57718822444951,353818.0,0.988
19,8,15758.295417878622,113637.20792405859,6148.760330578512,5090.593434213582,249.9947560237817,355106.0,0.9873333333333332
20,9,2340.644277630642,105154.95449548538,5950.413223140496,4872.484483063356,249.21065610797055,356396.0,0.9866666666666668
21,10,8711.964796878192,105261.30659979947,3689.256198347107,4916.356494216975,249.22049168591502,357754.0,0.986
22,11,87841.14359037874,128112.30073124892,59504.132231404925,5486.017227524655,251.22549848748886,359036.0,0.9853333333333334
23,12,113141.2599245548,165096.39353447253,71404.95867768592,4752.208443645449,254.03730075033317,360369.0,0.9846666666666668
24,1,33461.196054985,131972.90159085442,61487.603305785095,5097.0846928182955,251.5366114586876,361661.0,0.9840000000000001
25,2,190422.19808377023,211877.89362634585,105123.96694214876,5393.239106130271,257.18366631126827,362939.0,0.9833333333333334
26,3,61964.24661205497,178770.04061213371,87272.72727272731,7799.372353540006,255.00159597370399,364239.0,0.9826666666666668
27,4,50962.19848201735,161096.28735677185,63471.074380165264,5164.877357214165,253.74675997930981,365531.0,0.982
28,5,2843.6911282533674,123036.49770397693,35702.479338842975,5201.001442205309,250.80448119434672,366840.0,0.9813333333333334
29,6,8919.26785775307,120780.60152662965,5950.413223140496,5224.750811959868,250.6101414133899,368165.0,0.9806666666666668
30,7,14823.820040885332,124952.76673100266,5950.413223140496,4701.241613371827,250.9695629506377,369489.0,0.98
31,8,-1361.5938071832068,111663.94988638614,6148.760330578512,5778.462706854803,249.81261628469304,370748.0,0.9793333333333334
32,9,4559.3965100973965,105624.31100098118,5950.413223140496,4648.622172361844,249.2540627948748,371995.0,0.9786666666666668
33,10,4925.042137964161,101086.32334493227,3689.256198347107,5773.773595665937,248.8233323439909,373309.0,0.978
34,11,7510.063173863274,99724.02664686539,3570.2479338842977,5302.1119380458895,248.6883980434692,374582.0,0.9773333333333334
35,12,69395.26474769683,108818.70098587824,55537.19008264461,4763.40032603951,249.54948404567452,375887.0,0.9766666666666668
36,1,26364.493009346035,108178.76290324348,21818.181818181823,5186.249273798966,249.49030175744412,377215.0,0.976
37,2,52614.61506776041,108872.2906667244,47603.305785123965,4317.781519155618,249.55444008755433,378477.0,0.9753333333333334
38,3,1516.2303166404006,101079.89153111038,3689.256198347107,5619.373253907314,248.82269527843803,379790.0,0.9746666666666668
39,4,7078.402958034929,98807.49726247847,3570.2479338842977,5780.549292782529,248.59761660682238,381068.0,0.9740000000000001
40,5,3669.252767539676,91161.1578813875,6148.760330578512,5166.831818052148,247.82750622112937,382366.0,0.9733333333333334
