index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,89027.88203191535,147828.2052996653,61487.603305785095,5026.16342646521,252.76859684119847,330379.0,1.0,0.0,0.0
1,2,65871.0042087013,151370.47309075165,55537.19008264461,6791.546334970596,253.03627606770047,330379.0,0.9996666666666668,0.0,0.0
2,3,129544.44288117824,184353.48285020274,91239.66942148766,5321.763700239721,255.38013443052222,331714.0,0.9993333333333332,0.0,0.0
3,4,22371.78884509103,142569.00187912313,59504.132231404925,4652.1375847659965,252.36829212049958,332966.0,0.9990000000000001,0.0,0.0
4,5,1941.9187991759522,122125.70289085672,17851.239669421488,4533.978118020865,250.72601851230675,334283.0,0.9986666666666668,0.0,0.0
5,6,285.8981313428784,111608.0500159242,5950.413223140496,4853.137783134889,249.80744659353783,335575.0,0.9983333333333332,0.0,0.0
6,7,-3074.3353525098673,97755.6106739026,6148.760330578512,4629.343658933229,248.49342815708226,336876.0,0.998,0.0,0.0
7,8,5038.737472524474,91435.95312771467,6148.760330578512,5209.634688133885,247.85704139377842,338122.0,0.9976666666666668,0.0,0.0
8,9,-393.35796693310954,80600.12989469401,5950.413223140496,4492.052042947063,246.6642888947999,339413.0,0.9973333333333332,0.0,0.0
9,10,3661.7199768251835,75966.6066321573,3689.256198347107,4605.9870410147805,246.11923263523792,340747.0,0.997,0.0,0.0
10,11,21249.49761069929,89143.28657968383,3570.2479338842977,4502.569729288473,247.6106240949789,342020.0,0.9966666666666668,0.0,0.0
11,12,68177.0655482947,108410.04760285221,43636.36363636363,5273.940888762781,249.51169126078355,343298.0,0.9963333333333332,0.0,0.0
12,1,21303.15767994988,109222.55243302645,15867.768595041323,4622.884254734275,249.58683274142481,344613.0,0.996,0.0,0.0
13,2,128496.15632867267,169624.8742073574,63471.07438016526,4622.760174176617,254.35681536776667,345902.0,0.9956666666666668,0.0,0.0
14,3,3087.9012039601253,107805.33148362029,59504.132231404925,5403.311696292424,249.45576634455009,347249.0,0.9953333333333332,0.0,0.0
15,4,13042.32859429948,107673.28361607864,7933.884297520661,5240.492164320467,249.44355438972332,348517.0,0.995,0.0,0.0
16,5,11463.064634543884,101515.55220313447,6148.760330578512,11472.03571690954,248.8658470882661,349782.0,0.9946666666666668,0.0,0.0
17,6,26928.972088694278,117209.10732788233,5950.413223140496,5285.003740805919,250.30246617228485,351103.0,0.9943333333333332,0.0,0.0
