index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31532,121642.622612238,78.3280502494185,78.3280502494185,NA,-7.3272554338527,segment1,53.6051511234819,62218.0337339824,NA,9216.33459153366,segment1,33358.7924129846,61487.6033057851,NA,11965.2366673189,segment1,27588.5725280993,4401.89781595918,NA,5418.19416372399,segment1,5960.47929267765,-0.815597638504613,NA,-5.57204651705382,segment1,-2.74907130204935
2,2,0.9985,3.31532,109110.84008709,50.4796446379773,50.4796446379773,NA,2.78045208323475,segment1,53.6051511234818,32390.6937731582,NA,13520.1641696641,segment1,33358.7924129847,39669.4214876033,NA,14608.7472643029,segment1,27588.5725280994,5253.05481070351,NA,5362.42754727584,segment1,5960.47929267764,-1.9234985584861,NA,-4.98176772976932,segment1,-2.74907130204935
3,3,0.997,3.32843,100794.635074091,31.999189053535,31.999189053535,NA,12.8881596003222,segment1,53.6051511234818,3212.26959783642,NA,17823.9937477945,segment1,33358.7924129847,3689.25619834711,NA,17252.257861287,segment1,27588.5725280994,7839.2184124883,NA,5306.66093082769,segment1,5960.47929267764,-2.705559124991,NA,-4.39148894248481,segment1,-2.74907130204935
4,4,0.9955,3.34155,108470.375717959,49.0563904843524,49.0563904843524,NA,22.6588799721043,segment1,53.6051511234818,40398.3098116356,NA,21937.1039292968,segment1,33358.7924129847,27768.5950413223,NA,20024.8246963829,segment1,27588.5725280994,4953.97412644543,NA,5267.32395377799,segment1,5960.47929267764,-1.98272951836137,NA,-3.83654530102423,segment1,-2.74907130204935
5,5,0.994,3.3541,96722.3082691658,22.9495739314795,22.9495739314795,NA,32.4296003438863,segment1,53.6051511234818,-393.183064777922,NA,26050.2141107991,segment1,33358.7924129847,6148.76033057851,NA,22797.3915314788,segment1,27588.5725280994,5206.12405343638,NA,5227.98697672829,segment1,5960.47929267764,-3.10891954544715,NA,-3.28160165956365,segment1,-2.74907130204935
6,6,0.9925,3.367,101994.233130343,34.664962511874,34.664962511874,NA,41.4854253482659,segment1,53.6051511234818,15672.9424261178,NA,29781.7522889825,segment1,33358.7924129847,5950.4132231405,NA,25451.005114836,segment1,27588.5725280994,4450.60434179981,NA,5189.37001916036,segment1,5960.47929267764,-2.58673998312759,NA,-2.78860160936368,segment1,-2.74907130204935
7,7,0.991,3.37921,98952.9468925789,27.9065486501753,27.9065486501753,58.5988774171447,50.5412503526454,segment1,53.6051511234818,8658.19118806428,38397.8197812244,33513.2904671659,segment1,33358.7924129847,6148.76033057851,29861.1570247934,28104.6186981932,segment1,27588.5725280994,5550.71709525017,5169.51365361925,5150.75306159243,segment1,5960.47929267764,-2.88797673409482,-1.76966866708039,-2.29560155916371,segment1,-2.74907130204935
8,8,0.9895,3.3926,87015.0147836031,1.37781063022913,1.37781063022913,65.6060381836175,58.9397570143184,segment1,53.6051511234818,-1346.46100525697,39433.8304509787,36840.0064533456,segment1,33358.7924129847,6148.76033057851,31100.826446281,30629.731949688,segment1,27588.5725280994,4442.71077314027,5179.78165978508,5098.30153478554,segment1,5960.47929267764,-4.11812394845191,-1.51941796766642,-1.85462775165452,segment1,-2.74907130204935
9,9,0.988,3.40573,77137.422072833,-20.5723953937045,-20.5723953937045,69.9382587237956,67.3382636759913,segment1,53.6051511234818,511.75421249431,41168.2130601984,40166.7224395252,segment1,33358.7924129847,5950.4132231405,34170.2479338843,33154.8452011827,segment1,27588.5725280994,4438.93370012394,5048.46588323405,5045.85000797866,segment1,5960.47929267764,-5.2430405748932,-1.34870073086086,-1.41365394414533,segment1,-2.74907130204935
10,10,0.9865,3.41915,159789.830408251,163.099623129446,163.099623129446,72.0138925973596,72.6761019458726,segment1,53.6051511234818,153931.920012583,41847.8081250468,41979.415367717,segment1,33358.7924129847,65454.5454545454,36000,35568.694656179,segment1,27588.5725280994,5824.96622261979,4913.77288194308,5018.05892099497,segment1,5960.47929267764,2.151321528837,-1.26386429228619,-1.15133985749081,segment1,-2.74907130204935
11,11,0.985,3.43199,110205.951987801,52.9132266395571,52.9132266395571,72.6228316712582,78.0139402157539,segment1,53.6051511234818,14348.2412359255,40597.4647137078,43792.1082959089,segment1,33358.7924129847,59504.1322314049,35421.4876033058,37982.5441111753,segment1,27588.5725280994,4427.98742497067,4901.95452714777,4990.26783401128,segment1,5960.47929267764,-1.82222121633217,-1.23719613047571,-0.889025770836295,segment1,-2.74907130204935
12,12,0.9835,3.44504,156549.845565773,155.899656812829,155.899656812829,72.0698205724934,75.8606957783251,segment1,53.6051511234818,114821.88832889,40077.0938465327,42613.5296246306,segment1,33358.7924129847,63471.0743801653,35421.4876033058,37969.5502166666,segment1,27588.5725280994,5006.9203707525,4904.4612376712,4971.1274374807,segment1,5960.47929267764,1.91463624558205,-1.26237107571243,-1.0538433823973,segment1,-2.74907130204935
13,1,0.982,3.45805,171218.44551395,188.496545586555,188.496545586555,69.3834460039819,73.7074513408962,segment1,53.6051511234818,94916.5079820644,39089.2316618513,41434.9509533523,segment1,33358.7924129847,75371.9008264463,35421.4876033058,37956.5563221579,segment1,27588.5725280994,4876.00720744124,4876.61261437583,4951.98704095011,segment1,5960.47929267764,2.96925248810768,-1.3879243342622,-1.21866099395831,segment1,-2.74907130204935
14,2,0.9805,3.47098,135212.353463285,108.483007696188,108.483007696188,66.112953293973,66.5519836705302,segment1,53.6051511234818,24556.4755991803,38816.2480053508,38383.4954458518,segment1,33358.7924129847,55537.1900826446,35421.4876033058,36132.0885695305,segment1,27588.5725280994,5025.3775672014,4866.48212154919,4921.4577471503,segment1,5960.47929267764,0.297668100836859,-1.55243274713095,-1.62798668400548,segment1,-2.74907130204935
15,3,0.979,3.4842,121481.10353182,77.969118959599,77.969118959599,62.9704873545549,59.3965160001642,segment1,53.6051511234818,52671.6703930856,38943.3692331721,35332.0399383513,segment1,33358.7924129847,61487.6033057851,35421.4876033058,34307.6208169031,segment1,27588.5725280994,4915.31701876567,4935.99130260457,4890.92845335049,segment1,5960.47929267764,-0.829512100980423,-1.72819882995513,-2.03731237405264,segment1,-2.74907130204935
16,4,0.9775,3.49745,110200.753094721,52.9016735438245,52.9016735438245,51.4876530405669,48.3054834875094,segment1,53.6051511234818,7249.19057274741,32628.4966761314,30710.4524374509,segment1,33358.7924129847,13884.2975206612,32847.9338842975,30398.5006502236,segment1,27588.5725280994,4645.24348918476,4947.83823312855,4877.72924796208,segment1,5960.47929267764,-1.82270201657988,-2.269570793315,-2.52338434229092,segment1,-2.74907130204935
17,5,0.976,3.51029,101568.472890507,33.7188286455722,33.7188286455722,39.4006936223475,37.2144509748546,segment1,53.6051511234818,2747.6943019746,27426.2323014059,26088.8649365505,segment1,33358.7924129847,6148.76033057851,27943.8016528926,26489.380483544,segment1,27588.5725280994,5231.21417560962,4921.5623867122,4864.53004257366,segment1,5960.47929267764,-2.62891116377702,-2.81561948233866,-3.00945631052919,segment1,-2.74907130204935
18,6,0.9745,3.52331,91175.5486423418,10.6234414274261,10.6234414274261,30.8161610923829,27.4362847870945,segment1,53.6051511234817,43.1642471635769,24200.9543470124,22492.5579506273,segment1,33358.7924129847,5950.4132231405,23122.3140495868,22221.1054932902,segment1,27588.5725280994,4485.67527218882,4941.67993590978,4883.03894827908,segment1,5960.47929267764,-3.67094705047916,-3.16258970662475,-3.32927176640783,segment1,-2.74907130204935
