index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,150559.89775095705,183814.35277704286,87272.72727272731,4786.907701187074,255.34358323912159,331248.0,1.0,0.0,0.0
1,2,30858.616814410518,154719.28357583034,55537.19008264461,4416.495932978673,253.2809112116174,331248.0,0.9988333333333334,0.0,0.0
2,3,27582.32628810915,116281.20061248381,61487.603305785095,4532.805945670778,250.22252934290867,332526.0,0.9976666666666668,0.0,0.0
3,4,13293.76752399492,109220.65556884004,15867.768595041323,4486.543972597339,249.586657317011,333835.0,0.9965,0.0,0.0
4,5,33262.793211288736,124905.25926843776,11900.826446280991,5677.363065410024,250.9654703022431,335098.0,0.9953333333333332,0.0,0.0
5,6,1993.5752904407568,116544.67135073073,5950.413223140496,4403.749985007291,250.24522668424626,336327.0,0.9941666666666666,0.0,0.0
6,7,2235.359175691163,107832.45134514953,6148.760330578512,4798.8188506938395,249.45827442385553,337621.0,0.993,0.0,0.0
7,8,260652.4783032222,122427.59931518095,240000.0,6057.330333190783,250.75202612983986,338906.0,0.9918333333333332,0.0,0.0
8,9,10381.363672190364,122135.81684947472,5950.413223140496,4722.73291475611,250.72688980439997,340139.0,0.9906666666666668,0.0,0.0
9,10,4510.469776836026,108471.99148005359,11900.826446280991,6273.468699976118,249.51741990937333,341467.0,0.9895,0.0,0.0
10,11,35936.94061493436,110302.17592012574,29752.06611570249,4354.690059159751,249.6866776953783,342783.0,0.9883333333333332,0.0,0.0
11,12,103004.78520581004,146908.88463313296,61487.603305785095,4910.473187018009,252.69862266959453,344095.0,0.9871666666666666,0.0,0.0
12,1,143613.6560358376,190230.3425794716,95206.61157024803,5085.586519251218,255.77856559860825,345377.0,0.986,0.0,0.0
13,2,206578.1779257501,233888.86147135356,158677.68595041314,4241.973083455292,258.53320675325784,346643.0,0.9848333333333332,0.0,0.0
14,3,139799.911132016,214485.0515529138,154710.74380165286,4492.977248803176,257.3460251309574,347927.0,0.9836666666666668,0.0,0.0
15,4,34244.92294317524,172841.06175098842,71404.95867768592,4483.954067414863,254.58373892266903,349248.0,0.9825,0.0,0.0
16,5,7313.941759655793,116252.89629500892,53553.71900826446,10348.388207370843,250.2200909971579,350548.0,0.9813333333333334,0.0,0.0
17,6,10785.35102011955,116101.29047968186,5950.413223140496,4986.543612306135,250.20703053753292,351881.0,0.9801666666666666,0.0,0.0
18,7,15743.030018668833,117703.6157264914,5950.413223140496,8190.291548718773,250.3450668268859,353137.0,0.9790000000000001,0.0,0.0
19,8,-1962.1729274549843,104896.89350206847,6148.760330578512,4695.788966389405,249.18679029890583,354455.0,0.9778333333333332,0.0,0.0
20,9,-54.13511779385652,93621.71516296682,5950.413223140496,5270.6299981673055,248.0839694099611,355703.0,0.9766666666666668,0.0,0.0
21,10,139425.64879735597,160322.3707685635,67438.01652892558,5286.97666283385,253.6902243238048,356962.0,0.9755,0.0,0.0
22,11,42972.92292810243,139203.18990896936,59504.132231404925,4587.971556291953,252.11210305289765,358235.0,0.9743333333333334,0.0,0.0
23,12,47917.856606490765,120741.54224506277,61487.603305785095,4891.900964612494,250.60677655453682,359493.0,0.9731666666666666,0.0,0.0
24,1,140058.0819647094,174271.49900867968,81322.31404958677,5205.811151505814,254.6846658441177,360753.0,0.972,0.0,0.0
25,2,115289.56840367471,194256.41365690547,89256.19834710752,6048.455408341657,256.0488503571506,362039.0,0.9708333333333332,0.0,0.0
26,3,6410.8793674644385,134087.17206343662,61487.603305785095,5092.517655148421,251.70699347759182,363351.0,0.9696666666666668,0.0,0.0
27,4,17945.291843383777,109576.820548053,37685.950413223145,4769.692945544321,249.6195959075236,364684.0,0.9685,0.0,0.0
28,5,15321.187385269455,113874.43371529148,6148.760330578512,4874.813887452463,250.01519242895344,365969.0,0.9673333333333334,0.0,0.0
29,6,11831.451609547845,114172.07532419995,5950.413223140496,5583.3967774988805,250.0408335048415,367330.0,0.9661666666666666,0.0,0.0
30,7,-344.2157444129049,98551.99601815264,6148.760330578512,9127.103231055877,248.57230943127502,368615.0,0.965,0.0,0.0
31,8,846.6959638458966,87702.55728472293,6148.760330578512,5547.3743666971,247.4557735688653,369916.0,0.9638333333333332,0.0,0.0
32,9,7591.285116291462,84163.29082069782,5950.413223140496,5180.138357176063,247.07537089646362,371230.0,0.9626666666666668,0.0,0.0
33,10,106650.6700631114,124317.37971570644,61487.603305785095,5008.977862317943,250.91482595759015,372485.0,0.9615,0.0,0.0
34,11,8070.767100578982,109330.47912235928,17851.23966942149,5206.428024504635,249.59681393899558,373809.0,0.9603333333333334,0.0,0.0
35,12,3695.3683991129824,104125.85514763274,3689.256198347107,5210.736175492408,249.11548369070863,375117.0,0.9591666666666668,0.0,0.0
36,1,14422.391857616753,109242.50055907851,3966.9421487603295,5338.804297410642,249.58867756950696,376382.0,0.958,0.0,0.0
37,2,176621.39898770477,193471.25490825126,87272.72727272734,5119.917365804936,255.99792884806087,377723.0,0.9568333333333332,0.0,0.0
38,3,43334.590750013085,163188.49420914846,67438.01652892558,6179.3349201905185,253.8995985250309,378978.0,0.9556666666666668,0.0,0.0
39,4,8884.284526529238,109740.6184135058,57520.66115702478,4811.499165147216,249.63474414256044,380266.0,0.9545,0.0,0.0
40,5,15614.694855327863,114103.07234228187,6148.760330578512,5103.4805959732785,250.0348890715267,381541.0,0.9533333333333334,0.0,0.0
41,6,1705.1556898466665,105191.63212998967,5950.413223140496,4666.182678998389,249.21404810228333,382859.0,0.9521666666666668,0.0,0.0
42,7,-904.5477342497924,93120.07663135754,6148.760330578512,5018.24743380382,248.03428255064952,384151.0,0.951,0.0,0.0
43,8,-3526.0427745019824,77395.87735927964,6148.760330578512,6049.396166997423,246.2873623525796,385436.0,0.9498333333333332,0.0,0.0
44,9,2229.895164961559,68729.09856424094,5950.413223140496,4946.260736859751,245.2144719851876,386755.0,0.9486666666666668,0.0,0.0
45,10,8563.176587036423,68696.13757156972,3689.256198347107,4906.881381360517,245.2102543277761,388045.0,0.9475,0.0,0.0
46,11,4562.720429309683,64581.754598506915,3570.2479338842977,5106.855468488205,244.653838716698,389317.0,0.9463333333333334,0.0,0.0
47,12,103003.9582382712,108365.23130695136,53553.719008264445,5666.76252156245,249.50754659270802,390605.0,0.9451666666666668,0.0,0.0
48,1,144003.1255964893,171663.75004714346,75371.90082644626,5332.706029851101,254.500671703037,391967.0,0.944,0.0,0.0
49,2,49823.90336762733,160679.7167040362,55537.19008264461,5270.746628090232,253.71632892863147,393253.0,0.9428333333333332,0.0,0.0
50,3,20336.53121774088,113536.92627353205,61487.603305785095,5991.718342460141,249.985831524418,394596.0,0.9416666666666668,0.0,0.0
51,4,25975.601449448808,107867.89414311603,25785.12396694216,5859.509612922652,249.4615522189139,395932.0,0.9405,0.0,0.0
52,5,89456.36392612717,120562.39374911564,71404.95867768595,5356.905642441632,250.59134336226012,397247.0,0.9393333333333334,0.0,0.0
53,6,3431.863039356467,113224.7900880284,5950.413223140496,4819.053477303214,249.9569647727761,398556.0,0.9381666666666668,0.0,0.0
54,7,-2272.925281885079,94580.18356274981,6148.760330578512,10222.920912815014,248.1789048695275,399834.0,0.937,0.0,0.0
55,8,1578.7075943977093,84129.08729633066,6148.760330578512,5881.043530238357,247.07169467931325,401138.0,0.9358333333333332,0.0,0.0
