index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.32142,49.7541278155783,14032.9281653801,NA,28012.6275873753,segment1,36155.0264935372,49.7541278155783,NA,29.9379220138134,segment1,56.2225922820512,25785.1239669422,NA,27200.8460841937,segment1,30315.5587298195,4777.53668142768,NA,5662.05430394076,segment1,5948.53628978956,-1.9536920820299,NA,-3.06868914470934,segment1,-1.86348228874948
2,2,0.999,3.32142,60.748494477106,66614.1617667137,NA,27299.5832963833,segment1,36155.0264935373,60.748494477106,NA,33.5289998047963,segment1,56.2225922820511,55537.1900826446,NA,25836.145627654,segment1,30315.5587298193,6129.50668638182,NA,5622.27398401609,segment1,5948.53628978953,-1.49709316723832,NA,-2.87365434180315,segment1,-1.86348228874951
3,3,0.998,3.33446,48.734823234027,55143.3669798314,NA,26586.5390053912,segment1,36155.0264935373,48.734823234027,NA,37.1200775957793,segment1,56.2225922820511,55537.1900826446,NA,24471.4451711143,segment1,30315.5587298193,5012.32895657241,NA,5582.49366409142,segment1,5948.53628978953,-1.99611204519448,NA,-2.67861953889696,segment1,-1.86348228874951
4,4,0.997,3.3473,52.6423788345436,8399.3471211859,NA,25694.6987680531,segment1,36155.0264935373,52.6423788345436,NA,39.8225648849396,segment1,56.2225922820511,1983.47107438016,NA,23071.4261804094,segment1,30315.5587298193,4657.47602657332,NA,5548.66416461017,segment1,5948.53628978953,-1.83349297368497,NA,-2.52708373310872,segment1,-1.86348228874951
5,5,0.996,3.36004,67.6425904357828,19007.979975524,NA,24802.8585307151,segment1,36155.0264935373,67.6425904357828,NA,42.5250521740999,segment1,56.2225922820511,6148.76033057851,NA,21671.4071897046,segment1,30315.5587298193,6109.12442438783,NA,5514.83466512892,segment1,5948.53628978953,-1.22983410612488,NA,-2.37554792732048,segment1,-1.86348228874951
6,6,0.995,3.37273,87.5950593077032,55780.9960928545,NA,23888.6717988321,segment1,36155.0264935373,87.5950593077032,NA,44.5689536384373,segment1,56.2225922820511,41652.8925619835,NA,20260.0635849898,segment1,30315.5587298193,5149.49253850689,NA,5485.32306042186,segment1,5948.53628978953,-0.459812499922151,NA,-2.26065156994078,segment1,-1.86348228874951
7,7,0.994,3.38597,58.9130463098674,2315.52215233343,23658.1254387291,22974.4850669492,segment1,36155.0264935373,58.9130463098674,51.557760162278,46.6128551027748,segment1,56.2225922820511,6148.76033057851,18892.5619834711,18848.719980275,segment1,30315.5587298193,9073.66767078101,5438.89040064632,5455.8114557148,segment1,5948.53628978953,-1.57252928517156,-1.89547865483484,-2.14575521256108,segment1,-1.86348228874951
8,8,0.993,3.39878,31.2754819939456,-1401.24628126748,22390.6948336789,21926.4286880533,segment1,36155.0264935373,31.2754819939456,51.2399572347578,48.4141498139358,segment1,56.2225922820511,6148.76033057851,17157.0247933884,17446.6246555334,segment1,30315.5587298193,4886.89733031884,5376.68135767457,5435.77186872174,segment1,5948.53628978953,-2.73781627404162,-1.90866498411893,-2.04533776385646,segment1,-1.86348228874951
9,9,0.992,3.41157,11.2431904846446,1401.53119412645,20363.3518317178,20878.3723091574,segment1,36155.0264935373,11.2431904846446,50.9418452059271,50.2154445250968,segment1,56.2225922820511,5950.4132231405,15173.5537190083,16044.5293307917,segment1,30315.5587298193,4465.6491501714,5323.94852568336,5415.73228172868,segment1,5948.53628978953,-3.64097208532991,-1.92103184568728,-1.94492031515184,segment1,-1.86348228874951
10,10,0.991,3.42425,47.6528844287328,35702.3998371996,19585.5808697879,18895.9234282391,segment1,36155.0264935373,47.6528844287328,50.3663820775883,48.3497042297291,segment1,56.2225922820511,13884.2975206612,14495.867768595,14742.0697165763,segment1,30315.5587298193,5433.74004169868,5348.67150894524,5463.28463218981,segment1,5948.53628978953,-2.04113863008141,-1.94498064877176,-2.01312765896967,segment1,-1.86348228874951
11,11,0.99,3.43729,52.2523892163107,14753.965339848,18724.8302787273,16913.4745473208,segment1,36155.0264935373,52.2523892163107,47.2302604021524,46.4839639343615,segment1,56.2225922820511,7933.88429752066,14561.9834710744,13439.6101023609,segment1,30315.5587298194,4750.30388791723,5574.10156159909,5510.83698265095,segment1,5948.53628978953,-1.84972300496258,-2.07926080609772,-2.0813350027875,segment1,-1.86348228874951
