index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,36132.44729469657,109194.35201416034,47603.305785123965,4648.879495412371,249.58422473080185,331753.0,1.0
1,2,178833.33818365773,195453.10640002647,87272.72727272734,5301.8565250644615,256.12646192360245,331753.0,0.9995
2,3,110750.42973783422,198333.89669378602,103140.49586776864,4729.143576306329,256.31329571916376,333045.0,0.9990000000000001
3,4,30793.13017117105,160447.47038129356,63471.074380165264,5208.482103498489,253.6993630200375,334297.0,0.9985
4,5,6499.960550971917,125753.3945364432,35702.479338842975,5491.557056979325,251.0354020901316,335575.0,0.998
5,6,52357.94395719748,125937.0883018734,47603.305785123965,4570.944406643303,251.05020535916458,336879.0,0.9975
6,7,1624.0859072752578,116859.28014411461,6148.760330578512,4553.133734455519,250.27232944039585,338083.0,0.997
7,8,252155.55148710523,123653.79722981712,240000.0,5361.034401402741,250.85765999567687,339383.0,0.9965
8,9,56836.00494333872,121597.97979017106,53553.71900826446,5338.10337472032,250.68055649467357,340733.0,0.996
9,10,360.0528017879802,109580.70153332312,7933.884297520661,4443.446761115234,249.6199548259801,342060.0,0.9955
10,11,42893.15332240855,110409.74319461152,37685.950413223145,4378.161247897084,249.69662565380662,343373.0,0.995
11,12,51692.29694186509,109918.29079820847,47603.305785123965,4580.443553144289,249.6511755107934,344684.0,0.9945
12,1,87678.47951783423,131375.89172163312,61487.603305785095,4733.27528862478,251.48850042079403,345999.0,0.9940000000000001
13,2,162309.57613509733,198200.75947318415,91239.66942148766,4245.038962058819,256.30466109820253,347305.0,0.9935
14,3,10062.877095845372,141152.20300176388,61487.603305785095,5623.83026148088,252.26045235209043,348587.0,0.993
15,4,90238.12620564901,162561.1074857093,63471.074380165264,5358.147341538524,253.8537670747103,349868.0,0.9925
16,5,-2228.7251206976403,125902.13498989027,29752.06611570248,4678.181259418937,251.04738858811268,351153.0,0.992
17,6,29990.67563793968,121509.77958248439,29752.06611570248,4630.964929643066,250.6729582686496,352429.0,0.9915
18,7,16165.86483617411,116744.50317562108,11900.826446280991,9030.314796756447,250.2624416932823,353708.0,0.991
19,8,332980.711331062,155133.14021003968,289586.7768595041,5005.297437139436,253.3111439995646,355001.0,0.9905
20,9,34639.18823506599,125662.51081246909,59504.13223140496,4605.685401231639,251.0280780733717,356300.0,0.99
21,10,7549.637834225306,108298.7289329788,19834.710743801654,5078.708969913937,249.50139636853592,357582.0,0.9895
22,11,45277.96747639878,109322.38385041292,39669.42148760331,4584.8910713614205,249.5960652779444,358817.0,0.9890000000000001
23,12,19348.709539061096,109994.45250890095,13884.297520661159,4792.343359911858,249.65821904271718,360087.0,0.9885
24,1,19178.780529360945,108492.92756345928,15867.768595041323,4812.536879761252,249.51935610500874,361425.0,0.988
25,2,31391.90862217664,109574.2471112872,25785.12396694216,4525.465107406584,249.61935791281672,362718.0,0.9875
26,3,162829.7637363935,181850.67723039514,85289.25619834714,5264.077418938625,255.2104526935861,364038.0,0.987
27,4,11614.52329312385,128226.26911296714,59504.132231404925,5734.7991791471895,251.23468281996674,365337.0,0.9865
28,5,19154.7985594038,124529.79518948989,17851.239669421488,5000.032813459566,250.93312501632408,366646.0,0.986
29,6,2250.742841491548,114758.02789787026,5950.413223140496,6072.096909970715,250.09131184509565,367932.0,0.9855
30,7,66543.83459761544,121151.0303321042,53553.71900826446,6597.113155117009,250.6420529231654,369262.0,0.985
31,8,6019.673874992995,115189.18152994454,6148.760330578512,5832.762346574117,250.12845464592903,370570.0,0.9845
32,9,4635.559587302014,108886.91781223094,5950.413223140496,4987.410081875138,249.5557928245844,371881.0,0.9840000000000001
33,10,132722.43641609757,164431.70862787348,71404.95867768592,5772.686922769294,253.99040278190037,373151.0,0.9835
34,11,40232.058375951296,140248.47945058346,59504.132231404925,4911.155321836685,252.191665356263,374418.0,0.983
35,12,110026.17634935508,168697.53167866124,75371.90082644626,6205.223294831187,254.2913851463106,375663.0,0.9825
36,1,44652.57637302498,146711.86968825993,61487.603305785095,5150.635057641483,252.68362686012023,376995.0,0.982
37,2,177927.79158592495,211566.38633543055,107107.4380165289,5965.8369222256615,257.16426742654323,378307.0,0.9815
38,3,36809.788290012584,169226.64394324095,73388.42975206609,5761.100930136271,254.328717557556,379597.0,0.981
39,4,89521.65964498559,176450.536845045,77355.37190082643,4942.39484235526,254.8384115462531,380876.0,0.9805
40,5,6883.20115570236,118056.21358038436,53553.71900826446,11723.805412098547,250.37544224503654,382145.0,0.98
41,6,3532.628412254717,110955.70636219073,5950.413223140496,4682.722407307835,249.74711702230562,383447.0,0.9795
42,7,1836.797756039952,101426.4960586514,6148.760330578512,5217.24772900077,248.85702615477928,384710.0,0.9790000000000001
43,8,18296.874414583097,107009.19830276426,6148.760330578512,6565.411839891715,249.38213893487136,385982.0,0.9785
44,9,10046.873871115451,106152.09439077982,5950.413223140496,4953.56455995939,249.30287287439012,387312.0,0.978
