index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.32168,76.1650273726925,61590.5362720278,NA,76570.7917473885,segment1,40059.3186466827,76.1650273726925,NA,129.770415572127,segment1,72.8172434197946,61487.6033057851,NA,70608.1009838954,segment1,34010.4280987667,4747.76064853129,NA,4532.11464393881,segment1,6216.68135046297,-0.899450179383877,NA,-7.14086133290546,segment1,-4.05491744898323
2,2,0.9985,3.32168,222.057541926951,147105.979466564,NA,72104.4295808286,segment1,40059.3186466827,222.057541926951,NA,125.581118748498,segment1,72.8172434197944,77355.3719008264,NA,66506.4167233545,segment1,34010.4280987665,4098.97601632115,NA,4576.68019056476,segment1,6216.68135046295,4.01351822827988,NA,-5.99970924624678,segment1,-4.05491744898325
3,3,0.997,3.33435,242.206157346557,113181.05027597,NA,67638.0674142686,segment1,40059.3186466827,242.206157346557,NA,121.391821924869,segment1,72.8172434197944,99173.5537190083,NA,62404.7324628136,segment1,34010.4280987665,4940.61961813982,NA,4621.24573719072,segment1,6216.68135046295,4.62222458044948,NA,-4.85855715958809,segment1,-4.05491744898325
4,4,0.9955,3.34763,229.853097461922,93298.7536101627,NA,63719.8613561918,segment1,40059.3186466827,229.853097461922,NA,117.674165379057,segment1,72.8172434197944,93223.1404958678,NA,58676.3663868204,segment1,34010.4280987665,5634.49006238094,NA,4678.18477297644,segment1,6216.68135046295,4.25134873612643,NA,-3.8475863015092,segment1,-4.05491744898325
5,5,0.994,3.36077,81.4110967716183,20950.0294526751,NA,59801.655298115,segment1,40059.3186466827,81.4110967716183,NA,113.956508833245,segment1,72.8172434197944,83305.7851239669,NA,54948.0003108273,segment1,34010.4280987665,4443.14463934479,NA,4735.12380876217,segment1,6216.68135046295,-0.696079122395901,NA,-2.8366154434303,segment1,-4.05491744898325
6,6,0.9925,3.37361,82.8943480056949,52852.3824981308,NA,56345.5839798531,segment1,40059.3186466827,82.8943480056949,NA,110.691151425726,segment1,72.8172434197944,47603.305785124,NA,51736.1646119032,segment1,34010.4280987665,4581.61365767237,NA,4789.75977082604,segment1,6216.68135046295,-0.638578859186509,NA,-2.02540431367322,segment1,-4.05491744898325
7,7,0.991,3.38631,63.4269955817061,2101.34445316279,51316.5137544357,52889.5126615911,segment1,40059.3186466827,63.4269955817061,106.443799744662,107.425794018207,segment1,72.8172434197944,6148.76033057851,45652.8925619835,48524.3289129791,segment1,34010.4280987665,4712.8927133792,4830.6912364058,4844.3957328899,segment1,6216.68135046295,-1.39325740766989,0.0420036167000397,-1.21419318391613,segment1,-4.05491744898325
8,8,0.9895,3.3992,51.2895109674422,5730.46019192926,51866.3367628863,49142.3625524258,segment1,40059.3186466827,51.2895109674422,109.587472119956,103.544271190498,segment1,72.8172434197944,6148.76033057851,45570.2479338843,45296.5389323143,segment1,34010.4280987665,5043.56793776951,4881.43626011977,4892.14781355676,segment1,6216.68135046295,-1.88979469755398,0.153946289997113,-0.599312830887862,segment1,-4.05491744898325
9,9,0.988,3.41226,37.1003341532146,4908.22656995968,46749.2391183941,45395.2124432606,segment1,40059.3186466827,37.1003341532146,104.870442515632,99.6627483627886,segment1,72.8172434197944,5950.4132231405,43917.3553719008,42068.7489516496,segment1,34010.4280987665,5342.94291322161,4954.54706843914,4939.89989422361,segment1,6216.68135046295,-2.48029960520242,0.00436548554311036,0.015567522140409,segment1,-4.05491744898325
10,10,0.9865,3.42498,48.4570371684585,59782.2309656889,40337.9458088641,42047.8197105595,segment1,40059.3186466827,48.4570371684585,92.8831661721953,94.4143007521388,segment1,72.8172434197944,49586.7768595041,40776.8595041322,38741.4214830742,segment1,34010.4280987665,5084.93774932518,4955.36065927839,5030.92844246167,segment1,6216.68135046295,-2.00767254917167,-0.396657760086512,0.186883693313529,segment1,-4.05491744898325
