index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,56229.02572349407,115513.31664363852,61487.603305785095,4542.195774070641,250.1563780706098,331346.0,1.0
1,2,223096.67541326233,215262.82299046413,119008.26446280988,4338.904603627049,257.3944602684309,331346.0,0.9991666666666666
2,3,90223.40536928637,197060.32325743392,103140.49586776864,5285.409234548236,256.2306980515879,332629.0,0.9983333333333332
3,4,46896.83586998234,169498.55964996346,69421.48760330575,5037.111874147225,254.3479030304073,333954.0,0.9975
4,5,9867.094916514348,121382.98629024431,53553.71900826446,4428.949267969017,250.66203534547245,335224.0,0.9966666666666668
5,6,71051.88840836233,120205.7003949826,65454.54545454545,6774.6288490786155,250.56061512706603,336527.0,0.9958333333333332
6,7,1719.5080269809948,110854.0285749669,6148.760330578512,4922.4195164181765,249.73771373115392,337817.0,0.995
7,8,-2724.234443757345,94634.17492636264,6148.760330578512,7346.858874268399,248.18425266703275,339117.0,0.9941666666666666
8,9,10053.645344211629,93824.43919411497,5950.413223140496,4912.967853318808,248.10404904854545,340396.0,0.9933333333333332
9,10,59.64091875110723,85748.2556906546,3689.256198347107,4446.568223864362,247.24572395643318,341713.0,0.9925
10,11,70738.26964957928,109670.20148405443,41652.89256198347,5163.431294196034,249.62823189531625,342962.0,0.9916666666666668
11,12,69279.81431799418,112538.72663957883,61487.603305785095,4923.685856684886,249.89351675201874,344254.0,0.9908333333333332
12,1,84999.60602676614,131004.25920717734,61487.603305785095,5046.470153382762,251.45855179363187,345497.0,0.99
13,2,20410.96514590121,109424.9397041784,37685.950413223145,4304.334235677105,249.6055497738073,346771.0,0.9891666666666666
14,3,6959.207459311707,109554.78271607043,1983.4710743801647,4845.893373039497,249.61755782077785,348035.0,0.9883333333333332
15,4,63656.702416167594,108683.14334867631,59504.132231404925,5024.209552156924,249.53694750288318,349353.0,0.9875
16,5,26811.614976572553,124778.78850503716,5950.413223140496,4765.556597071195,250.95457516411412,350682.0,0.9866666666666668
17,6,16874.197487767902,125117.40659179207,11900.826446280991,4634.75295473197,250.9837462604921,351989.0,0.9858333333333332
18,7,13667.606312476642,121310.22115389036,11900.826446280991,5573.965304097345,250.65576681201676,353267.0,0.985
19,8,7783.922785349008,117101.0358276401,6148.760330578512,5844.347781020783,250.2931560843936,354555.0,0.9841666666666666
20,9,9421.903479926026,116138.0937374082,5950.413223140496,4434.432347017408,250.2102010456072,355831.0,0.9833333333333332
