index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,26587.436723583876,109468.13588413768,37685.950413223145,4747.440426223107,249.6095446114989,330613.0,1.0
1,2,64840.21426870714,114370.2131188889,55537.19008264461,4400.946951311473,250.057902577437,330613.0,0.9985
2,3,50971.59015280857,106815.04268546864,51570.247933884275,6956.512652344682,249.36418317631265,331981.0,0.997
3,4,19747.99957958411,110144.34332438784,11900.826446280991,4517.872494383887,249.67208113607583,333259.0,0.9955
4,5,63638.18140008933,121155.13205116606,47603.305785123965,5024.086888187192,250.64240627594467,334531.0,0.9940000000000001
5,6,238.573664453241,110854.01309975827,5950.413223140496,4589.279392720512,249.73771229998692,335853.0,0.9925
6,7,25753.419755953906,125503.16823983294,5950.413223140496,5153.8513927387185,251.0152371859,337183.0,0.991
7,8,260.7384842668781,115068.41973809426,6148.760330578512,4546.726655427089,250.11805132133824,338459.0,0.9895
8,9,8859.350788503312,112542.46506745099,5950.413223140496,5434.892236006067,249.8938624865857,339792.0,0.988
9,10,543.1272090946652,104632.00503999864,3689.256198347107,4764.3310381999245,249.1622930768518,341095.0,0.9865
10,11,14618.48308009012,107952.80783691832,5950.413223140496,5347.267060029901,249.469405145373,342395.0,0.985
11,12,38951.64304415583,108126.41870751363,33719.00826446282,5059.0239090977675,249.48546089961286,343668.0,0.9835
12,1,128444.43726161675,164014.4500104188,67438.01652892558,5118.389429786211,253.9599357155686,344933.0,0.982
13,2,51554.421996129924,155735.23034467394,55537.19008264461,4296.4515792304455,253.35512749979355,346219.0,0.9805
14,3,12603.712361455347,109750.62035604328,53553.719008264445,5034.60334182167,249.63566913493415,347502.0,0.9790000000000001
15,4,9500.13048723568,108791.80493903485,5950.413223140496,4508.532681103629,249.5469966650361,348793.0,0.9775
16,5,13508.666745201708,111056.89918905636,6148.760330578512,5094.812164601678,249.75647546370632,350070.0,0.976
17,6,54739.875438680254,125118.65046622585,35702.479338842975,4975.644822667777,250.98385341714558,351394.0,0.9745
18,7,-140.6762474546262,112688.5962244634,6148.760330578512,6140.6176637293165,249.90737688194423,352650.0,0.973
19,8,15204.868413554768,116510.77137844071,6148.760330578512,5233.932928998956,250.2423062869091,353913.0,0.9715
20,9,2543.2161663676943,108291.87023093038,5950.413223140496,4811.704090737513,249.50076206704247,355167.0,0.97
21,10,24.137516496355357,99442.71729540057,3689.256198347107,5184.034253679073,248.660534597405,356438.0,0.9685
22,11,8335.685210281761,99407.07948891424,3570.2479338842977,4801.075082883779,248.65700470373557,357766.0,0.9670000000000001
23,12,178687.21903252907,183693.3020181932,89256.1983471075,5144.798156142791,255.33537640801308,359040.0,0.9655
24,1,55323.60712922376,164304.80613582733,69421.48760330575,5290.615408284081,253.9811466239921,360340.0,0.9640000000000001
25,2,6251.148339500968,110088.22531733393,55537.19008264461,4930.539075349904,249.6668912713709,361639.0,0.9625
26,3,31461.563615849533,108884.11632845619,27768.595041322318,4897.0775634049405,249.55553373979993,362907.0,0.961
27,4,19564.700049755167,109917.9739851106,13884.297520661159,4646.544872439574,249.65114621151488,364227.0,0.9595
28,5,32045.523668766735,124565.38609412473,11900.826446280991,5497.285113471614,250.93619108322918,365544.0,0.958
