index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.3175,50.0980931185108,36251.317101395,NA,44991.0437062607,segment1,34270.0376965176,50.0980931185108,NA,78.791200463248,segment1,63.2461932999499,47603.305785124,NA,40917.4095217183,segment1,29461.0616897833,5022.9594129413,NA,5720.18687615734,segment1,6006.35644822075,-1.93937742501342,NA,-1.49782862731122,segment1,-1.69971292105239
2,2,0.9995,3.3175,236.374279401506,173464.396803773,NA,43363.5379244768,segment1,34270.037696518,236.374279401506,NA,75.1366984023255,segment1,63.2461932999494,85289.2561983472,NA,39190.9618556009,segment1,29461.0616897831,4350.85677807784,NA,5690.70657913608,segment1,6006.35644822073,4.45030004953742,NA,-1.58152902944841,segment1,-1.69971292105239
3,3,0.999,3.33101,216.131696206273,83646.9672987325,NA,41736.0321426928,segment1,34270.037696518,216.131696206273,NA,71.482196341403,segment1,63.2461932999494,87272.7272727273,NA,37464.5141894834,segment1,29461.0616897831,5483.40246386008,NA,5661.22628211482,segment1,6006.35644822073,3.83272971476759,NA,-1.6652294315856,segment1,-1.69971292105239
4,4,0.9985,3.34387,78.2769575487963,2807.21441276502,NA,40536.6537358403,segment1,34270.037696518,78.2769575487963,NA,68.5842498731562,segment1,63.2461932999494,59504.1322314049,NA,36085.4161827472,segment1,29461.0616897831,5337.71457722485,NA,5637.6464753058,segment1,6006.35644822073,-0.817578316940143,NA,-1.72974784995953,segment1,-1.69971292105239
5,5,0.998,3.35711,50.6105796194281,3653.73865842996,NA,39337.2753289877,segment1,34270.037696518,50.6105796194281,NA,65.6863034049095,segment1,63.2461932999494,6148.76033057851,NA,34706.318176011,segment1,29461.0616897831,9954.84839606712,NA,5614.06666849678,segment1,6006.35644822073,-1.9180494933189,NA,-1.79426626833346,segment1,-1.69971292105239
6,6,0.9975,3.3698,27.9169165197965,1721.62829712349,NA,38238.7791598212,segment1,34270.037696518,27.9169165197965,NA,63.2304834177233,segment1,63.2461932999494,5950.4132231405,NA,33534.8916118619,segment1,29461.0616897831,5983.36346881719,NA,5602.06307606102,segment1,6006.35644822073,-2.88751461629272,NA,-1.85042380207569,segment1,-1.69971292105239
7,7,0.997,3.38247,5.74936026011875,1530.01580429091,41117.0868007239,37140.2829906546,segment1,34270.037696518,5.74936026011875,62.5156230290107,60.7746634305372,segment1,63.2461932999494,6148.76033057851,32803.305785124,32363.4650477128,segment1,29461.0616897831,5356.6557905674,5489.63512762214,5590.05948362527,segment1,6006.35644822073,-3.9066882935239,-1.81659210437339,-1.90658133581792,segment1,-1.69971292105239
8,8,0.9965,3.39573,-20.0415303150075,258.797343006426,39545.2375856302,35653.56516441,segment1,34270.037696518,-20.0415303150075,65.0809929419257,57.7496621796075,segment1,63.2461932999494,6148.76033057851,32803.305785124,31036.2916059722,segment1,29461.0616897831,5715.93777123476,5587.51533969458,5581.90541630212,segment1,6006.35644822073,-5.21493925911702,-1.71286154057242,-1.98519276738695,segment1,-1.69971292105239
9,9,0.996,3.40811,-21.5357896566868,9667.16434006373,31803.9634668035,34166.8473381654,segment1,34270.037696518,-21.5357896566868,55.3366769188513,54.7246609286777,segment1,63.2461932999494,5950.4132231405,30489.2561983471,29709.1181642317,segment1,29461.0616897831,4389.1678206789,5699.64947884003,5573.75134897898,segment1,6006.35644822073,-5.29403780090684,-2.03755163231528,-2.06380419895598,segment1,-1.69971292105239
10,10,0.9955,3.42122,-30.9413806818788,3914.47018244915,30067.6481828194,33347.1699826356,segment1,34270.037696518,-30.9413806818788,47.8200032733683,52.013870534166,segment1,63.2461932999494,3689.25619834711,27761.9834710744,28629.4314688574,segment1,29461.0616897831,4457.72994543842,5688.16785221244,5550.48162539548,segment1,6006.35644822073,-5.81666939307041,-2.30103487679063,-2.14941087582591,segment1,-1.69971292105239
11,11,0.995,3.43459,-8.9099670292863,18712.561002318,31162.2602872102,32527.4926271059,segment1,34270.037696518,-8.9099670292863,46.8976383532504,49.3030801396542,segment1,63.2461932999494,3570.2479338843,26109.0909090909,27549.7447734832,segment1,29461.0616897831,5228.17692476703,5468.23359217241,5527.21190181199,segment1,6006.35644822073,-4.62569052619443,-2.33729934972152,-2.23501755269585,segment1,-1.69971292105239
