index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,15065.488576453521,109932.83796824212,25785.12396694216,4661.616641269256,249.65252085158997,331247.0,1.0,0.0,0.0
1,2,100850.61257169256,150183.667853585,55537.19008264461,5062.592603705328,252.94788307608346,331247.0,0.9991666666666666,0.0,0.0
2,3,145320.83448200973,191273.219295046,97190.08264462816,7041.200395920874,255.84926910474888,332570.0,0.9983333333333332,0.0,0.0
3,4,13286.262197092075,140607.53667688766,59504.132231404925,4447.81258384579,252.21899502792567,333843.0,0.9975,0.0,0.0
4,5,19904.67911027644,124127.22429710797,29752.06611570248,6632.92537435359,250.8984445466151,335123.0,0.9966666666666668,0.0,0.0
5,6,-9.865700286303623,113052.90418988107,5950.413223140496,5114.04118380011,249.9410685461834,336434.0,0.9958333333333332,0.0,0.0
6,7,7775.14811025792,109825.98167436077,6148.760330578512,4853.310295199718,249.64263864555264,337729.0,0.995,0.0,0.0
7,8,15893.145894262649,113980.22078408035,6148.760330578512,5590.14645396451,250.02430571882155,339011.0,0.9941666666666666,0.0,0.0
8,9,2274.777381378033,105534.89974662066,5950.413223140496,4769.685195697259,249.24579392829196,340277.0,0.9933333333333332,0.0,0.0
9,10,15813.30861385062,108962.9203956885,7933.884297520661,4451.403667262107,249.56282164021903,341602.0,0.9925,0.0,0.0
10,11,17337.96347408048,109693.11168323387,11900.826446280991,4706.945740254069,249.63035065969052,342878.0,0.9916666666666668,0.0,0.0
11,12,155287.7236100985,176274.8629896856,83305.78512396695,5400.187179679987,254.82601658009492,344155.0,0.9908333333333332,0.0,0.0
12,1,75578.8059062878,171737.04537874454,75371.90082644626,4744.7226907827035,254.505843179196,345492.0,0.99,0.0,0.0
13,2,74850.9687902522,174139.56183505073,67438.01652892558,5010.4358050205965,254.6753567935547,346794.0,0.9891666666666666,0.0,0.0
14,3,7324.877369295314,113038.23315483367,61487.603305785095,6938.602743727466,249.93971175019269,348084.0,0.9883333333333332,0.0,0.0
15,4,60802.404201039004,109421.19175074996,59504.132231404925,4915.313373717934,249.60520315830482,349375.0,0.9875,0.0,0.0
16,5,114919.99414297806,124522.53428282964,95206.61157024793,4612.0400406504905,250.93249950748017,350689.0,0.9866666666666668,0.0,0.0
17,6,51.170645557996046,111565.42113272288,5950.413223140496,7057.870572524244,249.8035042201723,352017.0,0.9858333333333332,0.0,0.0
18,7,-2644.7670125652635,98159.67391885305,6148.760330578512,4612.219870726082,248.53345026930003,353335.0,0.985,0.0,0.0
19,8,68575.07493548936,126430.91855766506,35702.479338842975,4601.350957834371,251.09000149550045,354601.0,0.9841666666666666,0.0,0.0
20,9,443.0267325916535,116465.92525328224,5950.413223140496,4457.6068138339415,250.23844290603745,355925.0,0.9833333333333332,0.0,0.0
21,10,8991.607093559487,108977.16931651867,11900.826446280991,4579.536584042061,249.56413939854977,357290.0,0.9825,0.0,0.0
22,11,7026.139013743911,109141.33751866217,1983.4710743801647,4878.4997372202415,249.579321882795,358589.0,0.9816666666666668,0.0,0.0
23,12,43532.93164712486,107957.91089843152,39669.42148760331,5046.936779752251,249.4698770829956,359870.0,0.9808333333333332,0.0,0.0
24,1,144918.71943197947,170424.5529804097,77355.37190082643,5096.705449174987,254.41323805689757,361219.0,0.98,0.0,0.0
25,2,42626.1117100483,152253.039880937,55537.19008264461,5260.434726876671,253.1007487676921,362521.0,0.9791666666666666,0.0,0.0
26,3,58274.6210903926,143414.0620608135,61487.603305785095,5625.995604731284,252.43261394891255,363852.0,0.9783333333333332,0.0,0.0
27,4,13115.975817135386,107191.72121381358,43636.36363636363,5701.9530277717595,249.39901888595332,365148.0,0.9775,0.0,0.0
28,5,38833.474256205314,120934.33251130133,17851.239669421488,7239.6232892960925,250.62338495100803,366426.0,0.9766666666666668,0.0,0.0
29,6,2909.430543905496,113164.84168984131,5950.413223140496,4728.50814222503,249.9514206686249,367727.0,0.9758333333333332,0.0,0.0
30,7,-525.7722702167067,101688.7397885098,6148.760330578512,4801.569300536267,248.8830011676416,369043.0,0.975,0.0,0.0
31,8,910.8191247066487,90802.20058953887,6148.760330578512,5648.597993099052,247.78892525682917,370310.0,0.9741666666666666,0.0,0.0
32,9,1256.010473580302,81033.16894435238,5950.413223140496,5074.628895626298,246.7152286724329,371626.0,0.9733333333333334,0.0,0.0
33,10,8641.982739517733,80861.74997734817,3689.256198347107,5124.145508174833,246.69506410744012,372897.0,0.9725,0.0,0.0
34,11,9361.026589196745,81083.60421826443,3570.2479338842977,5568.924414396181,246.7211615360857,374172.0,0.9716666666666668,0.0,0.0
35,12,24925.13659502359,96399.16715773179,3689.256198347107,5920.317457209115,248.3590736091256,375491.0,0.9708333333333332,0.0,0.0
36,1,36538.12833317564,108194.33868199527,19834.710743801654,4908.246065110479,249.491742225284,376786.0,0.97,0.0,0.0
37,2,32303.89061687882,109215.10907595081,25785.12396694216,5497.996255981156,249.58614437029044,378106.0,0.9691666666666666,0.0,0.0
38,3,8697.332069926568,105835.86482087543,3966.9421487603295,8109.634176241595,249.27362756134983,379393.0,0.9683333333333334,0.0,0.0
39,4,89159.249364615,129777.73708293312,59504.132231404925,5713.2448711526185,251.35971045877452,380681.0,0.9675,0.0,0.0
40,5,-2044.2446949029772,112631.21119284311,6148.760330578512,8953.520864608543,249.90206984119519,381975.0,0.9666666666666668,0.0,0.0
41,6,5372.301599397755,106909.02703149924,5950.413223140496,5144.0725376011105,249.37287496823262,383296.0,0.9658333333333332,0.0,0.0
42,7,1575.0620886760644,94205.90324443745,6148.760330578512,8129.425545159364,248.1418327302335,384587.0,0.965,0.0,0.0
43,8,273366.34114632354,124656.00963288404,238016.52892561984,4899.705832257079,250.9439980731292,385876.0,0.9641666666666666,0.0,0.0
44,9,-686.4055397407734,112486.82896746382,5950.413223140496,5532.361902538931,249.8887171892596,387131.0,0.9633333333333334,0.0,0.0
45,10,6296.202490501284,109852.81024709088,3966.9421487603295,4963.279062113897,249.64511978609923,388405.0,0.9625,0.0,0.0
46,11,15015.78361662146,107761.34284949007,11900.826446280991,5206.424567941258,249.4516982196883,389738.0,0.9616666666666668,0.0,0.0
47,12,75121.12841972706,115839.61843358967,61487.603305785095,5555.249529842596,250.18448814899983,391010.0,0.9608333333333332,0.0,0.0
48,1,23274.92060505107,107262.83522083047,25785.12396694216,6066.579850868134,249.40559559981784,392273.0,0.96,0.0,0.0
49,2,171992.87383238954,190499.31240132716,83305.78512396697,5450.6115279260575,255.79680084076801,393578.0,0.9591666666666668,0.0,0.0
50,3,59921.27515757758,169690.03919960305,75371.90082644626,5358.647532855546,254.36141319407344,394896.0,0.9583333333333334,0.0,0.0
51,4,13001.16672588251,115808.88287722779,59504.132231404925,7378.19081685308,250.18184035813476,396106.0,0.9575,0.0,0.0
52,5,3302.3999526480443,106783.90891937909,6148.760330578512,6178.613579918257,249.36130388600566,397386.0,0.9566666666666668,0.0,0.0
53,6,2034.6048962947195,97959.32722131736,5950.413223140496,4908.773371215943,248.51360610353774,398700.0,0.9558333333333332,0.0,0.0
54,7,15490.474175389598,102301.37812805393,6148.760330578512,4999.662938074534,248.9436824611781,400033.0,0.955,0.0,0.0
55,8,23519.34801044805,113351.19723070881,6148.760330578512,6320.7685772146615,249.96865506618963,401320.0,0.9541666666666668,0.0,0.0
56,9,10245.905260060392,112098.63942128676,5950.413223140496,5548.049846341929,249.8528169260415,402654.0,0.9533333333333334,0.0,0.0
57,10,42502.60128918928,105118.56706665283,41652.89256198347,7829.781081839809,249.20729095224758,403937.0,0.9525,0.0,0.0
58,11,5515.972630394694,100516.0953323553,3570.2479338842977,6548.196430807923,248.76685175637436,405207.0,0.9516666666666668,0.0,0.0
