index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,24989.492843202184,110129.16169631967,35702.47933884298,4471.9418080395535,249.67067711979283,331494.0,1.0,0.0,0.0
1,2,50632.051377936485,107689.34332315312,47603.305785123965,5468.563965979186,249.44503961187024,331494.0,0.9985,0.0,0.0
2,3,25484.67364582658,107989.81500478488,19834.710743801654,5349.4912203931235,249.4728276153505,332799.0,0.997,0.0,0.0
3,4,26625.08055090501,109344.02193899103,19834.710743801654,5436.162872897188,249.59806639591147,334072.0,0.9955,0.0,0.0
4,5,1161.5757772548375,99918.59765616721,6148.760330578512,4438.239729500146,248.70767013234618,335342.0,0.9940000000000001,0.0,0.0
5,6,-4.940505194197941,89216.0369558402,5950.413223140496,4747.20697199231,247.6184433529493,336603.0,0.9925,0.0,0.0
6,7,19788.775253477506,97895.65080023774,6148.760330578512,4960.401078501483,248.50729900953223,337869.0,0.991,0.0,0.0
7,8,5069.814378417995,92308.56135565996,6148.760330578512,4508.143492417232,247.95082989635208,339158.0,0.9895,0.0,0.0
8,9,84312.54822071313,124330.62625620613,47603.305785123965,4687.177535042989,250.91596711373242,340488.0,0.988,0.0,0.0
9,10,5503.814521191259,109360.80760745783,15867.768595041323,4605.86457489819,249.59961875589175,341796.0,0.9865,0.0,0.0
10,11,71132.020173428,116355.58471997769,59504.132231404925,4633.1108295034055,250.22893734665558,343077.0,0.985,0.0,0.0
11,12,68643.82603864226,118419.96161387562,61487.603305785095,5091.845838959457,250.40677822311127,344385.0,0.9835,0.0,0.0
12,1,138745.15888204615,173272.47885071902,79338.8429752066,4553.798669996253,254.61417828622868,345661.0,0.982,0.0,0.0
13,2,15034.174370811987,128105.21944143144,55537.19008264461,4664.243697455208,251.2249278299163,346970.0,0.9805,0.0,0.0
14,3,58028.29747856657,119886.86980670526,61487.603305785095,4759.043807507879,250.5331486739064,348224.0,0.9790000000000001,0.0,0.0
15,4,2053.947661926203,109336.6061917341,7933.884297520661,4670.326979376678,249.59738057816838,349532.0,0.9775,0.0,0.0
16,5,4174.142099217254,100377.34876600608,6148.760330578512,6984.639194366757,248.75310902991345,350847.0,0.976,0.0,0.0
17,6,3791.905369640136,93491.14351727547,5950.413223140496,4727.697395230241,248.0710364022658,352181.0,0.9745,0.0,0.0
18,7,51801.695285310685,119776.62692066359,17851.239669421488,7664.972212501098,250.52365152659058,353490.0,0.973,0.0,0.0
19,8,68099.74013736701,123802.07116488586,59504.13223140496,4570.163661739851,250.87043342219897,354877.0,0.9715,0.0,0.0
20,9,9263.055643508089,122103.60604671633,5950.413223140496,5011.107538537111,250.72411492476883,356205.0,0.97,0.0,0.0
21,10,156.98594997250956,109345.41769310411,7933.884297520661,4981.290006064022,249.59819547702804,357444.0,0.9685,0.0,0.0
22,11,69664.77471639999,114673.68024201387,59504.132231404925,4832.379936085496,250.08404550672068,358701.0,0.9670000000000001,0.0,0.0
23,12,7781.986560674903,109092.52425755473,7933.884297520661,5429.258247613379,249.57480757029083,359977.0,0.9655,0.0,0.0
24,1,26632.898444996958,108449.62492719141,21818.181818181823,5457.615957178457,249.51535142210224,361249.0,0.9640000000000001,0.0,0.0
25,2,22547.907007153288,108596.48969961047,17851.23966942149,4549.802565312698,249.5289336631472,362534.0,0.9625,0.0,0.0
26,3,30746.140341422753,108445.65465735047,25785.12396694216,5111.85141674061,249.514984246495,363763.0,0.961,0.0,0.0
27,4,8016.086285200975,109862.27396165657,1983.4710743801647,4615.995906514726,249.64599500246524,365086.0,0.9595,0.0,0.0
28,5,2649.256802065075,101480.73881497774,6148.760330578512,4882.031618165372,248.86239885251362,366395.0,0.958,0.0,0.0
29,6,6.789742072264152,90484.14252194406,5950.413223140496,5052.972811965446,247.7547401678788,367723.0,0.9565,0.0,0.0
30,7,9790.221529101971,89417.68774449217,6148.760330578512,4707.915975975326,247.64011691148883,369021.0,0.955,0.0,0.0
31,8,29919.027970123483,107079.17138714777,6148.760330578512,6108.783996889358,249.38861013475886,370320.0,0.9535,0.0,0.0
32,9,-152.48944110059256,96153.34112113524,5950.413223140496,4822.927601771453,248.33472475447059,371599.0,0.9520000000000001,0.0,0.0
33,10,67.22492828814629,86286.10804133522,3689.256198347107,6245.201809741065,247.3035326785614,372889.0,0.9505,0.0,0.0
34,11,44129.815410355666,109447.80957496447,15867.768595041323,5100.345281685026,249.6076648085605,374129.0,0.9490000000000001,0.0,0.0
35,12,17342.304684516963,108122.72828405694,13884.297520661159,4783.088454763338,249.4851196045553,375464.0,0.9475,0.0,0.0
36,1,91677.16229207351,133471.79755040412,61487.603305785095,4840.489719941488,251.65740249419,376804.0,0.946,0.0,0.0
37,2,80993.75657180937,153955.22079758174,55537.19008264461,4973.143241987429,253.22509539028286,378162.0,0.9445,0.0,0.0
38,3,31058.12047774645,118620.1483121631,61487.603305785095,4905.589657380216,250.42402380359775,379471.0,0.943,0.0,0.0
39,4,62970.457633041086,116632.40367661635,59504.132231404925,5454.0700371831,250.2527846034301,380743.0,0.9415,0.0,0.0
40,5,3241.5852887311835,108683.32273082383,6148.760330578512,5041.905903945166,249.5369640923725,382036.0,0.94,0.0,0.0
41,6,1727.8046811550187,99179.12025849082,5950.413223140496,5281.593930347552,248.63442554065875,383380.0,0.9385,0.0,0.0
42,7,30653.889736807116,116962.23075186886,6148.760330578512,6722.018912850537,250.2811983762809,384741.0,0.937,0.0,0.0
43,8,821.3254232677078,106177.37003975068,6148.760330578512,5457.425804807398,249.30521039857123,386022.0,0.9355,0.0,0.0
44,9,2281.590268971075,97574.4241833198,5950.413223140496,4934.122902261482,248.475481793118,387349.0,0.934,0.0,0.0
45,10,48.64632257746165,88783.73163052916,3689.256198347107,5150.082677020989,247.57197889408096,388618.0,0.9325,0.0,0.0
46,11,14200.674078815715,94235.13661067084,3570.2479338842977,5179.021164789748,248.14472826967813,389948.0,0.9309999999999999,0.0,0.0
47,12,46939.95806749848,108095.95179562172,27768.595041322318,5310.547841225296,249.48264328083062,391208.0,0.9295,0.0,0.0
48,1,13555.281563661516,108433.07701344944,7933.884297520661,5284.272048313123,249.51382104998143,392500.0,0.928,0.0,0.0
49,2,15850.810833180289,109190.16231204508,9917.355371900827,5176.370162683786,249.5838372618187,393780.0,0.9265,0.0,0.0
50,3,84535.45018951331,126595.15561216803,61487.603305785095,5642.853583605551,251.10323681297191,395084.0,0.925,0.0,0.0
51,4,20469.251597863687,108295.24151854316,33719.00826446282,5050.1574270257515,249.501073848011,396370.0,0.9235,0.0,0.0
52,5,-759.6018389166122,89837.03870989893,6148.760330578512,11549.840639149115,247.68518902728923,397643.0,0.922,0.0,0.0
53,6,1951.347428017198,80810.4462781896,5950.413223140496,5027.5266365860225,246.6890290881296,398925.0,0.9205,0.0,0.0
54,7,1451.0403128322025,70308.85263157926,6148.760330578512,5803.873628864029,245.41661581977982,400230.0,0.919,0.0,0.0
