index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,76082.05293742029,135086.8165936138,61487.603305785095,4821.7230380216915,251.7875515024268,330687.0,1.0,0.0,0.0
1,2,20040.595715248808,109345.33276206834,41652.89256198347,4129.186984810874,249.59818762249776,330687.0,0.9993333333333332,0.0,0.0
2,3,8450.139765750124,106630.39223702939,3966.9421487603295,7198.138142028724,249.34710646786547,332063.0,0.9986666666666668,0.0,0.0
3,4,10797.143342434774,107988.62003378318,3966.9421487603295,5471.973396920662,249.47271710291162,333345.0,0.998,0.0,0.0
4,5,68040.28320104211,122226.54743818642,47603.305785123965,6199.050011514916,250.73470601638408,334579.0,0.9973333333333332,0.0,0.0
5,6,11746.448434300928,122916.8694605908,5950.413223140496,5105.713188756037,250.7941755221047,335808.0,0.9966666666666668,0.0,0.0
6,7,1811.5926837907364,113874.75648524502,6148.760330578512,4704.945328558014,250.01522023477298,337140.0,0.996,0.0,0.0
7,8,-2391.920862546701,98486.88721466914,6148.760330578512,6847.1880774506535,248.56586046104093,338377.0,0.9953333333333332,0.0,0.0
8,9,1467.1288940559748,89192.33077828301,5950.413223140496,4811.272107301629,247.6158953974939,339670.0,0.9946666666666668,0.0,0.0
9,10,38070.64847401436,108648.1845499012,13884.297520661159,4730.4971817349515,249.533714468686,340997.0,0.9940000000000001,0.0,0.0
10,11,41884.64538409461,108688.24365863737,35702.47933884298,6142.106936515516,249.53741918603882,342335.0,0.9933333333333332,0.0,0.0
11,12,69291.71124908135,111667.07751349408,61487.603305785095,4825.274088439686,249.81290553162805,343702.0,0.9926666666666668,0.0,0.0
12,1,34893.680786351935,109953.39970474924,31735.53719008265,4871.821405014165,249.65442242714784,345006.0,0.992,0.0,0.0
13,2,131192.12864735935,170154.07480139626,65454.54545454541,5536.908096167104,254.39415401124646,346288.0,0.9913333333333332,0.0,0.0
14,3,9418.093775265259,112626.50418236585,61487.603305785095,5458.061088510731,249.90163453087638,347588.0,0.9906666666666668,0.0,0.0
15,4,56225.16900530124,108245.32633549195,55537.19008264461,5069.156769530677,249.49645762836326,348892.0,0.99,0.0,0.0
16,5,3706.8813384110213,99936.02154214882,6148.760330578512,5867.4258011756065,248.70939595306544,350199.0,0.9893333333333332,0.0,0.0
17,6,1978.4383288627375,91415.57697048482,5950.413223140496,4548.469677386288,247.854851351084,351483.0,0.9886666666666668,0.0,0.0
18,7,1739.9948990614469,82454.23494361888,6148.760330578512,4552.576595348894,246.88239324122088,352763.0,0.988,0.0,0.0
19,8,10194.37622933529,80164.2285373238,6148.760330578512,6335.622305051839,246.61301241469522,354057.0,0.9873333333333332,0.0,0.0
20,9,8992.829605369347,78748.623959292,5950.413223140496,4458.020960260647,246.44649029047082,355357.0,0.9866666666666668,0.0,0.0
21,10,95.78942572259464,69099.45920347045,3689.256198347107,6055.6979831970375,245.26186298189,356656.0,0.986,0.0,0.0
22,11,27244.084937982938,88115.04315476153,3570.2479338842977,4658.253052807567,247.50010781972927,357957.0,0.9853333333333334,0.0,0.0
23,12,33491.97870854323,108837.3924528288,7933.884297520661,4835.745112955277,249.55121265632374,359259.0,0.9846666666666668,0.0,0.0
24,1,86705.30957286706,129431.29693313096,61487.603305785095,4623.801786780125,251.33179200041351,360516.0,0.9840000000000001,0.0,0.0
25,2,20816.35911923764,109941.61247180738,35702.47933884298,4603.564241718267,249.6533323288456,361819.0,0.9833333333333334,0.0,0.0
26,3,15128.826490052652,108007.22539661797,11900.826446280991,5162.387118961053,249.47443775054268,363109.0,0.9826666666666668,0.0,0.0
27,4,92362.87312004654,135340.4309107007,59504.132231404925,5525.535374559185,251.80798943594974,364419.0,0.982,0.0,0.0
28,5,19108.357564892645,124061.95790520454,23801.652892561982,6585.1776778267895,250.89282201113065,365681.0,0.9813333333333334,0.0,0.0
29,6,3272.7298881682013,115654.62445488838,5950.413223140496,5729.650115343904,250.16855138308827,366951.0,0.9806666666666668,0.0,0.0
30,7,2230.7204018281645,107031.47280549491,6148.760330578512,4705.111720643133,249.3841989092292,368242.0,0.98,0.0,0.0
31,8,903.3990932119721,93926.68303988484,6148.760330578512,7859.428528243509,248.11417621234997,369481.0,0.9793333333333334,0.0,0.0
32,9,34520.707779240714,117154.23131678502,5950.413223140496,5342.7462792000315,250.29773874196977,370791.0,0.9786666666666668,0.0,0.0
33,10,58.98028717734761,108010.44600306876,3966.9421487603295,5235.823452133242,249.47473559632562,372074.0,0.978,0.0,0.0
34,11,7777.530513642649,108456.87330436858,1983.4710743801647,5347.632137962671,249.51602176124746,373375.0,0.9773333333333334,0.0,0.0
35,12,111198.71571123676,152730.40977983613,61487.603305785095,5437.575929984391,253.13562128569188,374686.0,0.9766666666666668,0.0,0.0
36,1,133597.29152084628,188145.43597064872,93223.14049586783,4959.1248341660885,255.6372159980101,375960.0,0.976,0.0,0.0
