index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31303,191866.669131758,234.381486959463,234.381486959463,NA,155.760179844358,segment1,64.8910191826012,166293.608860928,NA,80497.7186244182,segment1,36407.16220341,95206.611570248,NA,72959.2957440708,segment1,30874.732827833,4534.41815892183,NA,4628.84736545019,segment1,5789.34591290061,4.38950299198359,NA,0.91623639710975,segment1,-1.57956612136801
2,2,0.9985,3.31303,227924.175310904,314.509278468676,314.509278468676,NA,145.402453790392,segment1,64.8910191826011,198886.262747941,NA,73681.8855975353,segment1,36407.1622034099,158677.685950413,NA,66787.3913597278,segment1,30874.732827833,4151.07061838228,NA,4682.09595451069,segment1,5789.34591290059,6.67569739336517,NA,0.689051907819567,segment1,-1.57956612136801
3,3,0.997,3.32546,162136.189676338,168.313754836307,168.313754836307,NA,135.044727736426,segment1,64.8910191826011,6958.06617587278,NA,66866.0525706524,segment1,36407.1622034099,67438.0165289256,NA,60615.4869753849,segment1,30874.732827833,5308.03528151312,NA,4735.34454357119,segment1,5789.34591290059,2.3227262529285,NA,0.461867418529383,segment1,-1.57956612136801
4,4,0.9955,3.33837,110486.554105722,53.5367869016038,53.5367869016038,NA,125.722920941636,segment1,64.8910191826011,13139.1546913314,NA,60983.3923297226,segment1,36407.1622034099,59504.1322314049,NA,55351.4217409788,segment1,30874.732827833,5284.65803054318,NA,4791.50841761267,segment1,5789.34591290059,-1.79627077538871,NA,0.25033368593148,segment1,-1.57956612136801
5,5,0.994,3.35155,119415.125223745,73.3780560527665,73.3780560527665,NA,116.401114146846,segment1,64.8910191826011,19506.4107986905,NA,55100.7320887927,segment1,36407.1622034099,6148.76033057851,NA,50087.3565065728,segment1,30874.732827833,4429.07935008875,NA,4847.67229165416,segment1,5789.34591290059,-1.0074909352391,NA,0.0387999533335769,segment1,-1.57956612136801
6,6,0.9925,3.36437,108645.54127096,49.4456472687998,49.4456472687998,NA,107.51222229351,segment1,64.8910191826011,-497.510523563739,NA,49729.7404970452,segment1,36407.1622034099,5950.4132231405,NA,45384.5891065566,segment1,30874.732827833,4321.66020608081,NA,4896.58199845137,segment1,5789.34591290059,-1.96652998511425,NA,-0.177071704287407,segment1,-1.57956612136801
7,7,0.991,3.37721,116180.979739341,66.1910660874248,66.1910660874248,96.1699003775741,98.6233304401736,segment1,64.8910191826011,20991.6549292422,41693.4501318182,44358.7489052976,segment1,36407.1622034099,6148.76033057851,38588.4297520661,40681.8217065403,segment1,30874.732827833,7307.45613028243,4959.75609447518,4945.49170524857,segment1,5789.34591290059,-1.28610443320633,-0.372840184636781,-0.392943361908391,segment1,-1.57956612136801
8,8,0.9895,3.39073,114053.534161855,61.4634092485672,61.4634092485672,81.8242854351139,90.3173957383544,segment1,64.8910191826011,8530.02990453627,31441.9736050796,39629.3900700831,segment1,36407.1622034099,6148.76033057851,32885.9504132231,36163.306736647,segment1,30874.732827833,4508.71515144364,5011.54991596371,4992.94768091318,segment1,5789.34591290059,-1.46937851810344,-0.827775609589437,-0.59446478264487,segment1,-1.57956612136801
9,9,0.988,3.40325,102871.662507221,36.6148055716019,36.6148055716019,73.390995947995,82.0114610365352,segment1,64.8910191826011,-422.525290113371,30010.6077308395,34900.0312348685,segment1,36407.1622034099,5950.4132231405,28753.7190082645,31644.7917667537,segment1,30874.732827833,4808.93314138058,5051.86899177862,5040.40365657779,segment1,5789.34591290059,-2.50050564068985,-1.08954874637281,-0.795986203381349,segment1,-1.57956612136801
10,10,0.9865,3.41619,94675.3856768644,18.4008570596986,18.4008570596986,77.1507589683818,80.5551492467596,segment1,64.8910191826011,292.38715861936,35633.6695427623,35529.7219830432,segment1,36407.1622034099,3689.25619834711,28919.0082644628,30910.5964030566,segment1,30874.732827833,4799.40779062868,5022.76791912552,5102.01596789822,segment1,5789.34591290059,-3.31166544405067,-0.952221653540034,-0.814798646230056,segment1,-1.57956612136801
11,11,0.985,3.42912,97157.3884798517,23.9164188441148,23.9164188441148,80.9222966544343,79.0988374569839,segment1,64.8910191826011,11025.4846258614,36696.6774524739,36159.4127312178,segment1,36407.1622034099,3570.2479338843,29902.479338843,30176.4010393596,segment1,30874.732827833,4973.23388898983,5097.00615490741,5163.62827921864,segment1,5789.34591290059,-3.06582522980869,-0.81197015687902,-0.833611089078763,segment1,-1.57956612136801
12,12,0.9835,3.44207,140488.080662031,120.206845915626,120.206845915626,82.6820337037248,81.063482091875,segment1,64.8910191826011,109701.788984465,38627.1632605068,38354.7651827513,segment1,36407.1622034099,61487.6033057851,32621.4876033058,32425.5419808131,segment1,30874.732827833,4883.4934965002,5213.79398502036,5157.60249635529,segment1,5789.34591290059,0.709902623080495,-0.742448772666605,-0.802529999808233,segment1,-1.57956612136801
13,1,0.982,3.45547,132179.021316375,101.742269591944,101.742269591944,83.9828411011023,83.0281267267661,segment1,64.8910191826011,58126.7858969438,40067.2484328222,40550.1176342848,segment1,36407.1622034099,61487.6033057851,34357.0247933884,34674.6829222665,segment1,30874.732827833,4948.24193681551,5124.86031061402,5151.57671349194,segment1,5789.34591290059,0.0532219611874325,-0.690718424236489,-0.771448910537703,segment1,-1.57956612136801
14,2,0.9805,3.46863,132679.181747717,102.85373721715,102.85373721715,83.5249352305754,84.1376414324048,segment1,64.8910191826011,61017.6490702003,39186.3893145621,41456.2743844905,segment1,36407.1622034099,55537.1900826446,34357.0247933884,35812.4735622034,segment1,30874.732827833,4980.29855621336,5035.42216291087,5094.62565099474,segment1,5789.34591290059,0.0935282252975753,-0.709475271799163,-0.748938068401019,segment1,-1.57956612136801
15,3,0.979,3.48156,166301.656778641,177.570348396979,177.570348396979,83.2492828230258,85.2471561380436,segment1,64.8910191826011,110473.898871849,39262.943317949,42362.4311346962,segment1,36407.1622034099,71404.9586776859,34357.0247933884,36950.2642021404,segment1,30874.732827833,5446.46516323987,5029.962107958,5037.67458849754,segment1,5789.34591290059,2.6223401381952,-0.720822538682495,-0.726427226264336,segment1,-1.57956612136801
16,4,0.9775,3.49446,146926.527623597,134.514505830215,134.514505830215,84.7180575315709,85.8488166958343,segment1,64.8910191826011,44576.8054815032,40958.6119499944,42275.7596944562,segment1,36407.1622034099,59504.1322314049,35277.6859504132,37034.1924772735,segment1,30874.732827833,4447.8024051421,5019.97738073604,5009.74712813749,segment1,5789.34591290059,1.19996556733119,-0.657482265494079,-0.678228605575794,segment1,-1.57956612136801
17,5,0.976,3.50812,123707.758715236,82.9172415894141,82.9172415894141,87.1368352779199,86.4504772536251,segment1,64.8910191826011,13580.949841597,43575.5306167213,42189.0882542163,segment1,36407.1622034099,29752.0661157025,37454.5454545454,37118.1207524067,segment1,30874.732827833,7047.65263425514,5032.53517631895,4981.81966777744,segment1,5789.34591290059,-0.637691358094685,-0.553070444561993,-0.630029984887252,segment1,-1.57956612136801
18,6,0.9745,3.52071,123358.067911806,82.1401509151255,82.1401509151255,85.2990352506754,84.225124072937,segment1,64.8910191826011,51759.6098263193,41848.7977662969,40301.9976381524,segment1,36407.1622034099,47603.305785124,37636.3636363636,35963.7088965834,segment1,30874.732827833,4505.99484462516,5039.44414219348,4977.39707692074,segment1,5789.34591290059,-0.667816341160687,-0.616834124105928,-0.666369879242123,segment1,-1.57956612136801
19,7,0.973,3.53401,115517.172990171,64.7159399781571,64.7159399781571,80.2087940340951,81.9997708922489,segment1,64.8910191826011,3296.57871492874,37813.3318205314,38414.9070220886,segment1,36407.1622034099,6148.76033057851,35074.3801652893,34809.2970407602,segment1,30874.732827833,4988.71330598599,5029.56020270332,4972.97448606405,segment1,5789.34591290059,-1.34328971483711,-0.810961676166528,-0.702709773596994,segment1,-1.57956612136801
20,8,0.9715,3.54718,109771.957509336,51.9487944651915,51.9487944651915,76.1607931978674,77.9926205175914,segment1,64.8910191826011,5084.48728060832,36787.3277419637,37013.0797664977,segment1,36407.1622034099,6148.76033057851,33586.7768595041,33596.8575554799,segment1,30874.732827833,4680.94243086434,5022.15125876206,4994.36263550214,segment1,5789.34591290059,-1.86235757797684,-0.966123193682594,-0.830031050949691,segment1,-1.57956612136801
21,9,0.97,3.56025,104176.193158204,39.5137625737866,39.5137625737866,74.2259342075271,73.9854701429338,segment1,64.8910191826011,4860.31341509946,37730.4547227686,35611.2525109068,segment1,36407.1622034099,5950.4132231405,33586.7768595041,32384.4180701996,segment1,30874.732827833,4505.66454309115,5014.36440891769,5015.75078494024,segment1,5789.34591290059,-2.37986098601644,-1.03919436125064,-0.957352328302388,segment1,-1.57956612136801
22,10,0.9685,3.57359,109233.621878168,50.7524930625959,50.7524930625959,70.6470136798918,69.3360258709553,segment1,64.8910191826011,35705.5956224973,37005.090138151,34819.1123786661,segment1,36407.1622034099,25785.1239669422,33586.7768595041,31738.7203702983,segment1,30874.732827833,4863.04293559092,5028.82751608283,5022.40913423774,segment1,5789.34591290059,-1.9121435422021,-1.17188676292853,-1.15663809380849,segment1,-1.57956612136801
23,11,0.967,3.58664,108721.951939117,49.6154487535939,49.6154487535939,65.0887465252858,64.6865815989767,segment1,64.8910191826011,38418.3241634294,35060.6437592108,34026.9722464255,segment1,36407.1622034099,33719.0082644628,32603.305785124,31093.0226703969,segment1,30874.732827833,5210.98583801755,4958.55819365955,5029.06748353524,segment1,5789.34591290059,-1.95946342928718,-1.3852787959798,-1.3559238593146,segment1,-1.57956612136801
24,12,0.9655,3.5995,109075.276908525,50.4006153522768,50.4006153522768,60.9360123210323,60.2231161475482,segment1,64.8910191826011,40867.3610367113,32922.096304233,33554.5254263256,segment1,36407.1622034099,35702.479338843,29884.2975206612,30613.7639919252,segment1,30874.732827833,4811.55672846112,4906.52917548602,5018.50105183951,segment1,5789.34591290059,-1.92678748649547,-1.55375813205024,-1.5827242770419,segment1,-1.57956612136801
25,1,0.964,3.61226,108617.219930815,49.3827109573664,49.3827109573664,56.5744208852421,55.7596506961198,segment1,64.8910191826011,30110.0311463232,31141.8138952502,33082.0786062257,segment1,36407.1622034099,25785.1239669422,28148.7603305785,30134.5053134534,segment1,30874.732827833,4782.9641570907,4955.7697107773,5007.93462014378,segment1,5789.34591290059,-1.969149178691,-1.73648658782842,-1.8095246947692,segment1,-1.57956612136801
26,2,0.9625,3.62528,112522.574102019,58.0612757822644,58.0612757822644,51.7582576439652,50.6971202946079,segment1,64.8910191826011,64410.3059351965,30962.8198823734,32160.0634849188,segment1,36407.1622034099,55537.1900826446,28148.7603305785,29403.2486177358,segment1,30874.732827833,4967.76168134803,4981.33301036952,4995.94613685452,segment1,5789.34591290059,-1.60797705520957,-1.95000236095854,-2.0610314108481,segment1,-1.57956612136801
27,3,0.961,3.63826,165561.787328663,175.926194063697,175.926194063697,46.377162852617,45.6345898930961,segment1,64.8910191826011,129716.289546171,30737.910519642,31238.048363612,segment1,36407.1622034099,71404.9586776859,28148.7603305785,28671.9919220182,segment1,30874.732827833,5272.11764184037,5010.64284517023,4983.95765356527,segment1,5789.34591290059,2.57013739706929,-2.20303094558382,-2.31253812692701,segment1,-1.57956612136801
