index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31597,127297.454370426,90.8943430453903,90.8943430453903,NA,18.6544550700181,segment1,62.1075364399098,68484.0367661635,NA,24030.981998646,segment1,40500.3229094559,61487.6033057851,NA,24832.6423505778,segment1,34866.6520366053,5013.06908995308,NA,5080.70329669541,segment1,5872.77952995295,-0.34016726807755,NA,-3.48393845453099,segment1,-1.60063405967098
2,2,0.9995,3.31597,133097.986957774,103.78441546172,103.78441546172,NA,23.8266415367255,segment1,62.10753643991,66726.7034136346,NA,25435.3723961657,segment1,40500.3229094557,55537.1900826446,NA,24974.5423625461,segment1,34866.6520366053,5388.98074364168,NA,5085.93621243356,segment1,5872.77952995292,0.127278342958675,NA,-3.25440933075986,segment1,-1.60063405967098
3,3,0.999,3.32877,118674.28852107,71.7317522690455,71.7317522690455,NA,28.9988280034328,segment1,62.10753643991,51704.4920862893,NA,26839.7627936855,segment1,40500.3229094557,61487.6033057851,NA,25116.4423745143,segment1,34866.6520366053,4640.58721720819,NA,5091.16912817171,segment1,5872.77952995292,-1.0713121535949,NA,-3.02488020698873,segment1,-1.60063405967098
4,4,0.9985,3.34181,108536.025025856,49.202277835235,49.202277835235,NA,34.7809723912153,segment1,62.10753643991,2550.8641917297,NA,28618.2320994073,segment1,40500.3229094557,7933.88429752066,NA,25700.6227286762,segment1,34866.6520366053,4755.24338942377,NA,5103.81448835838,segment1,5872.77952995292,-1.97665818682552,NA,-2.779927142228,segment1,-1.60063405967098
5,5,0.998,3.35488,99533.0563137059,29.1956806971243,29.1956806971243,NA,40.5631167789978,segment1,62.10753643991,2455.69598347353,NA,30396.7014051291,segment1,40500.3229094557,6148.76033057851,NA,26284.8030828381,segment1,34866.6520366053,5309.90436504484,NA,5116.45984854506,segment1,5872.77952995292,-2.83051740157433,NA,-2.53497407746727,segment1,-1.60063405967098
6,6,0.9975,3.36858,97135.2723728083,23.867271939574,23.867271939574,NA,46.76170880195,segment1,62.10753643991,9007.75628682892,NA,32386.7925336147,segment1,40500.3229094557,5950.4132231405,NA,27173.3227465374,segment1,34866.6520366053,5455.12700458604,NA,5125.84214858443,segment1,5872.77952995292,-3.06801581093416,NA,-2.28470274331056,segment1,-1.60063405967098
7,7,0.997,3.38128,87657.2289324397,2.8049531831993,2.8049531831993,49.1065218726743,52.9603008249023,segment1,62.10753643991,1664.58603676997,33505.8091132235,34376.8836621003,segment1,40500.3229094557,6148.76033057851,26049.5867768595,28061.8424102367,segment1,34866.6520366053,4993.86914656007,5159.61314714946,5135.22444862381,segment1,5872.77952995292,-4.04909835205936,-2.10804730653701,-2.03443140915385,segment1,-1.60063405967098
8,8,0.9965,3.39461,88319.880806945,4.27751290432226,4.27751290432226,57.702243287591,59.3893711472041,segment1,62.10753643991,12993.884718661,36544.4819843706,36481.1780602244,segment1,40500.3229094557,6148.76033057851,27537.1900826446,29180.9990705164,segment1,34866.6520366053,6182.47251357711,5139.21726501354,5140.29974161767,segment1,5872.77952995292,-3.97787609555618,-1.82037809125351,-1.78205177155466,segment1,-1.60063405967098
9,9,0.996,3.40731,79113.5896225089,-16.1809119499803,-16.1809119499803,67.7818239211167,65.8184414695059,segment1,62.10753643991,1281.65393992678,38938.0053225777,38585.4724583486,segment1,40500.3229094557,5950.4132231405,29272.7272727273,30300.155730796,segment1,34866.6520366053,4537.53190122247,5129.46676476391,5145.37503461154,segment1,5872.77952995292,-5.01057762351383,-1.48133345005757,-1.52967213395547,segment1,-1.60063405967098
10,10,0.9955,3.42002,107685.128308431,47.3113962409588,47.3113962409588,76.3858383273069,73.4054598593838,segment1,62.10753643991,51746.071667928,41764.0845416158,41574.738265482,segment1,40500.3229094557,17851.2396694215,32743.8016528926,33095.0509390783,segment1,34866.6520366053,5323.29331258381,5148.47640593776,5172.72725291747,segment1,5872.77952995292,-2.05535019805495,-1.18093120277226,-1.24497760711536,segment1,-1.60063405967098
