index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31476,50.9047178350303,36481.2044773933,NA,32000.5902558759,segment1,33301.0225859319,50.9047178350303,NA,36.9783673875662,segment1,65.3010486692733,47603.305785124,NA,30925.519181954,segment1,30627.2823738187,4889.86566650577,NA,5185.13478692685,segment1,5920.50738051874,-1.90580846890191,NA,-2.51372260693001,segment1,-1.44120942551725
2,2,0.999833333333333,3.31476,52.0335404868995,46530.5832884531,NA,31444.8476854014,segment1,33301.0225859321,52.0335404868995,NA,40.0821699645526,segment1,65.3010486692728,41652.8925619835,NA,29857.8939049416,segment1,30627.2823738185,4369.72053312859,NA,5177.18608950943,segment1,5920.50738051872,-1.85883073900814,NA,-2.39045665785171,segment1,-1.44120942551725
3,3,0.999666666666667,3.3281,48.8943239991422,53647.2982340376,NA,30889.1051149269,segment1,33301.0225859321,48.8943239991422,NA,43.1859725415389,segment1,65.3010486692728,49586.7768595041,NA,28790.2686279291,segment1,30627.2823738185,5473.16879402437,NA,5169.237392092,segment1,5920.50738051872,-1.98947417001634,NA,-2.2671907087734,segment1,-1.44120942551725
4,4,0.9995,3.34118,116.086978383429,94328.975150858,NA,30249.2800691002,segment1,33301.0225859321,116.086978383429,NA,45.3777102190828,segment1,65.3010486692728,59504.1322314049,NA,27705.5198859848,segment1,30627.2823738185,4588.14844652406,NA,5163.91488489108,segment1,5920.50738051872,0.568789790877076,NA,-2.17957486162225,segment1,-1.44120942551725
5,5,0.999333333333333,3.35397,84.2479313551285,20056.1630715218,NA,29609.4550232734,segment1,33301.0225859321,84.2479313551285,NA,47.5694478966266,segment1,65.3010486692728,29752.0661157025,NA,26620.7711440406,segment1,30627.2823738185,4631.66811855483,NA,5158.59237769016,segment1,5920.50738051872,-0.58610534891389,NA,-2.09195901447111,segment1,-1.44120942551725
6,6,0.999166666666667,3.36694,58.9518555925788,2649.65126074431,NA,29070.4833260854,segment1,33301.0225859321,58.9518555925788,NA,49.3210203080078,segment1,65.3010486692728,5950.4132231405,NA,25571.9575250602,segment1,30627.2823738185,8082.4721307512,NA,5154.10448967443,segment1,5920.50738051872,-1.57091417583831,NA,-2.02257575924833,segment1,-1.44120942551725
7,7,0.999,3.38002,69.1344037900471,16257.1724596728,32085.6935751198,28531.5116288974,segment1,33301.0225859321,69.1344037900471,56.247162767162,51.072592719389,segment1,65.3010486692728,6148.76033057851,26505.7851239669,24523.1439060799,segment1,30627.2823738185,5526.26544023354,5129.65677209124,5149.6166016587,segment1,5920.50738051872,-1.17200192061324,-1.75141093104821,-1.95319250402556,segment1,-1.44120942551725
8,8,0.998833333333333,3.39312,46.812957914315,1086.93358641364,29675.7202698368,27767.1484072937,segment1,33301.0225859321,46.812957914315,56.1255318539101,52.7596641185075,segment1,65.3010486692728,6148.76033057851,24604.9586776859,23415.6030201925,segment1,30627.2823738185,4982.82389991452,5125.49550311429,5149.24765586623,segment1,5920.50738051872,-2.07609349288433,-1.75647279278532,-1.88634445410395,segment1,-1.44120942551725
9,9,0.998666666666667,3.4061,23.4307398989441,-0.415311422982388,26849.9855270641,27002.7851856901,segment1,33301.0225859321,23.4307398989441,56.0888467058272,54.4467355176259,segment1,65.3010486692728,5950.4132231405,21712.3966942149,22308.0621343051,segment1,30627.2823738185,4571.16957235345,5154.0971494866,5148.87871007376,segment1,5920.50738051872,-3.08747296409226,-1.75799950291546,-1.81949640418234,segment1,-1.44120942551725
10,10,0.9985,3.41877,6.13427692179914,1069.23509785189,24834.4767272054,24900.9803528391,segment1,33301.0225859321,6.13427692179914,54.2583018163006,52.4320533979764,segment1,65.3010486692728,3689.25619834711,20472.7272727273,20899.6236927591,segment1,30627.2823738185,5163.38723922001,5185.49465476511,5151.37502361444,segment1,5920.50738051872,-3.88807130107375,-1.82562953216728,-1.89530555248098,segment1,-1.44120942551725
