index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,56951.18911674428,116096.52983075105,61487.603305785095,4681.145980208357,250.20662041960296,331218.0,1.0
1,2,34406.18951014493,110391.12180196242,35702.47933884298,4409.118200090631,249.69490352371795,331218.0,0.9988333333333334
2,3,54749.62067091358,109105.57295362462,51570.247933884275,4464.921585367211,249.57601433030842,332504.0,0.9976666666666668
3,4,4912.360131321974,105812.6952338869,3570.2479338842977,4634.989917175409,249.27148480846085,333798.0,0.9965
4,5,9241.31242209885,103655.19915777232,6148.760330578512,5250.048167634908,249.07195682583668,335143.0,0.9953333333333332
5,6,1852.1716520675477,95319.67251758413,5950.413223140496,4237.2850691152535,248.25215060594138,336441.0,0.9941666666666666
6,7,-950.7892113675086,82428.67349208113,6148.760330578512,5791.449483556978,246.8793863653783,337732.0,0.993
7,8,5086.5644936929575,75499.59035182805,6148.760330578512,5866.887303367518,246.0642960065672,339037.0,0.9918333333333332
8,9,78613.70148154117,125827.08782756125,23801.652892561982,4484.551113246028,251.04134078713523,340334.0,0.9906666666666668
9,10,61054.89343266166,120462.01603033644,61487.603305785095,4932.361924101594,250.5826960742881,341633.0,0.9895
10,11,14649.308772653681,107753.44640835306,21818.181818181823,5539.696576455199,249.45096794676343,342937.0,0.9883333333333332
11,12,115882.94589096586,157426.80738537462,61487.603305785095,4721.981608159507,253.47869949487725,344238.0,0.9871666666666666
12,1,37336.250886339934,128766.15997609565,61487.603305785095,4509.294989834076,251.27819082731048,345544.0,0.986
13,2,174530.16739509715,203365.762083922,95206.61157024797,4723.953717023104,256.63963759542906,346812.0,0.9848333333333332
14,3,7957.1730332168945,144651.10660951506,61487.603305785095,5184.225201839005,252.5267717011353,348139.0,0.9836666666666668
15,4,22650.42315084484,108818.83896184688,53553.719008264445,4928.971790248674,249.54949680586762,349333.0,0.9825
16,5,13398.029455758755,109560.74509194332,6148.760330578512,6507.362995083797,249.6181092288859,350661.0,0.9813333333333334
17,6,589.5026810754465,98858.81445212424,5950.413223140496,5341.020097754042,248.60269952972703,351935.0,0.9801666666666666
18,7,10090.745320136288,95583.12887391768,6148.760330578512,7217.670567764358,248.27824572839916,353205.0,0.9790000000000001
19,8,10076.0214786321,94468.2875128995,6148.760330578512,5042.102509071764,248.16782166332212,354528.0,0.9778333333333332
20,9,8503.480051328548,92106.22934575561,5950.413223140496,4915.124995331935,247.92908311970717,355796.0,0.9766666666666668
21,10,92.09796733355957,82163.51432898628,3689.256198347107,6345.556785755782,246.84819483931142,357055.0,0.9755
22,11,24255.700114927375,97884.6974515482,3570.2479338842977,4964.26905848116,248.50621408989184,358312.0,0.9743333333333334
23,12,53331.36212612374,108563.84451484321,37685.950413223145,4966.264649605634,249.52591459491757,359565.0,0.9731666666666666
24,1,47855.557389909554,110008.89645471057,41652.89256198347,4757.61288805882,249.6595548372062,360818.0,0.972
25,2,21393.107040583844,108806.32512843523,17851.23966942149,4744.438697437628,249.54833951062938,362121.0,0.9708333333333332
26,3,8561.833171343262,107480.51416564756,3966.9421487603295,5920.701985370601,249.42572682564017,363441.0,0.9696666666666668
27,4,12384.275079851282,109297.07901169734,5950.413223140496,4617.297010660995,249.59372505425853,364768.0,0.9685
28,5,69464.53926607718,125635.34633145266,47603.305785123965,5522.966161197916,251.0258889782781,366042.0,0.9673333333333334
29,6,10755.43040957822,125572.53278350232,5950.413223140496,4867.8307343880215,251.02082704355732,367336.0,0.9661666666666666
30,7,14743.464824163033,122014.54012841385,11900.826446280991,6400.631032970548,250.7164421199529,368640.0,0.965
31,8,1387.3309190386212,109611.02110035387,6148.760330578512,7642.089616520049,249.6227588181221,369904.0,0.9638333333333332
32,9,2164.5022366015837,101145.51386921154,5950.413223140496,4679.596244603424,248.8291951138284,371168.0,0.9626666666666668
33,10,96410.08465910895,129194.2207942954,61487.603305785095,6873.774428240279,251.31268682361957,372428.0,0.9615
34,11,81233.06716683754,146038.79018761663,59504.132231404925,4884.365542111671,252.63239535603716,373706.0,0.9603333333333334
35,12,12149.33838786021,109228.91501271114,43636.36363636363,5322.849926402161,249.5874211608907,374984.0,0.9591666666666668
36,1,14844.110946313403,108696.2654624578,9917.355371900827,5459.4051246658755,249.53816105266415,376284.0,0.958
37,2,50989.657181478055,106529.74473124751,45619.8347107438,7536.343201944627,249.33779845845257,377544.0,0.9568333333333332
38,3,30948.336460387673,108652.89595128172,23801.652892561993,5023.532347791501,249.5341501850811,378818.0,0.9556666666666668
39,4,1682.5219310009945,101502.80580667734,3570.2479338842977,5262.364141721077,248.86458456880717,380111.0,0.9545
40,5,705.9101090498763,90273.41141488252,6148.760330578512,5786.544170266165,247.73209065078274,381425.0,0.9533333333333334
41,6,9071.042127243001,88226.79492413456,5950.413223140496,5167.245394850462,247.5121189729293,382686.0,0.9521666666666668
42,7,-202.23400018946643,75738.89938743951,6148.760330578512,6136.901205927109,246.09244669891063,383954.0,0.951
43,8,5009.114149211869,69555.83479840896,6148.760330578512,5043.418407663871,245.3202603708777,385214.0,0.9498333333333332
44,9,2210.277587004158,60480.31915379604,5950.413223140496,5335.380008476582,244.07932751839138,386495.0,0.9486666666666668
45,10,2325.482001325411,53687.67121932255,3689.256198347107,5428.873737451798,243.0407751069669,387800.0,0.9475
46,11,41277.793024701765,86461.84121729346,3570.2479338842977,4933.375092846567,247.32242059515198,389147.0,0.9463333333333334
47,12,63120.10773562276,107663.19781176967,35702.47933884298,6216.27180230363,249.44262164170624,390480.0,0.9451666666666668
48,1,37502.529302771385,107958.17838480699,31735.53719008265,5472.011539651431,249.469901820476,391807.0,0.944
49,2,141142.87002342063,174991.5279217207,69421.48760330575,4688.0328832012765,254.73546870258386,393090.0,0.9428333333333332
50,3,7186.844601535488,114933.91957950385,61487.603305785095,5756.849637967448,250.1064644710117,394385.0,0.9416666666666668
