index,dates,shiftFactor,population,storage_asis,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.31147,124.824470297875,83562.9469024893,NA,8010.42190201304,segment1,37361.0678510504,124.824470297875,NA,18.8565611955984,segment1,63.6969586044437,61487.6033057851,NA,10006.8349979263,segment1,30764.9222866104,4823.42196266054,NA,4564.98965315282,segment1,5679.55498956448,0.868064517738162,NA,-3.32047302444737,segment1,-1.53747343872334
2,2,0.999833333333333,3.31147,50.6179743515487,4773.4211912372,NA,10943.2957309299,segment1,37361.0678510501,50.6179743515487,NA,24.9510309631386,segment1,63.6969586044435,33719.0082644628,NA,11635.2851006769,segment1,30764.9222866104,4447.33610262148,NA,4621.2780987665,segment1,5679.55498956448,-1.91774174991241,NA,-3.06262335115636,segment1,-1.53747343872333
3,3,0.999666666666667,3.32461,50.1161735088316,28502.1573851005,NA,13876.1695598468,segment1,37361.0678510501,50.1161735088316,NA,31.0455007306789,segment1,63.6969586044435,23801.652892562,NA,13263.7352034275,segment1,30764.9222866104,4926.31487176121,NA,4677.56654438018,segment1,5679.55498956448,-1.93862498113617,NA,-2.80477367786535,segment1,-1.53747343872333
4,4,0.9995,3.33777,42.3767698090303,4861.76889912417,NA,16619.2848792059,segment1,37361.0678510501,42.3767698090303,NA,36.8902056109042,segment1,63.6969586044435,3570.2479338843,NA,14882.01544791,segment1,30764.9222866104,4774.25263015045,NA,4739.19263499396,segment1,5679.55498956448,-2.26071243743053,NA,-2.56129328989131,segment1,-1.53747343872333
5,5,0.999333333333333,3.35081,35.064316836893,7487.39184848168,NA,19362.4001985649,segment1,37361.0678510501,35.064316836893,NA,42.7349104911295,segment1,63.6969586044435,6148.76033057851,NA,16500.2956923924,segment1,30764.9222866104,4629.23535536495,NA,4800.81872560774,segment1,5679.55498956448,-2.56893991911633,NA,-2.31781290191727,segment1,-1.53747343872333
6,6,0.999166666666667,3.36351,35.3896240731201,10933.625359636,NA,21983.8251728425,segment1,37361.0678510501,35.3896240731201,NA,48.2638252747252,segment1,63.6969586044435,5950.4132231405,NA,18040.2113368075,segment1,30764.9222866104,4836.82388019339,NA,4858.22847503459,segment1,5679.55498956448,-2.5544402899263,NA,-2.09358253594884,segment1,-1.53747343872333
7,7,0.999,3.37684,14.7223358380689,1564.76755098059,21514.1799715146,24605.2501471201,segment1,37361.0678510501,14.7223358380689,50.6890936888042,53.7927400583209,segment1,63.6969586044435,6148.76033057851,18694.2148760331,19580.1269812226,segment1,30764.9222866104,4716.28692617509,4971.89830054621,4915.63822446144,segment1,5679.55498956448,-3.47562488835868,-1.93720391235302,-1.86935216998041,segment1,-1.53747343872333
8,8,0.998833333333333,3.38942,61.1540096022299,31789.864031977,24150.8791441382,27482.6172732738,segment1,37361.0678510501,61.1540096022299,53.5417475840742,59.6686755302383,segment1,63.6969586044435,6148.76033057851,17867.7685950413,21309.1941778724,segment1,30764.9222866104,4746.85050752599,4999.41629622541,4963.48633960879,segment1,5679.55498956448,-1.48137281865925,-1.84405649379391,-1.63727854964813,segment1,-1.53747343872333
9,9,0.998666666666667,3.40179,60.7040443924908,10347.4025118269,32345.1289908501,30359.9843994275,segment1,37361.0678510501,60.7040443924908,66.1063881404207,65.5446110021557,segment1,63.6969586044435,5950.4132231405,21669.4214876033,23038.2613745222,segment1,30764.9222866104,4599.473633069,5021.61925289093,5011.33445475614,segment1,5679.55498956448,-1.49881633557712,-1.40259538636052,-1.40520492931585,segment1,-1.53747343872333
10,10,0.9985,3.41491,47.7091066863618,16670.0866537766,35377.1454168968,33058.7931079782,segment1,37361.0678510501,47.7091066863618,74.7266505242405,72.2030726515868,segment1,63.6969586044435,15867.7685950413,26479.3388429752,25581.2933313172,segment1,30764.9222866104,6650.04002649324,5018.68850120278,5062.32771253272,segment1,5679.55498956448,-2.03879885241255,-1.09151063118001,-1.15195790685208,segment1,-1.53747343872333
11,11,0.998333333333333,3.42743,75.8685694144489,77488.6248085924,36192.7439314766,35757.6018165289,segment1,37361.0678510501,75.8685694144489,78.8555168531732,78.8615343010179,segment1,63.6969586044435,59504.1322314049,29297.520661157,28124.3252881122,segment1,30764.9222866104,5312.73434954854,5037.23342229991,5113.3209703093,segment1,5679.55498956448,-0.910942777696278,-0.926756533434566,-0.898710884388312,segment1,-1.53747343872333
12,12,0.998166666666667,3.44039,47.7263631796167,14327.0313440415,36309.0675967195,36059.7815803678,segment1,37361.0678510501,47.7263631796167,82.1367198353121,81.5715697300978,segment1,63.6969586044435,21818.1818181818,29785.1239669421,29278.2691500662,segment1,30764.9222866104,5172.84233153417,5047.40228781492,5142.05319149245,segment1,5679.55498956448,-2.03808069630747,-0.793287865694028,-0.808632950139624,segment1,-1.53747343872333
13,1,0.998,3.45306,48.8152028481448,15285.089244312,36225.4720833841,36361.9613442068,segment1,37361.0678510501,48.8152028481448,85.1153069195516,84.2816051591777,segment1,63.6969586044435,9917.35537190083,29785.1239669421,30432.2130120203,segment1,30764.9222866104,4877.75602157356,5099.98392853425,5170.7854126756,segment1,5679.55498956448,-1.99276692114441,-0.66706564730502,-0.718555015890936,segment1,-1.53747343872333
14,2,0.997833333333333,3.46573,195.090935287759,136332.058992381,35089.596115924,35377.7639151871,segment1,37361.0678510501,195.090935287759,85.3581394872244,83.4634271980742,segment1,63.6969586044435,65454.5454545454,29785.1239669421,30142.6577143511,segment1,30764.9222866104,5053.4339400091,5195.19749352919,5164.30233169669,segment1,5679.55498956448,3.17862773438873,-0.65561136627326,-0.765430213577993,segment1,-1.53747343872333
15,3,0.997666666666667,3.47901,207.194585924937,93605.5159050429,33305.4742824483,34393.5664861674,segment1,37361.0678510501,207.194585924937,81.5635474774216,82.6452492369707,segment1,63.6969586044435,83305.785123967,29785.1239669421,29853.1024166818,segment1,30764.9222866104,4853.08799434625,5227.91671991746,5157.81925071779,segment1,5679.55498956448,3.56007211296418,-0.819861916063568,-0.81230541126505,segment1,-1.53747343872333
16,4,0.9975,3.49199,92.1846546046006,12526.8046043031,33753.9979404708,33291.8572358417,segment1,37361.0678510501,92.1846546046006,79.2233142328587,81.1644008474807,segment1,63.6969586044435,59504.1322314049,29619.8347107438,28779.2699580138,segment1,30764.9222866104,4777.14146704975,5187.26818978031,5118.96554754171,segment1,5679.55498956448,-0.293375407198823,-0.922267556711731,-0.870891945379515,segment1,-1.53747343872333
17,5,0.997333333333333,3.50491,84.3492239357074,19396.7204932163,31565.7245237017,32190.1479855161,segment1,37361.0678510501,84.3492239357074,77.7215109452518,79.6835524579906,segment1,63.6969586044435,17851.2396694215,27123.9669421488,27705.4374993459,segment1,30764.9222866104,5071.42462479674,5117.56906097606,5080.11184436563,segment1,5679.55498956448,-0.582178603457265,-0.982932285180636,-0.929478479493979,segment1,-1.53747343872333
18,6,0.997166666666667,3.51788,64.8535885456377,1816.06468073095,28386.3501858135,32256.6528467114,segment1,37361.0678510501,64.8535885456377,76.1039013465279,80.3897024391404,segment1,63.6969586044435,5950.4132231405,24038.0165289256,27152.8454174028,segment1,30764.9222866104,4638.68738312178,5076.25797631373,5071.3508865434,segment1,5679.55498956448,-1.33795357981248,-1.04841647540878,-0.894548313944156,segment1,-1.53747343872333
19,7,0.997,3.53083,56.7444613873006,8676.03590983746,33622.0836656918,32323.1577079066,segment1,37361.0678510501,56.7444613873006,81.7539396780213,81.0958524202901,segment1,63.6969586044435,6148.76033057851,26009.9173553719,26600.2533354597,segment1,30764.9222866104,6176.38280051065,5069.64906114792,5062.58992872118,segment1,5679.55498956448,-1.66277835713632,-0.848736474145742,-0.859618148394333,segment1,-1.53747343872333
20,8,0.996833333333333,3.54385,24.959865677145,-2582.42754592233,38347.2624367795,33007.0647486471,segment1,37361.0678510501,24.959865677145,89.5645831547063,82.9512399081041,segment1,63.6969586044435,6148.76033057851,29728.9256198347,27229.1884651872,segment1,30764.9222866104,5571.88019306915,5103.54725243665,5106.46290346874,segment1,5679.55498956448,-3.01931660511937,-0.581035812669221,-0.7911221630187,segment1,-1.53747343872333
21,9,0.996666666666667,3.55654,5.82798008230874,1900.77008630835,35274.1877086604,33690.9717893876,segment1,37361.0678510501,5.82798008230874,89.8888472556361,84.8066273959182,segment1,63.6969586044435,5950.4132231405,29976.8595041322,27858.1235949147,segment1,30764.9222866104,4559.70538084419,5151.40935910984,5150.33587821631,segment1,5679.55498956448,-3.90288574408439,-0.573164233883268,-0.722626177643066,segment1,-1.53747343872333
22,10,0.9965,3.56934,46.4195731270348,35881.2868718343,32935.7738257196,35787.3212533027,segment1,37361.0678510501,46.4195731270348,86.6026244274171,85.6597524018029,segment1,63.6969586044435,11900.826446281,29233.0578512397,30037.863860999,segment1,30764.9222866104,5714.24355542659,5181.51624717856,5186.95763057239,segment1,5679.55498956448,-2.09246481946118,-0.689256741497741,-0.702627620055235,segment1,-1.53747343872333
23,11,0.996333333333333,3.58257,41.114824071211,5758.86258807665,36971.0316172772,37883.6707172178,segment1,37361.0678510501,41.114824071211,84.906703100112,86.5128774076877,segment1,63.6969586044435,3570.2479338843,32538.8429752066,32217.6041270833,segment1,30764.9222866104,4575.75172931307,5195.35323935801,5223.57938292848,segment1,5679.55498956448,-2.31323029390137,-0.755221441957918,-0.682629062467404,segment1,-1.53747343872333
24,12,0.996166666666667,3.59505,43.6574781534801,9751.80945524182,43552.6154912362,41502.9389542399,segment1,37361.0678510501,43.6574781534801,85.5298918438973,88.2078222620156,segment1,63.6969586044435,3689.25619834711,38076.0330578512,35632.3373545055,segment1,30764.9222866104,4918.35891987362,5196.1474986816,5220.61546609153,segment1,5679.55498956448,-2.2074137455779,-0.731062677769133,-0.63123971037476,segment1,-1.53747343872333
25,1,0.996,3.60791,188.485007830123,145517.91465019,46246.6462546784,45122.207191262,segment1,37361.0678510501,188.485007830123,87.2481662867695,89.9027671163436,segment1,63.6969586044435,75371.9008264463,40299.173553719,39047.0705819277,segment1,30764.9222866104,4973.62546925483,5174.24920166696,5217.65154925459,segment1,5679.55498956448,2.96888615843898,-0.664015444621934,-0.579850358282116,segment1,-1.53747343872333
26,2,0.995833333333333,3.62119,242.87657374622,119503.524092608,47587.8326370191,47432.3073094019,segment1,37361.0678510501,242.87657374622,90.3671056529235,92.3686381454235,segment1,63.6969586044435,89256.1983471075,41026.4462809917,41244.2793265527,segment1,30764.9222866104,5771.12108325736,5157.86364125818,5192.20848971704,segment1,5679.55498956448,4.64179053024185,-0.537051674465838,-0.486027146315486,segment1,-1.53747343872333
27,3,0.995666666666667,3.63366,167.191285888789,36680.2573299556,48800.0060693749,49742.4074275417,segment1,37361.0678510501,167.191285888789,94.4901608933477,94.8345091745034,segment1,63.6969586044435,65454.5454545454,41761.9834710744,43441.4880711777,segment1,30764.9222866104,5284.09141125455,5182.64774010963,5166.76543017949,segment1,5679.55498956448,2.28582720797391,-0.360785432421035,-0.392203934348857,segment1,-1.53747343872333
28,4,0.9955,3.6466,53.3186067634932,13330.1299888122,47453.6294485449,49768.086003841,segment1,37361.0678510501,53.3186067634932,96.4238148511384,95.840873657055,segment1,63.6969586044435,59504.1322314049,41419.8347107438,43993.1147508412,segment1,30764.9222866104,5068.7033637906,5163.65045679532,5146.30292099785,segment1,5679.55498956448,-1.8053506849559,-0.27526596768737,-0.334375019439701,segment1,-1.53747343872333
29,5,0.995333333333333,3.65927,82.5131599214915,115439.58210609,46199.1965852861,49793.7645801403,segment1,37361.0678510501,82.5131599214915,96.3942497153489,96.8472381396066,segment1,63.6969586044435,97190.0826446281,41077.6859504132,44544.7414305047,segment1,30764.9222866104,5111.95054036276,5134.81494597819,5125.84041181621,segment1,5679.55498956448,-0.653356136744435,-0.276496367308686,-0.276546104530545,segment1,-1.53747343872333
30,6,0.995166666666667,3.67223,81.6461824107014,63731.2160428715,49167.7559684992,49202.1638573245,segment1,37361.0678510501,81.6461824107014,97.5600435002911,95.3625213894545,segment1,63.6969586044435,59504.132231405,43485.9504132231,44504.4523029301,segment1,30764.9222866104,4617.22369132202,5157.19835205211,5114.51535208444,segment1,5679.55498956448,-0.686965705994481,-0.229143082197779,-0.301742235292753,segment1,-1.53747343872333
31,7,0.995,3.68459,81.1904541511708,11417.6228703106,51425.2645154505,48610.5631345086,segment1,37361.0678510501,81.1904541511708,98.5327514757574,93.8778046393025,segment1,63.6969586044435,5950.4132231405,45811.5702479339,44464.1631753555,segment1,30764.9222866104,5672.28736395894,5175.97567855692,5103.19029235266,segment1,5679.55498956448,-0.704632635421518,-0.188507201773078,-0.326938366054962,segment1,-1.53747343872333
32,8,0.994833333333333,3.69728,75.368417700969,26864.4586697813,46102.5645416778,47065.0534799295,segment1,37361.0678510501,75.368417700969,91.0981425603183,90.8683067206983,segment1,63.6969586044435,23801.652892562,44323.9669421487,43137.7355117157,segment1,30764.9222866104,5682.7221798101,5124.17161147678,5105.15780853945,segment1,5679.55498956448,-0.930331843087885,-0.437384274479695,-0.417935514410852,segment1,-1.53747343872333
33,9,0.994666666666667,3.71077,54.3727538286665,1546.04624714248,44972.5046065718,45519.5438253503,segment1,37361.0678510501,54.3727538286665,84.0459467656284,87.858808802094,segment1,63.6969586044435,5950.4132231405,43084.2975206611,41811.3078480759,segment1,30764.9222866104,5043.68176653815,5061.69519352118,5107.12532472623,segment1,5679.55498956448,-1.76148069704058,-0.673840224540155,-0.508932662766743,segment1,-1.53747343872333
34,10,0.9945,3.72357,44.282494367654,3922.97181108047,48116.913060453,43191.7082459624,segment1,37361.0678510501,44.282494367654,84.08388383046,84.9185572326954,segment1,63.6969586044435,3689.25619834711,43001.652892562,39441.7480950034,segment1,30764.9222866104,4774.33237018901,5098.18848871691,5139.5224767945,segment1,5679.55498956448,-2.18140271289704,-0.674436849768837,-0.627183690915396,segment1,-1.53747343872333
