index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.30657,172616.737876418,191.603861947596,191.603861947596,NA,133.967810179564,segment1,80.1027148552289,128995.112176661,NA,63538.9915490119,segment1,42572.1510559904,77355.3719008264,NA,56253.3736062073,segment1,36581.3194089536,4337.09239941654,NA,4668.7957232109,segment1,5945.47864003777,3.06791137207489,NA,-18.8770769412051,segment1,-4.19551739692858
2,2,0.9985,3.30657,173838.940158715,194.319867019367,194.319867019367,NA,127.732347938027,segment1,80.1027148552293,72928.3863982152,NA,59730.3089387117,segment1,42572.1510559905,67438.0165289256,NA,53088.8813483213,segment1,36581.3194089537,4268.16758699289,NA,4691.65963018341,segment1,5945.47864003779,3.15414592243809,NA,-15.8154202720157,segment1,-4.19551739692862
3,3,0.997,3.31969,145311.873632473,130.92638584994,130.92638584994,NA,121.49688569649,segment1,80.1027148552293,37787.5100071261,NA,55921.6263284115,segment1,42572.1510559905,61487.6033057851,NA,49924.3890904353,segment1,36581.3194089537,4826.9732275836,NA,4714.52353715592,segment1,5945.47864003779,1.07706603992031,NA,-12.7537636028263,segment1,-4.19551739692862
4,4,0.9955,3.33237,166228.100790076,177.406890644613,177.406890644613,NA,115.341758147884,segment1,80.1027148552293,95761.4283917295,NA,52457.0757655837,segment1,42572.1510559905,69421.4876033058,NA,47056.0765966297,segment1,36581.3194089537,5423.7136308211,NA,4744.73160074974,segment1,5945.47864003779,2.61715027094303,NA,-10.1493961757505,segment1,-4.19551739692862
5,5,0.994,3.34529,121188.301526544,77.318447836764,77.318447836764,NA,109.186630599278,segment1,80.1027148552293,20807.1986649091,NA,48992.525202756,segment1,42572.1510559905,59504.132231405,NA,44187.764102824,segment1,36581.3194089537,6342.86569703599,NA,4774.93966434355,segment1,5945.47864003779,-0.854736257189558,NA,-7.54502874867469,segment1,-4.19551739692862
6,6,0.9925,3.35748,123121.716589208,81.6149257537961,81.6149257537961,NA,103.04171947614,segment1,80.1027148552293,24222.8978979243,NA,45890.9783801419,segment1,42572.1510559905,17851.2396694215,NA,41631.3315810814,segment1,36581.3194089537,4438.2431658383,NA,4802.42721311604,segment1,5945.47864003779,-0.688177413059208,NA,-5.53606980473049,segment1,-4.19551739692862
7,7,0.991,3.3708,113978.399074898,61.2964423886619,61.2964423886619,95.4847955908337,96.8968083530022,segment1,80.1027148552293,1415.22894601595,39821.4378822195,42789.4315575277,segment1,42572.1510559905,6148.76033057851,38297.520661157,39074.8990593387,segment1,36581.3194089537,4409.78612974785,4877.88683066077,4829.91476188853,segment1,5945.47864003779,-1.47585121684202,-0.269355863394306,-3.52711086078629,segment1,-4.19551739692862
8,8,0.9895,3.38369,114075.490571451,61.5122012698911,61.5122012698911,83.5843566381529,91.07979593286,segment1,80.1027148552293,11754.4050165245,33381.7195593292,40109.3623894932,segment1,42572.1510559905,6148.76033057851,33834.7107438016,36639.0719734426,segment1,36581.3194089537,5508.55318939283,4902.20634423401,4846.45316742598,segment1,5945.47864003779,-1.46748702864829,-0.690020141652686,-1.84929878705306,segment1,-4.19551739692862
9,9,0.988,3.3966,125147.233155835,86.1160736796333,86.1160736796333,79.1943517178679,85.2627835127179,segment1,80.1027148552293,39291.4709755773,35030.967776499,37429.2932214587,segment1,42572.1510559905,23801.652892562,32099.173553719,34203.2448875465,segment1,36581.3194089537,4418.07549863133,4907.29643690824,4862.99157296343,segment1,5945.47864003779,-0.51368425604457,-0.847939649327492,-0.171486713319832,segment1,-4.19551739692862
10,10,0.9865,3.4096,109826.836780281,52.0707484006248,52.0707484006248,81.6403156159619,82.5761807636306,segment1,80.1027148552293,31033.7060773993,38474.9051995171,37218.8660863422,segment1,42572.1510559905,41652.8925619835,32512.3966942149,33369.3391980955,segment1,36581.3194089537,4701.20989096978,4861.82475116,4873.84576760762,segment1,5945.47864003779,-1.85728227316369,-0.767818661968191,0.512113136736707,segment1,-4.19551739692862
