observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
14296.33649150488,109434.88100973913,25785.12396694216,4390.42151482363,249.6064691583963,331199.0,1.0
59462.433443369824,107925.23409295626,55537.19008264461,5434.890277508162,249.4668550904426,331199.0,0.9986666666666668
33187.403253149365,106206.52023229537,27768.595041322318,7137.522072487998,249.30790624547265,332522.0,0.9973333333333332
8055.3631253494705,106094.39594494474,3570.2479338842977,4597.239478815782,249.29753684869556,333787.0,0.996
48152.5692604218,125688.08070201948,23801.652892561982,4757.231610785073,251.03013866564746,335100.0,0.9946666666666668
1.0265811946993624,115379.21363605165,5950.413223140496,4359.4804240220365,250.14482543384318,336388.0,0.9933333333333332
7925.054284891144,112203.59007212613,6148.760330578512,4951.917518238165,249.8625228957853,337675.0,0.992
-3204.201018195794,95795.37104011887,6148.760330578512,7055.257683232972,248.29926812996425,338936.0,0.9906666666666668
3416.1894067873272,88682.95481942232,5950.413223140496,4578.192404343358,247.5611473365673,340224.0,0.9893333333333332
3405.6897822118553,83583.55117640161,3689.256198347107,4815.8372268854555,247.01306010064502,341524.0,0.988
96935.34007534847,115760.19586941773,59504.132231404925,5254.563150927645,250.1776460948844,342792.0,0.9866666666666668
60741.04647992296,109841.50425224607,61487.603305785095,5172.134791309672,249.64407419330863,344109.0,0.9853333333333332
15593.130799371102,108735.8986469144,11900.826446280991,4797.909958421778,249.5418263799976,345439.0,0.9840000000000001
239013.149527188,219714.50853123047,122975.20661157019,5059.333031302021,257.6716856726386,346725.0,0.9826666666666668
55728.47171813078,183290.68223607878,87272.72727272731,4879.570740555341,255.30808015159855,348069.0,0.9813333333333332
53010.259286947155,166286.76925168073,65454.54545454541,4559.6268167999815,254.12128972353642,349383.0,0.98
4423.300081968214,123410.37076576544,41652.89256198347,5646.806005900043,250.83668941813968,350694.0,0.9786666666666668
14927.924021297891,121589.97524269346,11900.826446280991,4847.493098088896,250.6798669230439,352024.0,0.9773333333333334
-1044.8243363298832,109622.29684740119,6148.760330578512,4774.093728383858,249.6238016135579,353303.0,0.976
1720.7353447910016,99504.30926481604,6148.760330578512,5689.962596797635,248.66663522828998,354607.0,0.9746666666666668
2807.0612038563195,91816.74172426922,5950.413223140496,4544.21552126265,247.8979688009748,355878.0,0.9733333333333334
91616.87095565877,115893.29802836779,61487.603305785095,6052.711345775285,250.18911251105857,357115.0,0.972
92797.74755763351,143683.55800893874,59504.132231404925,5503.3553456579175,252.45312665618349,358397.0,0.9706666666666668
34570.71130332403,111237.91067773828,61487.603305785095,5528.755328739569,249.77321563652438,359676.0,0.9693333333333334
107631.58908421565,152328.11202623602,61487.603305785095,5053.784429933087,253.1062328896366,360974.0,0.968
60475.033694622325,151520.7780117648,55537.19008264461,5745.177626449181,253.04725604585911,362285.0,0.9666666666666668
54879.53497179658,137686.01544382618,61487.603305785095,7226.694233950389,251.99662318799102,363607.0,0.9653333333333334
18497.50136039631,109745.13057569297,41652.89256198347,4785.493666546146,249.6351614330614,364873.0,0.9640000000000001
12372.399735091403,110352.05382943996,6148.760330578512,5616.71615076586,249.69129046790343,366191.0,0.9626666666666668
27557.646822789076,120985.49314831627,11900.826446280991,5023.381057631795,250.62779231119202,367475.0,0.9613333333333334
15574.03800992792,121703.67776511793,5950.413223140496,8905.440169985752,250.6896621093313,368695.0,0.96
-50.696164021595365,110133.13262242453,6148.760330578512,5371.088648093318,249.6710443560921,369967.0,0.9586666666666668
1324.736741382767,100454.23109496072,5950.413223140496,5053.225045706058,248.76072415758327,371229.0,0.9573333333333334
309.775370350724,92092.6492635088,3689.256198347107,4982.101003455536,247.92762352359298,372515.0,0.956
6751.940466761852,90289.19793510405,3570.2479338842977,4985.143861282324,247.73378739629237,373815.0,0.9546666666666668
28537.640667481824,107728.47179197015,5950.413223140496,5147.953587475197,249.4486582624591,375149.0,0.9533333333333334
89077.25887890326,130424.38095262447,61487.603305785095,4893.746412464127,251.4118213355326,376459.0,0.9520000000000001
22122.608214835498,108172.24878321533,39669.42148760331,4705.31889664142,249.48969932333446,377761.0,0.9506666666666668
8637.691821762694,105800.14101641174,1983.4710743801647,9026.328514186098,249.270323778453,379057.0,0.9493333333333334
18151.35468292566,108066.11626830776,9917.355371900827,5968.02405912879,249.4798840532977,380311.0,0.948
6906.922843044502,103315.5453793141,6148.760330578512,5508.733401459643,249.0405452121811,381627.0,0.9466666666666668
23774.87154191545,115926.15718697141,5950.413223140496,5213.846511117655,250.19194324491482,382968.0,0.9453333333333334
68502.14425573581,120830.57290376586,53553.71900826446,10044.009530676934,250.61444632182685,384303.0,0.9440000000000001
143814.4763443761,124097.28355987069,134876.03305785122,5671.732630420089,250.89586522741826,385591.0,0.9426666666666668
9093.896823887597,122290.66342128774,5950.413223140496,4950.10373933007,250.7402294470441,386958.0,0.9413333333333334
37384.8921786252,108659.57509839912,45619.8347107438,5396.14579077009,249.534767881106,388266.0,0.94
67112.94799060345,110620.56394913864,59504.132231404925,5647.826908459188,249.71612262546367,389533.0,0.9386666666666666
32457.814875369033,106991.93969561736,29752.06611570249,6334.3730131878165,249.38054283692009,390801.0,0.9373333333333334
124707.3429447924,161033.93571034382,65454.54545454543,5210.801475520761,253.74220510704532,392128.0,0.936
190483.34958852368,223871.31156274755,122975.20661157019,4670.767124550038,257.9305474880276,393382.0,0.9346666666666666
31393.411758514398,169763.48485024116,77355.37190082643,8145.866570194475,254.36659527624644,394691.0,0.9333333333333332
