index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor,inflow,deficit
0,1,60131.69667720504,119533.8050532568,61487.603305785095,4424.3783181633635,250.5027330335335,332183.0,1.0,0.0,0.0
1,2,43450.26762598781,108209.76999061886,49586.77685950412,5187.525829121742,249.49316933234246,332183.0,1.0,0.0,0.0
2,3,86603.1822698052,128532.36369127162,61487.603305785095,4792.985263367639,251.2593499630326,333523.0,1.0,0.0,0.0
3,4,8091.297561398697,109892.60419541027,21818.181818181823,4912.8752390782065,249.64879998107932,334872.0,1.0,0.0,0.0
4,5,218.8981887656496,98227.14126911171,6148.760330578512,5735.600784485689,248.5401328515364,336230.0,1.0,0.0,0.0
5,6,28346.229514007788,116299.17411844224,5950.413223140496,4323.7834415367515,250.2240777152345,337559.0,1.0,0.0,0.0
6,7,526.5228733969738,104768.9506870172,6148.760330578512,5907.985974243501,249.17495798455718,338882.0,1.0,0.0,0.0
7,8,453.8239794987599,94025.59310414137,6148.760330578512,5048.421231796096,248.12397316800133,340184.0,1.0,0.0,0.0
8,9,8599.872623187868,92166.86633449244,5950.413223140496,4508.186169696294,247.93560042288186,341514.0,1.0,0.0,0.0
9,10,153198.75094948712,166576.05569340722,73388.42975206609,5401.131838506394,254.14170081799244,342844.0,1.0,0.0,0.0
10,11,71241.55271377324,165198.36600531894,67438.01652892558,5181.225872936094,254.04449559058202,344116.0,1.0,0.0,0.0
11,12,49341.2178886324,148125.09097157058,61487.603305785095,4926.889616595993,252.7911943196506,345401.0,1.0,0.0,0.0
12,1,146025.6701747769,192034.1156112715,97190.08264462816,4926.562890448099,255.90085529567943,346733.0,1.0,0.0,0.0
13,2,156172.40478627846,221168.2647711643,122975.20661157019,4063.049014815684,257.762217260628,347987.0,1.0,0.0,0.0
14,3,32331.962949820878,171031.75873639222,77355.37190082643,5113.097083766703,254.45608048658661,349324.0,1.0,0.0,0.0
15,4,60696.90301784213,163743.02467767676,63471.074380165264,4514.562696392524,253.94010772720262,350606.0,1.0,0.0,0.0
