index,dates,observedInflow,storage,outflow,totalWaterSupply,elevation,population,shiftFactor
0,1,24981.402752113867,110021.49307125703,35702.47933884298,4571.520342013893,249.66071978833412,332000.0,1.0
1,2,165671.95889140866,189794.33947059832,81322.3140495868,4576.798442480744,255.7490060658033,332000.0,0.9986666666666668
2,3,8856.926474981343,132234.12752974822,61487.603305785095,4929.535110046625,251.55766278747262,333261.0,0.9973333333333332
3,4,10914.721338643523,108227.60489035043,29752.06611570249,5169.177862338858,249.49481872656528,334535.0,0.996
4,5,264.7146589045348,94230.95625692842,6148.760330578512,8112.6029617480235,248.14431420928366,335755.0,0.9946666666666668
5,6,-873.4191398249443,82707.57152998599,5950.413223140496,4699.552363977,246.91219403952311,337059.0,0.9933333333333332
6,7,2976.658361232459,74571.43499950247,6148.760330578512,4964.034561137469,245.95205182335286,338399.0,0.992
7,8,4950.014544463566,67379.37601315699,6148.760330578512,5993.313200230534,245.0417627655991,339680.0,0.9906666666666668
8,9,35776.09767239326,92310.22817183829,5950.413223140496,4894.83229057148,247.95100904684415,340957.0,0.9893333333333332
9,10,17689.597098375038,101071.62725756508,3689.256198347107,5238.941814301128,248.8218767093468,342196.0,0.988
10,11,74681.09404649603,111811.64230192224,59504.132231404925,4436.946770734078,249.82627506722667,343505.0,0.9866666666666668
11,12,20282.66285199522,109256.76768296283,17851.23966942149,4986.297801533113,249.5899970112793,344803.0,0.9853333333333332
12,1,77374.04205495855,120314.00446442276,61487.603305785095,4829.201967713738,250.5699452502087,346164.0,0.9840000000000001
13,2,17890.327324506667,109804.46743059422,23801.652892561993,4598.211465773227,249.6406489809113,347447.0,0.9826666666666668
14,3,96488.23699342443,140148.43026639387,61487.603305785095,4656.670851839944,252.18405010400318,348753.0,0.9813333333333332
15,4,8928.126987252404,108487.46160012258,35702.47933884298,4886.6163146807785,249.5188506057637,350089.0,0.98
16,5,503.3093181505236,98167.71173133039,6148.760330578512,4674.298856364201,248.5342464076199,351399.0,0.9786666666666668
17,6,7348.677805591776,94672.18018932758,5950.413223140496,4893.796124454093,248.18801705520283,352700.0,0.9773333333333334
18,7,1581.6461104962498,84373.45943772157,6148.760330578512,5731.606531523732,247.09795995676285,353944.0,0.976
19,8,14402.341627823833,85295.14947215156,6148.760330578512,7331.891262815339,247.1970238039716,355233.0,0.9746666666666668
20,9,6090.844141462834,80436.61738912664,5950.413223140496,4998.96300134726,246.6450543923217,356566.0,0.9733333333333334
21,10,8881.316121978258,80661.45518308465,3689.256198347107,4967.222129673151,246.67150278591748,357853.0,0.972
22,11,8124.036194716936,79821.66165772745,3570.2479338842977,5393.581786189824,246.57271516971267,359146.0,0.9706666666666668
23,12,28040.519090786293,99221.44269270856,3689.256198347107,4951.481857458067,248.6386175408784,360424.0,0.9693333333333334
24,1,24573.524194590518,108708.96591572264,9917.355371900827,5168.645599675604,249.539335606744,361745.0,0.968
25,2,174939.6406614341,193454.6660173724,85289.25619834715,4904.684361437341,255.99685297473067,363049.0,0.9666666666666668
26,3,146493.54599223196,209798.79883860968,124958.67768595039,5190.735485044525,257.05419223057726,364368.0,0.9653333333333334
27,4,22694.487355140092,163934.02545071128,63471.074380165264,5088.186362873484,253.95406059249842,365648.0,0.9640000000000001
28,5,3211.867207974768,126499.45653154545,35702.479338842975,4943.956788297639,251.0955247426501,366944.0,0.9626666666666668
29,6,2254.6926358079268,117884.26742953935,5950.413223140496,4919.468514673529,250.3606295166729,368241.0,0.9613333333333334
30,7,54165.290435413415,124552.442899706,41652.89256198347,5844.22240326331,250.93507605958874,369531.0,0.96
31,8,15288.337981325982,123221.38946786974,11900.826446280991,4718.564966881228,250.8204091547097,370847.0,0.9586666666666668
