observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52294.17033883977 3689.2561983471073  2370.430582813119  2370.430582813119 242.80785878107912  4.801811587808032E8  3.108165560942802E7  63826.0  170269.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127517.77461072897 55537.19008264461  2195.1666854664554  2195.1666854664554 251.17758760663463  4.337120143826606E8  3.974926552353526E7  63826.0  170269.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207376.6382027235 111074.38016528926  2383.676322716477  2383.676322716477 256.8997631625088  4.8127116805832094E8  3.2848534152996372E7  64026.0  170803.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216978.1283692617 128925.61983471068  2259.590598751275  2259.590598751275 257.5012796344041  4.6678926944473284E8  2.056718691518674E7  64227.0  171331.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123453.37026303311 182479.3388429752  3215.2866932534116  3215.2866932534116 250.84039371666378  4.833879288895973E8  2.10096426140514E8  64427.0  171839.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123713.12915159603 17851.239669421488  3131.9651420155838  3131.9651420155838 250.8627712914883  4.6878581824706966E8  2.0672745123599452E8  64627.0  172335.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119551.68767271675 6148.760330578512  2378.298618300759  2378.298618300759 250.50427357621612  4.8546403512164253E8  2.7495784865965087E7  64828.0  172849.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113607.3933505973 6148.760330578512  3423.300621540937  3423.300621540937 249.99218757327682  4.865019660805875E8  2.5184756541927207E8  65028.0  173355.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98224.73549576873 5950.413223140496  7349.601131688057  7349.601131688057 248.53989456178374  4.7185297795763254E8  1.1133348720791752E9  65228.0  173882.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98141.44564585797 3689.2561983471073  2419.8155115636637  2419.8155115636637 248.5316447747482  4.8855081249111605E8  3.3363517216529362E7  65429.0  174354.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111288.44466532664 3966.9421487603304  2581.9159317710064  2581.9159317710064 249.7778890840032  4.738049989352844E8  8.307172015834022E7  65629.0  174865.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
