5.52	3.1176
4.64	3.2012
6.85	5.4162
3.45	5.9934
7.84	6.8519
4.78	6.4826
13.04	7.2441
1.01	6.8623
1.64	5.0863
0.78	4.5947
3.3	3.3354
2.9	2.7773
5.52	2.3729
4.64	3.6493
6.85	4.7475
3.45	5.4606
7.84	6.8185
4.78	6.4919
13.04	6.1073
1.01	5.8887
1.64	5.8304
0.78	4.2067
3.3	3.439
2.9	3.0846
3.84	3.0309
3.34	3.5542
1.3	6.1683
0.2	7.0191
2.68	7.0717
2.08	7.6168
3.34	7.1267
5.56	6.2437
0.32	5.2956
2.04	4.2417
3.82	3.6367
0.7	2.9147
0.54	2.5243
0.03	2.9092
0	4.916
0.18	6.3949
5.76	7.0269
2.77	7.993
2.48	6.7759
13.27	6.5056
0.62	4.4603
2.34	4.4855
2.47	3.5632
4.52	2.7487
11.23	3.137
4.98	2.7415
4.01	4.5735
7.38	5.8633
1.51	6.9628
1.48	7.6681
6.79	6.5862
4.48	6.8125
6.68	4.618
2.2	3.5534
4.12	3.3996
3.45	3.1311
2.03	2.3914
2.5	3.4689
2.48	4.192
2.02	4.3987
1.67	4.0613
9.58	4.857
3.47	3.466
1.8	3.658
1.8	1.5849
1.9	0.801
2.71	0.5229
1.18	0.3504
0.67	0.5361
0.59	0.6005
6.39	0.9137
7.17	1.5969
1.39	1.9313
0.47	2.0643
0	1.0033
0.56	1.7474
0	1.2266
0.04	0.9112
0.1	0.4244
0	0.3353
0	0.5228
0.1	0.6266
0	1.4492
1.1	1.9004
4.06	2.7498
0	3.115
10.38	3.152
6.64	1.8919
0.1	0.9183
2.26	0.792
1.48	0.2507
0.44	0.3643
0	0.5128
0	0.6328
0	1.193
0.66	2.0822
2.06	2.503
3.02	2.0365
1	2.6946
0.32	1.8435
1.84	1.6784
0.12	0.8475
0.12	0.3645
0	0.4061
5.52	2.3729
4.64	3.6493
6.85	4.7475
3.45	0.0418
7.84	1.637
4.78	6.4919
13.04	6.1073
1.01	5.8887
1.64	5.8304
0.78	4.2067
3.3	3.439
2.9	3.0846
5.52	3.0309
4.64	3.5542
6.85	6.1683
3.45	7.0191
7.84	7.0717
4.78	7.6168
13.04	7.1267
1.01	6.2437
1.64	5.2956
0.78	4.2417
3.3	3.6367
2.9	2.9147
3.84	2.5243
3.34	2.9092
1.3	4.916
0.2	6.3949
2.68	7.0269
2.08	7.993
3.34	6.7759
5.56	6.5056
0.32	4.4603
2.04	4.4855
3.82	3.5632
0.7	2.7487
0.54	3.137
0.03	2.7415
0	4.5735
0.18	5.8633
5.76	6.9628
2.77	7.6681
2.48	6.5862
13.27	6.8125
0.62	4.618
2.34	3.5534
2.47	3.3996
4.52	3.1311
11.23	2.3914
4.98	3.4689
4.01	4.192
7.38	4.3987
1.51	4.0613
1.48	4.857
6.79	3.466
4.48	3.658
6.68	1.5849
2.2	0.801
4.12	0.5229
3.45	0.3504
2.03	0.5361
2.5	0.6005
2.48	0.9137
2.02	1.5969
1.67	1.9313
9.58	2.0643
3.47	1.0033
1.8	1.7474
1.8	1.2266
1.9	0.9112
2.71	0.4244
1.18	0.3353
0.67	0.5228
0.59	0.6266
6.39	1.4492
7.17	1.9004
1.39	2.7498
0.47	3.115
0	3.152
0.56	1.8919
0	0.9183
0.04	0.792
0.1	0.2507
0	0.3643
0	0.5128
0.1	0.6328
0	1.193
1.1	0.5619
4.06	0.6483
0	0.6274
2.13	9.8885
3.25	12.6824
16.23	10.6779
3.29	7.9842
1	6.7237
2.16	5.7382
4.52	6.0994
1.92	6.5395
3	8.7702
2.75	9.5906
0	0.2604
0	0.6274
3.27	8.6127
6.28	11.1538
2.16	3.8593
0	5.8123
2.2	5.5397
1.15	4.5276
1.22	5.1717
1.87	5.8483
5.78	7.0031
1.16	9.4227
0.44	9.9255
5.83	4.4022
7.89	0.6758
2.03	0.3089
1.41	3.3881
1.24	3.6683
0.91	2.2415
2.04	1.8884
4.83	1.8769
1.21	2.7893
4.24	3.3379
0.54	5.3142
1.41	6.2767
2.29	6.6742
3.67	6.3068
5.84	5.6396
1.81	4.2307
7.58	2.4294
3.43	1.9086
4.07	1.735
1.8	1.9381
4.29	1.8347
5.17	3.1684
4.54	4.2164
1.65	4.4972
1.94	5.3787
4.9	5.8436
9.7	4.9784
3.48	4.1212
2.97	2.8133
1.49	2.3988
2.84	1.7848
0.92	1.9825
2.76	2.209
2.28	3.5865
0.91	3.7431
3.1	6.1111
4.35	5.1465
3.81	6.0444
9.88	4.845
4.43	3.7556
1.42	2.6082
3.14	1.9137
1.85	1.9412
2.31	1.8825
0.25	2.0513
0.39	3.3409
0.34	4.3158
2.75	5.3799
2.8	5.2643
4.03	5.9092
1.6	5.57
0.95	5.2774
2.23	2.9523
4.32	2.3893
4.34	1.5835
1.42	1.9197
1.45	2.4557
0.92	2.0915
3.49	4.9221
2.49	5.2303
9.8	5.1287
2.25	5.9226
2.13	5.1749
2.75	3.6595
3.42	2.6182
6.25	1.521
3.41	1.546
2.44	1.8508
1.49	2.0792
3.04	3.4179
2.75	4.7429
1.91	5.5287
4.85	5.378
3.7	5.8421
1.33	5.8029
1.57	4.6369
5.68	2.9474
0.53	2.0391
3.06	1.5159
0.85	1.7846
2.41	2.3272
3.59	3.7548
3.89	3.8148
2.79	5.2558
2.61	6.5951
3.24	5.7232
3.34	5.0152
6.91	3.6251
1.36	2.7203
3.3	2.2923
2.96	1.5137
2.32	1.444
1.46	2.4293
5.51	3.0823
1.09	4.6338
3.78	4.9457
6.78	5.4897
3.29	5.3905
2.15	4.5182
3.25	3.4634
1.2	2.4366
4.23	1.5383
5.7	1.3598
3.82	1.6096
2.68	1.7423
3.1	3.2603
1.63	4.6774
5.78	5.0929
3.04	5.567
2.13	5.775
6.69	4.8131
6.05	4.3778
0.88	3.3019
0.78	2.0065
1.43	1.3892
1.15	1.4232
2.06	2.5223
2.81	3.0369
3.25	4.4207
3.08	4.7167
3.72	5.7712
1.79	5.8109
5.14	5.0911
3.85	3.2507
1.99	3.0854
3.14	2.2434
1.4	1.737
2.04	1.9758
1.97	2.0851
4.18	2.9664
1.48	3.4244
4.18	3.966
2.56	4.3119
5.29	3.4379
2.71	2.9369
6.47	2.6091
2.5	1.8035
0.59	1.8951
3	1.6633
2.65	1.4937
3.54	1.5685
1.57	2.8219
3.31	4.4157
3.34	5.3486
8.36	5.8472
3.41	5.4275
2.15	2.6609
6.91	3.6251
1.36	2.7203
3.3	2.2923
2.96	1.5137
2.32	1.444
1.46	2.4293
5.51	3.0823
1.09	4.6338
3.78	4.9457
6.78	5.4897
3.29	5.3905
2.15	4.5182
3.25	3.4634
1.2	2.4366
4.23	1.5383
5.7	1.3598
3.82	1.6096
2.68	1.7423
3.1	3.2603
1.63	4.6774
5.78	5.0929
3.04	5.567
2.13	5.775
6.69	4.8131
6.05	4.3778
0.88	3.3019
0.78	2.0065
1.43	1.3892
1.15	1.4232
2.06	2.5223
2.81	3.0369
3.25	4.4207
3.08	4.7167
3.72	5.7712
1.79	5.8109
5.14	5.0911
3.85	3.2507
1.99	3.0854
3.14	2.2434
1.4	1.737
2.04	1.9758
1.97	2.0851
4.18	2.9664
1.48	3.4244
4.18	3.966
2.56	4.3119
5.29	3.4379
2.71	2.9369
6.47	2.6091
2.5	1.8035
0.59	1.8951
3	1.6633
2.65	1.4937
3.54	1.5685
1.57	2.8219
3.31	4.4157
3.34	5.3486
8.36	5.8472
3.41	5.4275
2.15	2.6609
6.91	3.6251
1.36	2.7203
3.3	2.2923
2.96	1.5137
2.32	1.444
1.46	2.4293
5.51	3.0823
1.09	4.6338
3.78	4.9457
6.78	5.4897
3.29	5.3905
2.15	4.5182
3.25	3.4634
1.2	2.4366
4.23	1.5383
5.7	1.3598
3.82	1.6096
2.68	1.7423
3.1	3.2603
1.63	4.6774
5.78	5.0929
3.04	5.567
2.13	5.775
6.69	4.8131
6.05	4.3778
0.88	3.3019
0.78	2.0065
1.43	1.3892
1.15	1.4232
2.06	2.5223
2.81	3.0369
3.25	4.4207
3.08	4.7167
3.72	5.7712
1.79	5.8109
5.14	5.0911
3.85	3.2507
1.99	3.0854
3.14	2.2434
1.4	1.737
2.04	1.9758
1.97	2.0851
4.18	2.9664
1.48	3.4244
4.18	3.966
2.56	4.3119
5.29	3.4379
2.71	2.9369
6.47	2.6091
2.5	1.8035
0.59	1.8951
3	1.6633
2.65	1.4937
3.54	1.5685
1.57	2.8219
3.31	4.4157
3.34	5.3486
8.36	5.8472
3.41	5.4275
2.15	2.6609
6.91	3.6251
1.36	2.7203
3.3	2.2923
2.96	1.5137
2.32	1.444
1.46	2.4293
5.51	3.0823
1.09	4.6338
3.78	4.9457
6.78	5.4897
3.29	5.3905
2.15	4.5182
3.25	3.4634
1.2	2.4366
4.23	1.5383
5.7	1.3598
3.82	1.6096
2.68	1.7423
3.1	3.2603
1.63	4.6774
5.78	5.0929
3.04	5.567
2.13	5.775
6.69	4.8131
6.05	4.3778
0.88	3.3019
0.78	2.0065
1.43	1.3892
1.15	1.4232
2.06	2.5223
2.81	3.0369
3.25	4.4207
3.08	4.7167
3.72	5.7712
1.79	5.8109
5.14	5.0911
3.85	3.2507
1.99	3.0854
3.14	2.2434
1.4	1.737
2.04	1.9758
1.97	2.0851
4.18	2.9664
1.48	3.4244
4.18	3.966
2.56	4.3119
5.29	3.4379
2.71	2.9369
6.47	2.6091
2.5	1.8035
0.59	1.8951
3	1.6633
2.65	1.4937
3.54	1.5685
1.57	2.8219
3.31	4.4157
3.34	5.3486
8.36	5.8472
3.41	5.4275
2.15	2.6609
6.91	3.6251
1.36	2.7203
3.3	2.2923
2.96	1.5137
2.32	1.444
1.46	2.4293
5.51	3.0823
1.09	4.6338
3.78	4.9457
6.78	5.4897
3.29	5.3905
2.15	4.5182
3.25	3.4634
1.2	2.4366
4.23	1.5383
5.7	1.3598
3.82	1.6096
2.68	1.7423
3.1	3.2603
1.63	4.6774
5.78	5.0929
3.04	5.567
2.13	5.775
6.69	4.8131
6.05	4.3778
0.88	3.3019
0.78	2.0065
1.43	1.3892
1.15	1.4232
2.06	2.5223
2.81	3.0369
3.25	4.4207
3.08	4.7167
3.72	5.7712
1.79	5.8109
5.14	5.0911
3.85	3.2507
1.99	3.0854
3.14	2.2434
1.4	1.737
2.04	1.9758
1.97	2.0851
4.18	2.9664
1.48	3.4244
4.18	3.966
2.56	4.3119
5.29	3.4379
2.71	2.9369
6.47	2.6091
2.5	1.8035
0.59	1.8951
3	1.6633
2.65	1.4937
3.54	1.5685
1.57	2.8219
3.31	4.4157
3.34	5.3486
8.36	5.8472
3.41	5.4275
2.15	2.6609
