observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52296.41563641411 3689.2561983471073  2368.185285238779  2368.185285238779 242.80824095938965  4.7965929667591083E8  3.1119244027789492E7  63826.0  170224.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127521.9696267211 55537.19008264461  2193.216967048679  2193.216967048679 251.17792566900806  4.3324065506211144E8  3.9800102710778035E7  63826.0  170224.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207383.0197689992 111074.38016528926  2381.4897724329135  2381.4897724329135 256.9001770393021  4.8076132388798815E8  3.288677545933137E7  64026.0  170761.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216986.6919801308 128925.61983471068  2257.4085541579066  2257.4085541579066 257.50181292689814  4.6628913135872114E8  2.0596693940318484E7  64227.0  171284.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123462.87556077937 182479.3388429752  3214.3450063762516  3214.3450063762516 250.84121257415399  4.8290424205976385E8  2.1037700662900522E8  64427.0  171805.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123724.87909891977 17851.239669421488  3129.720492438121  3129.720492438121 250.86378351989316  4.6832185230052596E8  2.0670728325826147E8  64627.0  172307.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119565.77667717273 6148.760330578512  2375.9595611685168  2375.9595611685168 250.505487308509  4.8491982177708775E8  2.7535502132404473E7  64828.0  172789.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113623.74859278821 6148.760330578512  3421.034383806005  3421.034383806005 249.99359653624984  4.860208212984869E8  2.5183992006727394E8  65028.0  173325.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98244.65583325358 5950.413223140496  7346.036036394126  7346.036036394126 248.5418676538484  4.713252326896595E8  1.1130936850414329E9  65228.0  173819.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98163.33483140815 3689.2561983471073  2417.846663498314  2417.846663498314 248.53381287949765  4.8807927693874145E8  3.3410404685857136E7  65429.0  174325.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111312.13620257672 3966.9421487603304  2580.1135800711113  2580.1135800711113 249.78008010751657  4.7330783273292243E8  8.318014879997556E7  65629.0  174816.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155546.69192888855 61487.603305785095  2311.5014579033464  2311.5014579033464 253.34135451303152  4.9016783185986835E8  8384941.380502127  65829.0  175343.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183396.1935709023 85289.25619834714  2703.824039639307  2703.824039639307 255.31523346243407  4.912938868930224E8  9.187640214449379E7  66030.0  175889.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216211.20985616263 107107.4380165289  2141.600978210977  2141.600978210977 257.4535203547243  4.447257067484257E8  1.7182332811816756E7  66230.0  176415.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226640.13819079023 182479.33884297524  2437.7427123975954  2437.7427123975954 258.0987352068323  4.9340854189923143E8  3.237238960636512E7  66430.0  176919.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215140.95552007863 126942.14876033053  2434.656010381307  2434.656010381307 257.3868710624037  4.784866464492407E8  4.6628534296647966E7  66631.0  177418.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
