observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52292.991004676085 3689.2561983471073  2371.609916976808  2371.609916976808 242.80765804334914  4.8038324579899687E8  3.1133931536100227E7  63826.0  170609.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127515.44922953498 55537.19008264461  2196.312732496783  2196.312732496783 251.17740021190548  4.3389454459263676E8  3.9813918772285186E7  63826.0  170609.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207373.52797679108 111074.38016528926  2384.4611674549105  2384.4611674549105 256.8995614486536  4.813810808014569E8  3.290789948647951E7  64026.0  171097.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216974.44647743943 128925.61983471068  2260.1622646411797  2260.1622646411797 257.5010503473309  4.668823955258201E8  2.0597359746073317E7  64227.0  171615.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123447.62193328678 182479.3388429752  3217.3531311774927  3217.3531311774927 250.8398985125161  4.834932681129468E8  2.1043678352455434E8  64427.0  172126.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123705.80378030887 17851.239669421488  3133.5421835564134  3133.5421835564134 250.86214022917892  4.6888183126658976E8  2.0697158008875635E8  64627.0  172621.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119543.81014890663 6148.760330578512  2378.8507708237207  2378.8507708237207 250.50359494735585  4.855384587134971E8  2.754045147438542E7  64828.0  173123.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113597.45423112805 6148.760330578512  3425.3622172000596  3425.3622172000596 249.99133134313647  4.8659970868592983E8  2.5219447502455816E8  65028.0  173640.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98206.89078460829 5950.413223140496  7357.506723379271  7357.506723379271 248.53812705869734  4.719157580999663E8  1.114977197788394E9  65228.0  174153.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98122.60549295341 3689.2561983471073  2420.810953307767  2420.810953307767 248.5297786740247  4.887144076532534E8  3.3414622434708606E7  65429.0  174672.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111268.59420984109 3966.9421487603304  2582.9262343519763  2582.9262343519763 249.77605328861935  4.7387633976256764E8  8.321828494898994E7  65629.0  175139.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155500.5682744996 61487.603305785095  2314.0831195566802  2314.0831195566802 253.33798511757612  4.907197046868711E8  8389890.428919503  65829.0  175645.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
