observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52294.35076102879 3689.2561983471073  2370.2501606240976  2370.2501606240976 242.80788949123894  4.801243809387416E8  3.1099519358504467E7  63826.0  170209.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127518.06677105618 55537.19008264461  2195.0549473282776  2195.0549473282776 251.1776111508628  4.336607311704704E8  3.977644866064396E7  63826.0  170209.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207377.16235429037 111074.38016528926  2383.444331476854  2383.444331476854 256.89979715638435  4.812085562259954E8  3.2861109297918312E7  64026.0  170738.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216978.93263654923 128925.61983471068  2259.310483030668  2259.310483030668 257.50132971955094  4.6670940257102257E8  2.0586637443982013E7  64227.0  171253.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123454.23322817644 182479.3388429752  3215.227995397561  3215.227995397561 250.84046805894008  4.8323057668196625E8  2.102411181879165E8  64427.0  171723.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123717.8299902925 17851.239669421488  3128.1272684624555  3128.1272684624555 250.863176256917  4.6860405364254206E8  2.060814497594296E8  64627.0  172208.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119556.78933473195 6148.760330578512  2377.897794982038  2377.897794982038 250.50471307156548  4.853533880856301E8  2.7519980917285196E7  64828.0  172761.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113615.87310278787 6148.760330578512  3419.922531365567  3419.922531365567 249.99291808259716  4.864388070238394E8  2.5118212609272635E8  65028.0  173293.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98246.84570007338 5950.413223140496  7335.97067957399  7335.97067957399 248.54208455824815  4.7177548947762084E8  1.1104724966543667E9  65228.0  173810.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98163.26229993405 3689.2561983471073  2420.1090617922127  2420.1090617922127 248.53380569531834  4.885872205721104E8  3.339042308242669E7  65429.0  174339.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111309.71487936171 3966.9421487603304  2582.462371811992  2582.462371811992 249.7798561804644  4.738773315323632E8  8.31172456733094E7  65629.0  174866.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155541.59934627148 61487.603305785095  2314.17271730541  2314.17271730541 253.34098249297037  4.9075122017140114E8  8377699.702313273  65829.0  175391.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
