observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52295.272489650786 3689.2561983471073  2369.328432002103  2369.328432002103 242.80804638121717  4.7992309508696455E8  3.1102003535664715E7  63826.0  170137.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127519.81479171514 55537.19008264461  2194.228655291315  2194.228655291315 251.17775201802846  4.334789245946785E8  3.978003766053039E7  63826.0  170137.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207380.0441381821 111074.38016528926  2382.3105682440287  2382.3105682440287 256.8999840546197  4.809624133105782E8  3.2862718167296246E7  64026.0  170641.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216983.1571969181 128925.61983471068  2257.9677065534975  2257.9677065534975 257.5015928009041  4.66415307531893E8  2.0591117724609584E7  64227.0  171127.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123459.23392868735 182479.3388429752  3214.4518552555846  3214.4518552555846 250.8408988567098  4.8304490676616657E8  2.1025938746511042E8  64427.0  171652.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123723.26677544636 17851.239669421488  3127.6911838194906  3127.6911838194906 250.86364462228175  4.684803350018846E8  2.0611111212883732E8  64627.0  172165.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119563.24678453385 6148.760330578512  2376.8771303339877  2376.8771303339877 250.50526936462214  4.851296165786057E8  2.7523611879265215E7  64828.0  172671.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113624.18980238319 6148.760330578512  3418.0632815721506  3418.0632815721506 249.9936345453466  4.861635542713141E8  2.510563693033853E8  65028.0  173174.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98258.74458607231 5950.413223140496  7332.388493170372  7332.388493170372 248.5432631325349  4.715226819536263E8  1.1099526856019936E9  65228.0  173700.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98176.75450782481 3689.2561983471073  2418.5157399003997  2418.5157399003997 248.5351420867497  4.882414356427731E8  3.3392554736048464E7  65429.0  174187.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111325.18574788638 3966.9421487603304  2580.4837111780826  2580.4837111780826 249.7812869460729  4.7344024710565513E8  8.312756560762937E7  65629.0  174664.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155559.50135658862 61487.603305785095  2311.741575512986  2311.741575512986 253.34229025908311  4.902254841838009E8  8379078.468066807  65829.0  175153.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183410.3545339795 85289.25619834714  2702.472504262177  2702.472504262177 255.31619352772742  4.913046814927404E8  9.157410363587604E7  66030.0  175677.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216225.55016205314 107107.4380165289  2141.4216353976794  2141.4216353976794 257.45441338660186  4.446950118738306E8  1.717434639698183E7  66230.0  176185.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226654.55478672675 182479.33884297524  2437.666422351624  2437.666422351624 258.09959930392756  4.934145119587029E8  3.2349965041158725E7  66430.0  176705.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215155.35995371896 126942.14876033053  2434.668172677471  2434.668172677471 257.3877680877892  4.7850606609576565E8  4.6611737856983006E7  66631.0  177213.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125179.46661438991 152727.27272727274  3593.7086420563596  3593.7086420563596 250.9890925753265  4.9553666758706975E8  2.795670657840737E8  66831.0  177737.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122489.37233342604 11900.826446280991  3939.673934682866  3939.673934682866 250.75734771997122  4.806212481071393E8  3.6910149772216237E8  67031.0  178277.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126368.96040435442 53553.71900826446  4423.18834080717  4423.18834080717 251.08500849418604  4.976253531986541E8  4.563834821982061E8  67232.0  178756.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126113.16504026075 23801.652892561982  2524.8721515316997  2524.8721515316997 251.06439479734553  4.986327165323015E8  4.594059918879213E7  67432.0  179249.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118793.78361400258 5950.413223140496  2856.570703117672  2856.570703117672 250.43898204807053  4.8353674494842017E8  1.3257848228880857E8  67632.0  179747.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110891.14075538379 9917.355371900827  2658.3428067179393  2658.3428067179393 249.74114591282566  5.0066643213418823E8  7.269430444781037E7  67833.0  180243.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107190.14483971991 3570.2479338842977  3284.4652817795836  3284.4652817795836 249.39887310087116  4.854991668211673E8  2.2290586975956056E8  68033.0  180735.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111705.31989014956 13884.297520661159  2444.8136589091605  2444.8136589091605 249.8164422352862  5.0273959451360923E8  2.456642363181291E7  68234.0  181250.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111656.17219148856 61487.603305785095  2447.1296228760793  2447.1296228760793 249.81189699357148  5.037724360130985E8  2.403309739577623E7  68434.0  181756.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178499.08273432637 69421.48760330575  2411.890373856546  2411.890373856546 254.9829501682302  4.5592726723833E8  6.42777408644049E7  68634.0  182247.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138383.53731102115 61487.603305785095  2362.1441375204117  2362.1441375204117 252.04971512490647  5.057642942074321E8  3711270.485739338  68835.0  182728.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111478.07652694239 29752.066115702488  2330.2513683763077  2330.2513683763077 249.79542647988  4.904474457816225E8  1.2149374167562148E7  69035.0  183230.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117763.80976088505 6148.760330578512  2814.4237954788255  2814.4237954788255 250.3502523915304  5.07829348628706E8  9.919548517067167E7  69235.0  183730.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109263.04292554449 5950.413223140496  2312.3372122000746  2312.3372122000746 249.59057735369873  4.924316940012181E8  6301337.668235121  69436.0  184228.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106807.48025155255 6148.760330578512  2640.0220534134246  2640.0220534134246 249.3634837928006  5.0982250654915345E8  5.958674545230034E7  69636.0  184702.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
