observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52298.38765459125 3689.2561983471073  2366.2132670616375  2366.2132670616375 242.8085766220581  4.792123955362778E8  3.1140813343508855E7  63826.0  170015.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127525.68199280632 55537.19008264461  2191.476619140577  2191.476619140577 251.1782248362323  4.328370024198563E8  3.982839098843865E7  63826.0  170015.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207389.02411020861 111074.38016528926  2379.1977973087187  2379.1977973087187 256.9005664511452  4.802494085062906E8  3.2904349576194577E7  64026.0  170523.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216994.93241104097 128925.61983471068  2255.172464457163  2255.172464457163 257.50232609360074  4.6579082124047446E8  2.0612716358633436E7  64227.0  171044.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123472.90071026733 182479.3388429752  3212.560287798441  3212.560287798441 250.84207621556405  4.823873095296329E8  2.10509004772277E8  64427.0  171568.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123738.75348488256 17851.239669421488  3125.8712559632895  3125.8712559632895 250.86497876334275  4.678118479180725E8  2.0638707076464638E8  64627.0  172067.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119581.89516644263 6148.760330578512  2373.715457861409  2373.715457861409 250.50687587581345  4.8441527244479895E8  2.755603536193451E7  64828.0  172561.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113644.22627281921 6148.760330578512  3416.6751930448936  3416.6751930448936 249.9953606368728  4.8550376118515754E8  2.5141677456852242E8  65028.0  173092.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98274.94652929327 5950.413223140496  7336.22302038544  7336.22302038544 248.5448679208888  4.708496315404565E8  1.1114527803462608E9  65228.0  173600.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98195.60614489483 3689.2561983471073  2415.8660460513333  2415.8660460513333 248.53700932496977  4.876282497825888E8  3.3434245297289584E7  65429.0  174128.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111346.14946761828 3966.9421487603304  2578.371628516222  2578.371628516222 249.78322569755093  4.7287842800494605E8  8.323384328318943E7  65629.0  174622.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155583.11390586695 61487.603305785095  2309.0927459665436  2309.0927459665436 253.34401518780533  4.896431887956812E8  8390064.973088915  65829.0  175114.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183435.7821891703 85289.25619834714  2700.6573983496555  2700.6573983496555 255.31791743655393  4.907531558727885E8  9.173414082162997E7  66030.0  175656.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216253.3924321772 107107.4380165289  2139.0070204644326  2139.0070204644326 257.45614724325424  4.441542797377565E8  1.7194285882385377E7  66230.0  176139.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226685.54820752307 182479.33884297524  2434.515271679303  2434.515271679303 258.10145697719514  4.9269425302514875E8  3.2390572702509765E7  66430.0  176604.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215189.15015687872 126942.14876033053  2431.8713903140033  2431.8713903140033 257.38987234754507  4.7785026436236066E8  4.666431972276687E7  66631.0  177134.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125214.74856044036 152727.27272727274  3592.2168991656954  3592.2168991656954 250.99199440409706  4.948396453569442E8  2.799423436551014E8  66831.0  177651.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122526.33382277496 11900.826446280991  3937.994391384424  3937.994391384424 250.76053185930175  4.7986981994563717E8  3.6949067607138115E8  67031.0  178150.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126406.67280204146 53553.71900826446  4422.437432469078  4422.437432469078 251.08804761076973  4.9693403229615533E8  4.5691284454638207E8  67232.0  178671.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126153.80922889945 23801.652892561982  2521.940360580015  2521.940360580015 251.067670177202  4.979540887980802E8  4.598688792771628E7  67432.0  179170.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118836.67887570449 5950.413223140496  2854.319630054469  2854.319630054469 250.4426773669628  4.828805702775049E8  1.3274913759541826E8  67632.0  179666.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110936.62614880364 9917.355371900827  2655.752674999998  2655.752674999998 249.74535245989122  5.000315477360577E8  7.277054011714429E7  67833.0  180179.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107236.73941784639 3570.2479338842977  3283.3560970729663  3283.3560970729663 249.40318222674986  4.849382596028486E8  2.2322754411493275E8  68033.0  180702.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111754.09943390232 13884.297520661159  2442.628693282879  2442.628693282879 249.8209534295665  5.022273215588415E8  2.4607435507042516E7  68234.0  181251.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111707.20730319162 61487.603305785095  2444.87405492576  2444.87405492576 249.81661678564612  5.032571970991048E8  2.406184747240864E7  68434.0  181753.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178551.9221086208 69421.48760330575  2410.0861112651864  2410.0861112651864 254.98667833970373  4.554648287223352E8  6.435102967189359E7  68634.0  182244.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138438.66618550202 61487.603305785095  2359.8546373339914  2359.8546373339914 252.05391126392922  5.0526578027697533E8  3715976.954659321  68835.0  182732.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
