observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52300.58313475734 3689.2561983471073  2364.0177868955475  2364.0177868955475 242.80895032080977  4.7872831510056084E8  3.1151364886709243E7  63826.0  169684.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127529.81411258422 55537.19008264461  2189.5399795287926  2189.5399795287926 251.1785578300092  4.323997684779248E8  3.984792367999427E7  63826.0  169684.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207395.43820683076 111074.38016528926  2376.915820464457  2376.915820464457 256.90098243769575  4.7975384205930823E8  3.2907731222560525E7  64026.0  170183.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 217003.34379139484 128925.61983471068  2253.1751807254195  2253.1751807254195 257.50284990605275  4.653397854265512E8  2.0632970984853495E7  64227.0  170718.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123482.78058997646 182479.3388429752  3211.0917884431587  3211.0917884431587 250.84292734234808  4.819512646865559E8  2.106283185038253E8  64427.0  171255.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123752.16754683567 17851.239669421488  3122.3370737193013  3122.3370737193013 250.86613435103686  4.6744997819068307E8  2.0598667562180686E8  64627.0  171782.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119596.97317102039 6148.760330578512  2372.051515236763  2372.051515236763 250.508174807979  4.8403740408926326E8  2.7575018713434696E7  64828.0  172272.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113663.98338869987 6148.760330578512  3411.996081742012  3411.996081742012 249.99706266270675  4.8504225850505805E8  2.5086907004765746E8  65028.0  172762.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98309.27131415803 5950.413223140496  7321.6553514013385  7321.6553514013385 248.54826776091107  4.7033185872870946E8  1.108828547018725E9  65228.0  173233.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98232.41481771276 3689.2561983471073  2413.3821580981607  2413.3821580981607 248.54065519192875  4.870627114135927E8  3.346404996676935E7  65429.0  173746.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111384.9187071572 3966.9421487603304  2576.411061795231  2576.411061795231 249.786811126159  4.7241164083499783E8  8.327776851959501E7  65629.0  174280.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155623.86817755774 61487.603305785095  2307.1077138146466  2307.1077138146466 253.34699234257855  4.8921244397122926E8  8392671.073718209  65829.0  174794.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183479.74718854704 85289.25619834714  2697.446670663729  2697.446670663729 255.32089811447776  4.9027348930560285E8  9.152130633653738E7  66030.0  175311.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216299.0662471609 107107.4380165289  2137.2982048574095  2137.2982048574095 257.45899154609293  4.43778698743587E8  1.720130350969396E7  66230.0  175823.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226732.82586149056 182479.33884297524  2432.9114326954855  2432.9114326954855 258.10429068937253  4.9234667368637925E8  3.2392230402119316E7  66430.0  176320.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215237.67922829464 126942.14876033053  2430.619972865597  2430.619972865597 257.3928944593532  4.77545279038676E8  4.669939492493112E7  66631.0  176863.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125267.43151099737 152727.27272727274  3588.0630200245787  3588.0630200245787 250.99623994769905  4.9445044607671523E8  2.794356196563697E8  66831.0  177346.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122583.20962348237 11900.826446280991  3933.801541234024  3933.801541234024 250.76543156646127  4.795153407812399E8  3.689408265523109E8  67031.0  177856.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126468.40254579672 53553.71900826446  4417.583489421193  4417.583489421193 251.09302220531845  4.96515301742118E8  4.5628465957313055E8  67232.0  178348.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126217.43064144773 23801.652892561982  2520.0486917870126  2520.0486917870126 251.0727972150413  4.9750962403707796E8  4.6023350902869776E7  67432.0  178831.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118903.22510396631 5950.413223140496  2851.3948143409257  2851.3948143409257 250.4484101571301  4.824568929390093E8  1.3254198038253537E8  67632.0  179331.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
