observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52293.05680107588 3689.2561983471073  2371.5441205770085  2371.5441205770085 242.80766924273632  4.8040059702604383E8  3.1102389109880943E7  63826.0  170401.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127515.61897408355 55537.19008264461  2196.2087843479753  2196.2087843479753 251.17741389105356  4.33910216668674E8  3.9775826793507844E7  63826.0  170401.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207373.64828857244 111074.38016528926  2384.5106002221423  2384.5106002221423 256.8995692514801  4.8143071533970034E8  3.2868926781536113E7  64026.0  170904.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216974.72205143658 128925.61983471068  2260.007002425379  2260.007002425379 257.5010675084965  4.668649769145841E8  2.0581290855922956E7  64227.0  171386.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123449.0714412938 182479.3388429752  3216.1791971675884  3216.1791971675884 250.84002338398466  4.834399592097418E8  2.1023689420708767E8  64427.0  171882.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123711.40040687316 17851.239669421488  3129.3950649991602  3129.3950649991602 250.86262236447908  4.688054529612163E8  2.0615349326169983E8  64627.0  172365.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119549.50179736035 6148.760330578512  2378.755748934287  2378.755748934287 250.50408526855276  4.855438339942627E8  2.7514581537943095E7  64828.0  172908.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113607.3243862786 6148.760330578512  3421.1837105032264  3421.1837105032264 249.99218163217424  4.8665039693411326E8  2.5124255173948264E8  65028.0  173446.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98236.55867584601 5950.413223140496  7337.708987292095  7337.708987292095 248.54106563746492  4.719950911697956E8  1.11062781929143E9  65228.0  173970.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98151.96907477343 3689.2561983471073  2421.115262725476  2421.115262725476 248.53268711120973  4.888172678330011E8  3.3377396781657778E7  65429.0  174503.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111297.58993377104 3966.9421487603304  2583.2940922420403  2583.2940922420403 249.77873485006668  4.7406735344149804E8  8.310661215502004E7  65629.0  175016.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155528.41360817375 61487.603305785095  2315.2335098124618  2315.2335098124618 253.3400192569343  4.90979396049011E8  8378319.287692228  65829.0  175556.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183375.0267195815 85289.25619834714  2706.712570245262  2706.712570245262 255.31379842166655  4.9206888140356845E8  9.172441608555715E7  66030.0  176085.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216187.06132383257 107107.4380165289  2144.582659220275  2144.582659220275 257.4520165228442  4.453827902044051E8  1.7168348814426914E7  66230.0  176589.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226612.73570080448 182479.33884297524  2440.9966700532686  2440.9966700532686 258.0970927655721  4.941329775019379E8  3.2349779048023287E7  66430.0  177091.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215110.34557365143 126942.14876033053  2437.863466822734  2437.863466822734 257.38496485076917  4.7922611474402493E8  4.6580861500619575E7  66631.0  177610.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125129.52491239022 152727.27272727274  3598.6359639885213  3598.6359639885213 250.9847902233279  4.9625913738560736E8  2.7990733812896556E8  66831.0  178128.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122434.52905709321 11900.826446280991  3944.5755090160033  3944.5755090160033 250.75262310967378  4.812707623010607E8  3.695091723388708E8  67031.0  178643.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126309.10048694239 53553.71900826446  4428.204981886381  4428.204981886381 251.08018458271758  4.982563306043675E8  4.568345116040508E8  67232.0  179103.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126050.24208121012 23801.652892561982  2527.9351931702786  2527.9351931702786 251.0593240455484  4.992993661630517E8  4.5934597163617186E7  67432.0  179611.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118727.02957026724 5950.413223140496  2860.401787802376  2860.401787802376 250.43323135512296  4.84186326393166E8  1.3275520267811559E8  67632.0  180113.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110821.19998195373 9917.355371900827  2661.5295364126673  2661.5295364126673 249.73467770109625  5.0138456586916393E8  7.266349579385705E7  67833.0  180629.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107115.76095272187 3570.2479338842977  3288.9083953475597  3288.9083953475597 249.39199398434494  4.861448851216061E8  2.232184578376923E8  68033.0  181103.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111627.78095790179 13884.297520661159  2447.968704158895  2447.968704158895 249.80927133616035  5.033815914932112E8  2.4604917920602184E7  68234.0  181606.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
