observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52291.42666264749 3689.2561983471073  2373.174259005395  2373.174259005395 242.80739177236555  4.8073636948866314E8  3.111821064320946E7  63826.0  170524.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127512.4818575258 55537.19008264461  2197.7157624773604  2197.7157624773604 251.17716108127374  4.342134950220179E8  3.9797578789196394E7  63826.0  170524.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207368.80235984665 111074.38016528926  2386.2194123901586  2386.2194123901586 256.89925496853533  4.817850635289341E8  3.288314121742642E7  64026.0  171037.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216968.11821554357 128925.61983471068  2261.7649095925904  2261.7649095925904 257.5006562595307  4.6723188868224734E8  2.0593530695672017E7  64227.0  171535.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123440.08332804647 182479.3388429752  3218.5634745218654  3218.5634745218654 250.83924908063804  4.838425492930185E8  2.1034855345861956E8  64427.0  172041.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123697.2623477992 17851.239669421488  3134.5450108257887  3134.5450108257887 250.86140440625425  4.692579360754899E8  2.0681176859628108E8  64627.0  172559.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119533.42122967725 6148.760330578512  2380.6982575434317  2380.6982575434317 250.50269996809763  4.859467784025589E8  2.7530604226038236E7  64828.0  173071.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113585.98082363406 6148.760330578512  3426.4467054646707  3426.4467054646707 249.9903429379423  4.870325560337673E8  2.519955339241169E8  65028.0  173600.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98198.42337336844 5950.413223140496  7354.500727125128  7354.500727125128 248.5372883689945  4.723045114675907E8  1.1139401005645688E9  65228.0  174093.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98112.23310432181 3689.2561983471073  2422.715930699512  2422.715930699512 248.52875129797167  4.891377845849567E8  3.3402117734290622E7  65429.0  174625.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111256.12314374348 3966.9421487603304  2585.0249118179954  2585.0249118179954 249.7748999485567  4.743893922143367E8  8.315788264254592E7  65629.0  175144.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155485.77262568456 61487.603305785095  2316.4077022740976  2316.4077022740976 253.33690427538056  4.91227970979587E8  8382998.321562233  65829.0  175644.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183330.2804804183 85289.25619834714  2708.8178269193154  2708.8178269193154 255.31076477833344  4.9231143833304495E8  9.193592832815117E7  66030.0  176173.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216141.07884079998 107107.4380165289  2145.818903089647  2145.818903089647 257.44915299793246  4.456399222493415E8  1.7177854200056806E7  66230.0  176699.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226565.18235652577 182479.33884297524  2442.567531299369  2442.567531299369 258.0942425291612  4.944535995295265E8  3.23679659049982E7  66430.0  177221.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215061.23464363307 126942.14876033053  2439.4210525623807  2439.4210525623807 257.3819065041495  4.795334884351082E8  4.660943338611282E7  66631.0  177741.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125075.81850780007 152727.27272727274  3603.2314385603163  3603.2314385603163 250.98016355167127  4.9649949100927407E8  2.8065815264160377E8  66831.0  178220.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122374.98937169222 11900.826446280991  3950.408789826861  3950.408789826861 250.74749391554894  4.8150651941055393E8  3.705315577736509E8  67031.0  178737.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126241.56945997872 53553.71900826446  4436.196323449048  4436.196323449048 251.07474248206776  4.986054326258524E8  4.582090102683195E8  67232.0  179248.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 125981.02778256017 23801.652892561982  2529.618464856571  2529.618464856571 251.05374629563707  4.996444806435298E8  4.595253664724291E7  67432.0  179754.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118654.64471439547 5950.413223140496  2863.572345024187  2863.572345024187 250.42699558187417  4.845028639306005E8  1.3312250208581412E8  67632.0  180247.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110747.01407891308 9917.355371900827  2663.330583581536  2663.330583581536 249.72781689437835  5.017367959424514E8  7.269972191545123E7  67833.0  180774.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107037.19420832745 3570.2479338842977  3293.289236701344  3293.289236701344 249.38472803184382  4.8651918622275865E8  2.2378903202467132E8  68033.0  181261.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111546.92473772254 13884.297520661159  2450.258179943713  2450.258179943713 249.80179365002522  5.0381650227168185E8  2.466380934064126E7  68234.0  181788.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111492.68265023989 61487.603305785095  2452.22401169772  2452.22401169772 249.79677727274947  5.048636141186718E8  2.404069500861339E7  68434.0  182299.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178330.9919320562 69421.48760330575  2416.4916348780616  2416.4916348780616 254.97109023721555  4.569080572902156E8  6.428936699069303E7  68634.0  182786.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138210.2138051864 61487.603305785095  2367.376841085002  2367.376841085002 252.03652259135228  5.06891419926863E8  3712752.6954704938  68835.0  183289.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111299.42408542038 29752.066115702488  2335.580304063551  2335.580304063551 249.77890447474525  4.915985282628908E8  1.2147655298513688E7  69035.0  183823.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117579.37295010772 6148.760330578512  2820.2081647341583  2820.2081647341583 250.33436362423396  5.090655440318937E8  9.920688289524317E7  69235.0  184349.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109072.7514599497 5950.413223140496  2318.1918670175332  2318.1918670175332 249.5729789568066  4.9369407782374203E8  6301706.410989004  69436.0  184879.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106610.30561109571 6148.760330578512  2646.9052282754733  2646.9052282754733 249.34524883113804  5.113117161841259E8  5.9582123207232125E7  69636.0  185443.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95520.11798 10760.32475 2766.94065 248.93 34801.96462 126971.3512770366 11900.826446280991  2540.0925077781285  2540.0925077781285 251.13355316923494  5.123849006477093E8  3.547119509909819E7  69836.0  185965.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
94925.07697999998 3570.246 3034.7091 248.87 6009.914100000001 124725.07468083299 5950.413223140496  2305.7774730631313  2305.7774730631313 250.94994785327643  4.969465718899065E8  371632.14570969157  70037.0  186515.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82750.53811999998 11928.58858 2152.0649500000004 247.56 1906.1146700000002 112213.59652126164 11900.826446280993  2516.766383290316  2516.766383290316 249.86344830493496  5.145537106340626E8  2.8271324452104677E7  70237.0  187023.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
167841.40111999997 65097.485400000005 2439.6681 254.71 152628.0165 180210.7690960947 81322.31404958678  3308.529875580242  3308.529875580242 255.09927248109116  4.9899377654691315E8  2.146015963556282E8  70437.0  187544.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
107399.11980999997 103545.06788 2520.99037 250.04 45623.77694 159866.05363868104 63471.07438016526  2497.4180172486717  2497.4180172486717 253.6568897391103  5.166338248724803E8  2.2018086499958333E7  70638.0  188035.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113301.92652999997 12297.514000000001 2705.45308 250.55 20905.773800000003 116767.33099794578 61487.603305785095  2516.8931349503478  2516.8931349503478 250.26440825275205  5.1771363197655004E8  2.5138741353870127E7  70838.0  188562.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108081.43348999997 27990.72864 2388.09788 250.1 25158.33348 111705.53951503153 27768.59504132232  2451.529921591932  2451.529921591932 249.81646254647475  4.686086598109112E8  6.014594551790145E7  71038.0  189099.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
110848.37413999997 63209.22196 2889.91579 250.34 68866.07840000001 116085.46986898454 61487.603305785095  2998.5447402621103  2998.5447402621103 250.20566763171817  5.198461164791194E8  1.2689057098034295E8  71239.0  189602.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
107397.13633999997 8271.0699 3153.7173000000003 250.04 7973.549400000001 111598.6969501902 9917.355371900827  2542.966946893481  2542.966946893481 249.80658161011655  5.0411709844699544E8  4.4358966448672034E7  71439.0  190127.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102047.71774999998 10944.78746 3566.2790600000003 249.55 9161.647930000001 109880.42031595977 6148.760330578512  4731.1642336519235  4731.1642336519235 249.6476732004032  5.219948293374579E8  4.984393310119507E8  71639.0  190650.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83839.46314999998 11722.307700000001 3391.7336999999998 247.69 -3094.2132 97198.17300167846 5950.413223140496  3637.6208911408244  3637.6208911408244 248.43821444152917  5.0616994801293766E8  2.784049338562614E8  71840.0  191161.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68897.98363999999 12666.43942 3750.74177 245.88 1475.70168 89729.46625200528 6148.760330578512  2795.6480990946634  2795.6480990946634 247.6736270692181  5.2404758682660985E8  7.892763866654767E7  72040.0  191650.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100810.03247 8362.309519999999 3320.3287800000003 249.43 43594.687130000006 120594.59025779195 5950.413223140496  6779.1499010728385  6779.1499010728385 250.59411701049206  5.251074312082774E8  9.370434888516418E8  72240.0  192168.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
89087.72477 7616.5248 2856.1967999999997 248.26 -1249.5861 110979.5647201636 5950.413223140496  2415.026214487849  2415.026214487849 249.74932347361172  5.0916010227371275E8  1.1721254977211373E7  72441.0  192665.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
73223.93171 10637.34961 2889.91579 246.43 -2336.5276599999997 102324.20773592728 3689.2561983471073  2629.5731258892056  2629.5731258892056 248.9459437139389  5.2716381376921844E8  3.999177675313937E7  72641.0  193169.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
69415.66931 5057.8485 2499.1722 245.95 3748.7583000000004 100001.01975159951 3570.2479338842977  2501.69835044347  2501.69835044347 248.715833969057  5.111286538565322E8  2.844645485017047E7  72842.0  193660.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100712.84244 3566.2790600000003 2643.96551 249.42 37507.4177 111030.52455376553 23801.65289256199  2676.260005271999  2676.260005271999 249.75403630387177  5.2920366944490325E8  4.802151160756159E7  73042.0  194166.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
137851.33471999998 78150.70147 2705.45308 252.52 117994.64683 158259.46595502252 65454.54545454542  5311.159974197828  5311.159974197828 253.53952633172784  5.3022513058624625E8  6.153045532500502E8  73242.0  194664.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
149625.21263999998 91580.77683999999 2610.24652 253.4 105964.90127999999 186228.52378763666 75371.90082644628  2623.942620939643  2623.942620939643 255.50725585000927  4.7987858528083324E8  8.606259810879847E7  73443.0  195186.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
117159.77567999996 169398.25535 2889.91579 250.88 139822.73418 210416.87349628887 113057.85123966941  2576.53323167868  2576.53323167868 257.09268236992705  5.324334221559158E8  2.3282337229642212E7  73643.0  195740.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
120730.02167999995 99371.84700000001 2737.1886 251.17 105679.2816 207147.30657072813 105123.96694214878  3824.881583412225  3824.881583412225 256.8848898482864  5.1624453753277344E8  3.0871938979041463E8  73843.0  196235.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
118024.56859999994 18261.80829 3197.35364 250.95 18753.70885 125868.37843215086 97190.08264462808  2842.5543439492026  2842.5543439492026 251.04466825950124  5.3450512647696555E8  7.858700306344727E7  74044.0  196747.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
112431.18319999994 8449.5822 3272.7255 250.47 6128.9223 123436.67903539447 5950.413223140496  2610.208473615885  2610.208473615885 250.8389558093896  5.1825748484766984E8  4.472146928888722E7  74244.0  197248.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100195.15676999993 9960.98634 4181.154759999999 249.37 1906.1146700000002 113651.39723759722 6148.760330578512  5542.636137218725  5542.636137218725 249.9959783974498  5.365487538094381E8  6.589065238951228E8  74444.0  197742.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82794.17445999992 11436.688020000001 3812.2293400000003 247.56 -2152.0649500000004 101594.81985616832 6148.760330578512  3755.7521008503854  3755.7521008503854 248.87369848020685  5.376302123099074E8  2.724236248099252E8  74645.0  198270.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82318.14165999992 8925.615000000002 3094.2132 247.51 11543.7954 104242.34154900268 5950.413223140496  2945.8604840251433  2945.8604840251433 249.12625650134123  5.212340247715697E8  1.1413953680107386E8  74845.0  198747.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
70143.60279999992 8731.23494 3074.3785000000003 246.04 -368.92542 97604.32752437808 3689.2561983471073  2579.8324062774877  2579.8324062774877 248.47844369298514  5.397100913741484E8  1.6717245604959654E7  75045.0  199285.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
67941.95109999992 4224.7911 2677.6845000000003 245.74 4700.8239 95349.75733886137 3570.2479338842977  3385.1461516324134  3385.1461516324134 248.25513048126598  5.2323756898902965E8  2.0688267209904045E8  75246.0  199757.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76673.18603999991 3566.2790600000003 2520.99037 246.85 14818.50437 103902.69347796278 3689.2561983471073  2576.312032551482  2576.312032551482 249.09484541551492  5.417460630249705E8  1.392198735353739E7  75446.0  200277.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109569.0359899999 12604.951850000001 2705.45308 250.22 48206.25488 111696.34099573475 37685.950413223145  2726.656949004941  2726.656949004941 249.81561185570467  5.428300380381331E8  4.526493328569989E7  75646.0  200804.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109291.35018999991 31378.4954 2610.24652 250.2 33711.05612 111251.55083746793 31735.537190082654  2420.3090881842018  2420.3090881842018 249.77447709585388  4.91267224846521E8  3.0753561204381015E7  75847.0  201327.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109844.7383199999 12481.976709999999 2889.91579 250.25 15925.280630000001 110474.51016665174 13884.297520661159  2818.023780155017  2818.023780155017 249.70261538579965  5.449699336178567E8  6.283135755152176E7  76047.0  201847.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
119246.38611999991 11424.787199999999 2975.205 251.06 23801.64 111644.81198513154 19834.710743801657  2796.6274377185314  2796.6274377185314 249.81084638723127  5.2829275430883676E8  7.489369838681301E7  76247.0  202301.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
117463.24658999991 12481.976709999999 3381.81635 250.91 14080.65353 116251.20417685136 6148.760330578512  3325.501007701658  3325.501007701658 250.21994522543517  5.469164759314865E8  1.703392905028392E8  76448.0  202795.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108954.16028999991 7616.5248 3748.7583000000004 250.18 2856.1967999999997 105616.0683541739 5950.413223140496  7540.919399536974  7540.919399536974 249.25330050440894  5.3033578741441554E8  1.0961162602655067E9  76648.0  203328.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95795.82030999992 10083.96148 3750.74177 248.97 676.36327 97418.54061720046 6148.760330578512  2725.1306763949315  2725.1306763949315 248.4600416617671  5.490548181437536E8  3.871096133004319E7  76848.0  203832.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82944.91817999992 8915.69765 3750.74177 247.59 -184.46271 88030.1817067859 6148.760330578512  3055.135869836041  3055.135869836041 247.49098685584545  5.501348990885442E8  1.0880756245587632E8  77049.0  204357.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76935.00407999991 7795.0371 3272.7255 246.9 5057.8485 84099.2137324009 5950.413223140496  3038.4032512444915  3038.4032512444915 247.06848384914025  5.334065496943403E8  1.2192696175585184E8  77249.0  204870.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76443.1035199999 7747.43382 3320.3287800000003 246.83 10575.86204 88027.73523202779 3689.2561983471073  2958.0843420259894  2958.0843420259894 247.4907239071397  5.522284318633039E8  8.578161444428745E7  77450.0  205377.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100839.7845199999 5652.8895 3153.7173000000003 249.43 33203.287800000006 110612.82756588071 7933.884297520661  2684.311168626401  2684.311168626401 249.7154071548951  5.353220935356215E8  4.3639590776675105E7  77650.0  205835.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101147.2223699999 5841.31915 2951.40336 249.46 9100.16036 110956.4185794789 5950.413223140496  2806.1561232613  2806.1561232613 249.74718288906678  5.542273555058248E8  5.10142776390187E7  77850.0  206351.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106619.61609999991 12543.46428 2889.91579 249.97 20905.773800000003 111267.61326066348 17851.23966942149  2743.339449393889  2743.339449393889 249.7759625691911  5.552918489105976E8  3.640126283686598E7  78051.0  206872.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
193313.12285999992 33822.13044 2665.78368 256.43 123181.42088000002 169747.52039622737 61487.60330578509  3213.9104386512577  3213.9104386512577 254.36546887717685  5.025009789638186E8  1.9068654062739006E8  78251.0  207382.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
155682.73001999993 233960.20385000002 2828.4282200000002 253.85 199158.23923 213449.024957191 152727.27272727265  2729.4619417639215  2729.4619417639215 257.28150734569624  5.57425429907017E8  3.1274532131914284E7  78451.0  207911.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
